"ProximitytoHolefromSand_RANKTHISWEEK_2013","ProximitytoHolefromSand_RANKLASTWEEK_2013","ProximitytoHolefromSand_PLAYERNAME_2013","ProximitytoHolefromSand_ROUNDS_2013","ProximitytoHolefromSand_AVGDTP_2013","ProximitytoHolefromSand_TOTALDISTANCEFEET_2013","ProximitytoHolefromSand_OFSHOTS_2013","ProximitytoHolefromSand_SCRAMBLINGRANK_2013","stat_name","year"
17,NA,"Darron Stiles",51,NA,495.167,65,29,"ProximitytoHolefromSand",2013
20,NA,"KJ Choi",85,NA,743.167,97,13,"ProximitytoHolefromSand",2013
21,NA,"Roberto Castro",97,NA,866.75,112,26,"ProximitytoHolefromSand",2013
21,NA,"Jim Furyk",80,NA,720.667,93,57,"ProximitytoHolefromSand",2013
21,NA,"Brian Gay",79,NA,865.417,112,10,"ProximitytoHolefromSand",2013
21,NA,"Matt Kuchar",93,NA,858,111,12,"ProximitytoHolefromSand",2013
21,NA,"Phil Mickelson",78,NA,723.583,93,78,"ProximitytoHolefromSand",2013
21,NA,"Adam Scott",61,NA,528.833,68,119,"ProximitytoHolefromSand",2013
21,NA,"Jordan Spieth",82,NA,688.417,89,31,"ProximitytoHolefromSand",2013
21,NA,"Mark Wilson",56,NA,558.167,72,27,"ProximitytoHolefromSand",2013
29,NA,"Rickie Fowler",75,NA,611,78,56,"ProximitytoHolefromSand",2013
29,NA,"Tim Herron",45,NA,551.083,70,117,"ProximitytoHolefromSand",2013
29,NA,"David Lynn",70,NA,523.167,67,38,"ProximitytoHolefromSand",2013
29,NA,"Henrik Stenson",65,NA,437.5,56,102,"ProximitytoHolefromSand",2013
29,NA,"Camilo Villegas",79,NA,636.583,81,123,"ProximitytoHolefromSand",2013
34,NA,"Vijay Singh",61,NA,622.25,79,103,"ProximitytoHolefromSand",2013
35,NA,"Brian Davis",91,NA,1059.833,132,73,"ProximitytoHolefromSand",2013
35,NA,"Brad Fritsch",81,NA,907.583,114,136,"ProximitytoHolefromSand",2013
37,NA,"DH Lee",65,NA,698.417,86,89,"ProximitytoHolefromSand",2013
38,NA,"Jonas Blixt",76,NA,921.333,113,24,"ProximitytoHolefromSand",2013
38,NA,"William McGirt",75,NA,844.417,103,39,"ProximitytoHolefromSand",2013
38,NA,"DA Points",87,NA,905.333,111,129,"ProximitytoHolefromSand",2013
41,NA,"Martin Flores",83,NA,944.583,115,15,"ProximitytoHolefromSand",2013
41,NA,"Morgan Hoffmann",64,NA,592.25,72,85,"ProximitytoHolefromSand",2013
43,NA,"Greg Chalmers",77,NA,865.5,104,63,"ProximitytoHolefromSand",2013
43,NA,"Padraig Harrington",52,NA,443.667,53,113,"ProximitytoHolefromSand",2013
43,NA,"Freddie Jacobson",63,NA,599.5,72,54,"ProximitytoHolefromSand",2013
43,NA,"Richard Lee",81,NA,903.333,108,11,"ProximitytoHolefromSand",2013
43,NA,"Webb Simpson",92,NA,694,83,86,"ProximitytoHolefromSand",2013
43,NA,"Josh Teater",86,NA,761.167,91,157,"ProximitytoHolefromSand",2013
43,NA,"Tiger Woods",61,NA,568.583,68,46,"ProximitytoHolefromSand",2013
50,NA,"James Hahn",78,NA,748.5,89,128,"ProximitytoHolefromSand",2013
50,NA,"Cameron Tringale",80,NA,827,98,20,"ProximitytoHolefromSand",2013
50,NA,"Jimmy Walker",84,NA,969.5,115,36,"ProximitytoHolefromSand",2013
50,NA,"YE Yang",56,NA,639.333,76,110,"ProximitytoHolefromSand",2013
54,NA,"Charl Schwartzel",69,NA,941,111,140,"ProximitytoHolefromSand",2013
54,NA,"Brandt Snedeker",79,NA,754.417,89,33,"ProximitytoHolefromSand",2013
56,NA,"Scott Brown",65,NA,693.5,81,130,"ProximitytoHolefromSand",2013
56,NA,"Matt Jones",83,NA,829,97,8,"ProximitytoHolefromSand",2013
56,NA,"Rod Pampling",46,NA,454.417,53,127,"ProximitytoHolefromSand",2013
56,NA,"Alistair Presnell",59,NA,582.75,68,101,"ProximitytoHolefromSand",2013
56,NA,"Patrick Reed",83,NA,929.583,108,40,"ProximitytoHolefromSand",2013
56,NA,"Shawn Stefani",63,NA,726.833,85,79,"ProximitytoHolefromSand",2013
56,NA,"Chris Stroud",88,NA,1082.25,126,6,"ProximitytoHolefromSand",2013
63,NA,"Bill Haas",85,NA,767.667,89,18,"ProximitytoHolefromSand",2013
63,NA,"Carl Pettersson",82,NA,897.75,104,147,"ProximitytoHolefromSand",2013
63,NA,"Lee Westwood",70,NA,579.5,67,21,"ProximitytoHolefromSand",2013
66,NA,"Matt Every",89,NA,1009.167,115,113,"ProximitytoHolefromSand",2013
66,NA,"Tommy Gainey",84,NA,1054.5,120,152,"ProximitytoHolefromSand",2013
66,NA,"David Lingmerth",68,NA,737.833,84,80,"ProximitytoHolefromSand",2013
66,NA,"Troy Matteson",68,NA,684,78,63,"ProximitytoHolefromSand",2013
70,NA,"Robert Allenby",58,NA,795.417,90,168,"ProximitytoHolefromSand",2013
70,NA,"Tim Clark",64,NA,609.583,69,45,"ProximitytoHolefromSand",2013
70,NA,"Ken Duke",87,NA,966.5,109,108,"ProximitytoHolefromSand",2013
70,NA,"George McNeill",68,NA,806.75,91,49,"ProximitytoHolefromSand",2013
74,NA,"Scott Langley",79,NA,740.833,83,59,"ProximitytoHolefromSand",2013
74,NA,"Dicky Pride",71,NA,795.667,89,60,"ProximitytoHolefromSand",2013
74,NA,"Brendan Steele",86,NA,962.5,108,104,"ProximitytoHolefromSand",2013
77,NA,"Jason Dufner",78,NA,600.583,67,70,"ProximitytoHolefromSand",2013
77,NA,"Peter Hanson",45,NA,387.417,43,82,"ProximitytoHolefromSand",2013
77,NA,"Billy Horschel",96,NA,1281.75,143,131,"ProximitytoHolefromSand",2013
77,NA,"Jerry Kelly",75,NA,799,89,14,"ProximitytoHolefromSand",2013
81,NA,"Erik Compton",74,NA,1043.083,115,23,"ProximitytoHolefromSand",2013
81,NA,"Charley Hoffman",84,NA,985,108,154,"ProximitytoHolefromSand",2013
81,NA,"Charles Howell III",87,NA,1031.333,114,5,"ProximitytoHolefromSand",2013
81,NA,"Luke List",65,NA,797.917,88,151,"ProximitytoHolefromSand",2013
81,NA,"David Mathis",71,NA,834.083,92,172,"ProximitytoHolefromSand",2013
81,NA,"Bryce Molder",82,NA,1022.333,113,19,"ProximitytoHolefromSand",2013
81,NA,"Vaughn Taylor",50,NA,543.417,60,107,"ProximitytoHolefromSand",2013
88,NA,"Jason Bohn",70,NA,828.25,90,144,"ProximitytoHolefromSand",2013
88,NA,"Nicolas Colsaerts",50,NA,495.167,54,178,"ProximitytoHolefromSand",2013
88,NA,"David Hearn",88,NA,924.667,101,90,"ProximitytoHolefromSand",2013
88,NA,"Colt Knost",69,NA,703.417,77,116,"ProximitytoHolefromSand",2013
88,NA,"Jason Kokrak",78,NA,1040.667,114,83,"ProximitytoHolefromSand",2013
88,NA,"Sean OHair",56,NA,642.083,70,169,"ProximitytoHolefromSand",2013
88,NA,"Cameron Percy",68,NA,726.167,79,40,"ProximitytoHolefromSand",2013
88,NA,"Tag Ridings",69,NA,834.167,91,98,"ProximitytoHolefromSand",2013
88,NA,"Kevin Stadler",83,NA,885.667,97,143,"ProximitytoHolefromSand",2013
97,NA,"James Driscoll",76,NA,947.583,102,53,"ProximitytoHolefromSand",2013
97,NA,"Doug LaBelle II",72,NA,1015.083,110,123,"ProximitytoHolefromSand",2013
97,NA,"Seung Yul Noh",71,NA,812.917,88,158,"ProximitytoHolefromSand",2013
97,NA,"Geoff Ogilvy",57,NA,687,74,132,"ProximitytoHolefromSand",2013
97,NA,"Boo Weekley",100,NA,1121.833,121,135,"ProximitytoHolefromSand",2013
102,NA,"Ernie Els",63,NA,616.833,66,84,"ProximitytoHolefromSand",2013
102,NA,"Ryo Ishikawa",72,NA,806.167,86,160,"ProximitytoHolefromSand",2013
102,NA,"Zach Johnson",84,NA,643.083,69,54,"ProximitytoHolefromSand",2013
102,NA,"Kevin Streelman",86,NA,953.417,102,61,"ProximitytoHolefromSand",2013
102,NA,"Brian Stuard",78,NA,772.583,83,43,"ProximitytoHolefromSand",2013
107,NA,"Ricky Barnes",74,NA,793.833,84,162,"ProximitytoHolefromSand",2013
107,NA,"Pat Perez",69,NA,967.333,103,111,"ProximitytoHolefromSand",2013
109,NA,"Brendon de Jonge",110,NA,1217,128,16,"ProximitytoHolefromSand",2013
109,NA,"Sergio Garcia",65,NA,724.667,76,99,"ProximitytoHolefromSand",2013
109,NA,"Lucas Glover",65,NA,674.167,71,174,"ProximitytoHolefromSand",2013
109,NA,"Greg Owen",73,NA,880.667,93,142,"ProximitytoHolefromSand",2013
109,NA,"Rory Sabbatini",86,NA,965.167,102,91,"ProximitytoHolefromSand",2013
109,NA,"John Senden",79,NA,918.583,97,153,"ProximitytoHolefromSand",2013
109,NA,"Kyle Stanley",71,NA,810.917,85,155,"ProximitytoHolefromSand",2013
109,NA,"Michael Thompson",66,NA,742.833,78,93,"ProximitytoHolefromSand",2013
117,NA,"Charlie Beljan",62,NA,734.833,77,170,"ProximitytoHolefromSand",2013
117,NA,"Chad Campbell",78,NA,884.833,92,76,"ProximitytoHolefromSand",2013
117,NA,"Ian Poulter",59,NA,518.333,54,25,"ProximitytoHolefromSand",2013
117,NA,"Daniel Summerhays",83,NA,1150.333,120,68,"ProximitytoHolefromSand",2013
121,NA,"Luke Guthrie",82,NA,897.667,93,75,"ProximitytoHolefromSand",2013
121,NA,"Chris Kirk",89,NA,1074.917,111,3,"ProximitytoHolefromSand",2013
123,NA,"Russell Henley",80,NA,953.167,98,104,"ProximitytoHolefromSand",2013
123,NA,"Eric Meierdierks",48,NA,594.5,61,177,"ProximitytoHolefromSand",2013
123,NA,"Chez Reavie",72,NA,1086.25,111,48,"ProximitytoHolefromSand",2013
126,NA,"Justin Bolli",59,NA,776.25,79,106,"ProximitytoHolefromSand",2013
126,NA,"Rory McIlroy",56,NA,592.25,60,145,"ProximitytoHolefromSand",2013
128,NA,"Jim Herman",59,NA,587,59,149,"ProximitytoHolefromSand",2013
128,NA,"John Merrick",79,NA,875.167,88,115,"ProximitytoHolefromSand",2013
128,NA,"Scott Piercy",78,NA,948.833,96,161,"ProximitytoHolefromSand",2013
131,NA,"Marc Leishman",77,NA,750.167,75,96,"ProximitytoHolefromSand",2013
131,NA,"Scott Stallings",79,NA,1033.417,103,139,"ProximitytoHolefromSand",2013
131,NA,"Bo Van Pelt",72,NA,829.417,83,159,"ProximitytoHolefromSand",2013
134,NA,"Sang Moon Bae",83,NA,1114.833,111,176,"ProximitytoHolefromSand",2013
134,NA,"Keegan Bradley",88,NA,1112.75,110,32,"ProximitytoHolefromSand",2013
134,NA,"Ben Curtis",59,NA,576.833,57,141,"ProximitytoHolefromSand",2013
134,NA,"Harris English",95,NA,1188.333,118,125,"ProximitytoHolefromSand",2013
134,NA,"Ryan Moore",72,NA,778.083,77,95,"ProximitytoHolefromSand",2013
134,NA,"DJ Trahan",48,NA,402.583,40,118,"ProximitytoHolefromSand",2013
140,NA,"Aaron Baddeley",68,NA,974.333,96,92,"ProximitytoHolefromSand",2013
140,NA,"Scott Gardiner",61,NA,1025.75,101,173,"ProximitytoHolefromSand",2013
140,NA,"Andres Romero",63,NA,1037,102,88,"ProximitytoHolefromSand",2013
140,NA,"Steve Stricker",51,NA,448.25,44,2,"ProximitytoHolefromSand",2013
144,NA,"Robert Garrigus",69,NA,675.5,66,180,"ProximitytoHolefromSand",2013
144,NA,"Fabian Gomez",65,NA,915,89,49,"ProximitytoHolefromSand",2013
144,NA,"Robert Streb",75,NA,1025.917,100,86,"ProximitytoHolefromSand",2013
144,NA,"Bubba Watson",76,NA,781.917,76,150,"ProximitytoHolefromSand",2013
148,NA,"Jeff Maggert",63,NA,607.333,59,42,"ProximitytoHolefromSand",2013
148,NA,"Ted Potter Jr",65,NA,776.083,75,34,"ProximitytoHolefromSand",2013
148,NA,"Nicholas Thompson",99,NA,1216.5,118,109,"ProximitytoHolefromSand",2013
151,NA,"Brandt Jobe",62,NA,854.75,82,146,"ProximitytoHolefromSand",2013
152,NA,"Graeme McDowell",53,NA,504.667,48,30,"ProximitytoHolefromSand",2013
153,NA,"Graham DeLaet",94,NA,1036,98,51,"ProximitytoHolefromSand",2013
153,NA,"Bobby Gates",49,NA,805.5,76,137,"ProximitytoHolefromSand",2013
153,NA,"Henrik Norlander",70,NA,843.833,80,138,"ProximitytoHolefromSand",2013
153,NA,"Ryan Palmer",79,NA,1089.667,103,133,"ProximitytoHolefromSand",2013
153,NA,"John Rollins",77,NA,1094.25,103,93,"ProximitytoHolefromSand",2013
153,NA,"David Toms",49,NA,402.25,38,51,"ProximitytoHolefromSand",2013
159,NA,"Brian Harman",89,NA,1180.833,111,77,"ProximitytoHolefromSand",2013
159,NA,"Trevor Immelman",73,NA,813.333,76,68,"ProximitytoHolefromSand",2013
161,NA,"Stephen Ames",49,NA,694.167,64,67,"ProximitytoHolefromSand",2013
161,NA,"Dustin Johnson",71,NA,618.667,57,163,"ProximitytoHolefromSand",2013
161,NA,"Jeff Overton",78,NA,1231.25,114,66,"ProximitytoHolefromSand",2013
164,NA,"Martin Kaymer",61,NA,578.583,53,171,"ProximitytoHolefromSand",2013
164,NA,"Ben Kohles",75,NA,916.25,84,126,"ProximitytoHolefromSand",2013
164,NA,"Martin Laird",68,NA,931.333,85,122,"ProximitytoHolefromSand",2013
164,NA,"Johnson Wagner",64,NA,905.5,83,120,"ProximitytoHolefromSand",2013
164,NA,"Aaron Watkins",46,NA,512,47,58,"ProximitytoHolefromSand",2013
164,NA,"Nick Watney",88,NA,1026,94,121,"ProximitytoHolefromSand",2013
170,NA,"JJ Henry",83,NA,1028.25,93,112,"ProximitytoHolefromSand",2013
170,NA,"John Huh",88,NA,1193.083,108,62,"ProximitytoHolefromSand",2013
172,NA,"Justin Hicks",79,NA,905.167,80,175,"ProximitytoHolefromSand",2013
173,NA,"Michael Bradley",56,NA,648.167,55,166,"ProximitytoHolefromSand",2013
174,NA,"Steve LeBrun",66,NA,800.667,67,97,"ProximitytoHolefromSand",2013
175,NA,"Angel Cabrera",73,NA,882.083,73,134,"ProximitytoHolefromSand",2013
176,NA,"Derek Ernst",58,NA,1077.167,88,179,"ProximitytoHolefromSand",2013
177,NA,"Hunter Mahan",91,NA,1234.583,99,73,"ProximitytoHolefromSand",2013
177,NA,"Gary Woodland",94,NA,1403,112,148,"ProximitytoHolefromSand",2013
179,NA,"Andrew Svoboda",46,NA,525,41,167,"ProximitytoHolefromSand",2013
180,NA,"Will Claxton",67,NA,1059.75,81,156,"ProximitytoHolefromSand",2013
