"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2010","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2010","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2010","TenthTeeLatePar3ScoringAverage_ROUNDS_2010","TenthTeeLatePar3ScoringAverage_AVG_2010","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2010","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Paul Stankowski",62,2.86,103,36,"TenthTeeLatePar3ScoringAverage",2010
2,2,"Pat Perez",90,2.88,173,60,"TenthTeeLatePar3ScoringAverage",2010
2,2,"David Toms",86,2.88,141,49,"TenthTeeLatePar3ScoringAverage",2010
4,4,"Ryuji Imada",90,2.9,235,81,"TenthTeeLatePar3ScoringAverage",2010
4,4,"Nick Watney",91,2.9,122,42,"TenthTeeLatePar3ScoringAverage",2010
6,6,"Michael Connell",89,2.91,186,64,"TenthTeeLatePar3ScoringAverage",2010
7,7,"Paul Casey",64,2.93,82,28,"TenthTeeLatePar3ScoringAverage",2010
7,7,"Retief Goosen",75,2.93,88,30,"TenthTeeLatePar3ScoringAverage",2010
7,7,"Brandt Snedeker",89,2.93,170,58,"TenthTeeLatePar3ScoringAverage",2010
10,10,"Charley Hoffman",85,2.94,153,52,"TenthTeeLatePar3ScoringAverage",2010
10,10,"Marc Leishman",87,2.94,94,32,"TenthTeeLatePar3ScoringAverage",2010
10,10,"John Senden",103,2.94,265,90,"TenthTeeLatePar3ScoringAverage",2010
13,13,"Tim Herron",79,2.95,224,76,"TenthTeeLatePar3ScoringAverage",2010
13,13,"Charles Howell III",103,2.95,177,60,"TenthTeeLatePar3ScoringAverage",2010
13,13,"Brenden Pappas",66,2.95,215,73,"TenthTeeLatePar3ScoringAverage",2010
16,16,"Kevin Na",94,2.96,166,56,"TenthTeeLatePar3ScoringAverage",2010
16,16,"Jeff Overton",89,2.96,169,57,"TenthTeeLatePar3ScoringAverage",2010
16,16,"DA Points",90,2.96,157,53,"TenthTeeLatePar3ScoringAverage",2010
19,19,"Jonathan Byrd",85,2.97,205,69,"TenthTeeLatePar3ScoringAverage",2010
19,19,"Adam Scott",70,2.97,110,37,"TenthTeeLatePar3ScoringAverage",2010
19,19,"Johnson Wagner",85,2.97,232,78,"TenthTeeLatePar3ScoringAverage",2010
22,22,"Greg Chalmers",93,2.98,191,64,"TenthTeeLatePar3ScoringAverage",2010
22,22,"Jason Dufner",87,2.98,167,56,"TenthTeeLatePar3ScoringAverage",2010
22,22,"Zach Johnson",93,2.98,122,41,"TenthTeeLatePar3ScoringAverage",2010
22,22,"George McNeill",79,2.98,134,45,"TenthTeeLatePar3ScoringAverage",2010
26,26,"Blake Adams",84,2.99,218,73,"TenthTeeLatePar3ScoringAverage",2010
26,26,"Chris DiMarco",88,2.99,221,74,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Woody Austin",93,3,186,62,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Michael Bradley",77,3,171,57,"TenthTeeLatePar3ScoringAverage",2010
28,28,"KJ Choi",82,3,135,45,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Chad Collins",87,3,183,61,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Ben Curtis",78,3,180,60,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Brendon de Jonge",114,3,222,74,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Brian Gay",101,3,246,82,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Nathan Green",86,3,186,62,"TenthTeeLatePar3ScoringAverage",2010
28,28,"JP Hayes",79,3,99,33,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Jerry Kelly",99,3,180,60,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Phil Mickelson",76,3,36,12,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Garth Mulroy",53,3,108,36,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Kenny Perry",69,3,96,32,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Ian Poulter",55,3,48,16,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Webb Simpson",98,3,171,57,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Steve Stricker",73,3,24,8,"TenthTeeLatePar3ScoringAverage",2010
28,28,"DJ Trahan",92,3,252,84,"TenthTeeLatePar3ScoringAverage",2010
28,28,"Jerod Turner",54,3,171,57,"TenthTeeLatePar3ScoringAverage",2010
46,46,"Ricky Barnes",103,3.01,268,89,"TenthTeeLatePar3ScoringAverage",2010
46,46,"Kris Blanks",91,3.01,283,94,"TenthTeeLatePar3ScoringAverage",2010
46,46,"Chris Couch",66,3.01,214,71,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Jason Bohn",84,3.02,172,57,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Brian Davis",101,3.02,190,63,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Steve Elkington",74,3.02,157,52,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Bill Lunde",79,3.02,181,60,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Shaun Micheel",70,3.02,145,48,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Sean OHair",84,3.02,157,52,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Heath Slocum",97,3.02,145,48,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Bo Van Pelt",104,3.02,139,46,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Brett Wetterich",54,3.02,157,52,"TenthTeeLatePar3ScoringAverage",2010
49,49,"Mark Wilson",87,3.02,181,60,"TenthTeeLatePar3ScoringAverage",2010
59,59,"Chad Campbell",95,3.03,182,60,"TenthTeeLatePar3ScoringAverage",2010
59,59,"Luke Donald",71,3.03,112,37,"TenthTeeLatePar3ScoringAverage",2010
59,59,"Steve Flesch",78,3.03,185,61,"TenthTeeLatePar3ScoringAverage",2010
59,59,"Spencer Levin",110,3.03,224,74,"TenthTeeLatePar3ScoringAverage",2010
59,59,"John Mallinger",78,3.03,194,64,"TenthTeeLatePar3ScoringAverage",2010
59,59,"Tom Pernice Jr",74,3.03,197,65,"TenthTeeLatePar3ScoringAverage",2010
59,59,"John Rollins",81,3.03,182,60,"TenthTeeLatePar3ScoringAverage",2010
59,59,"Andres Romero",73,3.03,121,40,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Tom Gillis",97,3.04,289,95,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Mathew Goggin",85,3.04,210,69,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Justin Leonard",89,3.04,173,57,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Troy Matteson",84,3.04,207,68,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Tim Petrovic",105,3.04,246,81,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Aron Price",70,3.04,158,52,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Chris Riley",73,3.04,149,49,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Nicholas Thompson",88,3.04,204,67,"TenthTeeLatePar3ScoringAverage",2010
67,67,"Garrett Willis",82,3.04,161,53,"TenthTeeLatePar3ScoringAverage",2010
67,67,"YE Yang",72,3.04,158,52,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Rich Barcelo",70,3.05,235,77,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Matt Bettencourt",91,3.05,223,73,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Craig Bowden",56,3.05,122,40,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Ben Crane",85,3.05,174,57,"TenthTeeLatePar3ScoringAverage",2010
77,77,"John Daly",63,3.05,122,40,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Joe Durant",67,3.05,198,65,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Padraig Harrington",57,3.05,64,21,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Skip Kendall",58,3.05,134,44,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Andrew McLardy",52,3.05,195,64,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Joe Ogilvie",99,3.05,223,73,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Brett Quigley",96,3.05,174,57,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Justin Rose",78,3.05,113,37,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Jeev Milkha Singh",59,3.05,113,37,"TenthTeeLatePar3ScoringAverage",2010
77,77,"Kevin Streelman",90,3.05,226,74,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Mark Calcavecchia",50,3.06,159,52,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Jason Day",82,3.06,165,54,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Brad Faxon",58,3.06,150,49,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Bill Haas",87,3.06,196,64,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Lee Janzen",77,3.06,217,71,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Scott Piercy",88,3.06,251,82,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Vijay Singh",75,3.06,98,32,"TenthTeeLatePar3ScoringAverage",2010
91,91,"Kevin Stadler",86,3.06,260,85,"TenthTeeLatePar3ScoringAverage",2010
99,99,"Justin Bolli",55,3.07,227,74,"TenthTeeLatePar3ScoringAverage",2010
99,99,"Angel Cabrera",64,3.07,86,28,"TenthTeeLatePar3ScoringAverage",2010
99,99,"Martin Flores",75,3.07,209,68,"TenthTeeLatePar3ScoringAverage",2010
99,99,"Ryan Moore",80,3.07,138,45,"TenthTeeLatePar3ScoringAverage",2010
99,99,"Cameron Percy",73,3.07,184,60,"TenthTeeLatePar3ScoringAverage",2010
99,99,"Charlie Wi",95,3.07,135,44,"TenthTeeLatePar3ScoringAverage",2010
105,105,"Stephen Ames",75,3.08,160,52,"TenthTeeLatePar3ScoringAverage",2010
105,105,"David Duval",71,3.08,111,36,"TenthTeeLatePar3ScoringAverage",2010
105,105,"Bob Estes",79,3.08,203,66,"TenthTeeLatePar3ScoringAverage",2010
105,105,"Robert Garrigus",71,3.08,148,48,"TenthTeeLatePar3ScoringAverage",2010
105,105,"Derek Lamely",81,3.08,200,65,"TenthTeeLatePar3ScoringAverage",2010
105,105,"Michael Letzig",84,3.08,225,73,"TenthTeeLatePar3ScoringAverage",2010
105,105,"John Merrick",109,3.08,234,76,"TenthTeeLatePar3ScoringAverage",2010
105,105,"James Nitties",92,3.08,225,73,"TenthTeeLatePar3ScoringAverage",2010
105,105,"Vaughn Taylor",87,3.08,265,86,"TenthTeeLatePar3ScoringAverage",2010
105,105,"Camilo Villegas",78,3.08,74,24,"TenthTeeLatePar3ScoringAverage",2010
115,115,"Stuart Appleby",101,3.09,247,80,"TenthTeeLatePar3ScoringAverage",2010
115,115,"Matt Every",60,3.09,173,56,"TenthTeeLatePar3ScoringAverage",2010
115,115,"Kevin Johnson",62,3.09,210,68,"TenthTeeLatePar3ScoringAverage",2010
115,115,"Greg Owen",69,3.09,207,67,"TenthTeeLatePar3ScoringAverage",2010
115,115,"Jimmy Walker",82,3.09,210,68,"TenthTeeLatePar3ScoringAverage",2010
115,115,"Jay Williamson",76,3.09,136,44,"TenthTeeLatePar3ScoringAverage",2010
121,121,"Tim Clark",88,3.1,161,52,"TenthTeeLatePar3ScoringAverage",2010
121,121,"JJ Henry",92,3.1,260,84,"TenthTeeLatePar3ScoringAverage",2010
121,121,"Freddie Jacobson",83,3.1,186,60,"TenthTeeLatePar3ScoringAverage",2010
121,121,"Matt Jones",89,3.1,226,73,"TenthTeeLatePar3ScoringAverage",2010
121,121,"Rocco Mediate",71,3.1,124,40,"TenthTeeLatePar3ScoringAverage",2010
121,121,"Ryan Palmer",84,3.1,186,60,"TenthTeeLatePar3ScoringAverage",2010
121,121,"Michael Sim",64,3.1,192,62,"TenthTeeLatePar3ScoringAverage",2010
121,121,"Cameron Tringale",55,3.1,152,49,"TenthTeeLatePar3ScoringAverage",2010
129,129,"Robert Allenby",76,3.11,112,36,"TenthTeeLatePar3ScoringAverage",2010
129,129,"Stewart Cink",84,3.11,112,36,"TenthTeeLatePar3ScoringAverage",2010
129,129,"Richard Johnson",90,3.11,252,81,"TenthTeeLatePar3ScoringAverage",2010
129,129,"Billy Mayfair",78,3.11,277,89,"TenthTeeLatePar3ScoringAverage",2010
129,129,"Alex Prugh",88,3.11,165,53,"TenthTeeLatePar3ScoringAverage",2010
129,129,"Chris Wilson",65,3.11,255,82,"TenthTeeLatePar3ScoringAverage",2010
135,135,"Paul Goydos",78,3.12,178,57,"TenthTeeLatePar3ScoringAverage",2010
135,135,"Bryce Molder",84,3.12,187,60,"TenthTeeLatePar3ScoringAverage",2010
135,135,"Roger Tambellini",77,3.12,265,85,"TenthTeeLatePar3ScoringAverage",2010
138,138,"Alex Cejka",81,3.13,175,56,"TenthTeeLatePar3ScoringAverage",2010
138,138,"Brent Delahoussaye",57,3.13,150,48,"TenthTeeLatePar3ScoringAverage",2010
138,138,"Jeff Gove",57,3.13,150,48,"TenthTeeLatePar3ScoringAverage",2010
138,138,"Greg Kraft",52,3.13,166,53,"TenthTeeLatePar3ScoringAverage",2010
