"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2009","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2009","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2009","FirstTeeLatePar3ScoringAverage_ROUNDS_2009","FirstTeeLatePar3ScoringAverage_AVG_2009","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2009","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Patrick Sheehan",51,2.9,142,49,"FirstTeeLatePar3ScoringAverage",2009
1,1,"Jimmy Walker",74,2.9,139,48,"FirstTeeLatePar3ScoringAverage",2009
1,1,"Gary Woodland",53,2.9,145,50,"FirstTeeLatePar3ScoringAverage",2009
4,4,"Phil Mickelson",66,2.92,327,112,"FirstTeeLatePar3ScoringAverage",2009
5,5,"Jason Day",61,2.94,285,97,"FirstTeeLatePar3ScoringAverage",2009
6,6,"Lee Janzen",74,2.95,280,95,"FirstTeeLatePar3ScoringAverage",2009
7,7,"Jeff Klauk",97,2.96,385,130,"FirstTeeLatePar3ScoringAverage",2009
7,7,"Kevin Stadler",65,2.96,266,90,"FirstTeeLatePar3ScoringAverage",2009
9,9,"Angel Cabrera",55,2.97,190,64,"FirstTeeLatePar3ScoringAverage",2009
9,9,"Corey Pavin",73,2.97,235,79,"FirstTeeLatePar3ScoringAverage",2009
9,9,"Scott Sterling",51,2.97,202,68,"FirstTeeLatePar3ScoringAverage",2009
9,9,"Tiger Woods",64,2.97,499,168,"FirstTeeLatePar3ScoringAverage",2009
13,13,"Freddie Jacobson",83,2.98,286,96,"FirstTeeLatePar3ScoringAverage",2009
14,14,"Steve Flesch",77,2.99,233,78,"FirstTeeLatePar3ScoringAverage",2009
14,14,"Paul Goydos",79,2.99,227,76,"FirstTeeLatePar3ScoringAverage",2009
14,14,"Richard Johnson",85,2.99,245,82,"FirstTeeLatePar3ScoringAverage",2009
14,14,"John Mallinger",90,2.99,281,94,"FirstTeeLatePar3ScoringAverage",2009
14,14,"Chez Reavie",81,2.99,239,80,"FirstTeeLatePar3ScoringAverage",2009
14,14,"Heath Slocum",95,2.99,344,115,"FirstTeeLatePar3ScoringAverage",2009
20,20,"Eric Axley",71,3,162,54,"FirstTeeLatePar3ScoringAverage",2009
20,20,"Jeff Overton",92,3,450,150,"FirstTeeLatePar3ScoringAverage",2009
20,20,"DA Points",99,3,378,126,"FirstTeeLatePar3ScoringAverage",2009
20,20,"Matt Weibring",65,3,216,72,"FirstTeeLatePar3ScoringAverage",2009
24,24,"Brian Gay",96,3.01,337,112,"FirstTeeLatePar3ScoringAverage",2009
24,24,"JJ Henry",97,3.01,403,134,"FirstTeeLatePar3ScoringAverage",2009
24,24,"Matt Kuchar",82,3.01,394,131,"FirstTeeLatePar3ScoringAverage",2009
24,24,"Tom Lehman",55,3.01,214,71,"FirstTeeLatePar3ScoringAverage",2009
24,24,"Billy Mayfair",83,3.01,229,76,"FirstTeeLatePar3ScoringAverage",2009
24,24,"Jeff Quinney",78,3.01,238,79,"FirstTeeLatePar3ScoringAverage",2009
24,24,"David Toms",98,3.01,539,179,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Harrison Frazar",93,3.02,383,127,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Matt Jones",56,3.02,184,61,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Greg Kraft",51,3.02,169,56,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Davis Love III",89,3.02,296,98,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Bryce Molder",69,3.02,293,97,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Ryan Moore",89,3.02,356,118,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Kenny Perry",92,3.02,544,180,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Kirk Triplett",60,3.02,178,59,"FirstTeeLatePar3ScoringAverage",2009
31,31,"Mike Weir",85,3.02,353,117,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Stephen Ames",77,3.03,336,111,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Brian Bateman",55,3.03,176,58,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Mark Brooks",55,3.03,112,37,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Greg Chalmers",85,3.03,360,119,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Mathew Goggin",76,3.03,306,101,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Jerry Kelly",90,3.03,339,112,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Cliff Kresge",78,3.03,306,101,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Tom Pernice Jr",82,3.03,352,116,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Chris Riley",77,3.03,261,86,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Steve Stricker",81,3.03,545,180,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Scott Verplank",88,3.03,391,129,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Dean Wilson",81,3.03,209,69,"FirstTeeLatePar3ScoringAverage",2009
40,40,"Casey Wittenberg",71,3.03,264,87,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Rich Beem",77,3.04,258,85,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Matt Bettencourt",98,3.04,283,93,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Brian Davis",103,3.04,374,123,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Luke Donald",79,3.04,292,96,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Jason Dufner",90,3.04,310,102,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Justin Leonard",95,3.04,513,169,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Nick OHern",90,3.04,325,107,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Brett Quigley",92,3.04,249,82,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Tag Ridings",50,3.04,167,55,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Kevin Sutherland",96,3.04,316,104,"FirstTeeLatePar3ScoringAverage",2009
53,53,"Johnson Wagner",81,3.04,295,97,"FirstTeeLatePar3ScoringAverage",2009
53,53,"YE Yang",83,3.04,319,105,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Briny Baird",89,3.05,510,167,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Chad Campbell",90,3.05,305,100,"FirstTeeLatePar3ScoringAverage",2009
65,65,"KJ Choi",65,3.05,262,86,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Brendon de Jonge",90,3.05,256,84,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Ernie Els",70,3.05,369,121,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Retief Goosen",74,3.05,387,127,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Michael Letzig",96,3.05,339,111,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Darron Stiles",52,3.05,198,65,"FirstTeeLatePar3ScoringAverage",2009
65,65,"Marc Turnesa",77,3.05,180,59,"FirstTeeLatePar3ScoringAverage",2009
74,74,"Woody Austin",84,3.06,248,81,"FirstTeeLatePar3ScoringAverage",2009
