"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2014","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2014","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2014","ConsecutiveBirdiesEaglesstreak_EVENTS_2014","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2014","stat_name","year"
24,24,"Ben Martin",26,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Hideki Matsuyama",24,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Graeme McDowell",17,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Rory McIlroy",17,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"John Merrick",25,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Bryce Molder",25,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Ryan Moore",24,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Sean OHair",25,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Geoff Ogilvy",26,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Jeff Overton",24,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Pat Perez",25,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Scott Piercy",12,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Ted Potter Jr",24,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Patrick Reed",28,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Adam Scott",17,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Webb Simpson",25,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Heath Slocum",23,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Kevin Stadler",26,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Kevin Streelman",24,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Daniel Summerhays",27,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Justin Thomas",7,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Nicholas Thompson",30,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Brendon Todd",29,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Cameron Tringale",31,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Marc Turnesa",6,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Dawie van der Walt",2,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Camilo Villegas",29,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Danny Willett",3,3,"ConsecutiveBirdiesEaglesstreak",2014
24,24,"Gary Woodland",25,3,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Blake Adams",8,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Thomas Aiken",3,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Robert Allenby",29,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jason Allred",9,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Stuart Appleby",29,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Alex Aragon",18,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Sangmoon Bae",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Cameron Beckman",12,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Gaganjeet Bhullar",2,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jonas Blixt",21,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Steven Bowditch",30,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Keegan Bradley",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Josh Broadaway",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Mark Brooks",2,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Scott Brown",30,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Chad Campbell",18,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Bud Cauley",19,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"KJ Choi",23,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Tim Clark",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Case Cochran",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Chad Collins",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Nicolas Colsaerts",12,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Erik Compton",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Ben Crane",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Ben Curtis",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Brian Davis",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jason Day",15,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Brendon de Jonge",31,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jamie Donaldson",12,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"James Driscoll",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Ken Duke",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Derek Ernst",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Gonzalo Fdez Castano",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Martin Flores",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Steven Fox",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Oscar Fraustro",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Harrison Frazar",15,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Brad Fritsch",18,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Bobby Gates",14,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Lucas Glover",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Aaron Goldberg",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Retief Goosen",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jason Gore",7,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Russell Henley",29,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jim Herman",21,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Charley Hoffman",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"JB Holmes",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Charles Howell III",29,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"John Huh",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Billy Hurley III",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Trevor Immelman",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Ryo Ishikawa",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Zach Johnson",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Dustin Johnson",17,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Matt Jones",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Robert Karlsson",7,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Martin Kaymer",19,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jerry Kelly",23,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Russell Knox",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Brooks Koepka",16,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Matt Kuchar",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Anirban Lahiri",3,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Martin Laird",20,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Bernhard Langer",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Scott Langley",29,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"DH Lee",20,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Danny Lee",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Richard Lee",27,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Justin Leonard",22,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Hao Tong Li",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Davis Love III",22,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jamie Lovemark",20,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Hunter Mahan",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"William McGirt",29,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jamie McLeary",1,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Troy Merritt",20,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Yusaku Miyazato",2,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Francesco Molinari",12,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Kevin Na",27,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Seung Yul Noh",27,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Joe Ogilvie",13,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Zachary Olsen",2,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Greg Owen",8,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Kenny Perry",5,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Carl Pettersson",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Ian Poulter",17,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Alvaro Quiros",2,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Patrick Rodgers",7,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Justin Rose",19,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Rory Sabbatini",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Charl Schwartzel",18,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Marcel Siem",3,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Vijay Singh",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Scott Stallings",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Kyle Stanley",28,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Brendan Steele",26,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Shawn Stefani",17,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Henrik Stenson",15,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Robert Streb",21,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Brian Stuard",29,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Andrew Svoboda",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Michael Thompson",22,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"David Toms",20,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Peter Uihlein",7,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Tyrone Van Aswegen",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Bo Van Pelt",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Jhonattan Vegas",23,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Johnson Wagner",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Nick Watney",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Bubba Watson",21,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Boo Weekley",24,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Mike Weir",25,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Lee Westwood",18,2,"ConsecutiveBirdiesEaglesstreak",2014
85,85,"Charlie Wi",25,2,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Benjamin Alvarado",6,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Max Alverio",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Stephen Ames",18,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Mark Anderson",8,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Wu Ashun",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Eric Axley",10,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Aaron Baddeley",24,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Seukhyun Baek",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Briny Baird",17,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Lucas Bjerregaard",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Kris Blanks",8,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Gregory Bourdy",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Michael Bradley",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jamie Broce",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Mark Calcavecchia",8,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Patrick Cantlay",5,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Kevin Carrigan",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Alex Cejka",6,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Greg Chalmers",27,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Daniel Chopra",16,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Will Claxton",8,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"George Coetzee",6,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Glen Day",5,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Luke Donald",17,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"David Duval",15,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Rhys Enoch",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Tommy Fleetwood",3,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Kevin Foley",15,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Rickie Fowler",26,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Nicholas Fung",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Fred Funk",8,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Scott Gardiner",18,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Paul Goydos",19,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Branden Grace",11,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Padraig Harrington",16,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Tyrrell Hatton",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"David Hearn",28,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Tim Herron",15,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Justin Hicks",30,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Wenyi Huang",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Steven Ihm",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Yuta Ikeda",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Hiroshi Iwata",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Peter Jacobsen",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Freddie Jacobson",27,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Thongchai Jaidee",9,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Scott Jamieson",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jin Jeong",3,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Miguel Angel Jimenez",8,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Kevin Kisner",26,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Masanori Kobayashi",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Johan Kok",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Doug LaBelle II",12,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Derek Lamely",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Spencer Levin",20,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Tom Lewis",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Edward Loar",19,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Ken Looper",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Joost Luiten",9,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Sandy Lyle",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"David Lynn",11,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jeff Maggert",19,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"John Mallinger",14,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Steve Marino",13,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Billy Mayfair",4,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Scott McCarron",12,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jason Millard",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Kelly Mitchum",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jordan Niebrugge",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Brian Norman",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Thorbjorn Olesen",14,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Louis Oosthuizen",16,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jesper Parnevik",3,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"John Peterson",25,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Tim Petrovic",10,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"DA Points",27,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Dicky Pride",13,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Michael Putnam",30,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Brett Quigley",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Clayton Rask",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Kyle Reifers",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jim Renner",25,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Wes Roach",22,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"John Rollins",28,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Brett Rumford",3,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Scottie Scheffler",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Steve Schneiter",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"David Skinns",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Brandt Snedeker",25,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jordan Spieth",27,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Brett Stegmaier",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Richard Sterne",7,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Steve Stricker",11,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Chris Stroud",25,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Hudson Swafford",26,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Josh Teater",28,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"DJ Trahan",5,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Martin Trainer",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Kevin Tway",23,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Jaco Van Zyl",1,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Scott Verplank",12,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Marc Warren",2,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Brady Watt",4,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Will Wilcox",16,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Mark Wilson",25,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Bobby Wyatt",5,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"YE Yang",28,1,"ConsecutiveBirdiesEaglesstreak",2014
199,199,"Fabrizio Zanotti",2,1,"ConsecutiveBirdiesEaglesstreak",2014
