"PuttsperRoundRound5_RANKTHISWEEK_2008","PuttsperRoundRound5_RANKLASTWEEK_2008","PuttsperRoundRound5_PLAYERNAME_2008","PuttsperRoundRound5__2008","PuttsperRoundRound5_AVG_2008","PuttsperRoundRound5_TOTALPUTTS_2008","PuttsperRoundRound5_TOTALROUNDS_2008","stat_name","year"
1,1,"Charlie Wi",NA,22,22,1,"PuttsperRoundRound5",2008
2,2,"DJ Trahan",NA,23,23,1,"PuttsperRoundRound5",2008
3,3,"Charley Hoffman",NA,24,24,1,"PuttsperRoundRound5",2008
4,4,"Olin Browne",NA,25,25,1,"PuttsperRoundRound5",2008
4,4,"Joe Ogilvie",NA,25,25,1,"PuttsperRoundRound5",2008
4,4,"Kenny Perry",NA,25,25,1,"PuttsperRoundRound5",2008
4,4,"Chez Reavie",NA,25,25,1,"PuttsperRoundRound5",2008
8,8,"Ryan Moore",NA,26,26,1,"PuttsperRoundRound5",2008
8,8,"Bubba Watson",NA,26,26,1,"PuttsperRoundRound5",2008
10,10,"Michael Allen",NA,27,27,1,"PuttsperRoundRound5",2008
10,10,"Rich Beem",NA,27,27,1,"PuttsperRoundRound5",2008
10,10,"Brian Davis",NA,27,27,1,"PuttsperRoundRound5",2008
10,10,"Jeff Quinney",NA,27,27,1,"PuttsperRoundRound5",2008
10,10,"Nicholas Thompson",NA,27,27,1,"PuttsperRoundRound5",2008
15,15,"Tommy Armour III",NA,28,28,1,"PuttsperRoundRound5",2008
15,15,"Bart Bryant",NA,28,28,1,"PuttsperRoundRound5",2008
15,15,"Bill Haas",NA,28,28,1,"PuttsperRoundRound5",2008
15,15,"Scott McCarron",NA,28,28,1,"PuttsperRoundRound5",2008
15,15,"Jin Park",NA,28,28,1,"PuttsperRoundRound5",2008
15,15,"Kevin Sutherland",NA,28,28,1,"PuttsperRoundRound5",2008
21,21,"Ryan Armour",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Woody Austin",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Fred Couples",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Lucas Glover",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Paul Goydos",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Michael Letzig",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Frank Lickliter II",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"John Merrick",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Scott Verplank",NA,29,29,1,"PuttsperRoundRound5",2008
21,21,"Mike Weir",NA,29,29,1,"PuttsperRoundRound5",2008
31,31,"Robert Allenby",NA,30,30,1,"PuttsperRoundRound5",2008
31,31,"Chad Campbell",NA,30,30,1,"PuttsperRoundRound5",2008
31,31,"Stewart Cink",NA,30,30,1,"PuttsperRoundRound5",2008
31,31,"Paul Claxton",NA,30,30,1,"PuttsperRoundRound5",2008
31,31,"Ken Duke",NA,30,30,1,"PuttsperRoundRound5",2008
31,31,"Joe Durant",NA,30,30,1,"PuttsperRoundRound5",2008
