"DrivingDistanceAllDrives_RANKTHISWEEK_2012","DrivingDistanceAllDrives_RANKLASTWEEK_2012","DrivingDistanceAllDrives_PLAYERNAME_2012","DrivingDistanceAllDrives_ROUNDS_2012","DrivingDistanceAllDrives_ALLDRIVES_2012","DrivingDistanceAllDrives_TOTALDISTANCE_2012","DrivingDistanceAllDrives_OFDRIVES_2012","stat_name","year"
1,1,"Bubba Watson",68,309.2,222007,718,"DrivingDistanceAllDrives",2012
2,2,"Dustin Johnson",70,301.8,223605,741,"DrivingDistanceAllDrives",2012
3,3,"JB Holmes",90,300.6,328211,1092,"DrivingDistanceAllDrives",2012
4,4,"Rory McIlroy",60,298.6,167224,560,"DrivingDistanceAllDrives",2012
5,5,"Charlie Beljan",61,296.8,178085,600,"DrivingDistanceAllDrives",2012
6,6,"Robert Garrigus",89,296.7,305583,1030,"DrivingDistanceAllDrives",2012
7,7,"John Daly",50,295.9,156220,528,"DrivingDistanceAllDrives",2012
7,7,"Gary Woodland",70,295.9,219592,742,"DrivingDistanceAllDrives",2012
9,9,"Adam Scott",59,295.3,169504,574,"DrivingDistanceAllDrives",2012
10,10,"Scott Piercy",95,295,354865,1203,"DrivingDistanceAllDrives",2012
11,11,"Kyle Stanley",86,294.5,288320,979,"DrivingDistanceAllDrives",2012
12,12,"Keegan Bradley",90,294.3,293671,998,"DrivingDistanceAllDrives",2012
13,13,"Martin Laird",77,293.5,221853,756,"DrivingDistanceAllDrives",2012
14,14,"Ryan Palmer",81,293.3,291204,993,"DrivingDistanceAllDrives",2012
15,15,"Scott Stallings",78,293.1,279605,954,"DrivingDistanceAllDrives",2012
16,16,"Jason Day",57,292.7,191419,654,"DrivingDistanceAllDrives",2012
17,17,"Josh Teater",97,292.4,338649,1158,"DrivingDistanceAllDrives",2012
18,18,"Harrison Frazar",56,292.1,197135,675,"DrivingDistanceAllDrives",2012
19,19,"Jhonattan Vegas",77,291.7,282058,967,"DrivingDistanceAllDrives",2012
20,20,"Louis Oosthuizen",65,291.3,198695,682,"DrivingDistanceAllDrives",2012
21,21,"Troy Matteson",100,291,336723,1157,"DrivingDistanceAllDrives",2012
22,22,"Edward Loar",59,290.8,175064,602,"DrivingDistanceAllDrives",2012
23,23,"Sean OHair",84,290.7,309859,1066,"DrivingDistanceAllDrives",2012
24,24,"Seung Yul Noh",105,290,344220,1187,"DrivingDistanceAllDrives",2012
25,25,"Graham DeLaet",79,289.7,287382,992,"DrivingDistanceAllDrives",2012
25,25,"Troy Kelly",68,289.7,206278,712,"DrivingDistanceAllDrives",2012
27,27,"Angel Cabrera",54,289.4,149309,516,"DrivingDistanceAllDrives",2012
28,28,"Jason Kokrak",79,289.2,278538,963,"DrivingDistanceAllDrives",2012
28,28,"Lee Westwood",60,289.2,161974,560,"DrivingDistanceAllDrives",2012
30,30,"Aaron Baddeley",73,288.7,223442,774,"DrivingDistanceAllDrives",2012
30,30,"Bill Haas",79,288.7,247167,856,"DrivingDistanceAllDrives",2012
32,32,"Martin Flores",95,288.6,330767,1146,"DrivingDistanceAllDrives",2012
32,32,"Nick Watney",97,288.6,307048,1064,"DrivingDistanceAllDrives",2012
34,34,"Harris English",98,288.5,350276,1214,"DrivingDistanceAllDrives",2012
34,34,"Phil Mickelson",79,288.5,241793,838,"DrivingDistanceAllDrives",2012
36,36,"Carl Pettersson",92,288.2,321593,1116,"DrivingDistanceAllDrives",2012
37,37,"Bobby Gates",87,287.8,305026,1060,"DrivingDistanceAllDrives",2012
37,37,"Bo Van Pelt",84,287.8,260134,904,"DrivingDistanceAllDrives",2012
37,37,"Tiger Woods",69,287.8,193376,672,"DrivingDistanceAllDrives",2012
40,40,"Boo Weekley",74,287.7,233067,810,"DrivingDistanceAllDrives",2012
41,41,"Charles Howell III",98,287.6,309424,1076,"DrivingDistanceAllDrives",2012
42,42,"Charley Hoffman",88,287.5,304440,1059,"DrivingDistanceAllDrives",2012
43,43,"Vijay Singh",99,287.4,324802,1130,"DrivingDistanceAllDrives",2012
44,44,"Rickie Fowler",84,287.3,265482,924,"DrivingDistanceAllDrives",2012
45,45,"Erik Compton",81,287,256580,894,"DrivingDistanceAllDrives",2012
46,46,"Tommy Gainey",98,286.9,360666,1257,"DrivingDistanceAllDrives",2012
47,47,"Davis Love III",64,286.8,208761,728,"DrivingDistanceAllDrives",2012
48,48,"Daniel Chopra",55,286.7,172616,602,"DrivingDistanceAllDrives",2012
48,48,"John Rollins",81,286.7,283786,990,"DrivingDistanceAllDrives",2012
50,50,"Jeff Overton",101,286.6,367458,1282,"DrivingDistanceAllDrives",2012
51,51,"Mark Anderson",75,286.3,244519,854,"DrivingDistanceAllDrives",2012
52,52,"Chris Couch",61,286.1,214893,751,"DrivingDistanceAllDrives",2012
52,52,"Jason Dufner",83,286.1,254602,890,"DrivingDistanceAllDrives",2012
54,54,"Robert Karlsson",54,286,164142,574,"DrivingDistanceAllDrives",2012
54,54,"John Senden",81,286,246524,862,"DrivingDistanceAllDrives",2012
56,56,"Kevin Chappell",91,285.9,286498,1002,"DrivingDistanceAllDrives",2012
57,57,"Webb Simpson",77,285.8,264050,924,"DrivingDistanceAllDrives",2012
58,58,"Ernie Els",80,285.7,258803,906,"DrivingDistanceAllDrives",2012
59,59,"Andres Romero",68,285.5,214672,752,"DrivingDistanceAllDrives",2012
59,59,"Charl Schwartzel",56,285.5,159318,558,"DrivingDistanceAllDrives",2012
61,61,"Jonathan Byrd",69,285.4,223755,784,"DrivingDistanceAllDrives",2012
61,61,"Bud Cauley",99,285.4,361867,1268,"DrivingDistanceAllDrives",2012
63,63,"Sergio Garcia",57,285.3,174611,612,"DrivingDistanceAllDrives",2012
64,64,"Greg Owen",90,285.2,306257,1074,"DrivingDistanceAllDrives",2012
65,65,"Matt Jones",53,285.1,175042,614,"DrivingDistanceAllDrives",2012
65,65,"Bill Lunde",83,285.1,266022,933,"DrivingDistanceAllDrives",2012
65,65,"Garth Mulroy",59,285.1,183615,644,"DrivingDistanceAllDrives",2012
65,65,"Steve Stricker",73,285.1,216658,760,"DrivingDistanceAllDrives",2012
69,69,"Scott Brown",65,284.9,202571,711,"DrivingDistanceAllDrives",2012
69,69,"Rory Sabbatini",84,284.9,286586,1006,"DrivingDistanceAllDrives",2012
71,71,"Hunter Mahan",88,284.8,255152,896,"DrivingDistanceAllDrives",2012
72,72,"Ryo Ishikawa",54,284.7,146918,516,"DrivingDistanceAllDrives",2012
72,72,"Jimmy Walker",101,284.7,360999,1268,"DrivingDistanceAllDrives",2012
74,74,"Brian Harman",101,284.6,349522,1228,"DrivingDistanceAllDrives",2012
75,75,"Billy Horschel",63,284.1,190889,672,"DrivingDistanceAllDrives",2012
76,76,"Chris Kirk",93,284,338544,1192,"DrivingDistanceAllDrives",2012
77,77,"Roberto Castro",92,283.7,297311,1048,"DrivingDistanceAllDrives",2012
77,77,"John Merrick",83,283.7,285085,1005,"DrivingDistanceAllDrives",2012
77,77,"DJ Trahan",73,283.7,245363,865,"DrivingDistanceAllDrives",2012
77,77,"Camilo Villegas",79,283.7,288767,1018,"DrivingDistanceAllDrives",2012
81,81,"Kevin Kisner",69,283.6,209870,740,"DrivingDistanceAllDrives",2012
81,81,"Kevin Stadler",85,283.6,277936,980,"DrivingDistanceAllDrives",2012
81,81,"Kevin Streelman",89,283.6,304342,1073,"DrivingDistanceAllDrives",2012
84,84,"Will Claxton",99,283.5,340229,1200,"DrivingDistanceAllDrives",2012
85,85,"Danny Lee",74,283.4,233548,824,"DrivingDistanceAllDrives",2012
86,86,"Justin Rose",69,283.3,209085,738,"DrivingDistanceAllDrives",2012
87,87,"Freddie Jacobson",61,283.2,174448,616,"DrivingDistanceAllDrives",2012
87,87,"Pat Perez",81,283.2,271850,960,"DrivingDistanceAllDrives",2012
89,89,"Stephen Gangluff",57,283.1,170156,601,"DrivingDistanceAllDrives",2012
89,89,"Mathew Goggin",65,283.1,217705,769,"DrivingDistanceAllDrives",2012
91,91,"Ben Crane",73,283,246231,870,"DrivingDistanceAllDrives",2012
91,91,"JJ Killeen",101,283,331924,1173,"DrivingDistanceAllDrives",2012
91,91,"Geoff Ogilvy",73,283,216740,766,"DrivingDistanceAllDrives",2012
91,91,"Daniel Summerhays",81,283,269408,952,"DrivingDistanceAllDrives",2012
91,91,"Roland Thatcher",55,283,174322,616,"DrivingDistanceAllDrives",2012
91,91,"Cameron Tringale",88,283,303373,1072,"DrivingDistanceAllDrives",2012
97,97,"Sangmoon Bae",81,282.7,223915,792,"DrivingDistanceAllDrives",2012
98,98,"Miguel Angel Carballo",73,282.6,224930,796,"DrivingDistanceAllDrives",2012
98,98,"Brandt Jobe",57,282.6,177782,629,"DrivingDistanceAllDrives",2012
98,98,"Brendan Steele",77,282.6,253788,898,"DrivingDistanceAllDrives",2012
101,101,"Marc Leishman",84,282.2,299104,1060,"DrivingDistanceAllDrives",2012
102,102,"Kyle Reifers",86,281.7,290184,1030,"DrivingDistanceAllDrives",2012
103,103,"Tim Herron",88,281.6,298821,1061,"DrivingDistanceAllDrives",2012
104,104,"Stewart Cink",71,281.5,211685,752,"DrivingDistanceAllDrives",2012
104,104,"Henrik Stenson",51,281.5,165535,588,"DrivingDistanceAllDrives",2012
106,106,"Tom Gillis",75,281.4,270409,961,"DrivingDistanceAllDrives",2012
107,107,"Jonas Blixt",72,281.3,251722,895,"DrivingDistanceAllDrives",2012
107,107,"Steve Wheatcroft",56,281.3,165422,588,"DrivingDistanceAllDrives",2012
109,109,"James Driscoll",83,281.2,273656,973,"DrivingDistanceAllDrives",2012
109,109,"Padraig Harrington",67,281.2,176046,626,"DrivingDistanceAllDrives",2012
111,111,"Tommy Biershenk",74,281,227632,810,"DrivingDistanceAllDrives",2012
111,111,"Chad Campbell",84,281,286374,1019,"DrivingDistanceAllDrives",2012
111,111,"Matt Every",80,281,251247,894,"DrivingDistanceAllDrives",2012
111,111,"John Huh",99,281,333835,1188,"DrivingDistanceAllDrives",2012
115,115,"Jeff Maggert",83,280.9,305590,1088,"DrivingDistanceAllDrives",2012
115,115,"Rod Pampling",88,280.9,270493,963,"DrivingDistanceAllDrives",2012
115,115,"Ian Poulter",57,280.9,149425,532,"DrivingDistanceAllDrives",2012
118,118,"Brandt Snedeker",81,280.8,253863,904,"DrivingDistanceAllDrives",2012
118,118,"Johnson Wagner",88,280.8,299316,1066,"DrivingDistanceAllDrives",2012
120,120,"Derek Lamely",64,280.6,219158,781,"DrivingDistanceAllDrives",2012
121,121,"Blake Adams",107,280.5,344485,1228,"DrivingDistanceAllDrives",2012
122,122,"Billy Mayfair",90,280.4,305354,1089,"DrivingDistanceAllDrives",2012
122,122,"DA Points",88,280.4,314039,1120,"DrivingDistanceAllDrives",2012
124,124,"KJ Choi",71,280.2,219697,784,"DrivingDistanceAllDrives",2012
125,125,"Brendon de Jonge",115,280.1,398913,1424,"DrivingDistanceAllDrives",2012
126,126,"Matt Bettencourt",80,280,234328,837,"DrivingDistanceAllDrives",2012
126,126,"Hunter Haas",69,280,203544,727,"DrivingDistanceAllDrives",2012
126,126,"Matt Kuchar",86,280,257023,918,"DrivingDistanceAllDrives",2012
126,126,"Graeme McDowell",55,280,148963,532,"DrivingDistanceAllDrives",2012
126,126,"Ryan Moore",89,280,316389,1130,"DrivingDistanceAllDrives",2012
131,131,"Robert Allenby",76,279.9,257503,920,"DrivingDistanceAllDrives",2012
132,132,"Ricky Barnes",92,279.7,320564,1146,"DrivingDistanceAllDrives",2012
133,133,"Marco Dawson",60,279.6,179534,642,"DrivingDistanceAllDrives",2012
133,133,"Trevor Immelman",76,279.6,222855,797,"DrivingDistanceAllDrives",2012
135,135,"Spencer Levin",81,279.4,257606,922,"DrivingDistanceAllDrives",2012
135,135,"Vaughn Taylor",81,279.4,250087,895,"DrivingDistanceAllDrives",2012
137,137,"George McNeill",85,279.2,275819,988,"DrivingDistanceAllDrives",2012
138,138,"JJ Henry",93,279.1,276030,989,"DrivingDistanceAllDrives",2012
139,139,"David Hearn",95,279,342883,1229,"DrivingDistanceAllDrives",2012
140,140,"YE Yang",64,278.8,187387,672,"DrivingDistanceAllDrives",2012
141,141,"Richard Lee",71,278.6,222053,797,"DrivingDistanceAllDrives",2012
141,141,"William McGirt",96,278.6,306440,1100,"DrivingDistanceAllDrives",2012
143,143,"Ted Potter Jr",77,278.5,237268,852,"DrivingDistanceAllDrives",2012
144,144,"Cameron Beckman",81,278.2,267868,963,"DrivingDistanceAllDrives",2012
145,145,"Chris Stroud",86,277.9,291483,1049,"DrivingDistanceAllDrives",2012
146,146,"Arjun Atwal",79,277.7,255204,919,"DrivingDistanceAllDrives",2012
146,146,"Kris Blanks",65,277.7,231899,835,"DrivingDistanceAllDrives",2012
148,148,"Chez Reavie",83,277.4,254644,918,"DrivingDistanceAllDrives",2012
149,149,"Russell Knox",72,277.3,217131,783,"DrivingDistanceAllDrives",2012
149,149,"Kevin Na",80,277.3,251769,908,"DrivingDistanceAllDrives",2012
151,151,"Alexandre Rocha",62,277.1,193985,700,"DrivingDistanceAllDrives",2012
152,152,"Kyle Thompson",51,277,143204,517,"DrivingDistanceAllDrives",2012
152,152,"Charlie Wi",86,277,281394,1016,"DrivingDistanceAllDrives",2012
154,154,"Stuart Appleby",75,276.6,250903,907,"DrivingDistanceAllDrives",2012
155,155,"Zach Johnson",95,276.4,284701,1030,"DrivingDistanceAllDrives",2012
156,156,"Sung Kang",75,276.2,238357,863,"DrivingDistanceAllDrives",2012
156,156,"Brendon Todd",78,276.2,242491,878,"DrivingDistanceAllDrives",2012
158,158,"Scott Dunlap",57,276,177773,644,"DrivingDistanceAllDrives",2012
