"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2010","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2010","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2010","TenthTeeLateRound2ScoringAverage__2010","TenthTeeLateRound2ScoringAverage_AVG_2010","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2010","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Kenny Perry",NA,66,132,2,"TenthTeeLateRound2ScoringAverage",2010
2,2,"Bill Haas",NA,66.5,266,4,"TenthTeeLateRound2ScoringAverage",2010
3,3,"Phil Mickelson",NA,67,134,2,"TenthTeeLateRound2ScoringAverage",2010
4,4,"Nick Watney",NA,67.75,271,4,"TenthTeeLateRound2ScoringAverage",2010
5,5,"Joe Durant",NA,68,408,6,"TenthTeeLateRound2ScoringAverage",2010
5,5,"Charley Hoffman",NA,68,340,5,"TenthTeeLateRound2ScoringAverage",2010
5,5,"Charlie Wi",NA,68,136,2,"TenthTeeLateRound2ScoringAverage",2010
8,8,"Chad Collins",NA,68.33,410,6,"TenthTeeLateRound2ScoringAverage",2010
8,8,"Michael Connell",NA,68.33,410,6,"TenthTeeLateRound2ScoringAverage",2010
8,8,"Brandt Snedeker",NA,68.33,205,3,"TenthTeeLateRound2ScoringAverage",2010
11,11,"Jason Bohn",NA,68.5,411,6,"TenthTeeLateRound2ScoringAverage",2010
11,11,"Johnson Wagner",NA,68.5,548,8,"TenthTeeLateRound2ScoringAverage",2010
13,13,"Billy Mayfair",NA,68.71,481,7,"TenthTeeLateRound2ScoringAverage",2010
14,14,"Greg Chalmers",NA,69,483,7,"TenthTeeLateRound2ScoringAverage",2010
14,14,"Ben Curtis",NA,69,483,7,"TenthTeeLateRound2ScoringAverage",2010
14,14,"Steve Elkington",NA,69,414,6,"TenthTeeLateRound2ScoringAverage",2010
14,14,"Padraig Harrington",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2010
18,18,"Brendon de Jonge",NA,69.13,553,8,"TenthTeeLateRound2ScoringAverage",2010
19,19,"Ben Crane",NA,69.17,415,6,"TenthTeeLateRound2ScoringAverage",2010
20,20,"Chad Campbell",NA,69.29,485,7,"TenthTeeLateRound2ScoringAverage",2010
21,21,"Dustin Johnson",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2010
21,21,"Jeff Overton",NA,69.33,416,6,"TenthTeeLateRound2ScoringAverage",2010
23,23,"Troy Matteson",NA,69.38,555,8,"TenthTeeLateRound2ScoringAverage",2010
24,24,"Kevin Na",NA,69.4,347,5,"TenthTeeLateRound2ScoringAverage",2010
24,24,"Scott Piercy",NA,69.4,694,10,"TenthTeeLateRound2ScoringAverage",2010
24,24,"Alex Prugh",NA,69.4,347,5,"TenthTeeLateRound2ScoringAverage",2010
24,24,"Paul Stankowski",NA,69.4,347,5,"TenthTeeLateRound2ScoringAverage",2010
28,28,"Aaron Baddeley",NA,69.43,486,7,"TenthTeeLateRound2ScoringAverage",2010
29,29,"Craig Bowden",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2010
29,29,"Jason Day",NA,69.5,417,6,"TenthTeeLateRound2ScoringAverage",2010
29,29,"Charles Howell III",NA,69.5,417,6,"TenthTeeLateRound2ScoringAverage",2010
29,29,"Bill Lunde",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2010
29,29,"Pat Perez",NA,69.5,556,8,"TenthTeeLateRound2ScoringAverage",2010
34,34,"Zach Johnson",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2010
34,34,"Richard Johnson",NA,69.6,696,10,"TenthTeeLateRound2ScoringAverage",2010
34,34,"Shaun Micheel",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2010
34,34,"DA Points",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2010
34,34,"Bo Van Pelt",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2010
39,39,"Ryuji Imada",NA,69.63,557,8,"TenthTeeLateRound2ScoringAverage",2010
39,39,"John Senden",NA,69.63,557,8,"TenthTeeLateRound2ScoringAverage",2010
41,41,"Retief Goosen",NA,69.67,209,3,"TenthTeeLateRound2ScoringAverage",2010
41,41,"Spencer Levin",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2010
41,41,"Justin Rose",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2010
44,44,"Brian Gay",NA,69.7,697,10,"TenthTeeLateRound2ScoringAverage",2010
45,45,"Jerry Kelly",NA,69.71,488,7,"TenthTeeLateRound2ScoringAverage",2010
46,46,"Luke Donald",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2010
46,46,"Aron Price",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2010
46,46,"Chris Stroud",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2010
49,49,"Brenden Pappas",NA,69.88,559,8,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Kris Blanks",NA,70,280,4,"TenthTeeLateRound2ScoringAverage",2010
50,50,"John Daly",NA,70,280,4,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Brent Delahoussaye",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Bob Estes",NA,70,560,8,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Sergio Garcia",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Davis Love III",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Jarrod Lyle",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2010
50,50,"George McNeill",NA,70,490,7,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Tom Pernice Jr",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Tim Petrovic",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Kevin Stadler",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Kevin Sutherland",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Nicholas Thompson",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2010
50,50,"Brett Wetterich",NA,70,490,7,"TenthTeeLateRound2ScoringAverage",2010
64,64,"Tom Gillis",NA,70.14,491,7,"TenthTeeLateRound2ScoringAverage",2010
64,64,"Marc Leishman",NA,70.14,491,7,"TenthTeeLateRound2ScoringAverage",2010
66,66,"Justin Leonard",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2010
66,66,"Ryan Moore",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2010
66,66,"Brett Quigley",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2010
69,69,"Stuart Appleby",NA,70.18,772,11,"TenthTeeLateRound2ScoringAverage",2010
70,70,"Rocco Mediate",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2010
70,70,"Andres Romero",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2010
72,72,"Chris Couch",NA,70.29,492,7,"TenthTeeLateRound2ScoringAverage",2010
73,73,"Robert Allenby",NA,70.33,422,6,"TenthTeeLateRound2ScoringAverage",2010
73,73,"John Rollins",NA,70.33,633,9,"TenthTeeLateRound2ScoringAverage",2010
75,75,"James Driscoll",NA,70.4,352,5,"TenthTeeLateRound2ScoringAverage",2010
75,75,"Steve Flesch",NA,70.4,352,5,"TenthTeeLateRound2ScoringAverage",2010
75,75,"JP Hayes",NA,70.4,352,5,"TenthTeeLateRound2ScoringAverage",2010
78,78,"Jonathan Byrd",NA,70.5,423,6,"TenthTeeLateRound2ScoringAverage",2010
78,78,"Brian Davis",NA,70.5,423,6,"TenthTeeLateRound2ScoringAverage",2010
78,78,"John Mallinger",NA,70.5,282,4,"TenthTeeLateRound2ScoringAverage",2010
78,78,"Chris Riley",NA,70.5,423,6,"TenthTeeLateRound2ScoringAverage",2010
78,78,"Adam Scott",NA,70.5,282,4,"TenthTeeLateRound2ScoringAverage",2010
78,78,"Mark Wilson",NA,70.5,282,4,"TenthTeeLateRound2ScoringAverage",2010
84,84,"Freddie Jacobson",NA,70.56,635,9,"TenthTeeLateRound2ScoringAverage",2010
85,85,"Nathan Green",NA,70.57,494,7,"TenthTeeLateRound2ScoringAverage",2010
86,86,"Robert Garrigus",NA,70.6,353,5,"TenthTeeLateRound2ScoringAverage",2010
87,87,"Blake Adams",NA,70.63,565,8,"TenthTeeLateRound2ScoringAverage",2010
87,87,"Vaughn Taylor",NA,70.63,565,8,"TenthTeeLateRound2ScoringAverage",2010
89,89,"Heath Slocum",NA,70.67,212,3,"TenthTeeLateRound2ScoringAverage",2010
90,90,"Stewart Cink",NA,70.75,283,4,"TenthTeeLateRound2ScoringAverage",2010
90,90,"Tim Herron",NA,70.75,283,4,"TenthTeeLateRound2ScoringAverage",2010
92,92,"John Merrick",NA,70.78,637,9,"TenthTeeLateRound2ScoringAverage",2010
93,93,"Scott Verplank",NA,70.83,425,6,"TenthTeeLateRound2ScoringAverage",2010
94,94,"Rickie Fowler",NA,70.86,496,7,"TenthTeeLateRound2ScoringAverage",2010
94,94,"Paul Goydos",NA,70.86,496,7,"TenthTeeLateRound2ScoringAverage",2010
94,94,"Ryan Palmer",NA,70.86,496,7,"TenthTeeLateRound2ScoringAverage",2010
94,94,"YE Yang",NA,70.86,496,7,"TenthTeeLateRound2ScoringAverage",2010
98,98,"Jay Williamson",NA,70.88,567,8,"TenthTeeLateRound2ScoringAverage",2010
99,99,"Jeff Quinney",NA,70.91,780,11,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Angel Cabrera",NA,71,71,1,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Paul Casey",NA,71,142,2,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Ernie Els",NA,71,142,2,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Hunter Mahan",NA,71,284,4,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Sean OHair",NA,71,497,7,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Joe Ogilvie",NA,71,355,5,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Geoff Ogilvy",NA,71,284,4,"TenthTeeLateRound2ScoringAverage",2010
100,100,"Jimmy Walker",NA,71,284,4,"TenthTeeLateRound2ScoringAverage",2010
108,108,"Woody Austin",NA,71.13,569,8,"TenthTeeLateRound2ScoringAverage",2010
109,109,"JJ Henry",NA,71.14,498,7,"TenthTeeLateRound2ScoringAverage",2010
109,109,"Derek Lamely",NA,71.14,498,7,"TenthTeeLateRound2ScoringAverage",2010
111,111,"JB Holmes",NA,71.17,427,6,"TenthTeeLateRound2ScoringAverage",2010
112,112,"David Lutterus",NA,71.2,356,5,"TenthTeeLateRound2ScoringAverage",2010
112,112,"Andrew McLardy",NA,71.2,356,5,"TenthTeeLateRound2ScoringAverage",2010
114,114,"Stephen Ames",NA,71.25,285,4,"TenthTeeLateRound2ScoringAverage",2010
114,114,"Tim Clark",NA,71.25,285,4,"TenthTeeLateRound2ScoringAverage",2010
114,114,"Brian Stuard",NA,71.25,285,4,"TenthTeeLateRound2ScoringAverage",2010
117,117,"Greg Owen",NA,71.29,499,7,"TenthTeeLateRound2ScoringAverage",2010
118,118,"Michael Bradley",NA,71.33,428,6,"TenthTeeLateRound2ScoringAverage",2010
118,118,"Will Ma Kenzie",NA,71.33,214,3,"TenthTeeLateRound2ScoringAverage",2010
118,118,"Rory Sabbatini",NA,71.33,642,9,"TenthTeeLateRound2ScoringAverage",2010
121,121,"Chris DiMarco",NA,71.38,571,8,"TenthTeeLateRound2ScoringAverage",2010
122,122,"Ricky Barnes",NA,71.4,357,5,"TenthTeeLateRound2ScoringAverage",2010
122,122,"Matt Kuchar",NA,71.4,357,5,"TenthTeeLateRound2ScoringAverage",2010
122,122,"Omar Uresti",NA,71.4,714,10,"TenthTeeLateRound2ScoringAverage",2010
125,125,"Graham DeLaet",NA,71.43,500,7,"TenthTeeLateRound2ScoringAverage",2010
126,126,"Briny Baird",NA,71.44,643,9,"TenthTeeLateRound2ScoringAverage",2010
127,127,"Vijay Singh",NA,71.5,286,4,"TenthTeeLateRound2ScoringAverage",2010
127,127,"Kevin Streelman",NA,71.5,572,8,"TenthTeeLateRound2ScoringAverage",2010
127,127,"Bubba Watson",NA,71.5,572,8,"TenthTeeLateRound2ScoringAverage",2010
130,130,"DJ Trahan",NA,71.57,501,7,"TenthTeeLateRound2ScoringAverage",2010
131,131,"Bryce Molder",NA,71.6,358,5,"TenthTeeLateRound2ScoringAverage",2010
131,131,"Webb Simpson",NA,71.6,358,5,"TenthTeeLateRound2ScoringAverage",2010
131,131,"Chris Tidland",NA,71.6,358,5,"TenthTeeLateRound2ScoringAverage",2010
131,131,"Jerod Turner",NA,71.6,358,5,"TenthTeeLateRound2ScoringAverage",2010
135,135,"Cameron Beckman",NA,71.67,645,9,"TenthTeeLateRound2ScoringAverage",2010
135,135,"Henrik Bjornstad",NA,71.67,430,6,"TenthTeeLateRound2ScoringAverage",2010
135,135,"Matt Jones",NA,71.67,860,12,"TenthTeeLateRound2ScoringAverage",2010
135,135,"Skip Kendall",NA,71.67,215,3,"TenthTeeLateRound2ScoringAverage",2010
135,135,"James Nitties",NA,71.67,645,9,"TenthTeeLateRound2ScoringAverage",2010
140,140,"Matt Bettencourt",NA,71.8,359,5,"TenthTeeLateRound2ScoringAverage",2010
140,140,"Mathew Goggin",NA,71.8,359,5,"TenthTeeLateRound2ScoringAverage",2010
140,140,"Cliff Kresge",NA,71.8,359,5,"TenthTeeLateRound2ScoringAverage",2010
143,143,"Lee Janzen",NA,71.89,647,9,"TenthTeeLateRound2ScoringAverage",2010
143,143,"Carl Pettersson",NA,71.89,647,9,"TenthTeeLateRound2ScoringAverage",2010
145,145,"Alex Cejka",NA,72,216,3,"TenthTeeLateRound2ScoringAverage",2010
145,145,"KJ Choi",NA,72,360,5,"TenthTeeLateRound2ScoringAverage",2010
145,145,"Matt Every",NA,72,216,3,"TenthTeeLateRound2ScoringAverage",2010
145,145,"Jeff Gove",NA,72,288,4,"TenthTeeLateRound2ScoringAverage",2010
145,145,"Martin Laird",NA,72,576,8,"TenthTeeLateRound2ScoringAverage",2010
145,145,"Ian Poulter",NA,72,216,3,"TenthTeeLateRound2ScoringAverage",2010
145,145,"Dean Wilson",NA,72,72,1,"TenthTeeLateRound2ScoringAverage",2010
152,152,"Daniel Chopra",NA,72.1,721,10,"TenthTeeLateRound2ScoringAverage",2010
153,153,"Vance Veazey",NA,72.17,433,6,"TenthTeeLateRound2ScoringAverage",2010
154,154,"Trevor Immelman",NA,72.25,289,4,"TenthTeeLateRound2ScoringAverage",2010
154,154,"Roger Tambellini",NA,72.25,578,8,"TenthTeeLateRound2ScoringAverage",2010
156,156,"Rod Pampling",NA,72.3,723,10,"TenthTeeLateRound2ScoringAverage",2010
157,157,"Rich Barcelo",NA,72.33,217,3,"TenthTeeLateRound2ScoringAverage",2010
157,157,"Lucas Glover",NA,72.33,434,6,"TenthTeeLateRound2ScoringAverage",2010
157,157,"Rory McIlroy",NA,72.33,217,3,"TenthTeeLateRound2ScoringAverage",2010
157,157,"Jeev Milkha Singh",NA,72.33,217,3,"TenthTeeLateRound2ScoringAverage",2010
161,161,"Josh Teater",NA,72.38,579,8,"TenthTeeLateRound2ScoringAverage",2010
161,161,"Cameron Tringale",NA,72.38,579,8,"TenthTeeLateRound2ScoringAverage",2010
163,163,"Mark Calcavecchia",NA,72.4,362,5,"TenthTeeLateRound2ScoringAverage",2010
163,163,"Jeff Maggert",NA,72.4,362,5,"TenthTeeLateRound2ScoringAverage",2010
