"RoughProximity_RANKTHISWEEK_2014","RoughProximity_RANKLASTWEEK_2014","RoughProximity_PLAYERNAME_2014","RoughProximity_ROUNDS_2014","RoughProximity_AVG_2014","RoughProximity_TOTALDISTANCEINCHES_2014","RoughProximity_ATTEMPTS_2014","RoughProximity_TOTALDISTANCEFEET_2014","RoughProximity_RELATIVETOPAR_2014","stat_name","year"
97,97,"Rory Sabbatini",82,NA,143314,270,11942.833,39,"RoughProximity",2014
100,100,"Bud Cauley",56,NA,94096,177,7841.333,36,"RoughProximity",2014
100,100,"Bronson La Cassie",51,NA,76635,144,6386.25,13,"RoughProximity",2014
102,102,"Chad Campbell",57,NA,83729,157,6977.417,26,"RoughProximity",2014
102,102,"Tommy Gainey",73,NA,126326,237,10527.167,30,"RoughProximity",2014
102,102,"Jim Herman",62,NA,95863,180,7988.583,32,"RoughProximity",2014
105,105,"Jonathan Byrd",76,NA,122737,230,10228.083,23,"RoughProximity",2014
105,105,"Michael Putnam",106,NA,179511,336,14959.25,59,"RoughProximity",2014
105,105,"Heath Slocum",71,NA,87639,164,7303.25,20,"RoughProximity",2014
105,105,"Chris Stroud",88,NA,125045,234,10420.417,41,"RoughProximity",2014
109,109,"Robert Streb",75,NA,131555,246,10962.917,19,"RoughProximity",2014
110,110,"Russell Henley",92,NA,141478,264,11789.833,44,"RoughProximity",2014
110,110,"Jim Renner",61,NA,110925,207,9243.75,54,"RoughProximity",2014
112,112,"Ben Crane",81,NA,128386,239,10698.833,48,"RoughProximity",2014
112,112,"Brendon de Jonge",109,NA,153039,285,12753.25,24,"RoughProximity",2014
112,112,"JB Holmes",86,NA,167697,312,13974.75,38,"RoughProximity",2014
112,112,"John Huh",87,NA,124610,232,10384.167,49,"RoughProximity",2014
112,112,"Rory McIlroy",66,NA,99412,185,8284.333,-6,"RoughProximity",2014
117,117,"Graham DeLaet",80,NA,115564,215,9630.333,20,"RoughProximity",2014
117,117,"James Driscoll",71,NA,154351,287,12862.583,70,"RoughProximity",2014
119,119,"Wes Roach",67,NA,101283,188,8440.25,43,"RoughProximity",2014
120,120,"Woody Austin",63,NA,123619,229,10301.583,52,"RoughProximity",2014
120,120,"Keegan Bradley",89,NA,126346,234,10528.833,33,"RoughProximity",2014
120,120,"Chris Kirk",105,NA,151851,281,12654.25,15,"RoughProximity",2014
123,123,"Ryo Ishikawa",75,NA,151611,280,12634.25,46,"RoughProximity",2014
123,123,"Louis Oosthuizen",50,NA,62730,116,5227.5,27,"RoughProximity",2014
123,123,"Jordan Spieth",102,NA,168828,312,14069,45,"RoughProximity",2014
126,126,"Stuart Appleby",92,NA,159415,294,13284.583,37,"RoughProximity",2014
126,126,"Tim Wilkinson",86,NA,162505,300,13542.083,37,"RoughProximity",2014
128,128,"JJ Henry",91,NA,138029,254,11502.417,22,"RoughProximity",2014
128,128,"Kevin Kisner",85,NA,135125,249,11260.417,38,"RoughProximity",2014
128,128,"David Lingmerth",80,NA,138013,254,11501.083,46,"RoughProximity",2014
128,128,"Patrick Reed",92,NA,177162,326,14763.5,35,"RoughProximity",2014
132,132,"Martin Kaymer",65,NA,92956,171,7746.333,31,"RoughProximity",2014
132,132,"Jerry Kelly",80,NA,122315,225,10192.917,22,"RoughProximity",2014
132,132,"Cameron Tringale",111,NA,173077,318,14423.083,44,"RoughProximity",2014
135,135,"Erik Compton",88,NA,160893,295,13407.75,57,"RoughProximity",2014
135,135,"Martin Laird",66,NA,105677,194,8806.417,29,"RoughProximity",2014
137,137,"Daniel Summerhays",98,NA,149564,274,12463.667,18,"RoughProximity",2014
138,138,"Ricky Barnes",92,NA,177174,324,14764.5,28,"RoughProximity",2014
139,139,"Brian Gay",81,NA,127103,232,10591.917,23,"RoughProximity",2014
139,139,"Will Ma Kenzie",82,NA,141468,258,11789,51,"RoughProximity",2014
139,139,"Jeff Overton",80,NA,152374,278,12697.833,41,"RoughProximity",2014
139,139,"Michael Thompson",74,NA,112391,205,9365.917,35,"RoughProximity",2014
143,143,"Pat Perez",84,NA,146148,266,12179,35,"RoughProximity",2014
144,144,"Roberto Castro",76,NA,109378,199,9114.833,33,"RoughProximity",2014
144,144,"Richard Lee",80,NA,125451,228,10454.25,33,"RoughProximity",2014
144,144,"Jhonattan Vegas",77,NA,131415,239,10951.25,24,"RoughProximity",2014
147,147,"Robert Garrigus",80,NA,159301,289,13275.083,54,"RoughProximity",2014
147,147,"Johnson Wagner",69,NA,121222,220,10101.833,55,"RoughProximity",2014
149,149,"David Hearn",97,NA,124281,225,10356.75,56,"RoughProximity",2014
149,149,"Justin Hicks",103,NA,125280,227,10440,34,"RoughProximity",2014
151,151,"Trevor Immelman",84,NA,138714,251,11559.5,32,"RoughProximity",2014
151,151,"DA Points",75,NA,104996,190,8749.667,46,"RoughProximity",2014
153,153,"Derek Ernst",80,NA,119574,216,9964.5,48,"RoughProximity",2014
153,153,"Webb Simpson",87,NA,148427,268,12368.917,29,"RoughProximity",2014
155,155,"Sangmoon Bae",76,NA,134966,243,11247.167,20,"RoughProximity",2014
156,156,"Ernie Els",85,NA,152839,275,12736.583,38,"RoughProximity",2014
156,156,"Gary Woodland",93,NA,150628,271,12552.333,28,"RoughProximity",2014
158,158,"Aaron Baddeley",74,NA,134272,241,11189.333,27,"RoughProximity",2014
158,158,"Matt Every",85,NA,139901,251,11658.417,18,"RoughProximity",2014
158,158,"Ben Martin",80,NA,109799,197,9149.917,29,"RoughProximity",2014
161,161,"Brad Fritsch",50,NA,88103,158,7341.917,16,"RoughProximity",2014
162,162,"Will Wilcox",51,NA,87834,157,7319.5,21,"RoughProximity",2014
163,163,"Gonzalo Fdez Castano",83,NA,136212,243,11351,42,"RoughProximity",2014
164,164,"Billy Horschel",92,NA,113458,202,9454.833,38,"RoughProximity",2014
165,165,"KJ Choi",80,NA,112042,198,9336.833,36,"RoughProximity",2014
166,166,"Spencer Levin",59,NA,101623,179,8468.583,39,"RoughProximity",2014
167,167,"Brice Garnett",92,NA,160570,282,13380.833,38,"RoughProximity",2014
168,168,"Mark Wilson",69,NA,99104,174,8258.667,35,"RoughProximity",2014
169,169,"Mike Weir",69,NA,134444,235,11203.667,25,"RoughProximity",2014
170,170,"Henrik Stenson",56,NA,57301,100,4775.083,9,"RoughProximity",2014
170,170,"Lee Westwood",57,NA,88800,155,7400,23,"RoughProximity",2014
172,172,"Luke Donald",57,NA,80453,140,6704.417,23,"RoughProximity",2014
173,173,"Andrew Svoboda",77,NA,116810,202,9734.167,33,"RoughProximity",2014
174,174,"Chad Collins",78,NA,143754,241,11979.5,42,"RoughProximity",2014
175,175,"DH Lee",54,NA,89560,150,7463.333,30,"RoughProximity",2014
176,176,"Ben Curtis",77,NA,124262,207,10355.167,37,"RoughProximity",2014
177,177,"Justin Leonard",75,NA,132381,215,11031.75,64,"RoughProximity",2014
