"Front9Par4ScoringAverage_RANKTHISWEEK_2012","Front9Par4ScoringAverage_RANKLASTWEEK_2012","Front9Par4ScoringAverage_PLAYERNAME_2012","Front9Par4ScoringAverage_ROUNDS_2012","Front9Par4ScoringAverage_AVG_2012","Front9Par4ScoringAverage_TOTALSTROKES_2012","Front9Par4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Bubba Watson",68,3.95,1399,354,"Front9Par4ScoringAverage",2012
2,2,"Ernie Els",80,3.96,1678,424,"Front9Par4ScoringAverage",2012
3,3,"Jonas Blixt",72,3.97,1554,391,"Front9Par4ScoringAverage",2012
3,3,"Ian Poulter",57,3.97,1191,300,"Front9Par4ScoringAverage",2012
5,5,"Jason Dufner",83,3.98,1784,448,"Front9Par4ScoringAverage",2012
5,5,"Jim Furyk",85,3.98,1817,456,"Front9Par4ScoringAverage",2012
5,5,"Ryan Moore",89,3.98,1915,481,"Front9Par4ScoringAverage",2012
5,5,"Louis Oosthuizen",65,3.98,1354,340,"Front9Par4ScoringAverage",2012
5,5,"Bo Van Pelt",84,3.98,1794,451,"Front9Par4ScoringAverage",2012
5,5,"Tiger Woods",69,3.98,1430,359,"Front9Par4ScoringAverage",2012
11,11,"Bud Cauley",99,3.99,2126,533,"Front9Par4ScoringAverage",2012
11,11,"Ben Curtis",62,3.99,1310,328,"Front9Par4ScoringAverage",2012
11,11,"Matt Every",80,3.99,1700,426,"Front9Par4ScoringAverage",2012
11,11,"Bill Haas",79,3.99,1683,422,"Front9Par4ScoringAverage",2012
11,11,"Matt Kuchar",86,3.99,1796,450,"Front9Par4ScoringAverage",2012
11,11,"Carl Pettersson",92,3.99,2036,510,"Front9Par4ScoringAverage",2012
11,11,"Scott Piercy",95,3.99,2089,523,"Front9Par4ScoringAverage",2012
18,18,"Ken Duke",104,4,2306,576,"Front9Par4ScoringAverage",2012
18,18,"Billy Horschel",63,4,1332,333,"Front9Par4ScoringAverage",2012
18,18,"Graeme McDowell",55,4,1153,288,"Front9Par4ScoringAverage",2012
18,18,"Rory McIlroy",60,4,1161,290,"Front9Par4ScoringAverage",2012
18,18,"John Merrick",83,4,1759,440,"Front9Par4ScoringAverage",2012
18,18,"Kevin Na",80,4,1734,433,"Front9Par4ScoringAverage",2012
18,18,"Jeff Overton",101,4,2231,558,"Front9Par4ScoringAverage",2012
18,18,"DA Points",88,4,1945,486,"Front9Par4ScoringAverage",2012
18,18,"Vijay Singh",99,4,2177,544,"Front9Par4ScoringAverage",2012
18,18,"Brandt Snedeker",81,4,1687,422,"Front9Par4ScoringAverage",2012
18,18,"Daniel Summerhays",81,4,1758,439,"Front9Par4ScoringAverage",2012
18,18,"Camilo Villegas",79,4,1706,427,"Front9Par4ScoringAverage",2012
30,30,"Will Claxton",99,4.01,2187,545,"Front9Par4ScoringAverage",2012
30,30,"Brian Davis",91,4.01,1975,493,"Front9Par4ScoringAverage",2012
30,30,"Zach Johnson",95,4.01,2054,512,"Front9Par4ScoringAverage",2012
30,30,"Danny Lee",74,4.01,1560,389,"Front9Par4ScoringAverage",2012
30,30,"Nick OHern",78,4.01,1634,407,"Front9Par4ScoringAverage",2012
30,30,"Webb Simpson",77,4.01,1668,416,"Front9Par4ScoringAverage",2012
30,30,"Steve Stricker",73,4.01,1532,382,"Front9Par4ScoringAverage",2012
30,30,"Chris Stroud",86,4.01,1901,474,"Front9Par4ScoringAverage",2012
38,38,"Tim Clark",60,4.02,1333,332,"Front9Par4ScoringAverage",2012
