"EarlyPar3ScoringAverage_RANKTHISWEEK_2009","EarlyPar3ScoringAverage_RANKLASTWEEK_2009","EarlyPar3ScoringAverage_PLAYERNAME_2009","EarlyPar3ScoringAverage_ROUNDS_2009","EarlyPar3ScoringAverage_AVG_2009","EarlyPar3ScoringAverage_TOTALSTROKES_2009","EarlyPar3ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Geoff Ogilvy",78,2.93,372,127,"EarlyPar3ScoringAverage",2009
2,2,"Mark Brooks",55,2.94,424,144,"EarlyPar3ScoringAverage",2009
2,2,"Zach Johnson",94,2.94,465,158,"EarlyPar3ScoringAverage",2009
2,2,"Steve Stricker",81,2.94,371,126,"EarlyPar3ScoringAverage",2009
5,5,"Bill Lunde",83,2.95,572,194,"EarlyPar3ScoringAverage",2009
5,5,"Corey Pavin",73,2.95,499,169,"EarlyPar3ScoringAverage",2009
7,7,"Spencer Levin",75,2.96,515,174,"EarlyPar3ScoringAverage",2009
7,7,"Tiger Woods",64,2.96,225,76,"EarlyPar3ScoringAverage",2009
9,9,"Jeff Maggert",79,2.97,473,159,"EarlyPar3ScoringAverage",2009
10,10,"Michael Allen",73,2.98,397,133,"EarlyPar3ScoringAverage",2009
10,10,"Ben Crane",93,2.98,582,195,"EarlyPar3ScoringAverage",2009
10,10,"Joe Ogilvie",85,2.98,521,175,"EarlyPar3ScoringAverage",2009
10,10,"Pat Perez",74,2.98,405,136,"EarlyPar3ScoringAverage",2009
10,10,"Jeff Quinney",78,2.98,543,182,"EarlyPar3ScoringAverage",2009
15,15,"Bob Heintz",59,2.99,380,127,"EarlyPar3ScoringAverage",2009
15,15,"Dustin Johnson",85,2.99,449,150,"EarlyPar3ScoringAverage",2009
15,15,"Matt Jones",56,2.99,380,127,"EarlyPar3ScoringAverage",2009
15,15,"Nick OHern",90,2.99,578,193,"EarlyPar3ScoringAverage",2009
15,15,"Kenny Perry",92,2.99,467,156,"EarlyPar3ScoringAverage",2009
15,15,"Dean Wilson",81,2.99,565,189,"EarlyPar3ScoringAverage",2009
21,21,"Chad Campbell",90,3,622,207,"EarlyPar3ScoringAverage",2009
21,21,"Rod Pampling",72,3,399,133,"EarlyPar3ScoringAverage",2009
21,21,"Vaughn Taylor",88,3,525,175,"EarlyPar3ScoringAverage",2009
21,21,"Kirk Triplett",60,3,417,139,"EarlyPar3ScoringAverage",2009
25,25,"Jason Bohn",88,3.01,592,197,"EarlyPar3ScoringAverage",2009
25,25,"Steve Elkington",70,3.01,475,158,"EarlyPar3ScoringAverage",2009
25,25,"Jim Furyk",86,3.01,458,152,"EarlyPar3ScoringAverage",2009
25,25,"Lee Janzen",74,3.01,455,151,"EarlyPar3ScoringAverage",2009
25,25,"Matt Kuchar",82,3.01,400,133,"EarlyPar3ScoringAverage",2009
25,25,"George McNeill",82,3.01,541,180,"EarlyPar3ScoringAverage",2009
25,25,"Sean OHair",80,3.01,394,131,"EarlyPar3ScoringAverage",2009
25,25,"Chez Reavie",81,3.01,559,186,"EarlyPar3ScoringAverage",2009
25,25,"Justin Rose",71,3.01,433,144,"EarlyPar3ScoringAverage",2009
25,25,"Scott Sterling",51,3.01,352,117,"EarlyPar3ScoringAverage",2009
25,25,"Brian Vranesh",51,3.01,352,117,"EarlyPar3ScoringAverage",2009
25,25,"Charles Warren",63,3.01,413,137,"EarlyPar3ScoringAverage",2009
37,37,"Kris Blanks",60,3.02,365,121,"EarlyPar3ScoringAverage",2009
37,37,"Mark Calcavecchia",72,3.02,501,166,"EarlyPar3ScoringAverage",2009
37,37,"Alex Cejka",82,3.02,499,165,"EarlyPar3ScoringAverage",2009
37,37,"Ben Curtis",63,3.02,398,132,"EarlyPar3ScoringAverage",2009
37,37,"Bob Estes",78,3.02,489,162,"EarlyPar3ScoringAverage",2009
37,37,"Harrison Frazar",93,3.02,600,199,"EarlyPar3ScoringAverage",2009
37,37,"Lucas Glover",93,3.02,477,158,"EarlyPar3ScoringAverage",2009
37,37,"Ryuji Imada",85,3.02,564,187,"EarlyPar3ScoringAverage",2009
37,37,"Bubba Watson",73,3.02,438,145,"EarlyPar3ScoringAverage",2009
37,37,"Casey Wittenberg",71,3.02,432,143,"EarlyPar3ScoringAverage",2009
47,47,"Robert Allenby",71,3.03,412,136,"EarlyPar3ScoringAverage",2009
47,47,"Daniel Chopra",89,3.03,563,186,"EarlyPar3ScoringAverage",2009
47,47,"Jason Day",61,3.03,354,117,"EarlyPar3ScoringAverage",2009
47,47,"Ken Duke",87,3.03,606,200,"EarlyPar3ScoringAverage",2009
47,47,"Padraig Harrington",66,3.03,379,125,"EarlyPar3ScoringAverage",2009
47,47,"JJ Henry",97,3.03,624,206,"EarlyPar3ScoringAverage",2009
47,47,"Charley Hoffman",97,3.03,582,192,"EarlyPar3ScoringAverage",2009
47,47,"Richard Johnson",85,3.03,584,193,"EarlyPar3ScoringAverage",2009
47,47,"Steve Marino",98,3.03,528,174,"EarlyPar3ScoringAverage",2009
47,47,"Kevin Na",91,3.03,530,175,"EarlyPar3ScoringAverage",2009
47,47,"Tag Ridings",50,3.03,282,93,"EarlyPar3ScoringAverage",2009
47,47,"Patrick Sheehan",51,3.03,355,117,"EarlyPar3ScoringAverage",2009
47,47,"DJ Trahan",96,3.03,615,203,"EarlyPar3ScoringAverage",2009
60,60,"Tim Clark",81,3.04,456,150,"EarlyPar3ScoringAverage",2009
60,60,"Chris DiMarco",97,3.04,693,228,"EarlyPar3ScoringAverage",2009
60,60,"Hunter Mahan",94,3.04,548,180,"EarlyPar3ScoringAverage",2009
60,60,"Bryce Molder",69,3.04,365,120,"EarlyPar3ScoringAverage",2009
60,60,"Greg Owen",97,3.04,599,197,"EarlyPar3ScoringAverage",2009
60,60,"Tim Petrovic",97,3.04,575,189,"EarlyPar3ScoringAverage",2009
60,60,"DA Points",99,3.04,617,203,"EarlyPar3ScoringAverage",2009
60,60,"Kevin Stadler",65,3.04,371,122,"EarlyPar3ScoringAverage",2009
60,60,"Mike Weir",85,3.04,542,178,"EarlyPar3ScoringAverage",2009
69,69,"Robert Garrigus",83,3.05,510,167,"EarlyPar3ScoringAverage",2009
