"FirstTeeLateScoringAverage_RANKTHISWEEK_2016","FirstTeeLateScoringAverage_RANKLASTWEEK_2016","FirstTeeLateScoringAverage_PLAYERNAME_2016","FirstTeeLateScoringAverage_ROUNDS_2016","FirstTeeLateScoringAverage_AVG_2016","FirstTeeLateScoringAverage_TOTALSTROKES_2016","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2016","stat_name","year"
31,42,"William McGirt",54,70.29,984,14,"FirstTeeLateScoringAverage",2016
32,43,"Russell Knox",48,70.32,1336,19,"FirstTeeLateScoringAverage",2016
33,45,"Stuart Appleby",39,70.33,211,3,"FirstTeeLateScoringAverage",2016
33,23,"Adam Hadwin",53,70.33,844,12,"FirstTeeLateScoringAverage",2016
35,31,"Graham DeLaet",50,70.38,1478,21,"FirstTeeLateScoringAverage",2016
35,23,"Steve Marino",40,70.38,563,8,"FirstTeeLateScoringAverage",2016
35,41,"Henrik Stenson",30,70.38,1126,16,"FirstTeeLateScoringAverage",2016
38,20,"Robert Streb",51,70.4,704,10,"FirstTeeLateScoringAverage",2016
39,46,"Branden Grace",31,70.42,845,12,"FirstTeeLateScoringAverage",2016
40,36,"Daniel Berger",52,70.44,1268,18,"FirstTeeLateScoringAverage",2016
41,23,"Sean OHair",45,70.46,916,13,"FirstTeeLateScoringAverage",2016
42,18,"Thomas Aiken",42,70.5,423,6,"FirstTeeLateScoringAverage",2016
42,50,"Jon Curran",55,70.5,1128,16,"FirstTeeLateScoringAverage",2016
42,50,"Charles Howell III",63,70.5,1551,22,"FirstTeeLateScoringAverage",2016
42,28,"Si Woo Kim",63,70.5,1128,16,"FirstTeeLateScoringAverage",2016
42,50,"Charl Schwartzel",29,70.5,987,14,"FirstTeeLateScoringAverage",2016
42,50,"Tyrone Van Aswegen",67,70.5,1128,16,"FirstTeeLateScoringAverage",2016
48,55,"Jason Dufner",53,70.53,1058,15,"FirstTeeLateScoringAverage",2016
49,56,"Nick Taylor",57,70.54,917,13,"FirstTeeLateScoringAverage",2016
50,58,"Chad Campbell",54,70.56,1129,16,"FirstTeeLateScoringAverage",2016
51,59,"Russell Henley",42,70.58,847,12,"FirstTeeLateScoringAverage",2016
51,59,"Chez Reavie",56,70.58,847,12,"FirstTeeLateScoringAverage",2016
53,40,"Jason Kokrak",52,70.59,1200,17,"FirstTeeLateScoringAverage",2016
53,61,"Patrick Rodgers",49,70.59,1200,17,"FirstTeeLateScoringAverage",2016
55,43,"Patton Kizzire",57,70.64,1554,22,"FirstTeeLateScoringAverage",2016
56,64,"Matt Kuchar",46,70.65,1201,17,"FirstTeeLateScoringAverage",2016
57,65,"Brian Gay",22,70.67,212,3,"FirstTeeLateScoringAverage",2016
57,65,"Padraig Harrington",38,70.67,636,9,"FirstTeeLateScoringAverage",2016
57,65,"Dustin Johnson",37,70.67,1484,21,"FirstTeeLateScoringAverage",2016
57,65,"Brooks Koepka",39,70.67,1272,18,"FirstTeeLateScoringAverage",2016
57,78,"Justin Rose",35,70.67,1272,18,"FirstTeeLateScoringAverage",2016
62,70,"Freddie Jacobson",54,70.7,1414,20,"FirstTeeLateScoringAverage",2016
63,71,"Shane Bertsch",30,70.71,495,7,"FirstTeeLateScoringAverage",2016
63,56,"Camilo Villegas",50,70.71,990,14,"FirstTeeLateScoringAverage",2016
65,72,"Jordan Spieth",34,70.72,1273,18,"FirstTeeLateScoringAverage",2016
66,47,"Jim Herman",55,70.73,1061,15,"FirstTeeLateScoringAverage",2016
66,20,"Colt Knost",56,70.73,778,11,"FirstTeeLateScoringAverage",2016
68,73,"Sergio Garcia",28,70.75,849,12,"FirstTeeLateScoringAverage",2016
68,73,"Jerry Kelly",44,70.75,566,8,"FirstTeeLateScoringAverage",2016
68,73,"Chris Kirk",51,70.75,849,12,"FirstTeeLateScoringAverage",2016
68,73,"Pat Perez",28,70.75,283,4,"FirstTeeLateScoringAverage",2016
72,103,"Rory McIlroy",37,70.8,1062,15,"FirstTeeLateScoringAverage",2016
72,50,"Francesco Molinari",36,70.8,708,10,"FirstTeeLateScoringAverage",2016
72,78,"Andres Romero",22,70.8,354,5,"FirstTeeLateScoringAverage",2016
75,81,"Scott Piercy",45,70.82,779,11,"FirstTeeLateScoringAverage",2016
75,81,"Michael Thompson",46,70.82,779,11,"FirstTeeLateScoringAverage",2016
77,85,"Scott Brown",59,70.87,1630,23,"FirstTeeLateScoringAverage",2016
78,84,"Roberto Castro",55,70.88,1134,16,"FirstTeeLateScoringAverage",2016
78,86,"Luke List",51,70.88,1701,24,"FirstTeeLateScoringAverage",2016
78,90,"Jhonattan Vegas",49,70.88,1134,16,"FirstTeeLateScoringAverage",2016
81,88,"Luke Guthrie",31,70.9,709,10,"FirstTeeLateScoringAverage",2016
81,48,"Webb Simpson",34,70.9,709,10,"FirstTeeLateScoringAverage",2016
83,89,"Seung Yul Noh",54,70.92,851,12,"FirstTeeLateScoringAverage",2016
84,90,"Jason Day",36,70.93,1064,15,"FirstTeeLateScoringAverage",2016
84,90,"Marc Leishman",41,70.93,993,14,"FirstTeeLateScoringAverage",2016
84,65,"Steve Wheatcroft",53,70.93,1064,15,"FirstTeeLateScoringAverage",2016
87,93,"Zac Blair",56,71,1065,15,"FirstTeeLateScoringAverage",2016
87,101,"Lucas Glover",53,71,1207,17,"FirstTeeLateScoringAverage",2016
87,62,"Scott Langley",41,71,994,14,"FirstTeeLateScoringAverage",2016
87,73,"Ben Martin",48,71,639,9,"FirstTeeLateScoringAverage",2016
87,93,"Wes Roach",33,71,497,7,"FirstTeeLateScoringAverage",2016
87,93,"David Toms",38,71,639,9,"FirstTeeLateScoringAverage",2016
93,104,"Danny Lee",53,71.05,1350,19,"FirstTeeLateScoringAverage",2016
93,83,"Jamie Lovemark",57,71.05,1563,22,"FirstTeeLateScoringAverage",2016
95,99,"Ricky Barnes",57,71.06,1279,18,"FirstTeeLateScoringAverage",2016
95,106,"Tony Finau",49,71.06,1137,16,"FirstTeeLateScoringAverage",2016
97,131,"James Hahn",45,71.09,782,11,"FirstTeeLateScoringAverage",2016
97,78,"Davis Love III",40,71.09,782,11,"FirstTeeLateScoringAverage",2016
97,98,"Kyle Reifers",63,71.09,1564,22,"FirstTeeLateScoringAverage",2016
97,48,"Cameron Tringale",47,71.09,782,11,"FirstTeeLateScoringAverage",2016
101,93,"Brendan Steele",48,71.1,1493,21,"FirstTeeLateScoringAverage",2016
102,120,"Phil Mickelson",37,71.18,1210,17,"FirstTeeLateScoringAverage",2016
102,104,"Brett Stegmaier",57,71.18,1210,17,"FirstTeeLateScoringAverage",2016
104,106,"Whee Kim",54,71.2,1068,15,"FirstTeeLateScoringAverage",2016
105,108,"Aaron Baddeley",51,71.21,997,14,"FirstTeeLateScoringAverage",2016
105,102,"JB Holmes",39,71.21,997,14,"FirstTeeLateScoringAverage",2016
107,62,"Mark Hubbard",73,71.25,1140,16,"FirstTeeLateScoringAverage",2016
108,109,"Vaughn Taylor",30,71.29,499,7,"FirstTeeLateScoringAverage",2016
109,112,"Justin Leonard",28,71.3,713,10,"FirstTeeLateScoringAverage",2016
110,114,"Brendon de Jonge",55,71.33,856,12,"FirstTeeLateScoringAverage",2016
110,114,"Andrew Landry",24,71.33,428,6,"FirstTeeLateScoringAverage",2016
110,114,"Cameron Percy",22,71.33,428,6,"FirstTeeLateScoringAverage",2016
110,114,"Hudson Swafford",52,71.33,856,12,"FirstTeeLateScoringAverage",2016
114,119,"Sung Kang",51,71.35,1213,17,"FirstTeeLateScoringAverage",2016
115,87,"Brian Harman",60,71.36,785,11,"FirstTeeLateScoringAverage",2016
116,121,"Brice Garnett",29,71.38,571,8,"FirstTeeLateScoringAverage",2016
117,100,"Morgan Hoffmann",43,71.4,1428,20,"FirstTeeLateScoringAverage",2016
118,109,"Harris English",51,71.44,1143,16,"FirstTeeLateScoringAverage",2016
119,125,"Bronson Burgoon",53,71.5,1001,14,"FirstTeeLateScoringAverage",2016
119,125,"Stewart Cink",45,71.5,715,10,"FirstTeeLateScoringAverage",2016
119,125,"John Huh",51,71.5,1001,14,"FirstTeeLateScoringAverage",2016
119,113,"Spencer Levin",62,71.5,1001,14,"FirstTeeLateScoringAverage",2016
119,125,"DJ Trahan",23,71.5,572,8,"FirstTeeLateScoringAverage",2016
119,134,"Dawie van der Walt",48,71.5,858,12,"FirstTeeLateScoringAverage",2016
125,129,"Will Ma Kenzie",54,71.53,1216,17,"FirstTeeLateScoringAverage",2016
126,130,"Cameron Smith",45,71.55,787,11,"FirstTeeLateScoringAverage",2016
127,132,"Abraham Ancer",26,71.57,501,7,"FirstTeeLateScoringAverage",2016
127,155,"Andrew Loupe",50,71.57,1002,14,"FirstTeeLateScoringAverage",2016
129,133,"Charley Hoffman",49,71.58,1360,19,"FirstTeeLateScoringAverage",2016
129,145,"Daniel Summerhays",55,71.58,859,12,"FirstTeeLateScoringAverage",2016
131,134,"Rob Oppenheim",37,71.6,716,10,"FirstTeeLateScoringAverage",2016
132,109,"Byeong Hun An",23,71.63,573,8,"FirstTeeLateScoringAverage",2016
133,136,"Hunter Mahan",43,71.64,788,11,"FirstTeeLateScoringAverage",2016
133,124,"Sam Saunders",40,71.64,1003,14,"FirstTeeLateScoringAverage",2016
135,137,"Blayne Barber",44,71.67,645,9,"FirstTeeLateScoringAverage",2016
135,137,"David Hearn",55,71.67,1075,15,"FirstTeeLateScoringAverage",2016
135,137,"Harold Varner III",58,71.67,1075,15,"FirstTeeLateScoringAverage",2016
135,123,"Johnson Wagner",44,71.67,645,9,"FirstTeeLateScoringAverage",2016
139,140,"Hiroshi Iwata",51,71.69,932,13,"FirstTeeLateScoringAverage",2016
140,144,"Kyle Stanley",57,71.71,1004,14,"FirstTeeLateScoringAverage",2016
141,93,"Robert Allenby",35,71.75,574,8,"FirstTeeLateScoringAverage",2016
142,122,"Jeff Overton",51,71.79,1005,14,"FirstTeeLateScoringAverage",2016
143,152,"Kelly Kraft",35,71.86,503,7,"FirstTeeLateScoringAverage",2016
144,151,"Retief Goosen",37,71.88,575,8,"FirstTeeLateScoringAverage",2016
145,141,"Martin Piller",37,71.92,935,13,"FirstTeeLateScoringAverage",2016
146,153,"Billy Horschel",45,71.94,1151,16,"FirstTeeLateScoringAverage",2016
146,153,"Zach Johnson",42,71.94,1223,17,"FirstTeeLateScoringAverage",2016
148,141,"Jamie Donaldson",28,72,792,11,"FirstTeeLateScoringAverage",2016
148,155,"Andres Gonzales",46,72,648,9,"FirstTeeLateScoringAverage",2016
148,155,"JJ Henry",44,72,432,6,"FirstTeeLateScoringAverage",2016
148,155,"Matt Jones",45,72,432,6,"FirstTeeLateScoringAverage",2016
148,155,"Carlos Ortiz",47,72,720,10,"FirstTeeLateScoringAverage",2016
148,155,"Greg Owen",56,72,504,7,"FirstTeeLateScoringAverage",2016
148,147,"Ian Poulter",37,72,720,10,"FirstTeeLateScoringAverage",2016
148,155,"Vijay Singh",42,72,576,8,"FirstTeeLateScoringAverage",2016
148,168,"Tim Wilkinson",40,72,648,9,"FirstTeeLateScoringAverage",2016
157,165,"Jimmy Walker",43,72.05,1441,20,"FirstTeeLateScoringAverage",2016
158,150,"Tyler Aldridge",53,72.06,1225,17,"FirstTeeLateScoringAverage",2016
159,147,"Tom Hoge",47,72.09,793,11,"FirstTeeLateScoringAverage",2016
159,166,"Martin Laird",46,72.09,793,11,"FirstTeeLateScoringAverage",2016
161,169,"Keegan Bradley",40,72.17,866,12,"FirstTeeLateScoringAverage",2016
161,169,"Billy Hurley III",22,72.17,433,6,"FirstTeeLateScoringAverage",2016
163,155,"Erik Compton",45,72.18,794,11,"FirstTeeLateScoringAverage",2016
163,171,"Ben Crane",48,72.18,794,11,"FirstTeeLateScoringAverage",2016
165,172,"Boo Weekley",53,72.19,1155,16,"FirstTeeLateScoringAverage",2016
166,172,"KJ Choi",47,72.21,1011,14,"FirstTeeLateScoringAverage",2016
167,149,"Paul Casey",39,72.25,867,12,"FirstTeeLateScoringAverage",2016
167,155,"David Lingmerth",54,72.25,867,12,"FirstTeeLateScoringAverage",2016
169,174,"Louis Oosthuizen",25,72.27,795,11,"FirstTeeLateScoringAverage",2016
170,175,"Andy Sullivan",25,72.29,506,7,"FirstTeeLateScoringAverage",2016
171,176,"Bernd Wiesberger",23,72.3,723,10,"FirstTeeLateScoringAverage",2016
172,167,"Chad Collins",45,72.36,796,11,"FirstTeeLateScoringAverage",2016
172,177,"Shane Lowry",35,72.36,796,11,"FirstTeeLateScoringAverage",2016
174,146,"Emiliano Grillo",47,72.4,724,10,"FirstTeeLateScoringAverage",2016
174,178,"Michael Kim",62,72.4,1086,15,"FirstTeeLateScoringAverage",2016
174,178,"Dicky Pride",33,72.4,362,5,"FirstTeeLateScoringAverage",2016
177,183,"Miguel Angel Carballo",24,72.5,725,10,"FirstTeeLateScoringAverage",2016
177,183,"Troy Merritt",41,72.5,725,10,"FirstTeeLateScoringAverage",2016
177,155,"DA Points",32,72.5,290,4,"FirstTeeLateScoringAverage",2016
177,114,"Brian Stuard",24,72.5,290,4,"FirstTeeLateScoringAverage",2016
181,181,"Chesson Hadley",51,72.56,653,9,"FirstTeeLateScoringAverage",2016
182,180,"Kevin Streelman",46,72.62,944,13,"FirstTeeLateScoringAverage",2016
183,186,"George McNeill",33,72.69,945,13,"FirstTeeLateScoringAverage",2016
184,141,"Jason Gore",51,72.73,800,11,"FirstTeeLateScoringAverage",2016
185,182,"Jonas Blixt",46,72.75,1164,16,"FirstTeeLateScoringAverage",2016
185,187,"Rhein Gibson",36,72.75,582,8,"FirstTeeLateScoringAverage",2016
187,189,"Steven Bowditch",40,72.8,728,10,"FirstTeeLateScoringAverage",2016
188,190,"Brendon Todd",43,72.83,437,6,"FirstTeeLateScoringAverage",2016
189,193,"Gary Woodland",45,72.86,1020,14,"FirstTeeLateScoringAverage",2016
190,193,"Derek Ernst",36,73,365,5,"FirstTeeLateScoringAverage",2016
191,192,"Anirban Lahiri",44,73.08,950,13,"FirstTeeLateScoringAverage",2016
192,191,"Mark Wilson",42,73.13,585,8,"FirstTeeLateScoringAverage",2016
193,195,"Matt Every",34,73.14,512,7,"FirstTeeLateScoringAverage",2016
194,187,"Justin Hicks",26,73.2,366,5,"FirstTeeLateScoringAverage",2016
195,183,"Ernie Els",34,73.29,513,7,"FirstTeeLateScoringAverage",2016
196,197,"Lucas Lee",22,73.33,440,6,"FirstTeeLateScoringAverage",2016
197,198,"Angel Cabrera",42,73.38,587,8,"FirstTeeLateScoringAverage",2016
198,199,"Robert Garrigus",34,73.43,514,7,"FirstTeeLateScoringAverage",2016
198,199,"Ollie Schniederjans",23,73.43,514,7,"FirstTeeLateScoringAverage",2016
200,196,"Shawn Stefani",45,73.64,810,11,"FirstTeeLateScoringAverage",2016
201,199,"Darron Stiles",28,73.67,221,3,"FirstTeeLateScoringAverage",2016
202,202,"Rory Sabbatini",40,73.75,295,4,"FirstTeeLateScoringAverage",2016
203,203,"Ken Duke",26,74,296,4,"FirstTeeLateScoringAverage",2016
203,203,"Geoff Ogilvy",37,74,592,8,"FirstTeeLateScoringAverage",2016
203,203,"Carl Pettersson",31,74,740,10,"FirstTeeLateScoringAverage",2016
206,207,"Charlie Beljan",26,74.14,519,7,"FirstTeeLateScoringAverage",2016
207,203,"DH Lee",35,74.5,447,6,"FirstTeeLateScoringAverage",2016
