"FirstTeeLateRound1ScoringAverage_RANKTHISWEEK_2011","FirstTeeLateRound1ScoringAverage_RANKLASTWEEK_2011","FirstTeeLateRound1ScoringAverage_PLAYERNAME_2011","FirstTeeLateRound1ScoringAverage__2011","FirstTeeLateRound1ScoringAverage_AVG_2011","FirstTeeLateRound1ScoringAverage_TOTALSTROKES_2011","FirstTeeLateRound1ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"DA Points",NA,67.5,135,2,"FirstTeeLateRound1ScoringAverage",2011
2,2,"Adam Scott",NA,67.6,338,5,"FirstTeeLateRound1ScoringAverage",2011
3,3,"Brandt Jobe",NA,67.67,203,3,"FirstTeeLateRound1ScoringAverage",2011
4,4,"Jim Herman",NA,67.83,407,6,"FirstTeeLateRound1ScoringAverage",2011
5,5,"Carl Pettersson",NA,68.4,342,5,"FirstTeeLateRound1ScoringAverage",2011
5,5,"Alexandre Rocha",NA,68.4,342,5,"FirstTeeLateRound1ScoringAverage",2011
7,7,"Ben Martin",NA,68.5,274,4,"FirstTeeLateRound1ScoringAverage",2011
8,8,"Matt Kuchar",NA,68.55,754,11,"FirstTeeLateRound1ScoringAverage",2011
9,9,"Chez Reavie",NA,68.6,343,5,"FirstTeeLateRound1ScoringAverage",2011
10,10,"Padraig Harrington",NA,68.67,206,3,"FirstTeeLateRound1ScoringAverage",2011
11,11,"Freddie Jacobson",NA,68.75,275,4,"FirstTeeLateRound1ScoringAverage",2011
12,12,"YE Yang",NA,68.8,344,5,"FirstTeeLateRound1ScoringAverage",2011
13,13,"Retief Goosen",NA,69,69,1,"FirstTeeLateRound1ScoringAverage",2011
14,14,"Luke Donald",NA,69.14,484,7,"FirstTeeLateRound1ScoringAverage",2011
15,15,"Fabian Gomez",NA,69.17,415,6,"FirstTeeLateRound1ScoringAverage",2011
16,16,"Aaron Baddeley",NA,69.25,277,4,"FirstTeeLateRound1ScoringAverage",2011
16,16,"Michael Bradley",NA,69.25,277,4,"FirstTeeLateRound1ScoringAverage",2011
18,18,"KJ Choi",NA,69.29,485,7,"FirstTeeLateRound1ScoringAverage",2011
19,19,"Rory Sabbatini",NA,69.33,208,3,"FirstTeeLateRound1ScoringAverage",2011
20,20,"Chris Riley",NA,69.38,555,8,"FirstTeeLateRound1ScoringAverage",2011
20,20,"Michael Thompson",NA,69.38,555,8,"FirstTeeLateRound1ScoringAverage",2011
22,22,"Angel Cabrera",NA,69.4,347,5,"FirstTeeLateRound1ScoringAverage",2011
22,22,"Phil Mickelson",NA,69.4,694,10,"FirstTeeLateRound1ScoringAverage",2011
22,22,"Ryan Moore",NA,69.4,347,5,"FirstTeeLateRound1ScoringAverage",2011
25,25,"William McGirt",NA,69.44,625,9,"FirstTeeLateRound1ScoringAverage",2011
26,26,"Tim Petrovic",NA,69.56,626,9,"FirstTeeLateRound1ScoringAverage",2011
27,27,"Alex Cejka",NA,69.6,348,5,"FirstTeeLateRound1ScoringAverage",2011
27,27,"Tommy Gainey",NA,69.6,348,5,"FirstTeeLateRound1ScoringAverage",2011
27,27,"JB Holmes",NA,69.6,348,5,"FirstTeeLateRound1ScoringAverage",2011
27,27,"Robert Karlsson",NA,69.6,348,5,"FirstTeeLateRound1ScoringAverage",2011
27,27,"Bubba Watson",NA,69.6,696,10,"FirstTeeLateRound1ScoringAverage",2011
32,32,"Chris DiMarco",NA,69.67,418,6,"FirstTeeLateRound1ScoringAverage",2011
32,32,"Sergio Garcia",NA,69.67,418,6,"FirstTeeLateRound1ScoringAverage",2011
32,32,"John Rollins",NA,69.67,418,6,"FirstTeeLateRound1ScoringAverage",2011
32,32,"Charlie Wi",NA,69.67,418,6,"FirstTeeLateRound1ScoringAverage",2011
36,36,"David Hearn",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2011
36,36,"Steve Stricker",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2011
38,38,"Nick Watney",NA,69.8,349,5,"FirstTeeLateRound1ScoringAverage",2011
39,39,"Vijay Singh",NA,69.86,489,7,"FirstTeeLateRound1ScoringAverage",2011
40,40,"Briny Baird",NA,70,210,3,"FirstTeeLateRound1ScoringAverage",2011
