"2PuttsperRound_RANKTHISWEEK_2016","2PuttsperRound_RANKLASTWEEK_2016","2PuttsperRound_PLAYERNAME_2016","2PuttsperRound_ROUNDS_2016","2PuttsperRound_AVG_2016","2PuttsperRound_TOTAL2PUTTS_2016","2PuttsperRound_TOTALROUNDS_2016","stat_name","year"
71,71,"Tyler Aldridge",53,10.38,550,53,"2PuttsperRound",2016
71,56,"Jason Bohn",37,10.38,384,37,"2PuttsperRound",2016
71,84,"Adam Hadwin",53,10.38,550,53,"2PuttsperRound",2016
74,76,"Graeme McDowell",33,10.37,311,30,"2PuttsperRound",2016
75,84,"Charles Howell III",63,10.35,652,63,"2PuttsperRound",2016
75,50,"Ian Poulter",37,10.35,383,37,"2PuttsperRound",2016
75,76,"Sam Saunders",40,10.35,414,40,"2PuttsperRound",2016
78,67,"Derek Ernst",36,10.33,372,36,"2PuttsperRound",2016
78,82,"Fabian Gomez",49,10.33,475,46,"2PuttsperRound",2016
78,90,"Jim Herman",55,10.33,568,55,"2PuttsperRound",2016
81,83,"Branden Grace",31,10.32,289,28,"2PuttsperRound",2016
82,84,"Charlie Beljan",26,10.31,268,26,"2PuttsperRound",2016
82,84,"Smylie Kaufman",57,10.31,557,54,"2PuttsperRound",2016
82,71,"Ben Martin",48,10.31,495,48,"2PuttsperRound",2016
82,84,"Hudson Swafford",52,10.31,536,52,"2PuttsperRound",2016
86,58,"Scott Langley",41,10.29,422,41,"2PuttsperRound",2016
87,81,"Rickie Fowler",42,10.28,401,39,"2PuttsperRound",2016
87,94,"Justin Rose",35,10.28,329,32,"2PuttsperRound",2016
89,58,"Tony Finau",49,10.27,503,49,"2PuttsperRound",2016
89,70,"Martin Piller",37,10.27,380,37,"2PuttsperRound",2016
89,74,"John Senden",48,10.27,493,48,"2PuttsperRound",2016
92,95,"KJ Choi",47,10.26,482,47,"2PuttsperRound",2016
93,90,"Scott Brown",59,10.25,605,59,"2PuttsperRound",2016
93,97,"Pat Perez",28,10.25,287,28,"2PuttsperRound",2016
95,107,"Matt Every",34,10.24,348,34,"2PuttsperRound",2016
95,99,"Billy Horschel",45,10.24,430,42,"2PuttsperRound",2016
95,99,"Matt Kuchar",46,10.24,430,42,"2PuttsperRound",2016
98,104,"Ken Duke",26,10.23,266,26,"2PuttsperRound",2016
98,104,"Lucas Lee",22,10.23,225,22,"2PuttsperRound",2016
98,104,"Charl Schwartzel",29,10.23,266,26,"2PuttsperRound",2016
101,97,"Kevin Kisner",49,10.22,470,46,"2PuttsperRound",2016
101,99,"Scott Stallings",46,10.22,470,46,"2PuttsperRound",2016
103,108,"Andrew Landry",24,10.21,245,24,"2PuttsperRound",2016
104,79,"DH Lee",35,10.2,357,35,"2PuttsperRound",2016
104,111,"Michael Thompson",46,10.2,469,46,"2PuttsperRound",2016
106,95,"William McGirt",54,10.19,550,54,"2PuttsperRound",2016
106,113,"Francesco Molinari",36,10.19,367,36,"2PuttsperRound",2016
108,122,"Nick Taylor",57,10.18,580,57,"2PuttsperRound",2016
109,113,"John Huh",51,10.16,518,51,"2PuttsperRound",2016
109,119,"Sung Kang",51,10.16,518,51,"2PuttsperRound",2016
111,115,"Troy Merritt",41,10.15,416,41,"2PuttsperRound",2016
112,141,"Angel Cabrera",42,10.14,426,42,"2PuttsperRound",2016
112,117,"Harris English",51,10.14,517,51,"2PuttsperRound",2016
112,116,"Jerry Kelly",44,10.14,446,44,"2PuttsperRound",2016
115,110,"Martin Laird",46,10.13,466,46,"2PuttsperRound",2016
115,117,"Ryan Palmer",46,10.13,466,46,"2PuttsperRound",2016
117,119,"Kevin Na",52,10.12,496,49,"2PuttsperRound",2016
117,112,"Camilo Villegas",50,10.12,506,50,"2PuttsperRound",2016
119,90,"Retief Goosen",37,10.11,374,37,"2PuttsperRound",2016
119,122,"Zach Johnson",42,10.11,384,38,"2PuttsperRound",2016
119,141,"Rob Oppenheim",37,10.11,374,37,"2PuttsperRound",2016
122,124,"Brice Garnett",29,10.1,293,29,"2PuttsperRound",2016
123,135,"Erik Compton",45,10.09,454,45,"2PuttsperRound",2016
123,125,"Billy Hurley III",22,10.09,222,22,"2PuttsperRound",2016
125,127,"Jason Dufner",53,10.08,504,50,"2PuttsperRound",2016
126,119,"Chad Collins",45,10.07,453,45,"2PuttsperRound",2016
127,99,"Kevin Chappell",49,10.06,493,49,"2PuttsperRound",2016
127,135,"Si Woo Kim",63,10.06,634,63,"2PuttsperRound",2016
127,125,"Ryan Moore",40,10.06,352,35,"2PuttsperRound",2016
127,131,"DA Points",32,10.06,322,32,"2PuttsperRound",2016
127,131,"Cameron Tringale",47,10.06,473,47,"2PuttsperRound",2016
132,133,"Mark Hubbard",73,10.05,734,73,"2PuttsperRound",2016
133,137,"Chris Kirk",51,10.04,462,46,"2PuttsperRound",2016
133,141,"Colt Knost",56,10.04,562,56,"2PuttsperRound",2016
135,108,"Steven Bowditch",40,10.03,401,40,"2PuttsperRound",2016
135,138,"Marc Leishman",41,10.03,381,38,"2PuttsperRound",2016
137,140,"Ricky Barnes",57,10.02,571,57,"2PuttsperRound",2016
138,141,"Seung Yul Noh",54,10,540,54,"2PuttsperRound",2016
138,141,"Andres Romero",22,10,220,22,"2PuttsperRound",2016
138,138,"David Toms",38,10,380,38,"2PuttsperRound",2016
141,127,"Vijay Singh",42,9.98,419,42,"2PuttsperRound",2016
142,147,"Luke Guthrie",31,9.97,309,31,"2PuttsperRound",2016
142,141,"Padraig Harrington",38,9.97,379,38,"2PuttsperRound",2016
144,149,"Charley Hoffman",49,9.96,458,46,"2PuttsperRound",2016
144,149,"Justin Leonard",28,9.96,279,28,"2PuttsperRound",2016
146,151,"Dustin Johnson",37,9.94,318,32,"2PuttsperRound",2016
146,133,"George McNeill",33,9.94,328,33,"2PuttsperRound",2016
148,167,"Cameron Smith",45,9.93,447,45,"2PuttsperRound",2016
148,127,"Vaughn Taylor",30,9.93,298,30,"2PuttsperRound",2016
150,151,"Jeff Overton",51,9.92,506,51,"2PuttsperRound",2016
150,147,"Adam Scott",39,9.92,357,36,"2PuttsperRound",2016
152,156,"Jon Curran",55,9.91,545,55,"2PuttsperRound",2016
152,156,"Brooks Koepka",39,9.91,337,34,"2PuttsperRound",2016
154,156,"Jason Gore",51,9.9,505,51,"2PuttsperRound",2016
154,160,"Bryce Molder",50,9.9,495,50,"2PuttsperRound",2016
156,162,"Abraham Ancer",26,9.88,257,26,"2PuttsperRound",2016
156,169,"Hunter Mahan",43,9.88,425,43,"2PuttsperRound",2016
156,151,"Harold Varner III",58,9.88,573,58,"2PuttsperRound",2016
159,156,"Alex Cejka",47,9.87,464,47,"2PuttsperRound",2016
159,127,"Rory McIlroy",37,9.87,296,30,"2PuttsperRound",2016
159,154,"Sean OHair",45,9.87,444,45,"2PuttsperRound",2016
159,166,"DJ Trahan",23,9.87,227,23,"2PuttsperRound",2016
163,162,"Hiroshi Iwata",51,9.86,503,51,"2PuttsperRound",2016
163,155,"Luke List",51,9.86,503,51,"2PuttsperRound",2016
165,162,"Patton Kizzire",57,9.83,521,53,"2PuttsperRound",2016
166,171,"Zac Blair",56,9.82,550,56,"2PuttsperRound",2016
166,162,"Webb Simpson",34,9.82,334,34,"2PuttsperRound",2016
166,160,"Daniel Summerhays",55,9.82,540,55,"2PuttsperRound",2016
169,183,"Will Wilcox",47,9.81,461,47,"2PuttsperRound",2016
170,171,"Chez Reavie",56,9.8,549,56,"2PuttsperRound",2016
171,174,"Miguel Angel Carballo",24,9.79,235,24,"2PuttsperRound",2016
171,176,"Morgan Hoffmann",43,9.79,421,43,"2PuttsperRound",2016
173,171,"Brian Harman",60,9.78,587,60,"2PuttsperRound",2016
173,176,"Rory Sabbatini",40,9.78,391,40,"2PuttsperRound",2016
175,174,"Tom Hoge",47,9.77,459,47,"2PuttsperRound",2016
175,180,"Michael Kim",62,9.77,606,62,"2PuttsperRound",2016
177,168,"Hideki Matsuyama",40,9.76,361,37,"2PuttsperRound",2016
178,192,"Stuart Appleby",39,9.72,379,39,"2PuttsperRound",2016
178,185,"Peter Malnati",53,9.72,515,53,"2PuttsperRound",2016
178,182,"Brandt Snedeker",47,9.72,418,43,"2PuttsperRound",2016
181,180,"David Lingmerth",54,9.71,495,51,"2PuttsperRound",2016
182,195,"Jamie Lovemark",57,9.7,553,57,"2PuttsperRound",2016
183,201,"Byeong Hun An",23,9.68,184,19,"2PuttsperRound",2016
184,184,"Steve Wheatcroft",53,9.66,512,53,"2PuttsperRound",2016
185,185,"Freddie Jacobson",54,9.65,521,54,"2PuttsperRound",2016
186,189,"Derek Fathauer",58,9.64,559,58,"2PuttsperRound",2016
187,185,"Ben Crane",48,9.63,462,48,"2PuttsperRound",2016
187,191,"Jimmy Walker",43,9.63,385,40,"2PuttsperRound",2016
189,192,"Jason Day",36,9.62,279,29,"2PuttsperRound",2016
189,179,"Andrew Loupe",50,9.62,481,50,"2PuttsperRound",2016
191,192,"Anirban Lahiri",44,9.61,394,41,"2PuttsperRound",2016
192,185,"Danny Lee",53,9.6,480,50,"2PuttsperRound",2016
193,178,"Ernie Els",34,9.59,326,34,"2PuttsperRound",2016
194,197,"Dicky Pride",33,9.58,316,33,"2PuttsperRound",2016
195,198,"Carl Pettersson",31,9.55,296,31,"2PuttsperRound",2016
196,170,"Tim Wilkinson",40,9.5,380,40,"2PuttsperRound",2016
197,189,"Patrick Reed",53,9.49,465,49,"2PuttsperRound",2016
198,196,"Brendon Todd",43,9.44,406,43,"2PuttsperRound",2016
199,199,"Jonas Blixt",46,9.43,434,46,"2PuttsperRound",2016
200,202,"JB Holmes",39,9.36,337,36,"2PuttsperRound",2016
201,200,"Phil Mickelson",37,9.26,315,34,"2PuttsperRound",2016
202,204,"Brian Stuard",24,9.25,222,24,"2PuttsperRound",2016
203,203,"Jamie Donaldson",28,9.24,231,25,"2PuttsperRound",2016
204,205,"Steve Stricker",25,9.12,228,25,"2PuttsperRound",2016
205,206,"Aaron Baddeley",51,9.1,464,51,"2PuttsperRound",2016
205,206,"Jordan Spieth",34,9.1,273,30,"2PuttsperRound",2016
207,208,"Brian Gay",22,8.77,193,22,"2PuttsperRound",2016
