"Total3Putts1015_RANKTHISWEEK_2012","Total3Putts1015_RANKLASTWEEK_2012","Total3Putts1015_PLAYERNAME_2012","Total3Putts1015_ROUNDS_2012","Total3Putts1015_TOTAL3PUTTS1015_2012","Total3Putts1015_TOTAL3PUTTS_2012","stat_name","year"
1,1,"Cameron Beckman",81,9,59,"Total3Putts1015",2012
2,2,"Rory Sabbatini",84,7,46,"Total3Putts1015",2012
3,3,"Scott Brown",65,6,42,"Total3Putts1015",2012
3,3,"Scott Stallings",78,6,42,"Total3Putts1015",2012
5,5,"James Driscoll",83,5,28,"Total3Putts1015",2012
5,5,"Tommy Gainey",98,5,51,"Total3Putts1015",2012
5,5,"Robert Garrigus",89,5,55,"Total3Putts1015",2012
5,5,"Robert Karlsson",54,5,40,"Total3Putts1015",2012
5,5,"Jason Kokrak",79,5,40,"Total3Putts1015",2012
5,5,"Billy Mayfair",90,5,51,"Total3Putts1015",2012
5,5,"Henrik Stenson",51,5,31,"Total3Putts1015",2012
12,12,"Ricky Barnes",92,4,68,"Total3Putts1015",2012
12,12,"Brian Davis",91,4,32,"Total3Putts1015",2012
12,12,"Scott Dunlap",57,4,43,"Total3Putts1015",2012
12,12,"Harris English",98,4,52,"Total3Putts1015",2012
12,12,"Nathan Green",73,4,34,"Total3Putts1015",2012
12,12,"Brian Harman",101,4,45,"Total3Putts1015",2012
12,12,"George McNeill",85,4,37,"Total3Putts1015",2012
12,12,"Andres Romero",68,4,46,"Total3Putts1015",2012
12,12,"Kyle Stanley",86,4,45,"Total3Putts1015",2012
12,12,"Kevin Streelman",89,4,38,"Total3Putts1015",2012
22,22,"Robert Allenby",76,3,47,"Total3Putts1015",2012
22,22,"Stuart Appleby",75,3,32,"Total3Putts1015",2012
22,22,"Tommy Biershenk",74,3,33,"Total3Putts1015",2012
22,22,"Miguel Angel Carballo",73,3,40,"Total3Putts1015",2012
22,22,"Kevin Chappell",91,3,56,"Total3Putts1015",2012
22,22,"Will Claxton",99,3,47,"Total3Putts1015",2012
22,22,"Brendon de Jonge",115,3,54,"Total3Putts1015",2012
22,22,"Ken Duke",104,3,53,"Total3Putts1015",2012
22,22,"Rickie Fowler",84,3,36,"Total3Putts1015",2012
22,22,"Bobby Gates",87,3,54,"Total3Putts1015",2012
22,22,"Charley Hoffman",88,3,53,"Total3Putts1015",2012
22,22,"Sung Kang",75,3,41,"Total3Putts1015",2012
22,22,"Colt Knost",79,3,34,"Total3Putts1015",2012
22,22,"John Mallinger",74,3,34,"Total3Putts1015",2012
22,22,"Rocco Mediate",70,3,28,"Total3Putts1015",2012
22,22,"Greg Owen",90,3,54,"Total3Putts1015",2012
22,22,"Tom Pernice Jr",62,3,30,"Total3Putts1015",2012
22,22,"Ted Potter Jr",77,3,46,"Total3Putts1015",2012
22,22,"Kyle Reifers",86,3,46,"Total3Putts1015",2012
22,22,"Brendan Steele",77,3,52,"Total3Putts1015",2012
22,22,"Daniel Summerhays",81,3,38,"Total3Putts1015",2012
22,22,"Cameron Tringale",88,3,47,"Total3Putts1015",2012
22,22,"Jhonattan Vegas",77,3,45,"Total3Putts1015",2012
45,45,"Matt Bettencourt",80,2,33,"Total3Putts1015",2012
45,45,"Kris Blanks",65,2,45,"Total3Putts1015",2012
45,45,"Michael Bradley",63,2,28,"Total3Putts1015",2012
45,45,"Chad Campbell",84,2,47,"Total3Putts1015",2012
45,45,"Roberto Castro",92,2,44,"Total3Putts1015",2012
45,45,"Bud Cauley",99,2,47,"Total3Putts1015",2012
45,45,"Gary Christian",91,2,43,"Total3Putts1015",2012
45,45,"Stewart Cink",71,2,30,"Total3Putts1015",2012
45,45,"Tim Clark",60,2,25,"Total3Putts1015",2012
45,45,"Erik Compton",81,2,35,"Total3Putts1015",2012
45,45,"Jason Day",57,2,28,"Total3Putts1015",2012
45,45,"Graham DeLaet",79,2,50,"Total3Putts1015",2012
45,45,"Sergio Garcia",57,2,17,"Total3Putts1015",2012
45,45,"Hunter Haas",69,2,26,"Total3Putts1015",2012
45,45,"David Hearn",95,2,46,"Total3Putts1015",2012
45,45,"JB Holmes",90,2,45,"Total3Putts1015",2012
45,45,"Charles Howell III",98,2,43,"Total3Putts1015",2012
45,45,"Ryuji Imada",78,2,45,"Total3Putts1015",2012
45,45,"Freddie Jacobson",61,2,23,"Total3Putts1015",2012
45,45,"JJ Killeen",101,2,40,"Total3Putts1015",2012
45,45,"Danny Lee",74,2,34,"Total3Putts1015",2012
45,45,"Marc Leishman",84,2,54,"Total3Putts1015",2012
45,45,"Justin Leonard",79,2,42,"Total3Putts1015",2012
45,45,"Bill Lunde",83,2,48,"Total3Putts1015",2012
45,45,"Jeff Maggert",83,2,40,"Total3Putts1015",2012
45,45,"John Merrick",83,2,46,"Total3Putts1015",2012
45,45,"Phil Mickelson",79,2,31,"Total3Putts1015",2012
45,45,"Garth Mulroy",59,2,25,"Total3Putts1015",2012
45,45,"Kevin Na",80,2,24,"Total3Putts1015",2012
45,45,"Seung Yul Noh",105,2,39,"Total3Putts1015",2012
45,45,"Sean OHair",84,2,43,"Total3Putts1015",2012
45,45,"Louis Oosthuizen",65,2,26,"Total3Putts1015",2012
45,45,"Rod Pampling",88,2,37,"Total3Putts1015",2012
45,45,"Pat Perez",81,2,39,"Total3Putts1015",2012
