"Par3BirdieorBetterLeaders_RANKTHISWEEK_2016","Par3BirdieorBetterLeaders_RANKLASTWEEK_2016","Par3BirdieorBetterLeaders_PLAYERNAME_2016","Par3BirdieorBetterLeaders_ROUNDS_2016","Par3BirdieorBetterLeaders_Pct_2016","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2016","Par3BirdieorBetterLeaders_PAR3HOLES_2016","stat_name","year"
114,93,"Jhonattan Vegas",49,12.18,24,197,"Par3BirdieorBetterLeaders",2016
115,118,"Sam Saunders",40,12.12,20,165,"Par3BirdieorBetterLeaders",2016
116,120,"Charl Schwartzel",29,12.04,13,108,"Par3BirdieorBetterLeaders",2016
117,122,"Sergio Garcia",28,12,12,100,"Par3BirdieorBetterLeaders",2016
117,134,"Daniel Summerhays",55,12,27,225,"Par3BirdieorBetterLeaders",2016
119,100,"Harold Varner III",58,11.97,28,234,"Par3BirdieorBetterLeaders",2016
120,124,"KJ Choi",47,11.92,23,193,"Par3BirdieorBetterLeaders",2016
120,126,"Ben Martin",48,11.92,23,193,"Par3BirdieorBetterLeaders",2016
122,128,"Graeme McDowell",33,11.86,14,118,"Par3BirdieorBetterLeaders",2016
123,130,"Matt Jones",45,11.83,20,169,"Par3BirdieorBetterLeaders",2016
124,110,"Bill Haas",42,11.76,18,153,"Par3BirdieorBetterLeaders",2016
124,150,"George McNeill",33,11.76,16,136,"Par3BirdieorBetterLeaders",2016
126,131,"Keegan Bradley",40,11.73,19,162,"Par3BirdieorBetterLeaders",2016
127,117,"Scott Pinckney",53,11.68,25,214,"Par3BirdieorBetterLeaders",2016
128,161,"Rory McIlroy",37,11.67,14,120,"Par3BirdieorBetterLeaders",2016
129,132,"Ryan Palmer",46,11.64,22,189,"Par3BirdieorBetterLeaders",2016
130,146,"Brett Stegmaier",57,11.59,27,233,"Par3BirdieorBetterLeaders",2016
131,136,"Tom Hoge",47,11.52,22,191,"Par3BirdieorBetterLeaders",2016
132,149,"Sung Kang",51,11.48,24,209,"Par3BirdieorBetterLeaders",2016
133,119,"Davis Love III",40,11.46,18,157,"Par3BirdieorBetterLeaders",2016
134,136,"Bubba Watson",30,11.43,12,105,"Par3BirdieorBetterLeaders",2016
135,126,"Will Wilcox",47,11.4,22,193,"Par3BirdieorBetterLeaders",2016
136,116,"Vaughn Taylor",30,11.38,14,123,"Par3BirdieorBetterLeaders",2016
137,121,"Kelly Kraft",35,11.35,16,141,"Par3BirdieorBetterLeaders",2016
138,138,"Andrew Landry",24,11.34,11,97,"Par3BirdieorBetterLeaders",2016
139,139,"Wes Roach",33,11.28,15,133,"Par3BirdieorBetterLeaders",2016
140,141,"Brendon de Jonge",55,11.26,25,222,"Par3BirdieorBetterLeaders",2016
141,142,"Luke Guthrie",31,11.2,14,125,"Par3BirdieorBetterLeaders",2016
142,108,"Paul Casey",39,11.11,16,144,"Par3BirdieorBetterLeaders",2016
142,145,"Carl Pettersson",31,11.11,14,126,"Par3BirdieorBetterLeaders",2016
144,185,"Derek Ernst",36,11.03,16,145,"Par3BirdieorBetterLeaders",2016
145,148,"Ken Duke",26,11.01,12,109,"Par3BirdieorBetterLeaders",2016
146,135,"Hiroshi Iwata",51,11,23,209,"Par3BirdieorBetterLeaders",2016
147,133,"Anirban Lahiri",44,10.98,18,164,"Par3BirdieorBetterLeaders",2016
148,157,"Luke Donald",49,10.95,22,201,"Par3BirdieorBetterLeaders",2016
149,140,"John Senden",48,10.82,21,194,"Par3BirdieorBetterLeaders",2016
150,144,"Scott Stallings",46,10.75,20,186,"Par3BirdieorBetterLeaders",2016
151,162,"Martin Piller",37,10.74,16,149,"Par3BirdieorBetterLeaders",2016
152,146,"Lucas Glover",53,10.7,23,215,"Par3BirdieorBetterLeaders",2016
153,160,"Jason Day",36,10.62,12,113,"Par3BirdieorBetterLeaders",2016
154,162,"Patrick Rodgers",49,10.61,21,198,"Par3BirdieorBetterLeaders",2016
155,151,"Si Woo Kim",63,10.59,27,255,"Par3BirdieorBetterLeaders",2016
156,143,"Robert Allenby",35,10.56,15,142,"Par3BirdieorBetterLeaders",2016
156,165,"Blayne Barber",44,10.56,19,180,"Par3BirdieorBetterLeaders",2016
156,169,"Tim Wilkinson",40,10.56,17,161,"Par3BirdieorBetterLeaders",2016
159,155,"Kyle Reifers",63,10.55,27,256,"Par3BirdieorBetterLeaders",2016
160,171,"Rickie Fowler",42,10.53,16,152,"Par3BirdieorBetterLeaders",2016
160,162,"Dicky Pride",33,10.53,14,133,"Par3BirdieorBetterLeaders",2016
162,172,"Ian Poulter",37,10.46,16,153,"Par3BirdieorBetterLeaders",2016
163,152,"Thomas Aiken",42,10.4,18,173,"Par3BirdieorBetterLeaders",2016
163,155,"Vijay Singh",42,10.4,18,173,"Par3BirdieorBetterLeaders",2016
165,168,"Hudson Swafford",52,10.38,22,212,"Par3BirdieorBetterLeaders",2016
166,153,"Morgan Hoffmann",43,10.34,18,174,"Par3BirdieorBetterLeaders",2016
167,173,"Graham DeLaet",50,10.29,21,204,"Par3BirdieorBetterLeaders",2016
168,166,"Steve Wheatcroft",53,10.14,22,217,"Par3BirdieorBetterLeaders",2016
169,170,"Mark Hubbard",73,10.1,30,297,"Par3BirdieorBetterLeaders",2016
170,159,"DA Points",32,10.08,13,129,"Par3BirdieorBetterLeaders",2016
171,175,"Will Ma Kenzie",54,9.95,22,221,"Par3BirdieorBetterLeaders",2016
172,153,"Erik Compton",45,9.89,18,182,"Par3BirdieorBetterLeaders",2016
173,179,"Charles Howell III",63,9.77,25,256,"Par3BirdieorBetterLeaders",2016
173,176,"Brooks Koepka",39,9.77,13,133,"Par3BirdieorBetterLeaders",2016
175,174,"Luke List",51,9.66,20,207,"Par3BirdieorBetterLeaders",2016
176,167,"Tony Finau",49,9.6,19,198,"Par3BirdieorBetterLeaders",2016
177,158,"Francesco Molinari",36,9.59,14,146,"Par3BirdieorBetterLeaders",2016
178,182,"Jimmy Walker",43,9.55,15,157,"Par3BirdieorBetterLeaders",2016
179,184,"Stuart Appleby",39,9.49,15,158,"Par3BirdieorBetterLeaders",2016
180,183,"Justin Leonard",28,9.48,11,116,"Par3BirdieorBetterLeaders",2016
180,178,"Jamie Lovemark",57,9.48,22,232,"Par3BirdieorBetterLeaders",2016
180,177,"Chris Stroud",52,9.48,20,211,"Par3BirdieorBetterLeaders",2016
183,180,"Brendan Steele",48,9.38,18,192,"Par3BirdieorBetterLeaders",2016
184,195,"Geoff Ogilvy",37,9.27,14,151,"Par3BirdieorBetterLeaders",2016
185,191,"JJ Henry",44,9.25,16,173,"Par3BirdieorBetterLeaders",2016
186,180,"Shawn Stefani",45,9.24,17,184,"Par3BirdieorBetterLeaders",2016
187,187,"Shane Bertsch",30,9.09,11,121,"Par3BirdieorBetterLeaders",2016
187,187,"Andy Sullivan",25,9.09,8,88,"Par3BirdieorBetterLeaders",2016
189,189,"Rhein Gibson",36,8.97,13,145,"Par3BirdieorBetterLeaders",2016
189,185,"Jim Herman",55,8.97,20,223,"Par3BirdieorBetterLeaders",2016
191,190,"Billy Horschel",45,8.93,15,168,"Par3BirdieorBetterLeaders",2016
192,194,"Sean OHair",45,8.79,16,182,"Par3BirdieorBetterLeaders",2016
193,192,"Chris Kirk",51,8.7,16,184,"Par3BirdieorBetterLeaders",2016
194,196,"Miguel Angel Carballo",24,8.25,8,97,"Par3BirdieorBetterLeaders",2016
195,197,"Seung Yul Noh",54,8.18,18,220,"Par3BirdieorBetterLeaders",2016
196,198,"Brendon Todd",43,8,14,175,"Par3BirdieorBetterLeaders",2016
197,193,"Webb Simpson",34,7.97,11,138,"Par3BirdieorBetterLeaders",2016
198,199,"Billy Hurley III",22,7.69,7,91,"Par3BirdieorBetterLeaders",2016
199,201,"Ollie Schniederjans",23,7.61,7,92,"Par3BirdieorBetterLeaders",2016
200,200,"Cameron Smith",45,7.57,14,185,"Par3BirdieorBetterLeaders",2016
201,203,"Hunter Mahan",43,7.34,13,177,"Par3BirdieorBetterLeaders",2016
202,202,"Branden Grace",31,6.9,8,116,"Par3BirdieorBetterLeaders",2016
203,204,"Cameron Percy",22,6.74,6,89,"Par3BirdieorBetterLeaders",2016
204,205,"Charlie Beljan",26,6.6,7,106,"Par3BirdieorBetterLeaders",2016
205,206,"Brian Gay",22,6.59,6,91,"Par3BirdieorBetterLeaders",2016
206,207,"Bernd Wiesberger",23,6.25,5,80,"Par3BirdieorBetterLeaders",2016
207,208,"Gary Woodland",45,5.43,10,184,"Par3BirdieorBetterLeaders",2016
