"Last15EventsPower_RANKTHISWEEK_2008","Last15EventsPower_RANKLASTWEEK_2008","Last15EventsPower_PLAYERNAME_2008","Last15EventsPower_EVENTS_2008","Last15EventsPower_RATING_2008","stat_name","year"
1,1,"JB Holmes",8,9.7,"Last15EventsPower",2008
2,2,"Robert Garrigus",11,9.5,"Last15EventsPower",2008
2,2,"Nick Watney",10,9.5,"Last15EventsPower",2008
2,2,"Bubba Watson",8,9.5,"Last15EventsPower",2008
5,5,"Dustin Johnson",7,9.4,"Last15EventsPower",2008
5,5,"Jhonattan Vegas",1,9.4,"Last15EventsPower",2008
7,7,"Steve Allan",5,9.3,"Last15EventsPower",2008
7,7,"Vijay Singh",8,9.3,"Last15EventsPower",2008
7,7,"Charles Warren",6,9.3,"Last15EventsPower",2008
10,10,"Jason Day",7,9.2,"Last15EventsPower",2008
10,10,"Brendan Jones",2,9.2,"Last15EventsPower",2008
10,10,"Davis Love III",9,9.2,"Last15EventsPower",2008
10,10,"Mike Ruiz",1,9.2,"Last15EventsPower",2008
10,10,"Brett Wetterich",7,9.2,"Last15EventsPower",2008
15,15,"John Daly",3,9.1,"Last15EventsPower",2008
15,15,"Danny Lee",1,9.1,"Last15EventsPower",2008
15,15,"Adam Scott",6,9.1,"Last15EventsPower",2008
15,15,"Lee Westwood",3,9.1,"Last15EventsPower",2008
19,19,"Robert Floyd",1,9,"Last15EventsPower",2008
19,19,"Anton Haig",2,9,"Last15EventsPower",2008
19,19,"Brandt Jobe",5,9,"Last15EventsPower",2008
19,19,"Jeff Overton",11,9,"Last15EventsPower",2008
19,19,"Greg Owen",1,9,"Last15EventsPower",2008
19,19,"Andres Romero",9,9,"Last15EventsPower",2008
25,25,"Angel Cabrera",6,8.9,"Last15EventsPower",2008
25,25,"Anthony Kim",10,8.9,"Last15EventsPower",2008
25,25,"Derek Lamely",1,8.9,"Last15EventsPower",2008
28,28,"Fred Couples",7,8.8,"Last15EventsPower",2008
28,28,"Harrison Frazar",9,8.8,"Last15EventsPower",2008
28,28,"Bill Haas",11,8.8,"Last15EventsPower",2008
28,28,"Charley Hoffman",12,8.8,"Last15EventsPower",2008
28,28,"Jamie Lovemark",3,8.8,"Last15EventsPower",2008
28,28,"Chapchai Nirat",1,8.8,"Last15EventsPower",2008
28,28,"Mitsuhiro Tateyama",1,8.8,"Last15EventsPower",2008
35,35,"Stewart Cink",9,8.6,"Last15EventsPower",2008
35,35,"Phil Mickelson",9,8.6,"Last15EventsPower",2008
