"Par4ScoringAverage_RANKTHISWEEK_2016","Par4ScoringAverage_RANKLASTWEEK_2016","Par4ScoringAverage_PLAYERNAME_2016","Par4ScoringAverage_ROUNDS_2016","Par4ScoringAverage_AVG_2016","Par4ScoringAverage_TOTALSTROKES_2016","Par4ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Rickie Fowler",42,3.94,1615,410,"Par4ScoringAverage",2016
2,1,"Branden Grace",31,3.95,1123,284,"Par4ScoringAverage",2016
3,3,"Jordan Spieth",34,3.96,1192,301,"Par4ScoringAverage",2016
4,5,"Shane Bertsch",30,3.97,1260,317,"Par4ScoringAverage",2016
4,5,"Marc Leishman",41,3.97,1573,396,"Par4ScoringAverage",2016
4,5,"Kevin Na",52,3.97,2011,507,"Par4ScoringAverage",2016
7,11,"Aaron Baddeley",51,3.98,2092,525,"Par4ScoringAverage",2016
7,3,"Jason Bohn",37,3.98,1547,389,"Par4ScoringAverage",2016
7,21,"Lucas Glover",53,3.98,2202,553,"Par4ScoringAverage",2016
7,11,"Russell Henley",42,3.98,1754,441,"Par4ScoringAverage",2016
7,5,"Hideki Matsuyama",40,3.98,1514,380,"Par4ScoringAverage",2016
7,5,"Sean OHair",45,3.98,1896,476,"Par4ScoringAverage",2016
7,11,"Brandt Snedeker",47,3.98,1796,451,"Par4ScoringAverage",2016
7,11,"Tim Wilkinson",40,3.98,1658,417,"Par4ScoringAverage",2016
15,21,"Daniel Berger",52,3.99,2013,504,"Par4ScoringAverage",2016
15,21,"Roberto Castro",55,3.99,2269,569,"Par4ScoringAverage",2016
15,21,"Jason Day",36,3.99,1185,297,"Par4ScoringAverage",2016
15,11,"Graham DeLaet",50,3.99,2085,522,"Par4ScoringAverage",2016
15,11,"Charles Howell III",63,3.99,2650,664,"Par4ScoringAverage",2016
15,21,"Dustin Johnson",37,3.99,1305,327,"Par4ScoringAverage",2016
15,11,"Kevin Kisner",49,3.99,1978,496,"Par4ScoringAverage",2016
15,21,"Brooks Koepka",39,3.99,1424,357,"Par4ScoringAverage",2016
15,21,"Jamie Lovemark",57,3.99,2387,598,"Par4ScoringAverage",2016
