"ConsecutiveHolesBelowPar_RANKTHISWEEK_2014","ConsecutiveHolesBelowPar_RANKLASTWEEK_2014","ConsecutiveHolesBelowPar_PLAYERNAME_2014","ConsecutiveHolesBelowPar_EVENTS_2014","ConsecutiveHolesBelowPar_NUMBEROFHOLES_2014","stat_name","year"
1,1,"Sergio Garcia",16,7,"ConsecutiveHolesBelowPar",2014
1,1,"Jason Gore",7,7,"ConsecutiveHolesBelowPar",2014
1,1,"Troy Matteson",23,7,"ConsecutiveHolesBelowPar",2014
1,1,"Kevin Streelman",24,7,"ConsecutiveHolesBelowPar",2014
5,5,"Aaron Baddeley",24,6,"ConsecutiveHolesBelowPar",2014
5,5,"KJ Choi",23,6,"ConsecutiveHolesBelowPar",2014
5,5,"Brendon de Jonge",31,6,"ConsecutiveHolesBelowPar",2014
5,5,"Billy Horschel",27,6,"ConsecutiveHolesBelowPar",2014
5,5,"Matt Kuchar",24,6,"ConsecutiveHolesBelowPar",2014
5,5,"Phil Mickelson",21,6,"ConsecutiveHolesBelowPar",2014
5,5,"Ryan Palmer",23,6,"ConsecutiveHolesBelowPar",2014
5,5,"Kevin Stadler",26,6,"ConsecutiveHolesBelowPar",2014
5,5,"Brian Stuard",29,6,"ConsecutiveHolesBelowPar",2014
5,5,"Daniel Summerhays",27,6,"ConsecutiveHolesBelowPar",2014
5,5,"David Toms",20,6,"ConsecutiveHolesBelowPar",2014
5,5,"Bo Van Pelt",25,6,"ConsecutiveHolesBelowPar",2014
17,17,"Alex Aragon",18,5,"ConsecutiveHolesBelowPar",2014
17,17,"Scott Brown",30,5,"ConsecutiveHolesBelowPar",2014
17,17,"Greg Chalmers",27,5,"ConsecutiveHolesBelowPar",2014
17,17,"Kevin Chappell",28,5,"ConsecutiveHolesBelowPar",2014
17,17,"Tim Clark",26,5,"ConsecutiveHolesBelowPar",2014
17,17,"Erik Compton",28,5,"ConsecutiveHolesBelowPar",2014
17,17,"Matt Every",26,5,"ConsecutiveHolesBelowPar",2014
17,17,"Brian Gay",26,5,"ConsecutiveHolesBelowPar",2014
17,17,"Andres Gonzales",2,5,"ConsecutiveHolesBelowPar",2014
17,17,"Chesson Hadley",29,5,"ConsecutiveHolesBelowPar",2014
17,17,"James Hahn",27,5,"ConsecutiveHolesBelowPar",2014
17,17,"Brian Harman",32,5,"ConsecutiveHolesBelowPar",2014
17,17,"JJ Henry",28,5,"ConsecutiveHolesBelowPar",2014
17,17,"Charley Hoffman",25,5,"ConsecutiveHolesBelowPar",2014
17,17,"Morgan Hoffmann",32,5,"ConsecutiveHolesBelowPar",2014
17,17,"Ryo Ishikawa",24,5,"ConsecutiveHolesBelowPar",2014
17,17,"Zach Johnson",26,5,"ConsecutiveHolesBelowPar",2014
17,17,"Dustin Johnson",17,5,"ConsecutiveHolesBelowPar",2014
17,17,"Chris Kirk",28,5,"ConsecutiveHolesBelowPar",2014
17,17,"Russell Knox",26,5,"ConsecutiveHolesBelowPar",2014
17,17,"Martin Laird",20,5,"ConsecutiveHolesBelowPar",2014
17,17,"Danny Lee",28,5,"ConsecutiveHolesBelowPar",2014
17,17,"Marc Leishman",24,5,"ConsecutiveHolesBelowPar",2014
17,17,"WC Liang",2,5,"ConsecutiveHolesBelowPar",2014
17,17,"Andrew Loupe",22,5,"ConsecutiveHolesBelowPar",2014
17,17,"Will Ma Kenzie",27,5,"ConsecutiveHolesBelowPar",2014
17,17,"Hunter Mahan",25,5,"ConsecutiveHolesBelowPar",2014
17,17,"Rory McIlroy",17,5,"ConsecutiveHolesBelowPar",2014
17,17,"George McNeill",24,5,"ConsecutiveHolesBelowPar",2014
17,17,"Thorbjorn Olesen",14,5,"ConsecutiveHolesBelowPar",2014
17,17,"Pat Perez",25,5,"ConsecutiveHolesBelowPar",2014
17,17,"DA Points",27,5,"ConsecutiveHolesBelowPar",2014
17,17,"Ian Poulter",17,5,"ConsecutiveHolesBelowPar",2014
17,17,"Patrick Reed",28,5,"ConsecutiveHolesBelowPar",2014
17,17,"Jim Renner",25,5,"ConsecutiveHolesBelowPar",2014
17,17,"Rory Sabbatini",26,5,"ConsecutiveHolesBelowPar",2014
17,17,"Chris Stroud",25,5,"ConsecutiveHolesBelowPar",2014
17,17,"Andrew Svoboda",24,5,"ConsecutiveHolesBelowPar",2014
17,17,"Hudson Swafford",26,5,"ConsecutiveHolesBelowPar",2014
17,17,"Bubba Watson",21,5,"ConsecutiveHolesBelowPar",2014
