"BestYTDStreakwoa3Putt_RANKTHISWEEK_2011","BestYTDStreakwoa3Putt_RANKLASTWEEK_2011","BestYTDStreakwoa3Putt_PLAYERNAME_2011","BestYTDStreakwoa3Putt_EVENTS_2011","BestYTDStreakwoa3Putt_BESTSTREAK_2011","BestYTDStreakwoa3Putt_CURRENTSTREAK_2011","stat_name","year"
1,1,"Luke Donald",19,483,14,"BestYTDStreakwoa3Putt",2011
2,2,"Martin Laird",23,245,62,"BestYTDStreakwoa3Putt",2011
2,2,"Spencer Levin",31,245,28,"BestYTDStreakwoa3Putt",2011
4,4,"Josh Teater",31,241,NA,"BestYTDStreakwoa3Putt",2011
5,5,"Jonathan Byrd",26,229,82,"BestYTDStreakwoa3Putt",2011
6,6,"Shane Bertsch",20,228,6,"BestYTDStreakwoa3Putt",2011
7,7,"Cameron Tringale",32,227,106,"BestYTDStreakwoa3Putt",2011
8,8,"Stewart Cink",22,215,32,"BestYTDStreakwoa3Putt",2011
9,9,"Ryan Moore",22,213,NA,"BestYTDStreakwoa3Putt",2011
10,10,"Jerry Kelly",26,206,69,"BestYTDStreakwoa3Putt",2011
11,11,"Charlie Wi",25,204,2,"BestYTDStreakwoa3Putt",2011
12,12,"Marc Leishman",27,200,12,"BestYTDStreakwoa3Putt",2011
13,13,"Todd Hamilton",11,199,44,"BestYTDStreakwoa3Putt",2011
14,14,"Peter Hanson",12,198,7,"BestYTDStreakwoa3Putt",2011
14,14,"Justin Leonard",26,198,23,"BestYTDStreakwoa3Putt",2011
14,14,"Carl Pettersson",27,198,198,"BestYTDStreakwoa3Putt",2011
17,17,"Richard Johnson",23,197,19,"BestYTDStreakwoa3Putt",2011
18,18,"Greg Chalmers",28,194,103,"BestYTDStreakwoa3Putt",2011
19,19,"Matt Kuchar",24,192,133,"BestYTDStreakwoa3Putt",2011
20,20,"Nathan Green",26,191,27,"BestYTDStreakwoa3Putt",2011
21,21,"Stephen Ames",22,190,33,"BestYTDStreakwoa3Putt",2011
21,21,"Pat Perez",24,190,8,"BestYTDStreakwoa3Putt",2011
23,23,"Lucas Glover",23,189,30,"BestYTDStreakwoa3Putt",2011
24,24,"YE Yang",18,182,5,"BestYTDStreakwoa3Putt",2011
25,25,"Dean Wilson",22,180,9,"BestYTDStreakwoa3Putt",2011
26,26,"Tim Herron",28,179,12,"BestYTDStreakwoa3Putt",2011
27,27,"John Senden",26,178,36,"BestYTDStreakwoa3Putt",2011
28,28,"Nate Smith",24,177,32,"BestYTDStreakwoa3Putt",2011
29,29,"Stuart Appleby",24,176,4,"BestYTDStreakwoa3Putt",2011
29,29,"Webb Simpson",26,176,96,"BestYTDStreakwoa3Putt",2011
31,31,"Tim Petrovic",29,175,NA,"BestYTDStreakwoa3Putt",2011
32,32,"Anthony Kim",26,174,11,"BestYTDStreakwoa3Putt",2011
32,32,"Vaughn Taylor",27,174,66,"BestYTDStreakwoa3Putt",2011
34,34,"Bryce Molder",27,173,31,"BestYTDStreakwoa3Putt",2011
35,35,"Brett Wetterich",8,171,75,"BestYTDStreakwoa3Putt",2011
36,36,"Justin Rose",23,170,NA,"BestYTDStreakwoa3Putt",2011
37,37,"Scott Piercy",23,168,3,"BestYTDStreakwoa3Putt",2011
37,37,"Heath Slocum",29,168,40,"BestYTDStreakwoa3Putt",2011
37,37,"Brandt Snedeker",26,168,34,"BestYTDStreakwoa3Putt",2011
40,40,"Fabian Gomez",26,167,9,"BestYTDStreakwoa3Putt",2011
41,41,"Matt McQuillan",21,166,NA,"BestYTDStreakwoa3Putt",2011
42,42,"Chris DiMarco",31,165,31,"BestYTDStreakwoa3Putt",2011
42,42,"Steve Elkington",17,165,27,"BestYTDStreakwoa3Putt",2011
44,44,"Frank Lickliter II",12,164,164,"BestYTDStreakwoa3Putt",2011
45,45,"Brendon de Jonge",30,163,10,"BestYTDStreakwoa3Putt",2011
46,46,"Blake Adams",34,161,6,"BestYTDStreakwoa3Putt",2011
46,46,"Michael Connell",26,161,4,"BestYTDStreakwoa3Putt",2011
46,46,"DA Points",26,161,59,"BestYTDStreakwoa3Putt",2011
49,49,"Steve Stricker",19,159,7,"BestYTDStreakwoa3Putt",2011
50,50,"George McNeill",21,158,88,"BestYTDStreakwoa3Putt",2011
51,51,"Nick OHern",29,157,69,"BestYTDStreakwoa3Putt",2011
51,51,"Rory Sabbatini",24,157,42,"BestYTDStreakwoa3Putt",2011
53,53,"Kevin Na",26,156,29,"BestYTDStreakwoa3Putt",2011
54,54,"Brian Davis",30,154,50,"BestYTDStreakwoa3Putt",2011
54,54,"Kevin Stadler",27,154,22,"BestYTDStreakwoa3Putt",2011
56,56,"Kent Jones",25,153,NA,"BestYTDStreakwoa3Putt",2011
57,57,"Briny Baird",19,152,152,"BestYTDStreakwoa3Putt",2011
57,57,"Ben Martin",25,152,15,"BestYTDStreakwoa3Putt",2011
59,59,"Arjun Atwal",29,151,4,"BestYTDStreakwoa3Putt",2011
59,59,"Bud Cauley",8,151,151,"BestYTDStreakwoa3Putt",2011
59,59,"Matt Jones",25,151,16,"BestYTDStreakwoa3Putt",2011
59,59,"Hunter Mahan",25,151,40,"BestYTDStreakwoa3Putt",2011
59,59,"Jim Renner",22,151,17,"BestYTDStreakwoa3Putt",2011
64,64,"Brian Gay",26,149,17,"BestYTDStreakwoa3Putt",2011
64,64,"Charley Hoffman",27,149,76,"BestYTDStreakwoa3Putt",2011
64,64,"Andres Romero",22,149,2,"BestYTDStreakwoa3Putt",2011
67,67,"Steve Flesch",27,148,33,"BestYTDStreakwoa3Putt",2011
68,68,"Ryan Palmer",24,147,NA,"BestYTDStreakwoa3Putt",2011
69,69,"Patrick Cantlay",5,146,10,"BestYTDStreakwoa3Putt",2011
69,69,"Garrett Willis",24,146,6,"BestYTDStreakwoa3Putt",2011
69,69,"Mark Wilson",26,146,14,"BestYTDStreakwoa3Putt",2011
72,72,"Woody Austin",18,145,16,"BestYTDStreakwoa3Putt",2011
72,72,"Jason Bohn",22,145,26,"BestYTDStreakwoa3Putt",2011
72,72,"Charles Howell III",30,145,13,"BestYTDStreakwoa3Putt",2011
72,72,"Troy Merritt",23,145,12,"BestYTDStreakwoa3Putt",2011
72,72,"Shaun Micheel",27,145,5,"BestYTDStreakwoa3Putt",2011
77,77,"Rory McIlroy",10,143,15,"BestYTDStreakwoa3Putt",2011
78,78,"Bobby Gates",29,142,NA,"BestYTDStreakwoa3Putt",2011
79,79,"Freddie Jacobson",25,141,67,"BestYTDStreakwoa3Putt",2011
80,80,"Chris Riley",25,140,15,"BestYTDStreakwoa3Putt",2011
81,81,"Hunter Haas",30,138,8,"BestYTDStreakwoa3Putt",2011
81,81,"Fran Quinn",10,138,62,"BestYTDStreakwoa3Putt",2011
81,81,"Tag Ridings",28,138,19,"BestYTDStreakwoa3Putt",2011
81,81,"Kevin Sutherland",11,138,33,"BestYTDStreakwoa3Putt",2011
81,81,"David Toms",23,138,7,"BestYTDStreakwoa3Putt",2011
86,86,"Ian Poulter",16,137,84,"BestYTDStreakwoa3Putt",2011
87,87,"Retief Goosen",16,136,40,"BestYTDStreakwoa3Putt",2011
87,87,"Kevin Kisner",24,136,38,"BestYTDStreakwoa3Putt",2011
89,89,"Trevor Immelman",25,135,48,"BestYTDStreakwoa3Putt",2011
90,90,"David Mathis",25,134,11,"BestYTDStreakwoa3Putt",2011
90,90,"Nick Watney",22,134,82,"BestYTDStreakwoa3Putt",2011
92,92,"Jeff Klauk",8,133,36,"BestYTDStreakwoa3Putt",2011
92,92,"Davis Love III",22,133,72,"BestYTDStreakwoa3Putt",2011
94,94,"Troy Matteson",28,132,5,"BestYTDStreakwoa3Putt",2011
95,95,"Michael Bradley",24,131,104,"BestYTDStreakwoa3Putt",2011
95,95,"Sergio Garcia",16,131,131,"BestYTDStreakwoa3Putt",2011
95,95,"John Rollins",27,131,61,"BestYTDStreakwoa3Putt",2011
95,95,"Bo Van Pelt",27,131,5,"BestYTDStreakwoa3Putt",2011
99,99,"Bob Estes",12,130,26,"BestYTDStreakwoa3Putt",2011
99,99,"Robert Karlsson",18,130,115,"BestYTDStreakwoa3Putt",2011
99,99,"Brendan Steele",27,130,2,"BestYTDStreakwoa3Putt",2011
99,99,"Chris Tidland",12,130,9,"BestYTDStreakwoa3Putt",2011
103,103,"Chris Couch",21,129,96,"BestYTDStreakwoa3Putt",2011
103,103,"JJ Henry",28,129,3,"BestYTDStreakwoa3Putt",2011
103,103,"Ryuji Imada",29,129,44,"BestYTDStreakwoa3Putt",2011
103,103,"Joe Ogilvie",24,129,9,"BestYTDStreakwoa3Putt",2011
107,107,"Brad Faxon",12,128,3,"BestYTDStreakwoa3Putt",2011
107,107,"Jim Furyk",26,128,53,"BestYTDStreakwoa3Putt",2011
107,107,"Zach Johnson",23,128,7,"BestYTDStreakwoa3Putt",2011
107,107,"Jeff Quinney",14,128,NA,"BestYTDStreakwoa3Putt",2011
107,107,"Jay Williamson",6,128,NA,"BestYTDStreakwoa3Putt",2011
112,112,"Angel Cabrera",17,127,8,"BestYTDStreakwoa3Putt",2011
112,112,"Kevin Chappell",26,127,77,"BestYTDStreakwoa3Putt",2011
112,112,"Chad Collins",16,127,9,"BestYTDStreakwoa3Putt",2011
112,112,"Bill Lunde",28,127,NA,"BestYTDStreakwoa3Putt",2011
112,112,"Rocco Mediate",23,127,7,"BestYTDStreakwoa3Putt",2011
112,112,"Jeff Overton",26,127,6,"BestYTDStreakwoa3Putt",2011
112,112,"Cameron Percy",12,127,45,"BestYTDStreakwoa3Putt",2011
112,112,"Aron Price",18,127,6,"BestYTDStreakwoa3Putt",2011
120,120,"Bill Haas",26,126,18,"BestYTDStreakwoa3Putt",2011
120,120,"Brandt Jobe",28,126,14,"BestYTDStreakwoa3Putt",2011
122,122,"Jason Day",21,125,NA,"BestYTDStreakwoa3Putt",2011
122,122,"Chris Stroud",28,125,13,"BestYTDStreakwoa3Putt",2011
124,124,"Alex Prugh",29,124,11,"BestYTDStreakwoa3Putt",2011
124,124,"Kyle Stanley",28,124,12,"BestYTDStreakwoa3Putt",2011
124,124,"Camilo Villegas",25,124,38,"BestYTDStreakwoa3Putt",2011
124,124,"Johnson Wagner",25,124,2,"BestYTDStreakwoa3Putt",2011
128,128,"Cameron Beckman",25,123,3,"BestYTDStreakwoa3Putt",2011
128,128,"Chad Campbell",29,123,5,"BestYTDStreakwoa3Putt",2011
128,128,"Sean OHair",24,123,26,"BestYTDStreakwoa3Putt",2011
131,131,"Paul Goydos",25,122,5,"BestYTDStreakwoa3Putt",2011
131,131,"JP Hayes",19,122,10,"BestYTDStreakwoa3Putt",2011
131,131,"Kevin Streelman",26,122,22,"BestYTDStreakwoa3Putt",2011
134,134,"Adam Scott",18,121,19,"BestYTDStreakwoa3Putt",2011
135,135,"Chris Baryla",20,120,120,"BestYTDStreakwoa3Putt",2011
135,135,"Ryo Ishikawa",10,120,24,"BestYTDStreakwoa3Putt",2011
135,135,"Kenny Perry",13,120,2,"BestYTDStreakwoa3Putt",2011
135,135,"Patrick Reed",3,120,1,"BestYTDStreakwoa3Putt",2011
135,135,"Marc Turnesa",20,120,8,"BestYTDStreakwoa3Putt",2011
140,140,"Graeme McDowell",16,119,1,"BestYTDStreakwoa3Putt",2011
141,141,"Robert Allenby",25,117,NA,"BestYTDStreakwoa3Putt",2011
141,141,"Francesco Molinari",11,117,1,"BestYTDStreakwoa3Putt",2011
141,141,"Bubba Watson",22,117,77,"BestYTDStreakwoa3Putt",2011
141,141,"Lee Westwood",10,117,22,"BestYTDStreakwoa3Putt",2011
145,145,"Matt Bettencourt",30,116,NA,"BestYTDStreakwoa3Putt",2011
145,145,"Andres Gonzales",21,116,21,"BestYTDStreakwoa3Putt",2011
145,145,"Lee Janzen",19,116,37,"BestYTDStreakwoa3Putt",2011
145,145,"Martin Piller",23,116,15,"BestYTDStreakwoa3Putt",2011
145,145,"Daniel Summerhays",29,116,9,"BestYTDStreakwoa3Putt",2011
150,150,"Joseph Bramlett",25,115,14,"BestYTDStreakwoa3Putt",2011
150,150,"David Duval",24,115,52,"BestYTDStreakwoa3Putt",2011
150,150,"Billy Mayfair",29,115,NA,"BestYTDStreakwoa3Putt",2011
150,150,"Vijay Singh",25,115,14,"BestYTDStreakwoa3Putt",2011
150,150,"Henrik Stenson",15,115,8,"BestYTDStreakwoa3Putt",2011
155,155,"James Driscoll",24,114,9,"BestYTDStreakwoa3Putt",2011
156,156,"JB Holmes",16,113,3,"BestYTDStreakwoa3Putt",2011
157,157,"Ben Crane",23,112,74,"BestYTDStreakwoa3Putt",2011
157,157,"KT Kim",9,112,30,"BestYTDStreakwoa3Putt",2011
157,157,"John Merrick",21,112,112,"BestYTDStreakwoa3Putt",2011
