"SandSavesfrom_RANKTHISWEEK_2013","SandSavesfrom_RANKLASTWEEK_2013","SandSavesfrom_PLAYERNAME_2013","SandSavesfrom_ROUNDS_2013","SandSavesfrom_Pct_2013","SandSavesfrom_OFSAVES_2013","SandSavesfrom_OFBUNKERS_2013","stat_name","year"
1,1,"Stephen Ames",49,100,4,4,"SandSavesfrom",2013
1,1,"Justin Bolli",59,100,5,5,"SandSavesfrom",2013
1,1,"Michael Bradley",56,100,2,2,"SandSavesfrom",2013
1,1,"Luke Donald",60,100,1,1,"SandSavesfrom",2013
1,1,"Sergio Garcia",65,100,1,1,"SandSavesfrom",2013
1,1,"Peter Hanson",45,100,3,3,"SandSavesfrom",2013
1,1,"Freddie Jacobson",63,100,2,2,"SandSavesfrom",2013
1,1,"Matt Kuchar",93,100,5,5,"SandSavesfrom",2013
1,1,"Marc Leishman",77,100,6,6,"SandSavesfrom",2013
1,1,"Hunter Mahan",91,100,4,4,"SandSavesfrom",2013
1,1,"Steve Stricker",51,100,2,2,"SandSavesfrom",2013
1,1,"Vaughn Taylor",50,100,3,3,"SandSavesfrom",2013
1,1,"Aaron Watkins",46,100,1,1,"SandSavesfrom",2013
1,1,"Casey Wittenberg",72,100,4,4,"SandSavesfrom",2013
1,1,"Tiger Woods",61,100,6,6,"SandSavesfrom",2013
16,16,"Greg Chalmers",77,90,9,10,"SandSavesfrom",2013
16,16,"Doug LaBelle II",72,90,9,10,"SandSavesfrom",2013
18,18,"KJ Choi",85,87.5,7,8,"SandSavesfrom",2013
18,18,"Martin Flores",83,87.5,7,8,"SandSavesfrom",2013
18,18,"Tommy Gainey",84,87.5,7,8,"SandSavesfrom",2013
18,18,"Brian Gay",79,87.5,7,8,"SandSavesfrom",2013
18,18,"Cameron Percy",68,87.5,7,8,"SandSavesfrom",2013
23,23,"Ernie Els",63,85.71,6,7,"SandSavesfrom",2013
23,23,"Matt Every",89,85.71,6,7,"SandSavesfrom",2013
23,23,"Jason Kokrak",78,85.71,6,7,"SandSavesfrom",2013
23,23,"Richard Lee",81,85.71,6,7,"SandSavesfrom",2013
23,23,"Alistair Presnell",59,85.71,6,7,"SandSavesfrom",2013
23,23,"Justin Rose",62,85.71,6,7,"SandSavesfrom",2013
23,23,"Jordan Spieth",82,85.71,6,7,"SandSavesfrom",2013
23,23,"Cameron Tringale",80,85.71,6,7,"SandSavesfrom",2013
31,31,"Jason Day",86,83.33,5,6,"SandSavesfrom",2013
31,31,"Justin Leonard",86,83.33,5,6,"SandSavesfrom",2013
31,31,"Eric Meierdierks",48,83.33,5,6,"SandSavesfrom",2013
31,31,"John Rollins",77,83.33,5,6,"SandSavesfrom",2013
31,31,"Shawn Stefani",63,83.33,5,6,"SandSavesfrom",2013
36,36,"Nicholas Thompson",99,81.82,9,11,"SandSavesfrom",2013
37,37,"James Driscoll",76,80,4,5,"SandSavesfrom",2013
37,37,"Jim Furyk",80,80,4,5,"SandSavesfrom",2013
37,37,"William McGirt",75,80,4,5,"SandSavesfrom",2013
37,37,"Andres Romero",63,80,4,5,"SandSavesfrom",2013
37,37,"John Senden",79,80,4,5,"SandSavesfrom",2013
37,37,"Camilo Villegas",79,80,4,5,"SandSavesfrom",2013
37,37,"Boo Weekley",100,80,4,5,"SandSavesfrom",2013
44,44,"Lee Williams",62,77.78,7,9,"SandSavesfrom",2013
45,45,"Steven Bowditch",67,75,3,4,"SandSavesfrom",2013
45,45,"Ben Curtis",59,75,3,4,"SandSavesfrom",2013
45,45,"Robert Karlsson",56,75,6,8,"SandSavesfrom",2013
45,45,"DA Points",87,75,6,8,"SandSavesfrom",2013
45,45,"Tag Ridings",69,75,6,8,"SandSavesfrom",2013
45,45,"Scott Stallings",79,75,3,4,"SandSavesfrom",2013
45,45,"Bubba Watson",76,75,3,4,"SandSavesfrom",2013
52,52,"Robert Allenby",58,71.43,5,7,"SandSavesfrom",2013
52,52,"Roberto Castro",97,71.43,5,7,"SandSavesfrom",2013
52,52,"Russell Henley",80,71.43,5,7,"SandSavesfrom",2013
52,52,"Josh Teater",86,71.43,5,7,"SandSavesfrom",2013
52,52,"Jimmy Walker",84,71.43,5,7,"SandSavesfrom",2013
57,57,"Jonas Blixt",76,66.67,4,6,"SandSavesfrom",2013
57,57,"Jason Bohn",70,66.67,4,6,"SandSavesfrom",2013
57,57,"Rickie Fowler",75,66.67,2,3,"SandSavesfrom",2013
57,57,"Brad Fritsch",81,66.67,4,6,"SandSavesfrom",2013
57,57,"Tim Herron",45,66.67,2,3,"SandSavesfrom",2013
57,57,"Brandt Jobe",62,66.67,4,6,"SandSavesfrom",2013
57,57,"DH Lee",65,66.67,4,6,"SandSavesfrom",2013
57,57,"Henrik Norlander",70,66.67,4,6,"SandSavesfrom",2013
57,57,"Sean OHair",56,66.67,4,6,"SandSavesfrom",2013
57,57,"Scott Piercy",78,66.67,6,9,"SandSavesfrom",2013
57,57,"Dicky Pride",71,66.67,4,6,"SandSavesfrom",2013
57,57,"Chez Reavie",72,66.67,6,9,"SandSavesfrom",2013
57,57,"Kyle Stanley",71,66.67,4,6,"SandSavesfrom",2013
70,70,"Brandt Snedeker",79,63.64,7,11,"SandSavesfrom",2013
71,71,"Ben Crane",62,62.5,5,8,"SandSavesfrom",2013
71,71,"George McNeill",68,62.5,5,8,"SandSavesfrom",2013
71,71,"Greg Owen",73,62.5,5,8,"SandSavesfrom",2013
71,71,"Charl Schwartzel",69,62.5,5,8,"SandSavesfrom",2013
71,71,"Johnson Wagner",64,62.5,5,8,"SandSavesfrom",2013
76,76,"Derek Ernst",58,60,3,5,"SandSavesfrom",2013
76,76,"Tom Gillis",69,60,6,10,"SandSavesfrom",2013
76,76,"Ryo Ishikawa",72,60,3,5,"SandSavesfrom",2013
76,76,"Chris Kirk",89,60,6,10,"SandSavesfrom",2013
76,76,"John Merrick",79,60,3,5,"SandSavesfrom",2013
76,76,"Ryan Moore",72,60,3,5,"SandSavesfrom",2013
76,76,"Seung Yul Noh",71,60,3,5,"SandSavesfrom",2013
76,76,"Rod Pampling",46,60,3,5,"SandSavesfrom",2013
76,76,"Jin Park",52,60,3,5,"SandSavesfrom",2013
76,76,"Darron Stiles",51,60,3,5,"SandSavesfrom",2013
76,76,"Michael Thompson",66,60,3,5,"SandSavesfrom",2013
76,76,"Lee Westwood",70,60,3,5,"SandSavesfrom",2013
88,88,"Brian Davis",91,57.14,4,7,"SandSavesfrom",2013
88,88,"Harris English",95,57.14,4,7,"SandSavesfrom",2013
88,88,"Bob Estes",66,57.14,4,7,"SandSavesfrom",2013
88,88,"JJ Henry",83,57.14,4,7,"SandSavesfrom",2013
88,88,"Morgan Hoffmann",64,57.14,4,7,"SandSavesfrom",2013
88,88,"Charles Howell III",87,57.14,4,7,"SandSavesfrom",2013
88,88,"Matt Jones",83,57.14,4,7,"SandSavesfrom",2013
88,88,"Jeff Maggert",63,57.14,4,7,"SandSavesfrom",2013
88,88,"Patrick Reed",83,57.14,4,7,"SandSavesfrom",2013
88,88,"Vijay Singh",61,57.14,4,7,"SandSavesfrom",2013
98,98,"Colt Knost",69,55.56,5,9,"SandSavesfrom",2013
98,98,"Chris Stroud",88,55.56,5,9,"SandSavesfrom",2013
100,100,"Stuart Appleby",88,50,2,4,"SandSavesfrom",2013
100,100,"Sangmoon Bae",83,50,3,6,"SandSavesfrom",2013
100,100,"Charlie Beljan",62,50,2,4,"SandSavesfrom",2013
100,100,"Keegan Bradley",88,50,4,8,"SandSavesfrom",2013
100,100,"Tim Clark",64,50,2,4,"SandSavesfrom",2013
100,100,"Brendon de Jonge",110,50,3,6,"SandSavesfrom",2013
100,100,"Jason Dufner",78,50,1,2,"SandSavesfrom",2013
100,100,"Robert Garrigus",69,50,1,2,"SandSavesfrom",2013
100,100,"Lucas Glover",65,50,4,8,"SandSavesfrom",2013
100,100,"Luke Guthrie",82,50,4,8,"SandSavesfrom",2013
100,100,"Brian Harman",89,50,5,10,"SandSavesfrom",2013
100,100,"John Huh",88,50,3,6,"SandSavesfrom",2013
100,100,"Trevor Immelman",73,50,1,2,"SandSavesfrom",2013
100,100,"Zach Johnson",84,50,2,4,"SandSavesfrom",2013
100,100,"Dustin Johnson",71,50,3,6,"SandSavesfrom",2013
100,100,"Martin Kaymer",61,50,2,4,"SandSavesfrom",2013
100,100,"Martin Laird",68,50,3,6,"SandSavesfrom",2013
100,100,"David Lingmerth",68,50,2,4,"SandSavesfrom",2013
100,100,"Troy Matteson",68,50,2,4,"SandSavesfrom",2013
100,100,"Rory McIlroy",56,50,3,6,"SandSavesfrom",2013
100,100,"Ryan Palmer",79,50,3,6,"SandSavesfrom",2013
100,100,"Ian Poulter",59,50,1,2,"SandSavesfrom",2013
100,100,"Rory Sabbatini",86,50,6,12,"SandSavesfrom",2013
100,100,"Webb Simpson",92,50,2,4,"SandSavesfrom",2013
100,100,"Henrik Stenson",65,50,2,4,"SandSavesfrom",2013
100,100,"Robert Streb",75,50,7,14,"SandSavesfrom",2013
100,100,"David Toms",49,50,2,4,"SandSavesfrom",2013
100,100,"Mike Weir",60,50,2,4,"SandSavesfrom",2013
100,100,"Mark Wilson",56,50,2,4,"SandSavesfrom",2013
100,100,"Gary Woodland",94,50,2,4,"SandSavesfrom",2013
130,130,"Brendan Steele",86,44.44,4,9,"SandSavesfrom",2013
131,131,"Ricky Barnes",74,42.86,3,7,"SandSavesfrom",2013
131,131,"Justin Hicks",79,42.86,3,7,"SandSavesfrom",2013
131,131,"Ted Potter Jr",65,42.86,3,7,"SandSavesfrom",2013
134,134,"Angel Cabrera",73,40,2,5,"SandSavesfrom",2013
134,134,"Scott Gardiner",61,40,2,5,"SandSavesfrom",2013
134,134,"Padraig Harrington",52,40,2,5,"SandSavesfrom",2013
134,134,"Jerry Kelly",75,40,2,5,"SandSavesfrom",2013
134,134,"Bryce Molder",82,40,2,5,"SandSavesfrom",2013
139,139,"Ben Kohles",75,37.5,3,8,"SandSavesfrom",2013
139,139,"Brian Stuard",78,37.5,3,8,"SandSavesfrom",2013
141,141,"Bud Cauley",67,33.33,2,6,"SandSavesfrom",2013
141,141,"Fabian Gomez",65,33.33,2,6,"SandSavesfrom",2013
141,141,"James Hahn",78,33.33,2,6,"SandSavesfrom",2013
141,141,"Charley Hoffman",84,33.33,1,3,"SandSavesfrom",2013
141,141,"Billy Horschel",96,33.33,2,6,"SandSavesfrom",2013
141,141,"Luke List",65,33.33,1,3,"SandSavesfrom",2013
141,141,"Jeff Overton",78,33.33,2,6,"SandSavesfrom",2013
141,141,"Adam Scott",61,33.33,1,3,"SandSavesfrom",2013
141,141,"Kevin Streelman",86,33.33,1,3,"SandSavesfrom",2013
141,141,"Daniel Summerhays",83,33.33,2,6,"SandSavesfrom",2013
141,141,"DJ Trahan",48,33.33,1,3,"SandSavesfrom",2013
141,141,"Charlie Wi",75,33.33,2,6,"SandSavesfrom",2013
141,141,"YE Yang",56,33.33,2,6,"SandSavesfrom",2013
154,154,"Ken Duke",87,30,3,10,"SandSavesfrom",2013
155,155,"Stewart Cink",71,25,1,4,"SandSavesfrom",2013
155,155,"Erik Compton",74,25,3,12,"SandSavesfrom",2013
155,155,"Graham DeLaet",94,25,2,8,"SandSavesfrom",2013
155,155,"Bill Haas",85,25,1,4,"SandSavesfrom",2013
155,155,"David Hearn",88,25,1,4,"SandSavesfrom",2013
155,155,"Jim Herman",59,25,1,4,"SandSavesfrom",2013
155,155,"Scott Langley",79,25,1,4,"SandSavesfrom",2013
155,155,"Phil Mickelson",78,25,2,8,"SandSavesfrom",2013
155,155,"Geoff Ogilvy",57,25,1,4,"SandSavesfrom",2013
155,155,"Bo Van Pelt",72,25,2,8,"SandSavesfrom",2013
165,165,"David Lynn",70,20,1,5,"SandSavesfrom",2013
166,166,"Chad Campbell",78,16.67,1,6,"SandSavesfrom",2013
166,166,"Carl Pettersson",82,16.67,1,6,"SandSavesfrom",2013
168,168,"Aaron Baddeley",68,0,NA,3,"SandSavesfrom",2013
168,168,"Scott Brown",65,0,NA,2,"SandSavesfrom",2013
168,168,"Nicolas Colsaerts",50,0,NA,2,"SandSavesfrom",2013
168,168,"Steve LeBrun",66,0,NA,1,"SandSavesfrom",2013
168,168,"David Mathis",71,0,NA,1,"SandSavesfrom",2013
168,168,"Pat Perez",69,0,NA,6,"SandSavesfrom",2013
168,168,"Kevin Stadler",83,0,NA,4,"SandSavesfrom",2013
168,168,"Andrew Svoboda",46,0,NA,3,"SandSavesfrom",2013
168,168,"Nick Watney",88,0,NA,1,"SandSavesfrom",2013
