"PowerRating_RANKTHISWEEK_2005","PowerRating_RANKLASTWEEK_2005","PowerRating_PLAYERNAME_2005","PowerRating_EVENTS_2005","PowerRating_RATING_2005","stat_name","year"
1,1,"Ryan Brehm",1,9.8,"PowerRating",2005
1,1,"Scott Hend",9,9.8,"PowerRating",2005
1,1,"Tiger Woods",14,9.8,"PowerRating",2005
4,4,"Brett Wetterich",10,9.6,"PowerRating",2005
5,5,"Steven Bowditch",1,9.5,"PowerRating",2005
5,5,"Jason Gore",5,9.5,"PowerRating",2005
5,5,"Hank Kuehne",12,9.5,"PowerRating",2005
8,8,"Angel Cabrera",5,9.4,"PowerRating",2005
8,8,"Chris Couch",1,9.4,"PowerRating",2005
8,8,"John Daly",12,9.4,"PowerRating",2005
11,11,"Ernie Els",8,9.3,"PowerRating",2005
11,11,"Camilo Villegas",1,9.3,"PowerRating",2005
13,13,"Scott Gutschewski",14,9.2,"PowerRating",2005
13,13,"Rick Heath",1,9.2,"PowerRating",2005
13,13,"Davis Love III",13,9.2,"PowerRating",2005
13,13,"Scott Piercy",3,9.2,"PowerRating",2005
17,17,"Sergio Garcia",13,9.1,"PowerRating",2005
17,17,"Lucas Glover",16,9.1,"PowerRating",2005
17,17,"Matt Hendrix",1,9.1,"PowerRating",2005
17,17,"James McLean",1,9.1,"PowerRating",2005
17,17,"Vijay Singh",21,9.1,"PowerRating",2005
22,22,"Paul Casey",3,9,"PowerRating",2005
22,22,"John Elliott",6,9,"PowerRating",2005
22,22,"Bill Haas",4,9,"PowerRating",2005
22,22,"Kenny Perry",14,9,"PowerRating",2005
26,26,"Kelly Grunewald",1,8.9,"PowerRating",2005
26,26,"Brenden Pappas",10,8.9,"PowerRating",2005
28,28,"Erik Compton",1,8.8,"PowerRating",2005
28,28,"Charles Warren",15,8.8,"PowerRating",2005
30,30,"Camilo Benedetti",1,8.7,"PowerRating",2005
30,30,"Harrison Frazar",20,8.7,"PowerRating",2005
30,30,"Brendan Jones",14,8.7,"PowerRating",2005
30,30,"Chris Smith",14,8.7,"PowerRating",2005
34,34,"Jason Allred",8,8.6,"PowerRating",2005
34,34,"Tag Ridings",16,8.6,"PowerRating",2005
34,34,"Kevin Stadler",14,8.6,"PowerRating",2005
34,34,"YE Yang",1,8.6,"PowerRating",2005
38,38,"Mathias Gronberg",11,8.5,"PowerRating",2005
38,38,"Brandt Jobe",20,8.5,"PowerRating",2005
38,38,"Phil Mickelson",14,8.5,"PowerRating",2005
38,38,"Charl Schwartzel",1,8.5,"PowerRating",2005
38,38,"Jimmy Walker",4,8.5,"PowerRating",2005
43,43,"Darren Clarke",8,8.4,"PowerRating",2005
43,43,"Fred Couples",10,8.4,"PowerRating",2005
43,43,"Retief Goosen",11,8.4,"PowerRating",2005
43,43,"Dennis Paulson",8,8.4,"PowerRating",2005
43,43,"Peter Tomasulo",2,8.4,"PowerRating",2005
48,48,"Daniel Chopra",19,8.3,"PowerRating",2005
48,48,"Nick Dougherty",3,8.3,"PowerRating",2005
48,48,"Stephen Gallacher",1,8.3,"PowerRating",2005
48,48,"Joel Kribel",1,8.3,"PowerRating",2005
48,48,"Adam Scott",13,8.3,"PowerRating",2005
48,48,"Marcel Siem",1,8.3,"PowerRating",2005
48,48,"DJ Trahan",13,8.3,"PowerRating",2005
55,55,"Stuart Appleby",15,8.2,"PowerRating",2005
55,55,"Sean OHair",21,8.2,"PowerRating",2005
55,55,"Michael Putnam",3,8.2,"PowerRating",2005
58,58,"Steve Allan",17,8.1,"PowerRating",2005
58,58,"Ryan Palmer",16,8.1,"PowerRating",2005
58,58,"John Rollins",18,8.1,"PowerRating",2005
61,61,"Jonathan Byrd",21,8,"PowerRating",2005
61,61,"JJ Henry",19,8,"PowerRating",2005
61,61,"Tetsuji Hiratsuka",1,8,"PowerRating",2005
61,61,"Will Ma Kenzie",12,8,"PowerRating",2005
61,61,"Nick Watney",14,8,"PowerRating",2005
66,66,"James Driscoll",11,7.9,"PowerRating",2005
66,66,"Lee Westwood",9,7.9,"PowerRating",2005
68,68,"Niclas Fasth",2,7.8,"PowerRating",2005
68,68,"Greg Owen",17,7.8,"PowerRating",2005
68,68,"Rod Pampling",17,7.8,"PowerRating",2005
68,68,"Wes Short Jr",7,7.8,"PowerRating",2005
68,68,"Henrik Stenson",2,7.8,"PowerRating",2005
73,73,"Robert Allenby",15,7.7,"PowerRating",2005
73,73,"Michael Campbell",2,7.7,"PowerRating",2005
75,75,"Charles Howell III",17,7.6,"PowerRating",2005
75,75,"Hunter Mahan",19,7.6,"PowerRating",2005
75,75,"Brett Quigley",17,7.6,"PowerRating",2005
78,78,"Michael Bradley",2,7.5,"PowerRating",2005
78,78,"Carlos Franco",14,7.5,"PowerRating",2005
78,78,"David Hearn",10,7.5,"PowerRating",2005
78,78,"Mike Heinen",1,7.5,"PowerRating",2005
78,78,"Geoff Ogilvy",19,7.5,"PowerRating",2005
83,83,"Marco Dawson",18,7.4,"PowerRating",2005
83,83,"Charley Hoffman",1,7.4,"PowerRating",2005
83,83,"Neal Lancaster",18,7.4,"PowerRating",2005
83,83,"Tom Purtzer",1,7.4,"PowerRating",2005
83,83,"Justin Rose",21,7.4,"PowerRating",2005
83,83,"Rory Sabbatini",13,7.4,"PowerRating",2005
89,89,"Jason Bohn",17,7.3,"PowerRating",2005
89,89,"Bradley Dredge",1,7.3,"PowerRating",2005
89,89,"Trevor Immelman",5,7.3,"PowerRating",2005
89,89,"Ted Purdy",25,7.3,"PowerRating",2005
89,89,"Roland Thatcher",12,7.3,"PowerRating",2005
94,94,"John Huston",14,7.2,"PowerRating",2005
94,94,"Steve Marino",1,7.2,"PowerRating",2005
94,94,"Kevin Streelman",1,7.2,"PowerRating",2005
97,97,"Craig Barlow",13,7.1,"PowerRating",2005
97,97,"Dan Forsman",9,7.1,"PowerRating",2005
97,97,"Tim Herron",19,7.1,"PowerRating",2005
97,97,"Per Ulrik Johansson",3,7.1,"PowerRating",2005
97,97,"Jonathan Kaye",14,7.1,"PowerRating",2005
97,97,"Michael Long",10,7.1,"PowerRating",2005
97,97,"Pat Perez",16,7.1,"PowerRating",2005
104,104,"Eric Axley",1,7,"PowerRating",2005
104,104,"Ryan Moore",8,7,"PowerRating",2005
104,104,"Joey Snyder III",19,7,"PowerRating",2005
104,104,"Bo Van Pelt",21,7,"PowerRating",2005
108,108,"David Duval",2,6.9,"PowerRating",2005
108,108,"Mark Hensby",11,6.9,"PowerRating",2005
108,108,"Zach Johnson",19,6.9,"PowerRating",2005
108,108,"Ian Leggatt",3,6.9,"PowerRating",2005
108,108,"Peter Lonard",15,6.9,"PowerRating",2005
108,108,"Colin Montgomerie",3,6.9,"PowerRating",2005
108,108,"Jesper Parnevik",17,6.9,"PowerRating",2005
115,115,"DJ Brigman",10,6.8,"PowerRating",2005
115,115,"Casey Wittenberg",3,6.8,"PowerRating",2005
117,117,"Jay Delsing",7,6.7,"PowerRating",2005
117,117,"Gavin Flint",1,6.7,"PowerRating",2005
