"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2013","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2013","AverageDistanceofBirdieputtsmade_PLAYERNAME_2013","AverageDistanceofBirdieputtsmade_ROUNDS_2013","AverageDistanceofBirdieputtsmade_AVG_2013","AverageDistanceofBirdieputtsmade_TOTDISTFT_2013","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2013","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2013","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2013","stat_name","year"
1,1,"Stephen Ames",49,NA,1695.5,140,43,NA,"AverageDistanceofBirdieputtsmade",2013
2,2,"Colt Knost",69,NA,1885.417,159,52,NA,"AverageDistanceofBirdieputtsmade",2013
3,3,"Ted Potter Jr",65,NA,2061.917,180,72,NA,"AverageDistanceofBirdieputtsmade",2013
4,4,"Scott Langley",79,NA,2093.667,188,34,NA,"AverageDistanceofBirdieputtsmade",2013
5,5,"Michael Bradley",56,NA,1285.75,116,62,NA,"AverageDistanceofBirdieputtsmade",2013
6,6,"Stuart Appleby",88,NA,2687.417,245,57,NA,"AverageDistanceofBirdieputtsmade",2013
6,6,"Ken Duke",87,NA,2586.167,235,70,NA,"AverageDistanceofBirdieputtsmade",2013
6,6,"Ben Kohles",75,NA,1896.167,173,47,NA,"AverageDistanceofBirdieputtsmade",2013
9,9,"DJ Trahan",48,NA,1303.333,119,35,NA,"AverageDistanceofBirdieputtsmade",2013
10,10,"Rickie Fowler",75,NA,2190.667,202,48,NA,"AverageDistanceofBirdieputtsmade",2013
10,10,"Peter Hanson",45,NA,1260.167,116,56,NA,"AverageDistanceofBirdieputtsmade",2013
10,10,"Doug LaBelle II",72,NA,2031.083,188,52,NA,"AverageDistanceofBirdieputtsmade",2013
13,13,"Bob Estes",66,NA,2077.833,194,58,NA,"AverageDistanceofBirdieputtsmade",2013
13,13,"Tim Herron",45,NA,1371.333,128,48,NA,"AverageDistanceofBirdieputtsmade",2013
15,15,"Justin Bolli",59,NA,1310.75,123,41,NA,"AverageDistanceofBirdieputtsmade",2013
15,15,"James Driscoll",76,NA,2337.833,220,54,NA,"AverageDistanceofBirdieputtsmade",2013
15,15,"Russell Henley",80,NA,2504.833,235,65,NA,"AverageDistanceofBirdieputtsmade",2013
15,15,"Zach Johnson",84,NA,2500.167,234,44,NA,"AverageDistanceofBirdieputtsmade",2013
15,15,"Graeme McDowell",53,NA,1212.667,114,71,NA,"AverageDistanceofBirdieputtsmade",2013
15,15,"Johnson Wagner",64,NA,1474,138,59,NA,"AverageDistanceofBirdieputtsmade",2013
21,21,"Aaron Baddeley",68,NA,2016,190,67,NA,"AverageDistanceofBirdieputtsmade",2013
21,21,"Erik Compton",74,NA,2075.417,196,55,NA,"AverageDistanceofBirdieputtsmade",2013
21,21,"Bill Haas",85,NA,2489.333,236,53,NA,"AverageDistanceofBirdieputtsmade",2013
21,21,"Aaron Watkins",46,NA,1178,111,51,1,"AverageDistanceofBirdieputtsmade",2013
25,25,"Jason Bohn",70,NA,2438.667,233,57,NA,"AverageDistanceofBirdieputtsmade",2013
25,25,"Marc Leishman",77,NA,2174.083,207,85,NA,"AverageDistanceofBirdieputtsmade",2013
27,27,"Sangmoon Bae",83,NA,2764.833,266,36,NA,"AverageDistanceofBirdieputtsmade",2013
27,27,"Luke Guthrie",82,NA,2257.333,216,45,NA,"AverageDistanceofBirdieputtsmade",2013
27,27,"Sean OHair",56,NA,1424.333,137,58,NA,"AverageDistanceofBirdieputtsmade",2013
27,27,"Jin Park",52,NA,1291.833,124,50,NA,"AverageDistanceofBirdieputtsmade",2013
27,27,"Tag Ridings",69,NA,1888.917,182,43,NA,"AverageDistanceofBirdieputtsmade",2013
27,27,"Andrew Svoboda",46,NA,1108.167,106,49,NA,"AverageDistanceofBirdieputtsmade",2013
27,27,"Casey Wittenberg",72,NA,1728.833,166,48,NA,"AverageDistanceofBirdieputtsmade",2013
34,34,"Martin Kaymer",61,NA,1385.417,134,59,NA,"AverageDistanceofBirdieputtsmade",2013
34,34,"DH Lee",65,NA,1908.333,184,46,NA,"AverageDistanceofBirdieputtsmade",2013
34,34,"Richard Lee",81,NA,2340.333,226,53,NA,"AverageDistanceofBirdieputtsmade",2013
34,34,"Justin Leonard",86,NA,2504.667,243,51,NA,"AverageDistanceofBirdieputtsmade",2013
34,34,"Jeff Maggert",63,NA,1853.667,180,70,NA,"AverageDistanceofBirdieputtsmade",2013
34,34,"Darron Stiles",51,NA,1180.833,114,56,1,"AverageDistanceofBirdieputtsmade",2013
34,34,"Robert Streb",75,NA,1984.417,192,44,NA,"AverageDistanceofBirdieputtsmade",2013
34,34,"Mike Weir",60,NA,1492.417,144,57,NA,"AverageDistanceofBirdieputtsmade",2013
42,42,"Ben Curtis",59,NA,1367.5,133,70,NA,"AverageDistanceofBirdieputtsmade",2013
42,42,"Tom Gillis",69,NA,1778.417,173,51,NA,"AverageDistanceofBirdieputtsmade",2013
42,42,"John Merrick",79,NA,2216.667,216,47,NA,"AverageDistanceofBirdieputtsmade",2013
42,42,"Carl Pettersson",82,NA,2171.667,212,59,NA,"AverageDistanceofBirdieputtsmade",2013
46,46,"Jonas Blixt",76,NA,1994.583,196,48,NA,"AverageDistanceofBirdieputtsmade",2013
46,46,"Angel Cabrera",73,NA,1932.917,190,50,NA,"AverageDistanceofBirdieputtsmade",2013
46,46,"Geoff Ogilvy",57,NA,1301.083,128,47,NA,"AverageDistanceofBirdieputtsmade",2013
46,46,"Brandt Snedeker",79,NA,2287.5,225,61,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Greg Chalmers",77,NA,2370.417,235,51,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Jim Furyk",80,NA,2249.833,224,38,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Scott Gardiner",61,NA,1567.917,155,38,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"JJ Henry",83,NA,2183.083,216,55,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Jim Herman",59,NA,1477.917,147,59,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Justin Hicks",79,NA,2191.167,218,46,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"David Lynn",70,NA,1680.5,167,48,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"William McGirt",75,NA,2317.917,230,59,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Bryce Molder",82,NA,2480.333,245,47,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Chez Reavie",72,NA,2167,215,66,NA,"AverageDistanceofBirdieputtsmade",2013
50,50,"Charlie Wi",75,NA,2242.5,222,50,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"KJ Choi",85,NA,2009.333,201,40,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Harris English",95,NA,3093.917,310,48,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Tommy Gainey",84,NA,2462.917,247,44,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"David Hearn",88,NA,2639.833,265,56,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Charles Howell III",87,NA,2824.167,282,57,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Ryo Ishikawa",72,NA,1595,160,50,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Martin Laird",68,NA,1605.25,161,61,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Troy Matteson",68,NA,1621.333,162,56,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Jeff Overton",78,NA,2477.167,248,55,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"DA Points",87,NA,2318,231,55,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Dicky Pride",71,NA,1714.583,172,71,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Brian Stuard",78,NA,1865.417,186,69,NA,"AverageDistanceofBirdieputtsmade",2013
61,61,"Michael Thompson",66,NA,1474.5,147,41,NA,"AverageDistanceofBirdieputtsmade",2013
74,74,"Robert Allenby",58,NA,1430.5,144,42,NA,"AverageDistanceofBirdieputtsmade",2013
74,74,"Brian Davis",91,NA,2945,296,56,NA,"AverageDistanceofBirdieputtsmade",2013
76,76,"Padraig Harrington",52,NA,1089.667,111,52,NA,"AverageDistanceofBirdieputtsmade",2013
76,76,"Patrick Reed",83,NA,2402.333,245,60,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Chad Campbell",78,NA,2222.333,228,46,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Tim Clark",64,NA,1334.667,137,52,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Graham DeLaet",94,NA,2866.333,293,55,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"George McNeill",68,NA,1912.917,196,60,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Jordan Spieth",82,NA,2529.667,259,47,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Nicholas Thompson",99,NA,2880.083,295,51,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"David Toms",49,NA,857.25,88,61,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Nick Watney",88,NA,2507.417,257,51,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Lee Williams",62,NA,1321.083,135,49,NA,"AverageDistanceofBirdieputtsmade",2013
78,78,"Mark Wilson",56,NA,1341.5,138,35,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"Brian Harman",89,NA,2168.333,224,49,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"Billy Horschel",96,NA,3157.417,326,51,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"Freddie Jacobson",63,NA,1504.75,155,38,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"Chris Kirk",89,NA,2941.833,304,53,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"Phil Mickelson",78,NA,2442.583,252,57,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"Cameron Percy",68,NA,1676.833,173,43,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"Charl Schwartzel",69,NA,2142.5,221,59,NA,"AverageDistanceofBirdieputtsmade",2013
88,88,"John Senden",79,NA,1828.25,189,55,NA,"AverageDistanceofBirdieputtsmade",2013
96,96,"Ben Crane",62,NA,1612.583,168,62,NA,"AverageDistanceofBirdieputtsmade",2013
96,96,"Derek Ernst",58,NA,1364.583,143,68,NA,"AverageDistanceofBirdieputtsmade",2013
96,96,"Morgan Hoffmann",64,NA,1841.583,192,49,NA,"AverageDistanceofBirdieputtsmade",2013
96,96,"Brandt Jobe",62,NA,1602.083,167,71,NA,"AverageDistanceofBirdieputtsmade",2013
96,96,"Alistair Presnell",59,NA,1298.583,136,57,NA,"AverageDistanceofBirdieputtsmade",2013
96,96,"Cameron Tringale",80,NA,2295.167,239,62,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"Ricky Barnes",74,NA,1915.833,202,52,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"Sergio Garcia",65,NA,1630.333,172,45,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"David Lingmerth",68,NA,1896.583,200,35,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"Seung Yul Noh",71,NA,1905.417,200,53,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"Ryan Palmer",79,NA,2551.25,269,53,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"Scott Piercy",78,NA,2007,212,60,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"John Rollins",77,NA,2155.417,226,47,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"Camilo Villegas",79,NA,2103.083,222,52,NA,"AverageDistanceofBirdieputtsmade",2013
102,102,"YE Yang",56,NA,1256.25,132,42,NA,"AverageDistanceofBirdieputtsmade",2013
111,111,"Martin Flores",83,NA,2400.583,254,48,NA,"AverageDistanceofBirdieputtsmade",2013
111,111,"Trevor Immelman",73,NA,1532.083,163,46,NA,"AverageDistanceofBirdieputtsmade",2013
111,111,"Jason Kokrak",78,NA,2358.417,250,65,NA,"AverageDistanceofBirdieputtsmade",2013
111,111,"Kevin Stadler",83,NA,2368.333,251,59,NA,"AverageDistanceofBirdieputtsmade",2013
