"Par5BirdieorBetterLeaders_RANKTHISWEEK_2009","Par5BirdieorBetterLeaders_RANKLASTWEEK_2009","Par5BirdieorBetterLeaders_PLAYERNAME_2009","Par5BirdieorBetterLeaders_ROUNDS_2009","Par5BirdieorBetterLeaders_Pct_2009","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2009","Par5BirdieorBetterLeaders_PAR5HOLES_2009","stat_name","year"
1,1,"Tiger Woods",64,56.77,109,192,"Par5BirdieorBetterLeaders",2009
2,2,"Nick Watney",86,55.16,155,281,"Par5BirdieorBetterLeaders",2009
3,3,"Martin Laird",72,51.34,115,224,"Par5BirdieorBetterLeaders",2009
4,4,"Stephen Ames",77,49.58,119,240,"Par5BirdieorBetterLeaders",2009
5,5,"Anthony Kim",76,49.55,111,224,"Par5BirdieorBetterLeaders",2009
6,6,"DJ Trahan",96,49.5,150,303,"Par5BirdieorBetterLeaders",2009
7,7,"Scott Piercy",85,49.28,137,278,"Par5BirdieorBetterLeaders",2009
8,8,"Steve Stricker",81,49.19,122,248,"Par5BirdieorBetterLeaders",2009
9,9,"Matt Jones",56,49.18,90,183,"Par5BirdieorBetterLeaders",2009
10,10,"Bubba Watson",73,49.17,118,240,"Par5BirdieorBetterLeaders",2009
11,11,"John Senden",100,48.71,151,310,"Par5BirdieorBetterLeaders",2009
12,12,"Dustin Johnson",85,48.35,132,273,"Par5BirdieorBetterLeaders",2009
13,13,"Steve Marino",98,48.25,138,286,"Par5BirdieorBetterLeaders",2009
14,14,"Chris Stroud",88,48.09,126,262,"Par5BirdieorBetterLeaders",2009
15,15,"Jimmy Walker",74,47.64,111,233,"Par5BirdieorBetterLeaders",2009
16,16,"Tag Ridings",50,47.62,70,147,"Par5BirdieorBetterLeaders",2009
17,17,"Jonathan Byrd",89,47.35,143,302,"Par5BirdieorBetterLeaders",2009
18,18,"Harrison Frazar",93,47.25,129,273,"Par5BirdieorBetterLeaders",2009
19,19,"Matt Bettencourt",98,47.06,144,306,"Par5BirdieorBetterLeaders",2009
20,20,"Phil Mickelson",66,46.8,95,203,"Par5BirdieorBetterLeaders",2009
21,21,"Fred Couples",54,46.78,80,171,"Par5BirdieorBetterLeaders",2009
22,22,"Jason Day",61,46.7,92,197,"Par5BirdieorBetterLeaders",2009
23,23,"George McNeill",82,46.69,113,242,"Par5BirdieorBetterLeaders",2009
24,24,"Charles Howell III",99,46.58,143,307,"Par5BirdieorBetterLeaders",2009
25,25,"Camilo Villegas",76,46.47,112,241,"Par5BirdieorBetterLeaders",2009
26,26,"Jerry Kelly",90,46.44,124,267,"Par5BirdieorBetterLeaders",2009
27,27,"Brian Davis",103,46.43,143,308,"Par5BirdieorBetterLeaders",2009
28,28,"Robert Garrigus",83,46.36,121,261,"Par5BirdieorBetterLeaders",2009
29,29,"Geoff Ogilvy",78,46.02,104,226,"Par5BirdieorBetterLeaders",2009
30,30,"Bo Van Pelt",100,46.01,144,313,"Par5BirdieorBetterLeaders",2009
31,31,"Retief Goosen",74,45.85,105,229,"Par5BirdieorBetterLeaders",2009
32,32,"Daniel Chopra",89,45.83,132,288,"Par5BirdieorBetterLeaders",2009
33,33,"Luke Donald",79,45.76,108,236,"Par5BirdieorBetterLeaders",2009
34,34,"Davis Love III",89,45.72,123,269,"Par5BirdieorBetterLeaders",2009
35,35,"Jeff Overton",92,45.7,133,291,"Par5BirdieorBetterLeaders",2009
36,36,"Matt Weibring",65,45.69,90,197,"Par5BirdieorBetterLeaders",2009
37,37,"Lucas Glover",93,45.65,126,276,"Par5BirdieorBetterLeaders",2009
38,38,"Dean Wilson",81,45.59,119,261,"Par5BirdieorBetterLeaders",2009
39,39,"Tim Clark",81,45.49,106,233,"Par5BirdieorBetterLeaders",2009
40,40,"Greg Chalmers",85,45.31,116,256,"Par5BirdieorBetterLeaders",2009
41,41,"Rory Sabbatini",81,45.2,113,250,"Par5BirdieorBetterLeaders",2009
42,42,"Mark Calcavecchia",72,45.18,103,228,"Par5BirdieorBetterLeaders",2009
43,43,"Kevin Na",91,45.17,131,290,"Par5BirdieorBetterLeaders",2009
44,44,"Boo Weekley",79,45.09,101,224,"Par5BirdieorBetterLeaders",2009
45,45,"Ernie Els",70,45.05,91,202,"Par5BirdieorBetterLeaders",2009
46,46,"Angel Cabrera",55,44.87,70,156,"Par5BirdieorBetterLeaders",2009
47,47,"Bill Haas",91,44.72,127,284,"Par5BirdieorBetterLeaders",2009
48,48,"Mike Weir",85,44.66,113,253,"Par5BirdieorBetterLeaders",2009
49,49,"Justin Leonard",95,44.53,122,274,"Par5BirdieorBetterLeaders",2009
50,50,"Padraig Harrington",66,44.44,92,207,"Par5BirdieorBetterLeaders",2009
50,50,"YE Yang",83,44.44,116,261,"Par5BirdieorBetterLeaders",2009
52,52,"Charley Hoffman",97,44.41,139,313,"Par5BirdieorBetterLeaders",2009
53,53,"Adam Scott",53,44.23,69,156,"Par5BirdieorBetterLeaders",2009
53,53,"Gary Woodland",53,44.23,69,156,"Par5BirdieorBetterLeaders",2009
55,55,"Charles Warren",63,44.08,93,211,"Par5BirdieorBetterLeaders",2009
56,56,"Alex Cejka",82,44.06,115,261,"Par5BirdieorBetterLeaders",2009
57,57,"Sean OHair",80,44.05,100,227,"Par5BirdieorBetterLeaders",2009
58,58,"Hunter Mahan",94,44.04,122,277,"Par5BirdieorBetterLeaders",2009
59,59,"Scott Verplank",88,43.82,110,251,"Par5BirdieorBetterLeaders",2009
60,60,"Nicholas Thompson",96,43.77,137,313,"Par5BirdieorBetterLeaders",2009
61,61,"Ted Purdy",101,43.69,135,309,"Par5BirdieorBetterLeaders",2009
62,62,"Freddie Jacobson",83,43.67,107,245,"Par5BirdieorBetterLeaders",2009
63,63,"Tom Pernice Jr",82,43.54,118,271,"Par5BirdieorBetterLeaders",2009
64,64,"Leif Olson",51,43.4,69,159,"Par5BirdieorBetterLeaders",2009
65,65,"Tim Petrovic",97,43.37,134,309,"Par5BirdieorBetterLeaders",2009
66,66,"Pat Perez",74,43.35,101,233,"Par5BirdieorBetterLeaders",2009
67,67,"Briny Baird",89,42.96,116,270,"Par5BirdieorBetterLeaders",2009
68,68,"JB Holmes",74,42.92,100,233,"Par5BirdieorBetterLeaders",2009
