"RightRoughTendencyRTPScore_RANKTHISWEEK_2013","RightRoughTendencyRTPScore_RANKLASTWEEK_2013","RightRoughTendencyRTPScore_PLAYERNAME_2013","RightRoughTendencyRTPScore_ROUNDS_2013","RightRoughTendencyRTPScore_RTPSCORE_2013","stat_name","year"
55,55,"Troy Matteson",68,0.057,"RightRoughTendencyRTPScore",2013
55,55,"Patrick Reed",83,0.057,"RightRoughTendencyRTPScore",2013
57,57,"Camilo Villegas",79,0.058,"RightRoughTendencyRTPScore",2013
58,58,"Luke Donald",60,0.059,"RightRoughTendencyRTPScore",2013
59,59,"John Senden",79,0.06,"RightRoughTendencyRTPScore",2013
60,60,"Graham DeLaet",94,0.063,"RightRoughTendencyRTPScore",2013
61,61,"Scott Piercy",78,0.064,"RightRoughTendencyRTPScore",2013
62,62,"Stephen Ames",49,0.066,"RightRoughTendencyRTPScore",2013
62,62,"Dicky Pride",71,0.066,"RightRoughTendencyRTPScore",2013
64,64,"Roberto Castro",97,0.067,"RightRoughTendencyRTPScore",2013
64,64,"Tim Herron",45,0.067,"RightRoughTendencyRTPScore",2013
64,64,"Zach Johnson",84,0.067,"RightRoughTendencyRTPScore",2013
67,67,"Tim Clark",64,0.07,"RightRoughTendencyRTPScore",2013
68,68,"KJ Choi",85,0.071,"RightRoughTendencyRTPScore",2013
69,69,"Graeme McDowell",53,0.073,"RightRoughTendencyRTPScore",2013
69,69,"Tiger Woods",61,0.073,"RightRoughTendencyRTPScore",2013
71,71,"Aaron Baddeley",68,0.075,"RightRoughTendencyRTPScore",2013
71,71,"Carl Pettersson",82,0.075,"RightRoughTendencyRTPScore",2013
73,73,"Cameron Tringale",80,0.08,"RightRoughTendencyRTPScore",2013
74,74,"Erik Compton",74,0.081,"RightRoughTendencyRTPScore",2013
74,74,"Mike Weir",60,0.081,"RightRoughTendencyRTPScore",2013
76,76,"Brandt Snedeker",79,0.084,"RightRoughTendencyRTPScore",2013
77,77,"John Huh",88,0.085,"RightRoughTendencyRTPScore",2013
78,78,"Jeff Overton",78,0.086,"RightRoughTendencyRTPScore",2013
79,79,"Angel Cabrera",73,0.088,"RightRoughTendencyRTPScore",2013
79,79,"David Lingmerth",68,0.088,"RightRoughTendencyRTPScore",2013
81,81,"Nicolas Colsaerts",50,0.089,"RightRoughTendencyRTPScore",2013
81,81,"DH Lee",65,0.089,"RightRoughTendencyRTPScore",2013
83,83,"Chris Kirk",89,0.09,"RightRoughTendencyRTPScore",2013
83,83,"Steve LeBrun",66,0.09,"RightRoughTendencyRTPScore",2013
83,83,"Chez Reavie",72,0.09,"RightRoughTendencyRTPScore",2013
86,86,"Charlie Beljan",62,0.092,"RightRoughTendencyRTPScore",2013
87,87,"Richard Lee",81,0.093,"RightRoughTendencyRTPScore",2013
88,88,"Daniel Summerhays",83,0.094,"RightRoughTendencyRTPScore",2013
89,89,"Kevin Stadler",83,0.095,"RightRoughTendencyRTPScore",2013
90,90,"Stewart Cink",71,0.096,"RightRoughTendencyRTPScore",2013
91,91,"James Hahn",78,0.097,"RightRoughTendencyRTPScore",2013
92,92,"Stuart Appleby",88,0.098,"RightRoughTendencyRTPScore",2013
92,92,"Geoff Ogilvy",57,0.098,"RightRoughTendencyRTPScore",2013
94,94,"Scott Brown",65,0.099,"RightRoughTendencyRTPScore",2013
94,94,"Andrew Svoboda",46,0.099,"RightRoughTendencyRTPScore",2013
94,94,"Lee Westwood",70,0.099,"RightRoughTendencyRTPScore",2013
94,94,"Gary Woodland",94,0.099,"RightRoughTendencyRTPScore",2013
98,98,"Lucas Glover",65,0.1,"RightRoughTendencyRTPScore",2013
99,99,"David Lynn",70,0.101,"RightRoughTendencyRTPScore",2013
99,99,"Bryce Molder",82,0.101,"RightRoughTendencyRTPScore",2013
101,101,"Robert Garrigus",69,0.102,"RightRoughTendencyRTPScore",2013
102,102,"Seung Yul Noh",71,0.104,"RightRoughTendencyRTPScore",2013
103,103,"John Merrick",79,0.105,"RightRoughTendencyRTPScore",2013
104,104,"Sangmoon Bae",83,0.108,"RightRoughTendencyRTPScore",2013
104,104,"James Driscoll",76,0.108,"RightRoughTendencyRTPScore",2013
104,104,"Matt Every",89,0.108,"RightRoughTendencyRTPScore",2013
107,107,"Jonas Blixt",76,0.11,"RightRoughTendencyRTPScore",2013
108,108,"Mark Wilson",56,0.115,"RightRoughTendencyRTPScore",2013
109,109,"DJ Trahan",48,0.116,"RightRoughTendencyRTPScore",2013
110,110,"Bob Estes",66,0.118,"RightRoughTendencyRTPScore",2013
111,111,"Ben Kohles",75,0.119,"RightRoughTendencyRTPScore",2013
112,112,"Ryo Ishikawa",72,0.12,"RightRoughTendencyRTPScore",2013
112,112,"Michael Thompson",66,0.12,"RightRoughTendencyRTPScore",2013
114,114,"Brian Davis",91,0.122,"RightRoughTendencyRTPScore",2013
115,115,"Nick Watney",88,0.124,"RightRoughTendencyRTPScore",2013
116,116,"Scott Stallings",79,0.125,"RightRoughTendencyRTPScore",2013
117,117,"Pat Perez",69,0.129,"RightRoughTendencyRTPScore",2013
118,118,"Jim Furyk",80,0.132,"RightRoughTendencyRTPScore",2013
118,118,"Brian Stuard",78,0.132,"RightRoughTendencyRTPScore",2013
120,120,"Henrik Norlander",70,0.134,"RightRoughTendencyRTPScore",2013
120,120,"Sean OHair",56,0.134,"RightRoughTendencyRTPScore",2013
122,122,"John Rollins",77,0.135,"RightRoughTendencyRTPScore",2013
123,123,"Fabian Gomez",65,0.137,"RightRoughTendencyRTPScore",2013
124,124,"Jim Herman",59,0.138,"RightRoughTendencyRTPScore",2013
124,124,"Rory McIlroy",56,0.138,"RightRoughTendencyRTPScore",2013
126,126,"Jerry Kelly",75,0.14,"RightRoughTendencyRTPScore",2013
127,127,"Trevor Immelman",73,0.142,"RightRoughTendencyRTPScore",2013
127,127,"Charlie Wi",75,0.142,"RightRoughTendencyRTPScore",2013
129,129,"Jason Dufner",78,0.143,"RightRoughTendencyRTPScore",2013
129,129,"Lee Williams",62,0.143,"RightRoughTendencyRTPScore",2013
131,131,"Colt Knost",69,0.144,"RightRoughTendencyRTPScore",2013
131,131,"Ted Potter Jr",65,0.144,"RightRoughTendencyRTPScore",2013
133,133,"Padraig Harrington",52,0.145,"RightRoughTendencyRTPScore",2013
133,133,"JJ Henry",83,0.145,"RightRoughTendencyRTPScore",2013
133,133,"Jeff Maggert",63,0.145,"RightRoughTendencyRTPScore",2013
133,133,"Aaron Watkins",46,0.145,"RightRoughTendencyRTPScore",2013
137,137,"Scott Langley",79,0.146,"RightRoughTendencyRTPScore",2013
138,138,"Justin Hicks",79,0.149,"RightRoughTendencyRTPScore",2013
138,138,"Brendan Steele",86,0.149,"RightRoughTendencyRTPScore",2013
138,138,"Boo Weekley",100,0.149,"RightRoughTendencyRTPScore",2013
141,141,"Peter Hanson",45,0.15,"RightRoughTendencyRTPScore",2013
142,142,"Brian Harman",89,0.154,"RightRoughTendencyRTPScore",2013
143,143,"Kevin Chappell",80,0.156,"RightRoughTendencyRTPScore",2013
144,144,"Rod Pampling",46,0.157,"RightRoughTendencyRTPScore",2013
145,145,"Tommy Gainey",84,0.159,"RightRoughTendencyRTPScore",2013
145,145,"Darron Stiles",51,0.159,"RightRoughTendencyRTPScore",2013
147,147,"David Hearn",88,0.16,"RightRoughTendencyRTPScore",2013
148,148,"Derek Ernst",58,0.161,"RightRoughTendencyRTPScore",2013
149,149,"Tag Ridings",69,0.163,"RightRoughTendencyRTPScore",2013
150,150,"Bobby Gates",49,0.164,"RightRoughTendencyRTPScore",2013
151,151,"Bud Cauley",67,0.165,"RightRoughTendencyRTPScore",2013
152,152,"David Toms",49,0.167,"RightRoughTendencyRTPScore",2013
153,153,"Vijay Singh",61,0.168,"RightRoughTendencyRTPScore",2013
154,154,"Ben Curtis",59,0.173,"RightRoughTendencyRTPScore",2013
155,155,"Greg Chalmers",77,0.176,"RightRoughTendencyRTPScore",2013
155,155,"Eric Meierdierks",48,0.176,"RightRoughTendencyRTPScore",2013
157,157,"Jason Bohn",70,0.182,"RightRoughTendencyRTPScore",2013
157,157,"Casey Wittenberg",72,0.182,"RightRoughTendencyRTPScore",2013
159,159,"Ken Duke",87,0.185,"RightRoughTendencyRTPScore",2013
160,160,"Robert Karlsson",56,0.19,"RightRoughTendencyRTPScore",2013
160,160,"Doug LaBelle II",72,0.19,"RightRoughTendencyRTPScore",2013
162,162,"Martin Laird",68,0.193,"RightRoughTendencyRTPScore",2013
163,163,"David Mathis",71,0.194,"RightRoughTendencyRTPScore",2013
164,164,"Jin Park",52,0.2,"RightRoughTendencyRTPScore",2013
165,165,"Bo Van Pelt",72,0.202,"RightRoughTendencyRTPScore",2013
166,166,"Brian Gay",79,0.203,"RightRoughTendencyRTPScore",2013
167,167,"Will Claxton",67,0.21,"RightRoughTendencyRTPScore",2013
168,168,"YE Yang",56,0.211,"RightRoughTendencyRTPScore",2013
169,169,"Martin Kaymer",61,0.213,"RightRoughTendencyRTPScore",2013
170,170,"Ben Crane",62,0.214,"RightRoughTendencyRTPScore",2013
171,171,"Tom Gillis",69,0.221,"RightRoughTendencyRTPScore",2013
172,172,"George McNeill",68,0.223,"RightRoughTendencyRTPScore",2013
173,173,"Chad Campbell",78,0.226,"RightRoughTendencyRTPScore",2013
174,174,"Robert Streb",75,0.232,"RightRoughTendencyRTPScore",2013
175,175,"Ricky Barnes",74,0.235,"RightRoughTendencyRTPScore",2013
176,176,"Ryan Moore",72,0.242,"RightRoughTendencyRTPScore",2013
177,177,"Brandt Jobe",62,0.247,"RightRoughTendencyRTPScore",2013
178,178,"Greg Owen",73,0.261,"RightRoughTendencyRTPScore",2013
179,179,"Robert Allenby",58,0.291,"RightRoughTendencyRTPScore",2013
180,180,"Justin Bolli",59,0.327,"RightRoughTendencyRTPScore",2013
