"Total3Putts1520_RANKTHISWEEK_2010","Total3Putts1520_RANKLASTWEEK_2010","Total3Putts1520_PLAYERNAME_2010","Total3Putts1520_ROUNDS_2010","Total3Putts1520_TOTAL3PUTTS1520_2010","Total3Putts1520_TOTAL3PUTTS_2010","stat_name","year"
1,1,"DJ Trahan",92,9,57,"Total3Putts1520",2010
2,2,"Jason Dufner",87,8,50,"Total3Putts1520",2010
3,3,"Alex Cejka",81,7,42,"Total3Putts1520",2010
4,4,"Richard Johnson",90,6,34,"Total3Putts1520",2010
4,4,"Rory Sabbatini",79,6,49,"Total3Putts1520",2010
4,4,"Brian Stuard",81,6,38,"Total3Putts1520",2010
4,4,"Charles Warren",64,6,50,"Total3Putts1520",2010
8,8,"Jason Day",82,5,46,"Total3Putts1520",2010
8,8,"Lucas Glover",75,5,35,"Total3Putts1520",2010
8,8,"Tim Petrovic",105,5,45,"Total3Putts1520",2010
8,8,"Alex Prugh",88,5,38,"Total3Putts1520",2010
8,8,"Brett Quigley",96,5,52,"Total3Putts1520",2010
8,8,"Roger Tambellini",77,5,48,"Total3Putts1520",2010
8,8,"Nicholas Thompson",88,5,66,"Total3Putts1520",2010
8,8,"Boo Weekley",88,5,46,"Total3Putts1520",2010
16,16,"Woody Austin",93,4,51,"Total3Putts1520",2010
16,16,"Briny Baird",87,4,43,"Total3Putts1520",2010
16,16,"Jonathan Byrd",85,4,55,"Total3Putts1520",2010
16,16,"Mark Calcavecchia",50,4,35,"Total3Putts1520",2010
16,16,"Tim Clark",88,4,26,"Total3Putts1520",2010
16,16,"Brian Davis",101,4,55,"Total3Putts1520",2010
16,16,"Chris DiMarco",88,4,37,"Total3Putts1520",2010
16,16,"Martin Flores",75,4,44,"Total3Putts1520",2010
16,16,"Tom Gillis",97,4,60,"Total3Putts1520",2010
16,16,"Paul Goydos",78,4,40,"Total3Putts1520",2010
16,16,"Nathan Green",86,4,40,"Total3Putts1520",2010
16,16,"Bill Haas",87,4,38,"Total3Putts1520",2010
16,16,"Tim Herron",79,4,41,"Total3Putts1520",2010
16,16,"Charley Hoffman",85,4,36,"Total3Putts1520",2010
16,16,"Jerry Kelly",99,4,49,"Total3Putts1520",2010
16,16,"Martin Laird",91,4,51,"Total3Putts1520",2010
16,16,"John Mallinger",78,4,42,"Total3Putts1520",2010
16,16,"Troy Matteson",84,4,45,"Total3Putts1520",2010
16,16,"Billy Mayfair",78,4,58,"Total3Putts1520",2010
16,16,"Phil Mickelson",76,4,24,"Total3Putts1520",2010
16,16,"DA Points",90,4,49,"Total3Putts1520",2010
16,16,"Kevin Streelman",90,4,41,"Total3Putts1520",2010
16,16,"Vaughn Taylor",87,4,38,"Total3Putts1520",2010
16,16,"Roland Thatcher",72,4,50,"Total3Putts1520",2010
16,16,"Jimmy Walker",82,4,31,"Total3Putts1520",2010
16,16,"Charlie Wi",95,4,43,"Total3Putts1520",2010
42,42,"Ricky Barnes",103,3,43,"Total3Putts1520",2010
42,42,"Cameron Beckman",68,3,40,"Total3Putts1520",2010
42,42,"Matt Bettencourt",91,3,32,"Total3Putts1520",2010
42,42,"Kris Blanks",91,3,59,"Total3Putts1520",2010
42,42,"Graham DeLaet",88,3,70,"Total3Putts1520",2010
42,42,"Brent Delahoussaye",57,3,20,"Total3Putts1520",2010
42,42,"Mathew Goggin",85,3,45,"Total3Putts1520",2010
42,42,"JP Hayes",79,3,30,"Total3Putts1520",2010
42,42,"Derek Lamely",81,3,32,"Total3Putts1520",2010
42,42,"Bill Lunde",79,3,44,"Total3Putts1520",2010
42,42,"Will Ma Kenzie",72,3,46,"Total3Putts1520",2010
42,42,"Hunter Mahan",85,3,35,"Total3Putts1520",2010
42,42,"Steve Marino",81,3,30,"Total3Putts1520",2010
42,42,"Ryan Moore",80,3,26,"Total3Putts1520",2010
42,42,"James Nitties",92,3,49,"Total3Putts1520",2010
42,42,"Joe Ogilvie",99,3,52,"Total3Putts1520",2010
42,42,"Brenden Pappas",66,3,30,"Total3Putts1520",2010
