"LatePar5ScoringAverage_RANKTHISWEEK_2016","LatePar5ScoringAverage_RANKLASTWEEK_2016","LatePar5ScoringAverage_PLAYERNAME_2016","LatePar5ScoringAverage_ROUNDS_2016","LatePar5ScoringAverage_AVG_2016","LatePar5ScoringAverage_TOTALSTROKES_2016","LatePar5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,3,"Rory McIlroy",37,4.41,260,59,"LatePar5ScoringAverage",2016
1,2,"Ryan Palmer",46,4.41,331,75,"LatePar5ScoringAverage",2016
3,1,"Adam Scott",39,4.45,343,77,"LatePar5ScoringAverage",2016
4,3,"Fabian Gomez",49,4.46,290,65,"LatePar5ScoringAverage",2016
5,7,"Harold Varner III",58,4.47,510,114,"LatePar5ScoringAverage",2016
5,3,"Bubba Watson",30,4.47,228,51,"LatePar5ScoringAverage",2016
7,12,"Kyle Reifers",63,4.48,515,115,"LatePar5ScoringAverage",2016
8,17,"Patrick Reed",53,4.49,440,98,"LatePar5ScoringAverage",2016
8,7,"Justin Rose",35,4.49,310,69,"LatePar5ScoringAverage",2016
10,12,"Smylie Kaufman",57,4.5,423,94,"LatePar5ScoringAverage",2016
10,7,"Justin Thomas",53,4.5,378,84,"LatePar5ScoringAverage",2016
10,7,"Boo Weekley",53,4.5,378,84,"LatePar5ScoringAverage",2016
13,3,"Rickie Fowler",42,4.51,419,93,"LatePar5ScoringAverage",2016
13,16,"Branden Grace",31,4.51,212,47,"LatePar5ScoringAverage",2016
13,20,"Kevin Kisner",49,4.51,343,76,"LatePar5ScoringAverage",2016
13,20,"Hideki Matsuyama",40,4.51,370,82,"LatePar5ScoringAverage",2016
17,17,"Dustin Johnson",37,4.52,402,89,"LatePar5ScoringAverage",2016
17,7,"Patrick Rodgers",49,4.52,438,97,"LatePar5ScoringAverage",2016
17,17,"Jordan Spieth",34,4.52,339,75,"LatePar5ScoringAverage",2016
17,12,"Henrik Stenson",30,4.52,289,64,"LatePar5ScoringAverage",2016
21,20,"Jason Day",36,4.53,263,58,"LatePar5ScoringAverage",2016
21,12,"Patton Kizzire",57,4.53,435,96,"LatePar5ScoringAverage",2016
23,23,"Jason Bohn",37,4.54,277,61,"LatePar5ScoringAverage",2016
24,30,"Byeong Hun An",23,4.55,182,40,"LatePar5ScoringAverage",2016
24,26,"Stewart Cink",45,4.55,282,62,"LatePar5ScoringAverage",2016
24,23,"Bill Haas",42,4.55,346,76,"LatePar5ScoringAverage",2016
24,33,"Brendan Steele",48,4.55,464,102,"LatePar5ScoringAverage",2016
24,26,"Hudson Swafford",52,4.55,387,85,"LatePar5ScoringAverage",2016
29,33,"Luke List",51,4.56,456,100,"LatePar5ScoringAverage",2016
29,26,"Jamie Lovemark",57,4.56,497,109,"LatePar5ScoringAverage",2016
29,30,"Seung Yul Noh",54,4.56,383,84,"LatePar5ScoringAverage",2016
32,23,"Morgan Hoffmann",43,4.57,347,76,"LatePar5ScoringAverage",2016
32,33,"Graeme McDowell",33,4.57,192,42,"LatePar5ScoringAverage",2016
32,33,"Andres Romero",22,4.57,160,35,"LatePar5ScoringAverage",2016
32,68,"Steve Wheatcroft",53,4.57,347,76,"LatePar5ScoringAverage",2016
36,39,"Lucas Glover",53,4.58,408,89,"LatePar5ScoringAverage",2016
36,56,"James Hahn",45,4.58,380,83,"LatePar5ScoringAverage",2016
36,45,"JJ Henry",44,4.58,261,57,"LatePar5ScoringAverage",2016
36,30,"Si Woo Kim",63,4.58,517,113,"LatePar5ScoringAverage",2016
36,49,"Andrew Loupe",50,4.58,394,86,"LatePar5ScoringAverage",2016
36,39,"Jimmy Walker",43,4.58,385,84,"LatePar5ScoringAverage",2016
42,45,"Padraig Harrington",38,4.59,257,56,"LatePar5ScoringAverage",2016
42,39,"Jason Kokrak",52,4.59,344,75,"LatePar5ScoringAverage",2016
42,39,"Peter Malnati",53,4.59,436,95,"LatePar5ScoringAverage",2016
42,90,"Phil Mickelson",37,4.59,312,68,"LatePar5ScoringAverage",2016
42,56,"Daniel Summerhays",55,4.59,372,81,"LatePar5ScoringAverage",2016
47,68,"Tony Finau",49,4.6,405,88,"LatePar5ScoringAverage",2016
47,56,"Charles Howell III",63,4.6,497,108,"LatePar5ScoringAverage",2016
47,43,"Colt Knost",56,4.6,409,89,"LatePar5ScoringAverage",2016
47,43,"Ben Martin",48,4.6,308,67,"LatePar5ScoringAverage",2016
47,33,"Sean OHair",45,4.6,354,77,"LatePar5ScoringAverage",2016
