"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2016","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2016","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2016","AverageDistancetoHoleAfterTeeShot_ROUNDS_2016","AverageDistancetoHoleAfterTeeShot_AVG_2016","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2016","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2016","stat_name","year"
38,33,"Davis Love III",40,173.6,2849595,456,"AverageDistancetoHoleAfterTeeShot",2016
38,44,"Jhonattan Vegas",49,173.6,3130306,501,"AverageDistancetoHoleAfterTeeShot",2016
40,47,"Lucas Glover",53,174.3,4071627,649,"AverageDistancetoHoleAfterTeeShot",2016
41,45,"Graham DeLaet",50,174.4,3610536,575,"AverageDistancetoHoleAfterTeeShot",2016
41,52,"Rhein Gibson",36,174.4,2241006,357,"AverageDistancetoHoleAfterTeeShot",2016
41,42,"Morgan Hoffmann",43,174.4,2976295,474,"AverageDistancetoHoleAfterTeeShot",2016
41,47,"Si Woo Kim",63,174.4,4500768,717,"AverageDistancetoHoleAfterTeeShot",2016
41,46,"Nick Taylor",57,174.4,3817315,608,"AverageDistancetoHoleAfterTeeShot",2016
46,34,"David Lingmerth",54,174.5,3179248,506,"AverageDistancetoHoleAfterTeeShot",2016
46,42,"Webb Simpson",34,174.5,2399878,382,"AverageDistancetoHoleAfterTeeShot",2016
48,39,"Emiliano Grillo",47,174.9,3047668,484,"AverageDistancetoHoleAfterTeeShot",2016
49,56,"Miguel Angel Carballo",24,175,1209663,192,"AverageDistancetoHoleAfterTeeShot",2016
49,55,"Carlos Ortiz",47,175,2853148,453,"AverageDistancetoHoleAfterTeeShot",2016
49,47,"Dawie van der Walt",48,175,2954157,469,"AverageDistancetoHoleAfterTeeShot",2016
52,50,"Michael Thompson",46,175.2,2705908,429,"AverageDistancetoHoleAfterTeeShot",2016
53,50,"Fabian Gomez",49,175.6,3711755,587,"AverageDistancetoHoleAfterTeeShot",2016
53,61,"Seung Yul Noh",54,175.6,3735309,591,"AverageDistancetoHoleAfterTeeShot",2016
53,61,"Andres Romero",22,175.6,1125554,178,"AverageDistancetoHoleAfterTeeShot",2016
53,54,"Brett Stegmaier",57,175.6,4095601,648,"AverageDistancetoHoleAfterTeeShot",2016
57,56,"Phil Mickelson",37,175.7,2340650,370,"AverageDistancetoHoleAfterTeeShot",2016
58,40,"Derek Ernst",36,175.8,1936777,306,"AverageDistancetoHoleAfterTeeShot",2016
59,52,"Martin Laird",46,176,3231143,510,"AverageDistancetoHoleAfterTeeShot",2016
60,63,"Boo Weekley",53,176.1,3569948,563,"AverageDistancetoHoleAfterTeeShot",2016
61,71,"Sergio Garcia",28,176.2,1135661,179,"AverageDistancetoHoleAfterTeeShot",2016
62,66,"Angel Cabrera",42,176.3,2799078,441,"AverageDistancetoHoleAfterTeeShot",2016
63,58,"Steve Marino",40,176.4,2368380,373,"AverageDistancetoHoleAfterTeeShot",2016
63,60,"Shawn Stefani",45,176.4,3047890,480,"AverageDistancetoHoleAfterTeeShot",2016
65,74,"Rory Sabbatini",40,176.5,2185776,344,"AverageDistancetoHoleAfterTeeShot",2016
66,76,"Chesson Hadley",51,176.6,3280662,516,"AverageDistancetoHoleAfterTeeShot",2016
66,66,"Tom Hoge",47,176.6,3063509,482,"AverageDistancetoHoleAfterTeeShot",2016
66,75,"Wes Roach",33,176.6,1849988,291,"AverageDistancetoHoleAfterTeeShot",2016
69,66,"Harris English",51,176.7,2914013,458,"AverageDistancetoHoleAfterTeeShot",2016
70,77,"Keegan Bradley",40,176.8,2342654,368,"AverageDistancetoHoleAfterTeeShot",2016
70,63,"Scott Stallings",46,176.8,3316987,521,"AverageDistancetoHoleAfterTeeShot",2016
70,66,"Will Wilcox",47,176.8,3386117,532,"AverageDistancetoHoleAfterTeeShot",2016
73,79,"Russell Knox",48,176.9,2547682,400,"AverageDistancetoHoleAfterTeeShot",2016
73,79,"Pat Perez",28,176.9,1483496,233,"AverageDistancetoHoleAfterTeeShot",2016
75,73,"Bronson Burgoon",53,177,3339480,524,"AverageDistancetoHoleAfterTeeShot",2016
75,70,"Daniel Summerhays",55,177,3779595,593,"AverageDistancetoHoleAfterTeeShot",2016
77,77,"Daniel Berger",52,177.1,3123517,490,"AverageDistancetoHoleAfterTeeShot",2016
78,71,"Jim Herman",55,177.2,3355892,526,"AverageDistancetoHoleAfterTeeShot",2016
79,84,"DJ Trahan",23,177.3,938277,147,"AverageDistancetoHoleAfterTeeShot",2016
80,85,"Charley Hoffman",49,177.4,3154229,494,"AverageDistancetoHoleAfterTeeShot",2016
80,85,"Jordan Spieth",34,177.4,1750339,274,"AverageDistancetoHoleAfterTeeShot",2016
82,91,"Patrick Reed",53,177.6,2832850,443,"AverageDistancetoHoleAfterTeeShot",2016
83,58,"Alex Cejka",47,177.7,2757046,431,"AverageDistancetoHoleAfterTeeShot",2016
83,91,"Branden Grace",31,177.7,1579794,247,"AverageDistancetoHoleAfterTeeShot",2016
83,85,"James Hahn",45,177.7,3262778,510,"AverageDistancetoHoleAfterTeeShot",2016
83,65,"Martin Piller",37,177.7,2296848,359,"AverageDistancetoHoleAfterTeeShot",2016
87,85,"Kevin Chappell",49,177.8,3520646,550,"AverageDistancetoHoleAfterTeeShot",2016
88,82,"Hunter Mahan",43,178,2717289,424,"AverageDistancetoHoleAfterTeeShot",2016
89,81,"Vijay Singh",42,178.1,3251137,507,"AverageDistancetoHoleAfterTeeShot",2016
90,83,"Sam Saunders",40,178.2,2258468,352,"AverageDistancetoHoleAfterTeeShot",2016
91,96,"Matt Jones",45,178.4,2459646,383,"AverageDistancetoHoleAfterTeeShot",2016
92,91,"Tyler Aldridge",53,178.5,3605240,561,"AverageDistancetoHoleAfterTeeShot",2016
93,91,"Kevin Streelman",46,178.7,2733603,425,"AverageDistancetoHoleAfterTeeShot",2016
94,110,"Hideki Matsuyama",40,178.8,2342572,364,"AverageDistancetoHoleAfterTeeShot",2016
95,100,"Ben Martin",48,178.9,3567401,554,"AverageDistancetoHoleAfterTeeShot",2016
96,91,"Ernie Els",34,179,2481394,385,"AverageDistancetoHoleAfterTeeShot",2016
96,107,"Marc Leishman",41,179,2242960,348,"AverageDistancetoHoleAfterTeeShot",2016
96,89,"Jeff Overton",51,179,3925019,609,"AverageDistancetoHoleAfterTeeShot",2016
99,100,"Padraig Harrington",38,179.1,2837176,440,"AverageDistancetoHoleAfterTeeShot",2016
99,89,"Steve Wheatcroft",53,179.1,3714557,576,"AverageDistancetoHoleAfterTeeShot",2016
101,102,"Scott Brown",59,179.2,3560073,552,"AverageDistancetoHoleAfterTeeShot",2016
102,97,"Andres Gonzales",46,179.3,2988652,463,"AverageDistancetoHoleAfterTeeShot",2016
103,105,"Ricky Barnes",57,179.4,3875380,600,"AverageDistancetoHoleAfterTeeShot",2016
103,113,"Shane Bertsch",30,179.4,1717742,266,"AverageDistancetoHoleAfterTeeShot",2016
103,109,"Robert Streb",51,179.4,2912579,451,"AverageDistancetoHoleAfterTeeShot",2016
106,123,"Paul Casey",39,179.5,2068337,320,"AverageDistancetoHoleAfterTeeShot",2016
106,107,"Brian Harman",60,179.5,4174247,646,"AverageDistancetoHoleAfterTeeShot",2016
106,115,"Chris Kirk",51,179.5,3508772,543,"AverageDistancetoHoleAfterTeeShot",2016
106,112,"Tyrone Van Aswegen",67,179.5,4582819,709,"AverageDistancetoHoleAfterTeeShot",2016
110,106,"Adam Hadwin",53,179.6,4203199,650,"AverageDistancetoHoleAfterTeeShot",2016
111,118,"Troy Merritt",41,179.7,2594053,401,"AverageDistancetoHoleAfterTeeShot",2016
111,118,"Chez Reavie",56,179.7,4121411,637,"AverageDistancetoHoleAfterTeeShot",2016
113,103,"Derek Fathauer",58,179.8,3819060,590,"AverageDistancetoHoleAfterTeeShot",2016
113,97,"Jason Gore",51,179.8,3197359,494,"AverageDistancetoHoleAfterTeeShot",2016
115,113,"JJ Henry",44,179.9,3626620,560,"AverageDistancetoHoleAfterTeeShot",2016
115,103,"Johnson Wagner",44,179.9,3050209,471,"AverageDistancetoHoleAfterTeeShot",2016
117,123,"Zach Johnson",42,180,2960819,457,"AverageDistancetoHoleAfterTeeShot",2016
117,123,"Andrew Landry",24,180,1069176,165,"AverageDistancetoHoleAfterTeeShot",2016
119,115,"Bill Haas",42,180.1,2516061,388,"AverageDistancetoHoleAfterTeeShot",2016
119,115,"Kyle Stanley",57,180.1,4097178,632,"AverageDistancetoHoleAfterTeeShot",2016
121,97,"Jason Bohn",37,180.3,2628435,405,"AverageDistancetoHoleAfterTeeShot",2016
121,128,"Graeme McDowell",33,180.3,2063674,318,"AverageDistancetoHoleAfterTeeShot",2016
123,118,"Roberto Castro",55,180.4,4150799,639,"AverageDistancetoHoleAfterTeeShot",2016
123,118,"Brendon de Jonge",55,180.4,3486933,537,"AverageDistancetoHoleAfterTeeShot",2016
123,131,"Matt Kuchar",46,180.4,2772809,427,"AverageDistancetoHoleAfterTeeShot",2016
123,131,"Cameron Percy",22,180.4,1266356,195,"AverageDistancetoHoleAfterTeeShot",2016
127,133,"Billy Horschel",45,180.5,3074004,473,"AverageDistancetoHoleAfterTeeShot",2016
127,118,"Hiroshi Iwata",51,180.5,3034160,467,"AverageDistancetoHoleAfterTeeShot",2016
127,110,"Shane Lowry",35,180.5,1806228,278,"AverageDistancetoHoleAfterTeeShot",2016
130,127,"Patton Kizzire",57,180.7,3928804,604,"AverageDistancetoHoleAfterTeeShot",2016
131,137,"Luke Guthrie",31,180.8,1848317,284,"AverageDistancetoHoleAfterTeeShot",2016
132,133,"Will Ma Kenzie",54,180.9,3608101,554,"AverageDistancetoHoleAfterTeeShot",2016
132,136,"John Senden",48,180.9,3607461,554,"AverageDistancetoHoleAfterTeeShot",2016
134,123,"Chad Campbell",54,181,3876603,595,"AverageDistancetoHoleAfterTeeShot",2016
135,133,"Chris Stroud",52,181.1,3689797,566,"AverageDistancetoHoleAfterTeeShot",2016
136,141,"Aaron Baddeley",51,181.2,3216514,493,"AverageDistancetoHoleAfterTeeShot",2016
137,128,"Camilo Villegas",50,181.3,3747028,574,"AverageDistancetoHoleAfterTeeShot",2016
138,140,"Whee Kim",54,181.5,3705520,567,"AverageDistancetoHoleAfterTeeShot",2016
139,128,"Erik Compton",45,181.8,2872999,439,"AverageDistancetoHoleAfterTeeShot",2016
139,137,"Michael Kim",62,181.8,4628128,707,"AverageDistancetoHoleAfterTeeShot",2016
139,142,"William McGirt",54,181.8,4385797,670,"AverageDistancetoHoleAfterTeeShot",2016
139,137,"Geoff Ogilvy",37,181.8,2702839,413,"AverageDistancetoHoleAfterTeeShot",2016
143,149,"Anirban Lahiri",44,182,2344982,358,"AverageDistancetoHoleAfterTeeShot",2016
144,146,"Jonas Blixt",46,182.2,3299255,503,"AverageDistancetoHoleAfterTeeShot",2016
144,142,"Francesco Molinari",36,182.2,3004896,458,"AverageDistancetoHoleAfterTeeShot",2016
146,159,"Byeong Hun An",23,182.3,1175002,179,"AverageDistancetoHoleAfterTeeShot",2016
146,153,"Brice Garnett",29,182.3,1377935,210,"AverageDistancetoHoleAfterTeeShot",2016
146,144,"Kelly Kraft",35,182.3,1817710,277,"AverageDistancetoHoleAfterTeeShot",2016
146,153,"Carl Pettersson",31,182.3,2533610,386,"AverageDistancetoHoleAfterTeeShot",2016
146,145,"Kyle Reifers",63,182.3,4319234,658,"AverageDistancetoHoleAfterTeeShot",2016
146,153,"Charl Schwartzel",29,182.3,1797805,274,"AverageDistancetoHoleAfterTeeShot",2016
152,150,"Sung Kang",51,182.5,3673177,559,"AverageDistancetoHoleAfterTeeShot",2016
153,146,"Danny Lee",53,182.6,3293452,501,"AverageDistancetoHoleAfterTeeShot",2016
154,146,"Peter Malnati",53,182.8,3810381,579,"AverageDistancetoHoleAfterTeeShot",2016
155,156,"Blayne Barber",44,182.9,3429598,521,"AverageDistancetoHoleAfterTeeShot",2016
156,151,"Mark Hubbard",73,183,5356584,813,"AverageDistancetoHoleAfterTeeShot",2016
157,162,"Thomas Aiken",42,183.7,2367860,358,"AverageDistancetoHoleAfterTeeShot",2016
158,156,"Scott Langley",41,184,2847778,430,"AverageDistancetoHoleAfterTeeShot",2016
159,156,"Matt Every",34,184.1,2611623,394,"AverageDistancetoHoleAfterTeeShot",2016
160,159,"Ryan Moore",40,184.2,2473034,373,"AverageDistancetoHoleAfterTeeShot",2016
160,163,"Henrik Norlander",41,184.2,2393408,361,"AverageDistancetoHoleAfterTeeShot",2016
162,165,"Spencer Levin",62,184.4,4415375,665,"AverageDistancetoHoleAfterTeeShot",2016
162,161,"Ian Poulter",37,184.4,2084457,314,"AverageDistancetoHoleAfterTeeShot",2016
164,170,"Freddie Jacobson",54,184.5,3586432,540,"AverageDistancetoHoleAfterTeeShot",2016
164,164,"Vaughn Taylor",30,184.5,2285209,344,"AverageDistancetoHoleAfterTeeShot",2016
166,166,"DH Lee",35,184.6,2213459,333,"AverageDistancetoHoleAfterTeeShot",2016
167,168,"Cameron Smith",45,184.8,2361595,355,"AverageDistancetoHoleAfterTeeShot",2016
168,169,"David Hearn",55,185.2,3866099,580,"AverageDistancetoHoleAfterTeeShot",2016
168,173,"Andy Sullivan",25,185.2,1466719,220,"AverageDistancetoHoleAfterTeeShot",2016
170,172,"Retief Goosen",37,185.4,2884077,432,"AverageDistancetoHoleAfterTeeShot",2016
171,173,"Stuart Appleby",39,185.7,3315996,496,"AverageDistancetoHoleAfterTeeShot",2016
172,177,"Jerry Kelly",44,186,2584998,386,"AverageDistancetoHoleAfterTeeShot",2016
172,177,"Kevin Na",52,186,3059708,457,"AverageDistancetoHoleAfterTeeShot",2016
172,167,"Tim Wilkinson",40,186,2417620,361,"AverageDistancetoHoleAfterTeeShot",2016
175,175,"Jamie Donaldson",28,186.3,1937775,289,"AverageDistancetoHoleAfterTeeShot",2016
175,170,"Brendon Todd",43,186.3,3104799,463,"AverageDistancetoHoleAfterTeeShot",2016
177,176,"George McNeill",33,186.5,2551851,380,"AverageDistancetoHoleAfterTeeShot",2016
178,182,"John Huh",51,186.7,4107472,611,"AverageDistancetoHoleAfterTeeShot",2016
179,181,"DA Points",32,187,1857571,276,"AverageDistancetoHoleAfterTeeShot",2016
180,185,"Bernd Wiesberger",23,187.1,1111487,165,"AverageDistancetoHoleAfterTeeShot",2016
181,186,"Abraham Ancer",26,187.3,1497087,222,"AverageDistancetoHoleAfterTeeShot",2016
181,177,"Luke Donald",49,187.3,3053949,453,"AverageDistancetoHoleAfterTeeShot",2016
183,182,"Chad Collins",45,187.5,3333711,494,"AverageDistancetoHoleAfterTeeShot",2016
184,180,"Justin Hicks",26,187.6,2228230,330,"AverageDistancetoHoleAfterTeeShot",2016
185,184,"Robert Allenby",35,188.2,2310222,341,"AverageDistancetoHoleAfterTeeShot",2016
185,187,"Zac Blair",56,188.2,3962617,585,"AverageDistancetoHoleAfterTeeShot",2016
187,189,"Lucas Lee",22,188.6,1405118,207,"AverageDistancetoHoleAfterTeeShot",2016
188,191,"Bryce Molder",50,188.7,3688020,543,"AverageDistancetoHoleAfterTeeShot",2016
189,193,"Louis Oosthuizen",25,188.8,904043,133,"AverageDistancetoHoleAfterTeeShot",2016
190,188,"Ben Crane",48,189,3490055,513,"AverageDistancetoHoleAfterTeeShot",2016
191,195,"Ken Duke",26,189.2,1873169,275,"AverageDistancetoHoleAfterTeeShot",2016
191,198,"Henrik Stenson",30,189.2,1675354,246,"AverageDistancetoHoleAfterTeeShot",2016
193,197,"Dicky Pride",33,189.9,2174138,318,"AverageDistancetoHoleAfterTeeShot",2016
193,191,"Cameron Tringale",47,189.9,3767074,551,"AverageDistancetoHoleAfterTeeShot",2016
195,196,"Rob Oppenheim",37,190.1,2662320,389,"AverageDistancetoHoleAfterTeeShot",2016
196,189,"Colt Knost",56,190.4,3996053,583,"AverageDistancetoHoleAfterTeeShot",2016
196,194,"Mark Wilson",42,190.4,3283003,479,"AverageDistancetoHoleAfterTeeShot",2016
198,199,"KJ Choi",47,190.9,3780238,550,"AverageDistancetoHoleAfterTeeShot",2016
199,200,"Billy Hurley III",22,191.3,1611251,234,"AverageDistancetoHoleAfterTeeShot",2016
200,201,"Steve Stricker",25,192,1983528,287,"AverageDistancetoHoleAfterTeeShot",2016
201,203,"Brian Gay",22,192.6,1705598,246,"AverageDistancetoHoleAfterTeeShot",2016
202,204,"Justin Leonard",28,192.7,2095052,302,"AverageDistancetoHoleAfterTeeShot",2016
203,201,"Brian Stuard",24,193.1,1745277,251,"AverageDistancetoHoleAfterTeeShot",2016
204,205,"Matthew Fitzpatrick",23,193.5,1142283,164,"AverageDistancetoHoleAfterTeeShot",2016
205,206,"Jon Curran",55,193.7,3820729,548,"AverageDistancetoHoleAfterTeeShot",2016
206,207,"David Toms",38,195.1,3111505,443,"AverageDistancetoHoleAfterTeeShot",2016
207,208,"Darron Stiles",28,197.9,1581528,222,"AverageDistancetoHoleAfterTeeShot",2016
