"GIRPuttingInside5_RANKTHISWEEK_2013","GIRPuttingInside5_RANKLASTWEEK_2013","GIRPuttingInside5_PLAYERNAME_2013","GIRPuttingInside5_ROUNDS_2013","GIRPuttingInside5_Pct_2013","GIRPuttingInside5_ATTEMPTS_2013","GIRPuttingInside5_PUTTSMADE_2013","stat_name","year"
115,115,"Carl Pettersson",82,80.56,36,29,"GIRPuttingInside5",2013
115,115,"Charlie Wi",75,80.56,36,29,"GIRPuttingInside5",2013
117,117,"Harris English",95,80.36,56,45,"GIRPuttingInside5",2013
118,118,"Will Claxton",67,80,30,24,"GIRPuttingInside5",2013
118,118,"Steve LeBrun",66,80,30,24,"GIRPuttingInside5",2013
118,118,"Rory McIlroy",56,80,30,24,"GIRPuttingInside5",2013
121,121,"William McGirt",75,79.49,39,31,"GIRPuttingInside5",2013
122,122,"Stewart Cink",71,79.41,34,27,"GIRPuttingInside5",2013
123,123,"Luke List",65,79.31,29,23,"GIRPuttingInside5",2013
124,124,"Jordan Spieth",82,79.25,53,42,"GIRPuttingInside5",2013
125,125,"Sean OHair",56,79.17,24,19,"GIRPuttingInside5",2013
126,126,"Tom Gillis",69,78.95,38,30,"GIRPuttingInside5",2013
126,126,"Tim Herron",45,78.95,19,15,"GIRPuttingInside5",2013
126,126,"Ryan Moore",72,78.95,38,30,"GIRPuttingInside5",2013
126,126,"Alistair Presnell",59,78.95,19,15,"GIRPuttingInside5",2013
130,130,"Tim Clark",64,78.57,28,22,"GIRPuttingInside5",2013
130,130,"Brendon de Jonge",110,78.57,56,44,"GIRPuttingInside5",2013
132,132,"Ken Duke",87,78.13,32,25,"GIRPuttingInside5",2013
133,133,"Bill Haas",85,78.05,41,32,"GIRPuttingInside5",2013
134,134,"Jonas Blixt",76,77.78,45,35,"GIRPuttingInside5",2013
134,134,"Robert Garrigus",69,77.78,36,28,"GIRPuttingInside5",2013
134,134,"Seung Yul Noh",71,77.78,36,28,"GIRPuttingInside5",2013
134,134,"John Senden",79,77.78,27,21,"GIRPuttingInside5",2013
138,138,"Pat Perez",69,77.5,40,31,"GIRPuttingInside5",2013
139,139,"Martin Flores",83,77.27,44,34,"GIRPuttingInside5",2013
140,140,"Sangmoon Bae",83,77.14,35,27,"GIRPuttingInside5",2013
140,140,"Rickie Fowler",75,77.14,35,27,"GIRPuttingInside5",2013
142,142,"Angel Cabrera",73,76.92,26,20,"GIRPuttingInside5",2013
142,142,"Dicky Pride",71,76.92,26,20,"GIRPuttingInside5",2013
142,142,"Webb Simpson",92,76.92,52,40,"GIRPuttingInside5",2013
142,142,"Shawn Stefani",63,76.92,26,20,"GIRPuttingInside5",2013
142,142,"YE Yang",56,76.92,26,20,"GIRPuttingInside5",2013
147,147,"Greg Owen",73,76.67,30,23,"GIRPuttingInside5",2013
148,148,"Kevin Chappell",80,76.47,51,39,"GIRPuttingInside5",2013
148,148,"John Huh",88,76.47,51,39,"GIRPuttingInside5",2013
148,148,"Darron Stiles",51,76.47,17,13,"GIRPuttingInside5",2013
151,151,"Colt Knost",69,76,25,19,"GIRPuttingInside5",2013
152,152,"Zach Johnson",84,75.86,29,22,"GIRPuttingInside5",2013
152,152,"Scott Piercy",78,75.86,29,22,"GIRPuttingInside5",2013
154,154,"Trevor Immelman",73,75.76,33,25,"GIRPuttingInside5",2013
155,155,"Aaron Baddeley",68,75,28,21,"GIRPuttingInside5",2013
155,155,"David Mathis",71,75,32,24,"GIRPuttingInside5",2013
155,155,"George McNeill",68,75,32,24,"GIRPuttingInside5",2013
158,158,"Lucas Glover",65,74.29,35,26,"GIRPuttingInside5",2013
159,159,"Boo Weekley",100,73.68,57,42,"GIRPuttingInside5",2013
160,160,"Marc Leishman",77,73.53,34,25,"GIRPuttingInside5",2013
160,160,"Camilo Villegas",79,73.53,34,25,"GIRPuttingInside5",2013
162,162,"Bobby Gates",49,72.73,22,16,"GIRPuttingInside5",2013
162,162,"Jimmy Walker",84,72.73,44,32,"GIRPuttingInside5",2013
164,164,"Lee Westwood",70,72.41,29,21,"GIRPuttingInside5",2013
165,165,"DA Points",87,72.34,47,34,"GIRPuttingInside5",2013
166,166,"KJ Choi",85,72.22,36,26,"GIRPuttingInside5",2013
166,166,"Ted Potter Jr",65,72.22,36,26,"GIRPuttingInside5",2013
168,168,"Daniel Summerhays",83,72.09,43,31,"GIRPuttingInside5",2013
169,169,"Tag Ridings",69,71.43,28,20,"GIRPuttingInside5",2013
169,169,"Brian Stuard",78,71.43,28,20,"GIRPuttingInside5",2013
171,171,"Jeff Maggert",63,70.37,27,19,"GIRPuttingInside5",2013
172,172,"Eric Meierdierks",48,69.23,13,9,"GIRPuttingInside5",2013
172,172,"David Toms",49,69.23,13,9,"GIRPuttingInside5",2013
174,174,"Charl Schwartzel",69,68.97,29,20,"GIRPuttingInside5",2013
175,175,"Ryo Ishikawa",72,68.57,35,24,"GIRPuttingInside5",2013
176,176,"Michael Bradley",56,66.67,24,16,"GIRPuttingInside5",2013
177,177,"Lee Williams",62,65.38,26,17,"GIRPuttingInside5",2013
178,178,"Kyle Stanley",71,64.71,34,22,"GIRPuttingInside5",2013
179,179,"Padraig Harrington",52,57.89,19,11,"GIRPuttingInside5",2013
179,179,"Vijay Singh",61,57.89,19,11,"GIRPuttingInside5",2013
