"Par3Performance_RANKTHISWEEK_2009","Par3Performance_RANKLASTWEEK_2009","Par3Performance_PLAYERNAME_2009","Par3Performance_ROUNDS_2009","Par3Performance_STATUS_2009","Par3Performance_PAR3AVG_2009","Par3Performance_TOTALPAR_2009","stat_name","year"
1,1,"Patrick Sheehan",51,-9,2.96,621,"Par3Performance",2009
1,1,"Tiger Woods",64,-9,2.96,744,"Par3Performance",2009
3,3,"Mark Brooks",55,-7,2.97,678,"Par3Performance",2009
4,4,"Jason Day",61,-5,2.98,741,"Par3Performance",2009
5,5,"Corey Pavin",73,-2,2.99,900,"Par3Performance",2009
6,6,"Matt Jones",56,-1,3,687,"Par3Performance",2009
7,7,"Lee Janzen",74,0,3,912,"Par3Performance",2009
7,7,"Scott Sterling",51,0,3,633,"Par3Performance",2009
7,7,"Steve Stricker",81,0,3,966,"Par3Performance",2009
10,10,"Matt Kuchar",82,2,3.01,1005,"Par3Performance",2009
10,10,"Spencer Levin",75,2,3.01,927,"Par3Performance",2009
12,12,"Jeff Quinney",78,3,3.01,954,"Par3Performance",2009
12,12,"Mike Weir",85,3,3.01,1017,"Par3Performance",2009
14,14,"Kris Blanks",60,4,3.02,738,"Par3Performance",2009
14,14,"Zach Johnson",94,4,3.01,1098,"Par3Performance",2009
16,16,"Bob Heintz",59,5,3.02,723,"Par3Performance",2009
16,16,"Richard Johnson",85,5,3.01,1029,"Par3Performance",2009
16,16,"Bryce Molder",69,5,3.02,831,"Par3Performance",2009
16,16,"Tag Ridings",50,5,3.02,615,"Par3Performance",2009
16,16,"Casey Wittenberg",71,5,3.02,873,"Par3Performance",2009
21,21,"Kenny Perry",92,6,3.02,1095,"Par3Performance",2009
22,22,"JJ Henry",97,7,3.02,1179,"Par3Performance",2009
22,22,"Kevin Stadler",65,7,3.03,795,"Par3Performance",2009
22,22,"Dean Wilson",81,7,3.02,993,"Par3Performance",2009
25,25,"Bill Lunde",83,8,3.02,1023,"Par3Performance",2009
25,25,"Phil Mickelson",66,8,3.03,759,"Par3Performance",2009
25,25,"Nick OHern",90,8,3.02,1104,"Par3Performance",2009
25,25,"DA Points",99,8,3.02,1206,"Par3Performance",2009
25,25,"Kirk Triplett",60,8,3.03,753,"Par3Performance",2009
25,25,"Matt Weibring",65,8,3.03,789,"Par3Performance",2009
31,31,"Cameron Beckman",87,9,3.03,1062,"Par3Performance",2009
31,31,"Brian Vranesh",51,9,3.04,621,"Par3Performance",2009
31,31,"Gary Woodland",53,9,3.04,648,"Par3Performance",2009
34,34,"Tim Clark",81,11,3.03,951,"Par3Performance",2009
34,34,"Harrison Frazar",93,11,3.03,1137,"Par3Performance",2009
34,34,"Ryuji Imada",85,11,3.03,1026,"Par3Performance",2009
34,34,"Freddie Jacobson",83,11,3.03,999,"Par3Performance",2009
34,34,"Ryan Moore",89,11,3.03,1086,"Par3Performance",2009
34,34,"Charles Warren",63,11,3.04,765,"Par3Performance",2009
40,40,"Jeff Klauk",97,12,3.03,1197,"Par3Performance",2009
40,40,"Joe Ogilvie",85,12,3.03,1053,"Par3Performance",2009
40,40,"Rod Pampling",72,12,3.04,858,"Par3Performance",2009
40,40,"Tom Pernice Jr",82,12,3.04,1017,"Par3Performance",2009
40,40,"Chez Reavie",81,12,3.04,966,"Par3Performance",2009
40,40,"Jimmy Walker",74,12,3.04,906,"Par3Performance",2009
40,40,"Jay Williamson",69,12,3.04,843,"Par3Performance",2009
47,47,"Robert Allenby",71,13,3.05,840,"Par3Performance",2009
47,47,"Briny Baird",89,13,3.04,1086,"Par3Performance",2009
47,47,"Chad Campbell",90,13,3.04,1092,"Par3Performance",2009
47,47,"Geoff Ogilvy",78,13,3.05,852,"Par3Performance",2009
47,47,"David Toms",98,13,3.03,1197,"Par3Performance",2009
47,47,"Scott Verplank",88,13,3.04,1059,"Par3Performance",2009
53,53,"Mark Calcavecchia",72,14,3.05,876,"Par3Performance",2009
53,53,"Steve Elkington",70,14,3.05,870,"Par3Performance",2009
53,53,"Darron Stiles",52,14,3.07,633,"Par3Performance",2009
56,56,"Bart Bryant",58,15,3.06,711,"Par3Performance",2009
56,56,"Ben Curtis",63,15,3.06,744,"Par3Performance",2009
56,56,"Chris DiMarco",97,15,3.04,1185,"Par3Performance",2009
56,56,"Brian Gay",96,15,3.04,1158,"Par3Performance",2009
56,56,"Greg Kraft",51,15,3.07,609,"Par3Performance",2009
56,56,"Brett Quigley",92,15,3.04,1134,"Par3Performance",2009
62,62,"Ernie Els",70,16,3.06,780,"Par3Performance",2009
62,62,"Robert Garrigus",83,16,3.05,1011,"Par3Performance",2009
62,62,"Hunter Mahan",94,16,3.04,1107,"Par3Performance",2009
62,62,"Vaughn Taylor",88,16,3.04,1071,"Par3Performance",2009
66,66,"KJ Choi",65,17,3.07,765,"Par3Performance",2009
66,66,"Daniel Chopra",89,17,3.05,1062,"Par3Performance",2009
66,66,"Jim Furyk",86,17,3.05,1011,"Par3Performance",2009
66,66,"Sean OHair",80,17,3.06,909,"Par3Performance",2009
66,66,"Johnson Wagner",81,17,3.05,984,"Par3Performance",2009
71,71,"Angel Cabrera",55,18,3.08,648,"Par3Performance",2009
71,71,"Alex Cejka",82,18,3.05,999,"Par3Performance",2009
71,71,"Fred Couples",54,18,3.08,657,"Par3Performance",2009
71,71,"Tom Lehman",55,18,3.08,675,"Par3Performance",2009
71,71,"Davis Love III",89,18,3.05,1035,"Par3Performance",2009
71,71,"Jeff Maggert",79,18,3.06,972,"Par3Performance",2009
71,71,"Jeff Overton",92,18,3.05,1119,"Par3Performance",2009
71,71,"Pat Perez",74,18,3.06,873,"Par3Performance",2009
71,71,"Rick Price",54,18,3.08,663,"Par3Performance",2009
71,71,"Chris Riley",77,18,3.06,939,"Par3Performance",2009
81,81,"Jason Bohn",88,19,3.05,1077,"Par3Performance",2009
81,81,"Steve Flesch",77,19,3.06,954,"Par3Performance",2009
81,81,"Paul Goydos",79,19,3.06,957,"Par3Performance",2009
81,81,"Jerry Kelly",90,19,3.05,1098,"Par3Performance",2009
81,81,"Tim Petrovic",97,19,3.05,1191,"Par3Performance",2009
86,86,"Michael Allen",73,20,3.07,885,"Par3Performance",2009
86,86,"Kevin Na",91,20,3.05,1122,"Par3Performance",2009
86,86,"James Nitties",86,20,3.06,1041,"Par3Performance",2009
86,86,"Vijay Singh",71,20,3.07,819,"Par3Performance",2009
90,90,"Ken Duke",87,21,3.06,1065,"Par3Performance",2009
90,90,"Padraig Harrington",66,21,3.08,783,"Par3Performance",2009
90,90,"Dustin Johnson",85,21,3.06,1005,"Par3Performance",2009
90,90,"Steve Marino",98,21,3.05,1188,"Par3Performance",2009
90,90,"Ryan Palmer",78,21,3.07,939,"Par3Performance",2009
90,90,"Aron Price",89,21,3.06,1095,"Par3Performance",2009
90,90,"Camilo Villegas",76,21,3.07,864,"Par3Performance",2009
90,90,"Bubba Watson",73,21,3.07,888,"Par3Performance",2009
98,98,"Brad Adamonis",70,22,3.08,861,"Par3Performance",2009
98,98,"Stephen Ames",77,22,3.07,918,"Par3Performance",2009
98,98,"Luke Donald",79,22,3.07,912,"Par3Performance",2009
98,98,"Retief Goosen",74,22,3.07,891,"Par3Performance",2009
98,98,"Tim Herron",87,22,3.06,1074,"Par3Performance",2009
98,98,"Charley Hoffman",97,22,3.06,1185,"Par3Performance",2009
98,98,"Colt Knost",71,22,3.08,873,"Par3Performance",2009
98,98,"David Mathis",82,22,3.07,1011,"Par3Performance",2009
106,106,"Aaron Baddeley",66,23,3.09,780,"Par3Performance",2009
106,106,"Greg Chalmers",85,23,3.07,1044,"Par3Performance",2009
106,106,"Joe Durant",62,23,3.09,777,"Par3Performance",2009
106,106,"Sergio Garcia",59,23,3.1,696,"Par3Performance",2009
106,106,"Jarrod Lyle",65,23,3.09,792,"Par3Performance",2009
111,111,"David Duval",56,24,3.11,684,"Par3Performance",2009
111,111,"Cliff Kresge",78,24,3.08,957,"Par3Performance",2009
111,111,"Bo Van Pelt",100,24,3.06,1233,"Par3Performance",2009
114,114,"Jason Gore",74,25,3.08,906,"Par3Performance",2009
114,114,"Brendon Todd",53,25,3.12,645,"Par3Performance",2009
114,114,"YE Yang",83,25,3.07,1005,"Par3Performance",2009
117,117,"Michael Letzig",96,26,3.07,1185,"Par3Performance",2009
117,117,"Leif Olson",51,26,3.13,624,"Par3Performance",2009
119,119,"Brian Bateman",55,27,3.12,672,"Par3Performance",2009
119,119,"Mathew Goggin",76,27,3.09,909,"Par3Performance",2009
119,119,"Todd Hamilton",83,27,3.08,1008,"Par3Performance",2009
119,119,"JB Holmes",74,27,3.09,885,"Par3Performance",2009
119,119,"Justin Rose",71,27,3.1,840,"Par3Performance",2009
124,124,"Justin Leonard",95,28,3.08,1086,"Par3Performance",2009
124,124,"John Merrick",91,28,3.08,1098,"Par3Performance",2009
126,126,"Eric Axley",71,29,3.1,876,"Par3Performance",2009
126,126,"Bob Estes",78,29,3.09,951,"Par3Performance",2009
126,126,"Lucas Glover",93,29,3.08,1128,"Par3Performance",2009
126,126,"Steve Lowery",83,29,3.09,1017,"Par3Performance",2009
126,126,"John Senden",100,29,3.07,1212,"Par3Performance",2009
126,126,"Nick Watney",86,29,3.08,1053,"Par3Performance",2009
132,132,"John Mallinger",90,30,3.08,1113,"Par3Performance",2009
132,132,"Ian Poulter",59,30,3.13,672,"Par3Performance",2009
132,132,"DJ Trahan",96,30,3.08,1161,"Par3Performance",2009
135,135,"Ben Crane",93,31,3.08,1134,"Par3Performance",2009
135,135,"Peter Lonard",86,31,3.09,1053,"Par3Performance",2009
135,135,"George McNeill",82,31,3.09,1002,"Par3Performance",2009
135,135,"Greg Owen",97,31,3.08,1176,"Par3Performance",2009
135,135,"Chris Stroud",88,31,3.09,1077,"Par3Performance",2009
135,135,"Kevin Sutherland",96,31,3.08,1161,"Par3Performance",2009
141,141,"Ricky Barnes",67,32,3.12,807,"Par3Performance",2009
141,141,"Rich Beem",77,32,3.1,951,"Par3Performance",2009
141,141,"Stewart Cink",79,32,3.11,864,"Par3Performance",2009
141,141,"Martin Laird",72,32,3.11,870,"Par3Performance",2009
141,141,"Billy Mayfair",83,32,3.09,1011,"Par3Performance",2009
141,141,"Rory Sabbatini",81,32,3.1,972,"Par3Performance",2009
141,141,"Webb Simpson",94,32,3.08,1143,"Par3Performance",2009
148,148,"Matt Bettencourt",98,33,3.08,1200,"Par3Performance",2009
148,148,"Brendon de Jonge",90,33,3.09,1113,"Par3Performance",2009
148,148,"Jason Dufner",90,33,3.09,1107,"Par3Performance",2009
148,148,"Nathan Green",104,33,3.08,1269,"Par3Performance",2009
148,148,"Scott McCarron",91,33,3.09,1113,"Par3Performance",2009
148,148,"Scott Piercy",85,33,3.1,1038,"Par3Performance",2009
148,148,"Mark Wilson",99,33,3.08,1218,"Par3Performance",2009
155,155,"Tommy Armour III",58,34,3.14,714,"Par3Performance",2009
156,156,"Brian Davis",103,35,3.08,1260,"Par3Performance",2009
156,156,"Bill Haas",91,35,3.09,1116,"Par3Performance",2009
156,156,"Anthony Kim",76,35,3.12,876,"Par3Performance",2009
156,156,"Marc Leishman",91,35,3.09,1107,"Par3Performance",2009
160,160,"Brad Faxon",59,37,3.15,732,"Par3Performance",2009
160,160,"Kevin Streelman",97,37,3.09,1185,"Par3Performance",2009
162,162,"Derek Fathauer",63,38,3.15,771,"Par3Performance",2009
162,162,"Rocco Mediate",79,38,3.12,966,"Par3Performance",2009
162,162,"Brandt Snedeker",81,38,3.12,981,"Par3Performance",2009
162,162,"Charlie Wi",92,38,3.1,1125,"Par3Performance",2009
166,166,"Will Ma Kenzie",69,39,3.14,834,"Par3Performance",2009
