"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2015","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2015","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2015","ConsecutiveBirdiesEaglesstreak_EVENTS_2015","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2015","stat_name","year"
1,1,"Ryan Palmer",22,8,"ConsecutiveBirdiesEaglesstreak",2015
2,2,"Davis Love III",18,5,"ConsecutiveBirdiesEaglesstreak",2015
2,2,"Hideki Matsuyama",25,5,"ConsecutiveBirdiesEaglesstreak",2015
2,2,"Sean OHair",26,5,"ConsecutiveBirdiesEaglesstreak",2015
2,2,"Robert Streb",30,5,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Steven Alker",22,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Eric Axley",21,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Jason Day",20,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Matt Every",26,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Rickie Fowler",21,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Andres Gonzales",28,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"James Hahn",28,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Jim Herman",27,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Charley Hoffman",28,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Brooks Koepka",23,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Justin Leonard",22,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"WC Liang",5,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Carlos Ortiz",30,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Tim Petrovic",11,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Scott Piercy",28,4,"ConsecutiveBirdiesEaglesstreak",2015
6,6,"Charl Schwartzel",19,4,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Ryan Armour",17,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Blayne Barber",26,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Ricky Barnes",27,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Charlie Beljan",27,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Daniel Berger",31,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Roberto Castro",16,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Greg Chalmers",17,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Tim Clark",13,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Brian Davis",31,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Jamie Donaldson",16,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Jason Dufner",21,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Derek Fathauer",27,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Tony Finau",31,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Robert Garrigus",25,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Lucas Glover",26,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Fabian Gomez",26,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Bill Haas",25,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Chesson Hadley",30,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Adam Hadwin",30,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Russell Henley",24,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"JJ Henry",30,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Mark Hensby",2,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Tom Hoge",26,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"JB Holmes",25,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Max Homa",27,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Hiroshi Iwata",4,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Dustin Johnson",21,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Chris Kirk",21,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Matt Kuchar",25,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Martin Laird",24,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Alexander Levy",8,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Shane Lowry",13,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Will Ma Kenzie",16,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Hunter Mahan",24,3,"ConsecutiveBirdiesEaglesstreak",2015
22,22,"Ben Martin",27,3,"ConsecutiveBirdiesEaglesstreak",2015
