"ScramblingAverageDistancetoHole_RANKTHISWEEK_2008","ScramblingAverageDistancetoHole_RANKLASTWEEK_2008","ScramblingAverageDistancetoHole_PLAYERNAME_2008","ScramblingAverageDistancetoHole_ROUNDS_2008","ScramblingAverageDistancetoHole_AVGDTP_2008","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2008","ScramblingAverageDistancetoHole_ATTEMPTS_2008","stat_name","year"
27,27,"Cameron Beckman",87,NA,3112.583,401,"ScramblingAverageDistancetoHole",2008
27,27,"Marco Dawson",64,NA,2423.333,313,"ScramblingAverageDistancetoHole",2008
27,27,"Frank Lickliter II",107,NA,4197.333,542,"ScramblingAverageDistancetoHole",2008
30,30,"Glen Day",64,NA,2546,326,"ScramblingAverageDistancetoHole",2008
30,30,"Brian Gay",102,NA,3840.25,492,"ScramblingAverageDistancetoHole",2008
30,30,"Brett Rumford",72,NA,2707.333,344,"ScramblingAverageDistancetoHole",2008
30,30,"Heath Slocum",104,NA,3399.167,436,"ScramblingAverageDistancetoHole",2008
30,30,"Steve Stricker",75,NA,2410.917,309,"ScramblingAverageDistancetoHole",2008
35,35,"Tim Clark",90,NA,3219.75,408,"ScramblingAverageDistancetoHole",2008
35,35,"Robert Gamez",79,NA,2996.75,378,"ScramblingAverageDistancetoHole",2008
35,35,"Sergio Garcia",72,NA,2239.5,284,"ScramblingAverageDistancetoHole",2008
35,35,"Craig Kanada",65,NA,2602.917,329,"ScramblingAverageDistancetoHole",2008
35,35,"Chez Reavie",102,NA,3694.667,468,"ScramblingAverageDistancetoHole",2008
35,35,"Rory Sabbatini",77,NA,2437.25,308,"ScramblingAverageDistancetoHole",2008
41,41,"Shane Bertsch",96,NA,4092.667,514,"ScramblingAverageDistancetoHole",2008
41,41,"KJ Choi",74,NA,2319.167,291,"ScramblingAverageDistancetoHole",2008
41,41,"Brian Davis",108,NA,4655.083,582,"ScramblingAverageDistancetoHole",2008
41,41,"Tim Herron",97,NA,4071.333,509,"ScramblingAverageDistancetoHole",2008
41,41,"Charles Howell III",101,NA,3564.667,445,"ScramblingAverageDistancetoHole",2008
41,41,"Jerry Kelly",89,NA,3285.667,412,"ScramblingAverageDistancetoHole",2008
41,41,"Anthony Kim",81,NA,2742.167,342,"ScramblingAverageDistancetoHole",2008
41,41,"Stephen Leaney",53,NA,2025.333,252,"ScramblingAverageDistancetoHole",2008
41,41,"David Lutterus",59,NA,2263.25,283,"ScramblingAverageDistancetoHole",2008
41,41,"Billy Mayfair",103,NA,3863.333,483,"ScramblingAverageDistancetoHole",2008
41,41,"Pat Perez",93,NA,3092,387,"ScramblingAverageDistancetoHole",2008
41,41,"Brett Quigley",80,NA,3156,395,"ScramblingAverageDistancetoHole",2008
41,41,"Nicholas Thompson",113,NA,4482.667,561,"ScramblingAverageDistancetoHole",2008
41,41,"Mark Wilson",107,NA,4341,541,"ScramblingAverageDistancetoHole",2008
55,55,"Carlos Franco",73,NA,2668.167,331,"ScramblingAverageDistancetoHole",2008
55,55,"Ryuji Imada",80,NA,3248.583,400,"ScramblingAverageDistancetoHole",2008
55,55,"Peter Lonard",92,NA,3565.417,442,"ScramblingAverageDistancetoHole",2008
55,55,"Steve Marino",119,NA,4168.75,516,"ScramblingAverageDistancetoHole",2008
55,55,"Jim McGovern",75,NA,2669.083,329,"ScramblingAverageDistancetoHole",2008
55,55,"Jon Mills",95,NA,3297.583,409,"ScramblingAverageDistancetoHole",2008
55,55,"Geoff Ogilvy",65,NA,2185.917,270,"ScramblingAverageDistancetoHole",2008
55,55,"Carl Pettersson",110,NA,4384.5,544,"ScramblingAverageDistancetoHole",2008
55,55,"Tom Scherrer",56,NA,1850.917,229,"ScramblingAverageDistancetoHole",2008
55,55,"Camilo Villegas",79,NA,2734.75,338,"ScramblingAverageDistancetoHole",2008
65,65,"Alex Cejka",75,NA,2820.083,345,"ScramblingAverageDistancetoHole",2008
65,65,"Gavin Coles",54,NA,1908.333,233,"ScramblingAverageDistancetoHole",2008
65,65,"Ben Crane",86,NA,3193,390,"ScramblingAverageDistancetoHole",2008
65,65,"John Huston",56,NA,1866.75,228,"ScramblingAverageDistancetoHole",2008
65,65,"Kent Jones",68,NA,2162.333,266,"ScramblingAverageDistancetoHole",2008
65,65,"Scott McCarron",63,NA,2394.417,294,"ScramblingAverageDistancetoHole",2008
65,65,"Ian Poulter",51,NA,1782.417,218,"ScramblingAverageDistancetoHole",2008
65,65,"John Riegger",73,NA,2504.583,307,"ScramblingAverageDistancetoHole",2008
65,65,"Bo Van Pelt",101,NA,3890.583,474,"ScramblingAverageDistancetoHole",2008
65,65,"Jimmy Walker",73,NA,2835,346,"ScramblingAverageDistancetoHole",2008
65,65,"Tim Wilkinson",95,NA,3658.667,450,"ScramblingAverageDistancetoHole",2008
76,76,"Fred Couples",60,NA,2216.5,269,"ScramblingAverageDistancetoHole",2008
76,76,"Todd Demsey",80,NA,3262.333,397,"ScramblingAverageDistancetoHole",2008
76,76,"Richard Johnson",77,NA,3604.083,435,"ScramblingAverageDistancetoHole",2008
76,76,"Matt Jones",95,NA,4116.917,500,"ScramblingAverageDistancetoHole",2008
76,76,"Parker McLachlin",88,NA,3712.5,448,"ScramblingAverageDistancetoHole",2008
76,76,"Sean OHair",81,NA,3046.333,370,"ScramblingAverageDistancetoHole",2008
76,76,"Jin Park",85,NA,3236.667,391,"ScramblingAverageDistancetoHole",2008
76,76,"Tom Pernice Jr",104,NA,4470,544,"ScramblingAverageDistancetoHole",2008
76,76,"Tim Petrovic",97,NA,3885.083,469,"ScramblingAverageDistancetoHole",2008
76,76,"Ted Purdy",68,NA,2453.583,296,"ScramblingAverageDistancetoHole",2008
76,76,"David Toms",70,NA,2442.917,295,"ScramblingAverageDistancetoHole",2008
87,87,"Brad Adamonis",87,NA,3385.333,408,"ScramblingAverageDistancetoHole",2008
87,87,"Stewart Cink",87,NA,2498.333,301,"ScramblingAverageDistancetoHole",2008
87,87,"Bob Estes",90,NA,3675.917,439,"ScramblingAverageDistancetoHole",2008
87,87,"Tom Lehman",51,NA,1809.333,218,"ScramblingAverageDistancetoHole",2008
87,87,"Kenny Perry",97,NA,3929.917,472,"ScramblingAverageDistancetoHole",2008
87,87,"Dean Wilson",109,NA,4020.167,481,"ScramblingAverageDistancetoHole",2008
93,93,"Michael Allen",91,NA,3453.167,410,"ScramblingAverageDistancetoHole",2008
93,93,"Nathan Green",95,NA,4826.75,573,"ScramblingAverageDistancetoHole",2008
93,93,"Freddie Jacobson",78,NA,3051.833,361,"ScramblingAverageDistancetoHole",2008
93,93,"Brenden Pappas",66,NA,2496.75,296,"ScramblingAverageDistancetoHole",2008
93,93,"DJ Trahan",94,NA,3424.333,406,"ScramblingAverageDistancetoHole",2008
98,98,"Robert Allenby",108,NA,3298.75,389,"ScramblingAverageDistancetoHole",2008
98,98,"Rich Beem",90,NA,3459.333,407,"ScramblingAverageDistancetoHole",2008
98,98,"Kenneth Ferrie",72,NA,2782.833,329,"ScramblingAverageDistancetoHole",2008
98,98,"Jim Furyk",95,NA,3395.25,400,"ScramblingAverageDistancetoHole",2008
98,98,"Jesper Parnevik",88,NA,3922.917,461,"ScramblingAverageDistancetoHole",2008
98,98,"Andres Romero",69,NA,2518.667,297,"ScramblingAverageDistancetoHole",2008
98,98,"Jay Williamson",96,NA,3545.833,418,"ScramblingAverageDistancetoHole",2008
105,105,"Mark Hensby",71,NA,2904.417,338,"ScramblingAverageDistancetoHole",2008
105,105,"JB Holmes",86,NA,3211.75,373,"ScramblingAverageDistancetoHole",2008
105,105,"Doug LaBelle II",65,NA,2359.333,276,"ScramblingAverageDistancetoHole",2008
105,105,"Jeff Quinney",87,NA,3426.333,399,"ScramblingAverageDistancetoHole",2008
105,105,"Scott Sterling",89,NA,3302.25,384,"ScramblingAverageDistancetoHole",2008
110,110,"Eric Axley",113,NA,4711.583,545,"ScramblingAverageDistancetoHole",2008
110,110,"Mark Calcavecchia",67,NA,2450.917,282,"ScramblingAverageDistancetoHole",2008
110,110,"Alejandro Canizares",52,NA,2069.667,239,"ScramblingAverageDistancetoHole",2008
110,110,"Paul Claxton",63,NA,2372.667,273,"ScramblingAverageDistancetoHole",2008
110,110,"Brad Elder",67,NA,2517,291,"ScramblingAverageDistancetoHole",2008
110,110,"Lucas Glover",91,NA,3782.5,437,"ScramblingAverageDistancetoHole",2008
110,110,"Charley Hoffman",94,NA,3947.667,457,"ScramblingAverageDistancetoHole",2008
110,110,"Rod Pampling",83,NA,3304.583,382,"ScramblingAverageDistancetoHole",2008
110,110,"John Senden",93,NA,3417.833,393,"ScramblingAverageDistancetoHole",2008
110,110,"Chris Stroud",81,NA,2830.75,327,"ScramblingAverageDistancetoHole",2008
110,110,"Johnson Wagner",83,NA,3544.917,409,"ScramblingAverageDistancetoHole",2008
122,122,"Stuart Appleby",87,NA,3290.583,376,"ScramblingAverageDistancetoHole",2008
122,122,"Chad Collins",72,NA,3267.583,375,"ScramblingAverageDistancetoHole",2008
122,122,"Steve Elkington",84,NA,3416.75,389,"ScramblingAverageDistancetoHole",2008
122,122,"Harrison Frazar",73,NA,2402.917,275,"ScramblingAverageDistancetoHole",2008
122,122,"Mathew Goggin",91,NA,3622.833,414,"ScramblingAverageDistancetoHole",2008
122,122,"Bill Haas",99,NA,3851.75,442,"ScramblingAverageDistancetoHole",2008
122,122,"Davis Love III",78,NA,3074.583,352,"ScramblingAverageDistancetoHole",2008
122,122,"John Mallinger",95,NA,4537.583,519,"ScramblingAverageDistancetoHole",2008
122,122,"Rocco Mediate",87,NA,3470.833,397,"ScramblingAverageDistancetoHole",2008
122,122,"Tag Ridings",88,NA,3933.5,450,"ScramblingAverageDistancetoHole",2008
122,122,"Vaughn Taylor",103,NA,4324.75,492,"ScramblingAverageDistancetoHole",2008
122,122,"Marc Turnesa",87,NA,3825.583,436,"ScramblingAverageDistancetoHole",2008
134,134,"Billy Andrade",71,NA,3143.25,357,"ScramblingAverageDistancetoHole",2008
134,134,"Tommy Armour III",77,NA,2856.583,323,"ScramblingAverageDistancetoHole",2008
134,134,"Aaron Baddeley",76,NA,3109.333,352,"ScramblingAverageDistancetoHole",2008
134,134,"James Driscoll",85,NA,3540.333,402,"ScramblingAverageDistancetoHole",2008
134,134,"JP Hayes",67,NA,3379.917,382,"ScramblingAverageDistancetoHole",2008
134,134,"John Rollins",94,NA,3982.833,451,"ScramblingAverageDistancetoHole",2008
134,134,"Patrick Sheehan",124,NA,5040.75,572,"ScramblingAverageDistancetoHole",2008
141,141,"Paul Goydos",78,NA,3486.333,391,"ScramblingAverageDistancetoHole",2008
141,141,"Dudley Hart",74,NA,3195.75,360,"ScramblingAverageDistancetoHole",2008
141,141,"Steve Lowery",74,NA,3696.417,413,"ScramblingAverageDistancetoHole",2008
141,141,"Bob Tway",70,NA,2628.5,296,"ScramblingAverageDistancetoHole",2008
141,141,"Nick Watney",96,NA,3723.75,418,"ScramblingAverageDistancetoHole",2008
141,141,"Boo Weekley",86,NA,2803.167,315,"ScramblingAverageDistancetoHole",2008
147,147,"Woody Austin",109,NA,3995,443,"ScramblingAverageDistancetoHole",2008
147,147,"David Duval",51,NA,1916.083,212,"ScramblingAverageDistancetoHole",2008
147,147,"Will Ma Kenzie",62,NA,2787.917,311,"ScramblingAverageDistancetoHole",2008
147,147,"YE Yang",89,NA,3759.667,416,"ScramblingAverageDistancetoHole",2008
151,151,"Jonathan Byrd",88,NA,3906.583,429,"ScramblingAverageDistancetoHole",2008
151,151,"Daniel Chopra",84,NA,3723.583,410,"ScramblingAverageDistancetoHole",2008
151,151,"Cody Freeman",66,NA,2911.333,321,"ScramblingAverageDistancetoHole",2008
151,151,"Robert Garrigus",90,NA,3877.333,425,"ScramblingAverageDistancetoHole",2008
151,151,"Todd Hamilton",92,NA,3782.917,417,"ScramblingAverageDistancetoHole",2008
151,151,"Troy Matteson",94,NA,4197.167,461,"ScramblingAverageDistancetoHole",2008
151,151,"Jeff Overton",103,NA,4518.167,496,"ScramblingAverageDistancetoHole",2008
151,151,"Brandt Snedeker",85,NA,3441.583,378,"ScramblingAverageDistancetoHole",2008
151,151,"Bubba Watson",97,NA,3572.333,394,"ScramblingAverageDistancetoHole",2008
151,151,"Ron Whittaker",54,NA,2006.417,221,"ScramblingAverageDistancetoHole",2008
161,161,"Jason Allred",63,NA,2732.667,297,"ScramblingAverageDistancetoHole",2008
161,161,"Chris DiMarco",87,NA,3982.333,434,"ScramblingAverageDistancetoHole",2008
161,161,"Ken Duke",116,NA,5345.75,585,"ScramblingAverageDistancetoHole",2008
161,161,"Lee Janzen",89,NA,3647.083,397,"ScramblingAverageDistancetoHole",2008
161,161,"Cliff Kresge",84,NA,3583.083,392,"ScramblingAverageDistancetoHole",2008
166,166,"Steve Allan",58,NA,2139.167,232,"ScramblingAverageDistancetoHole",2008
166,166,"Olin Browne",77,NA,3583.333,388,"ScramblingAverageDistancetoHole",2008
166,166,"Angel Cabrera",55,NA,1973.333,213,"ScramblingAverageDistancetoHole",2008
166,166,"Zach Johnson",85,NA,3220.417,349,"ScramblingAverageDistancetoHole",2008
166,166,"Greg Kraft",63,NA,3023.75,328,"ScramblingAverageDistancetoHole",2008
166,166,"Bob Sowards",61,NA,2656.833,287,"ScramblingAverageDistancetoHole",2008
172,172,"Martin Laird",98,NA,4068.583,437,"ScramblingAverageDistancetoHole",2008
172,172,"George McNeill",97,NA,3987.167,429,"ScramblingAverageDistancetoHole",2008
174,174,"Mathias Gronberg",87,NA,4405.917,469,"ScramblingAverageDistancetoHole",2008
174,174,"Joe Ogilvie",100,NA,4699.417,501,"ScramblingAverageDistancetoHole",2008
176,176,"Chad Campbell",94,NA,3884.667,408,"ScramblingAverageDistancetoHole",2008
176,176,"JJ Henry",108,NA,4445.667,470,"ScramblingAverageDistancetoHole",2008
176,176,"Brandt Jobe",52,NA,2267.083,238,"ScramblingAverageDistancetoHole",2008
176,176,"John Merrick",98,NA,3646,383,"ScramblingAverageDistancetoHole",2008
176,176,"Kyle Thompson",70,NA,3058.167,323,"ScramblingAverageDistancetoHole",2008
181,181,"Paul Casey",55,NA,1860.667,195,"ScramblingAverageDistancetoHole",2008
181,181,"Jason Day",81,NA,4044.167,423,"ScramblingAverageDistancetoHole",2008
181,181,"Kevin Streelman",114,NA,4858.583,508,"ScramblingAverageDistancetoHole",2008
184,184,"Jeff Maggert",86,NA,4015.167,415,"ScramblingAverageDistancetoHole",2008
185,185,"Ryan Palmer",69,NA,3058.667,313,"ScramblingAverageDistancetoHole",2008
186,186,"Dustin Johnson",92,NA,4518.667,458,"ScramblingAverageDistancetoHole",2008
187,187,"Joe Durant",92,NA,3749.25,378,"ScramblingAverageDistancetoHole",2008
188,188,"Justin Bolli",87,NA,3655.167,365,"ScramblingAverageDistancetoHole",2008
188,188,"Nick Flanagan",89,NA,4616.667,461,"ScramblingAverageDistancetoHole",2008
188,188,"Jason Gore",94,NA,4523,453,"ScramblingAverageDistancetoHole",2008
191,191,"Ryan Moore",72,NA,3985.167,394,"ScramblingAverageDistancetoHole",2008
192,192,"Tommy Gainey",60,NA,2221.5,217,"ScramblingAverageDistancetoHole",2008
192,192,"Travis Perkins",53,NA,2380.667,232,"ScramblingAverageDistancetoHole",2008
192,192,"Kevin Stadler",90,NA,4019.5,393,"ScramblingAverageDistancetoHole",2008
192,192,"Charles Warren",79,NA,3930,384,"ScramblingAverageDistancetoHole",2008
196,196,"Hunter Mahan",87,NA,3434.917,332,"ScramblingAverageDistancetoHole",2008
197,197,"Ryan Armour",87,NA,4565.75,405,"ScramblingAverageDistancetoHole",2008
