"TenthTeeLatePar4ScoringAverage_RANKTHISWEEK_2009","TenthTeeLatePar4ScoringAverage_RANKLASTWEEK_2009","TenthTeeLatePar4ScoringAverage_PLAYERNAME_2009","TenthTeeLatePar4ScoringAverage_ROUNDS_2009","TenthTeeLatePar4ScoringAverage_AVG_2009","TenthTeeLatePar4ScoringAverage_TOTALSTROKES_2009","TenthTeeLatePar4ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Phil Mickelson",66,3.87,116,30,"TenthTeeLatePar4ScoringAverage",2009
1,1,"Bubba Watson",73,3.87,488,126,"TenthTeeLatePar4ScoringAverage",2009
3,3,"Sergio Garcia",59,3.88,128,33,"TenthTeeLatePar4ScoringAverage",2009
4,4,"Boo Weekley",79,3.9,394,101,"TenthTeeLatePar4ScoringAverage",2009
5,5,"Geoff Ogilvy",78,3.91,86,22,"TenthTeeLatePar4ScoringAverage",2009
6,6,"Steve Marino",98,3.92,772,197,"TenthTeeLatePar4ScoringAverage",2009
7,7,"Fred Couples",54,3.93,283,72,"TenthTeeLatePar4ScoringAverage",2009
7,7,"Kevin Na",91,3.93,534,136,"TenthTeeLatePar4ScoringAverage",2009
7,7,"Ted Purdy",101,3.93,771,196,"TenthTeeLatePar4ScoringAverage",2009
7,7,"Steve Stricker",81,3.93,169,43,"TenthTeeLatePar4ScoringAverage",2009
11,11,"Joe Durant",62,3.94,488,124,"TenthTeeLatePar4ScoringAverage",2009
11,11,"Scott McCarron",91,3.94,670,170,"TenthTeeLatePar4ScoringAverage",2009
11,11,"Greg Owen",97,3.94,622,158,"TenthTeeLatePar4ScoringAverage",2009
14,14,"Bob Heintz",59,3.95,517,131,"TenthTeeLatePar4ScoringAverage",2009
14,14,"Jerry Kelly",90,3.95,786,199,"TenthTeeLatePar4ScoringAverage",2009
14,14,"Marc Leishman",91,3.95,787,199,"TenthTeeLatePar4ScoringAverage",2009
17,17,"Ben Crane",93,3.96,645,163,"TenthTeeLatePar4ScoringAverage",2009
17,17,"Luke Donald",79,3.96,586,148,"TenthTeeLatePar4ScoringAverage",2009
17,17,"Justin Leonard",95,3.96,313,79,"TenthTeeLatePar4ScoringAverage",2009
17,17,"Steve Lowery",83,3.96,777,196,"TenthTeeLatePar4ScoringAverage",2009
17,17,"Ryan Moore",89,3.96,886,224,"TenthTeeLatePar4ScoringAverage",2009
17,17,"David Toms",98,3.96,364,92,"TenthTeeLatePar4ScoringAverage",2009
23,23,"Stephen Ames",77,3.97,683,172,"TenthTeeLatePar4ScoringAverage",2009
23,23,"Chad Campbell",90,3.97,596,150,"TenthTeeLatePar4ScoringAverage",2009
23,23,"Tim Herron",87,3.97,762,192,"TenthTeeLatePar4ScoringAverage",2009
23,23,"Dustin Johnson",85,3.97,381,96,"TenthTeeLatePar4ScoringAverage",2009
23,23,"Sean OHair",80,3.97,528,133,"TenthTeeLatePar4ScoringAverage",2009
23,23,"Camilo Villegas",76,3.97,266,67,"TenthTeeLatePar4ScoringAverage",2009
23,23,"Matt Weibring",65,3.97,560,141,"TenthTeeLatePar4ScoringAverage",2009
30,30,"Rich Beem",77,3.98,704,177,"TenthTeeLatePar4ScoringAverage",2009
30,30,"Kent Jones",73,3.98,704,177,"TenthTeeLatePar4ScoringAverage",2009
30,30,"Troy Matteson",95,3.98,653,164,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Greg Chalmers",85,3.99,882,221,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Jason Dufner",90,3.99,809,203,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Steve Flesch",77,3.99,679,170,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Richard Johnson",85,3.99,754,189,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Spencer Levin",75,3.99,730,183,"TenthTeeLatePar4ScoringAverage",2009
33,33,"John Merrick",91,3.99,702,176,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Kevin Stadler",65,3.99,559,140,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Scott Verplank",88,3.99,659,165,"TenthTeeLatePar4ScoringAverage",2009
33,33,"Mike Weir",85,3.99,487,122,"TenthTeeLatePar4ScoringAverage",2009
42,42,"Padraig Harrington",66,4,132,33,"TenthTeeLatePar4ScoringAverage",2009
42,42,"Charles Howell III",99,4,929,232,"TenthTeeLatePar4ScoringAverage",2009
42,42,"Zach Johnson",94,4,268,67,"TenthTeeLatePar4ScoringAverage",2009
42,42,"DA Points",99,4,760,190,"TenthTeeLatePar4ScoringAverage",2009
42,42,"Brett Quigley",92,4,1185,296,"TenthTeeLatePar4ScoringAverage",2009
42,42,"Tag Ridings",50,4,600,150,"TenthTeeLatePar4ScoringAverage",2009
