"Approaches225250yardsRghRTP_RANKTHISWEEK_2009","Approaches225250yardsRghRTP_RANKLASTWEEK_2009","Approaches225250yardsRghRTP_PLAYERNAME_2009","Approaches225250yardsRghRTP_ROUNDS_2009","Approaches225250yardsRghRTP_AVGRTP_2009","stat_name","year"
1,1,"Angel Cabrera",55,-1,"Approaches225250yardsRghRTP",2009
1,1,"Tim Clark",81,-1,"Approaches225250yardsRghRTP",2009
1,1,"Colt Knost",71,-1,"Approaches225250yardsRghRTP",2009
1,1,"Adam Scott",53,-1,"Approaches225250yardsRghRTP",2009
5,5,"Jarrod Lyle",65,-0.833,"Approaches225250yardsRghRTP",2009
6,6,"Martin Laird",72,-0.778,"Approaches225250yardsRghRTP",2009
7,7,"Joe Durant",62,-0.75,"Approaches225250yardsRghRTP",2009
8,8,"Ernie Els",70,-0.7,"Approaches225250yardsRghRTP",2009
9,9,"Rich Beem",77,-0.667,"Approaches225250yardsRghRTP",2009
9,9,"Ben Crane",93,-0.667,"Approaches225250yardsRghRTP",2009
9,9,"Zach Johnson",94,-0.667,"Approaches225250yardsRghRTP",2009
9,9,"Andres Romero",58,-0.667,"Approaches225250yardsRghRTP",2009
9,9,"Tiger Woods",64,-0.667,"Approaches225250yardsRghRTP",2009
14,14,"Gary Woodland",53,-0.636,"Approaches225250yardsRghRTP",2009
15,15,"Ben Curtis",63,-0.625,"Approaches225250yardsRghRTP",2009
16,16,"John Rollins",92,-0.6,"Approaches225250yardsRghRTP",2009
17,17,"Troy Matteson",95,-0.583,"Approaches225250yardsRghRTP",2009
17,17,"Camilo Villegas",76,-0.583,"Approaches225250yardsRghRTP",2009
19,19,"Michael Allen",73,-0.571,"Approaches225250yardsRghRTP",2009
19,19,"Bo Van Pelt",100,-0.571,"Approaches225250yardsRghRTP",2009
21,21,"Jason Dufner",90,-0.556,"Approaches225250yardsRghRTP",2009
21,21,"Harrison Frazar",93,-0.556,"Approaches225250yardsRghRTP",2009
21,21,"Anthony Kim",76,-0.556,"Approaches225250yardsRghRTP",2009
24,24,"Jonathan Byrd",89,-0.545,"Approaches225250yardsRghRTP",2009
25,25,"Hunter Mahan",94,-0.538,"Approaches225250yardsRghRTP",2009
26,26,"Scott McCarron",91,-0.5,"Approaches225250yardsRghRTP",2009
26,26,"Ted Purdy",101,-0.5,"Approaches225250yardsRghRTP",2009
26,26,"Chris Riley",77,-0.5,"Approaches225250yardsRghRTP",2009
26,26,"Patrick Sheehan",51,-0.5,"Approaches225250yardsRghRTP",2009
26,26,"Heath Slocum",95,-0.5,"Approaches225250yardsRghRTP",2009
26,26,"David Toms",98,-0.5,"Approaches225250yardsRghRTP",2009
26,26,"Jimmy Walker",74,-0.5,"Approaches225250yardsRghRTP",2009
33,33,"Nick Watney",86,-0.467,"Approaches225250yardsRghRTP",2009
34,34,"Cameron Beckman",87,-0.462,"Approaches225250yardsRghRTP",2009
34,34,"Jason Day",61,-0.462,"Approaches225250yardsRghRTP",2009
36,36,"Sean OHair",80,-0.455,"Approaches225250yardsRghRTP",2009
36,36,"Chris Stroud",88,-0.455,"Approaches225250yardsRghRTP",2009
38,38,"Parker McLachlin",71,-0.444,"Approaches225250yardsRghRTP",2009
39,39,"Stephen Ames",77,-0.429,"Approaches225250yardsRghRTP",2009
39,39,"Retief Goosen",74,-0.429,"Approaches225250yardsRghRTP",2009
39,39,"Charles Warren",63,-0.429,"Approaches225250yardsRghRTP",2009
42,42,"Tim Petrovic",97,-0.421,"Approaches225250yardsRghRTP",2009
43,43,"Freddie Jacobson",83,-0.417,"Approaches225250yardsRghRTP",2009
44,44,"Scott Piercy",85,-0.412,"Approaches225250yardsRghRTP",2009
45,45,"Kris Blanks",60,-0.4,"Approaches225250yardsRghRTP",2009
45,45,"Daniel Chopra",89,-0.4,"Approaches225250yardsRghRTP",2009
45,45,"Sergio Garcia",59,-0.4,"Approaches225250yardsRghRTP",2009
45,45,"JB Holmes",74,-0.4,"Approaches225250yardsRghRTP",2009
45,45,"Peter Lonard",86,-0.4,"Approaches225250yardsRghRTP",2009
45,45,"Carl Pettersson",86,-0.4,"Approaches225250yardsRghRTP",2009
45,45,"Steve Stricker",81,-0.4,"Approaches225250yardsRghRTP",2009
45,45,"Kevin Sutherland",96,-0.4,"Approaches225250yardsRghRTP",2009
53,53,"Stuart Appleby",79,-0.375,"Approaches225250yardsRghRTP",2009
54,54,"Davis Love III",89,-0.364,"Approaches225250yardsRghRTP",2009
55,55,"Alex Cejka",82,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"Chris DiMarco",97,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"Justin Leonard",95,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"Michael Letzig",96,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"Geoff Ogilvy",78,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"Aron Price",89,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"Webb Simpson",94,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"Nicholas Thompson",96,-0.333,"Approaches225250yardsRghRTP",2009
55,55,"DJ Trahan",96,-0.333,"Approaches225250yardsRghRTP",2009
64,64,"Jerry Kelly",90,-0.308,"Approaches225250yardsRghRTP",2009
64,64,"Bubba Watson",73,-0.308,"Approaches225250yardsRghRTP",2009
66,66,"Kenny Perry",92,-0.3,"Approaches225250yardsRghRTP",2009
67,67,"Todd Hamilton",83,-0.286,"Approaches225250yardsRghRTP",2009
67,67,"Charley Hoffman",97,-0.286,"Approaches225250yardsRghRTP",2009
67,67,"Charles Howell III",99,-0.286,"Approaches225250yardsRghRTP",2009
70,70,"Ken Duke",87,-0.267,"Approaches225250yardsRghRTP",2009
71,71,"KJ Choi",65,-0.25,"Approaches225250yardsRghRTP",2009
71,71,"Steve Flesch",77,-0.25,"Approaches225250yardsRghRTP",2009
71,71,"Bill Haas",91,-0.25,"Approaches225250yardsRghRTP",2009
71,71,"JJ Henry",97,-0.25,"Approaches225250yardsRghRTP",2009
71,71,"Brett Quigley",92,-0.25,"Approaches225250yardsRghRTP",2009
71,71,"Vijay Singh",71,-0.25,"Approaches225250yardsRghRTP",2009
71,71,"Kevin Stadler",65,-0.25,"Approaches225250yardsRghRTP",2009
71,71,"Peter Tomasulo",61,-0.25,"Approaches225250yardsRghRTP",2009
79,79,"Brendon de Jonge",90,-0.231,"Approaches225250yardsRghRTP",2009
79,79,"Ryan Palmer",78,-0.231,"Approaches225250yardsRghRTP",2009
79,79,"Jeff Quinney",78,-0.231,"Approaches225250yardsRghRTP",2009
82,82,"Jim Furyk",86,-0.222,"Approaches225250yardsRghRTP",2009
82,82,"Ryan Moore",89,-0.222,"Approaches225250yardsRghRTP",2009
82,82,"Tag Ridings",50,-0.222,"Approaches225250yardsRghRTP",2009
82,82,"Vaughn Taylor",88,-0.222,"Approaches225250yardsRghRTP",2009
86,86,"Marc Leishman",91,-0.214,"Approaches225250yardsRghRTP",2009
87,87,"Tommy Armour III",58,-0.2,"Approaches225250yardsRghRTP",2009
87,87,"Briny Baird",89,-0.2,"Approaches225250yardsRghRTP",2009
87,87,"Mark Calcavecchia",72,-0.2,"Approaches225250yardsRghRTP",2009
87,87,"Brian Gay",96,-0.2,"Approaches225250yardsRghRTP",2009
87,87,"Steve Marino",98,-0.2,"Approaches225250yardsRghRTP",2009
87,87,"Billy Mayfair",83,-0.2,"Approaches225250yardsRghRTP",2009
93,93,"Robert Garrigus",83,-0.188,"Approaches225250yardsRghRTP",2009
94,94,"Marc Turnesa",77,-0.182,"Approaches225250yardsRghRTP",2009
95,95,"Jason Bohn",88,-0.167,"Approaches225250yardsRghRTP",2009
95,95,"Matt Kuchar",82,-0.167,"Approaches225250yardsRghRTP",2009
95,95,"Brian Vranesh",51,-0.167,"Approaches225250yardsRghRTP",2009
98,98,"Chad Campbell",90,-0.143,"Approaches225250yardsRghRTP",2009
98,98,"David Mathis",82,-0.143,"Approaches225250yardsRghRTP",2009
98,98,"Phil Mickelson",66,-0.143,"Approaches225250yardsRghRTP",2009
98,98,"Bryce Molder",69,-0.143,"Approaches225250yardsRghRTP",2009
98,98,"Rod Pampling",72,-0.143,"Approaches225250yardsRghRTP",2009
98,98,"Justin Rose",71,-0.143,"Approaches225250yardsRghRTP",2009
104,104,"Brian Davis",103,-0.133,"Approaches225250yardsRghRTP",2009
104,104,"Mike Weir",85,-0.133,"Approaches225250yardsRghRTP",2009
106,106,"Robert Allenby",71,-0.125,"Approaches225250yardsRghRTP",2009
106,106,"Greg Chalmers",85,-0.125,"Approaches225250yardsRghRTP",2009
106,106,"Glen Day",79,-0.125,"Approaches225250yardsRghRTP",2009
106,106,"Lucas Glover",93,-0.125,"Approaches225250yardsRghRTP",2009
106,106,"Steve Lowery",83,-0.125,"Approaches225250yardsRghRTP",2009
106,106,"Tom Pernice Jr",82,-0.125,"Approaches225250yardsRghRTP",2009
112,112,"Mathew Goggin",76,-0.111,"Approaches225250yardsRghRTP",2009
113,113,"Fred Couples",54,-0.091,"Approaches225250yardsRghRTP",2009
113,113,"YE Yang",83,-0.091,"Approaches225250yardsRghRTP",2009
115,115,"Jeff Overton",92,-0.083,"Approaches225250yardsRghRTP",2009
115,115,"Kevin Streelman",97,-0.083,"Approaches225250yardsRghRTP",2009
117,117,"Rory Sabbatini",81,-0.071,"Approaches225250yardsRghRTP",2009
118,118,"Johnson Wagner",81,-0.063,"Approaches225250yardsRghRTP",2009
119,119,"Brad Adamonis",70,0,"Approaches225250yardsRghRTP",2009
119,119,"Aaron Baddeley",66,0,"Approaches225250yardsRghRTP",2009
119,119,"Brian Bateman",55,0,"Approaches225250yardsRghRTP",2009
119,119,"David Duval",56,0,"Approaches225250yardsRghRTP",2009
119,119,"Padraig Harrington",66,0,"Approaches225250yardsRghRTP",2009
119,119,"Bob Heintz",59,0,"Approaches225250yardsRghRTP",2009
119,119,"Ryuji Imada",85,0,"Approaches225250yardsRghRTP",2009
119,119,"Lee Janzen",74,0,"Approaches225250yardsRghRTP",2009
119,119,"Dustin Johnson",85,0,"Approaches225250yardsRghRTP",2009
119,119,"Kent Jones",73,0,"Approaches225250yardsRghRTP",2009
119,119,"Matt Jones",56,0,"Approaches225250yardsRghRTP",2009
119,119,"Jeff Klauk",97,0,"Approaches225250yardsRghRTP",2009
119,119,"Tom Lehman",55,0,"Approaches225250yardsRghRTP",2009
119,119,"Jeff Maggert",79,0,"Approaches225250yardsRghRTP",2009
119,119,"George McNeill",82,0,"Approaches225250yardsRghRTP",2009
119,119,"John Merrick",91,0,"Approaches225250yardsRghRTP",2009
119,119,"James Nitties",86,0,"Approaches225250yardsRghRTP",2009
119,119,"Leif Olson",51,0,"Approaches225250yardsRghRTP",2009
119,119,"Ian Poulter",59,0,"Approaches225250yardsRghRTP",2009
119,119,"Rick Price",54,0,"Approaches225250yardsRghRTP",2009
119,119,"Kirk Triplett",60,0,"Approaches225250yardsRghRTP",2009
119,119,"Mark Wilson",99,0,"Approaches225250yardsRghRTP",2009
119,119,"Casey Wittenberg",71,0,"Approaches225250yardsRghRTP",2009
142,142,"Eric Axley",71,0.083,"Approaches225250yardsRghRTP",2009
143,143,"Joe Ogilvie",85,0.1,"Approaches225250yardsRghRTP",2009
143,143,"DA Points",99,0.1,"Approaches225250yardsRghRTP",2009
145,145,"Steve Elkington",70,0.111,"Approaches225250yardsRghRTP",2009
145,145,"Bob Estes",78,0.111,"Approaches225250yardsRghRTP",2009
145,145,"Jason Gore",74,0.111,"Approaches225250yardsRghRTP",2009
145,145,"Nathan Green",104,0.111,"Approaches225250yardsRghRTP",2009
145,145,"Boo Weekley",79,0.111,"Approaches225250yardsRghRTP",2009
150,150,"Spencer Levin",75,0.125,"Approaches225250yardsRghRTP",2009
150,150,"Corey Pavin",73,0.125,"Approaches225250yardsRghRTP",2009
150,150,"Brandt Snedeker",81,0.125,"Approaches225250yardsRghRTP",2009
153,153,"Nick OHern",90,0.133,"Approaches225250yardsRghRTP",2009
154,154,"Stewart Cink",79,0.143,"Approaches225250yardsRghRTP",2009
154,154,"Tim Herron",87,0.143,"Approaches225250yardsRghRTP",2009
154,154,"Rocco Mediate",79,0.143,"Approaches225250yardsRghRTP",2009
154,154,"Greg Owen",97,0.143,"Approaches225250yardsRghRTP",2009
158,158,"Kevin Na",91,0.158,"Approaches225250yardsRghRTP",2009
158,158,"John Senden",100,0.158,"Approaches225250yardsRghRTP",2009
160,160,"Scott Sterling",51,0.167,"Approaches225250yardsRghRTP",2009
160,160,"Matt Weibring",65,0.167,"Approaches225250yardsRghRTP",2009
162,162,"Cliff Kresge",78,0.182,"Approaches225250yardsRghRTP",2009
163,163,"Ricky Barnes",67,0.2,"Approaches225250yardsRghRTP",2009
163,163,"Will Ma Kenzie",69,0.2,"Approaches225250yardsRghRTP",2009
163,163,"John Mallinger",90,0.2,"Approaches225250yardsRghRTP",2009
163,163,"Chez Reavie",81,0.2,"Approaches225250yardsRghRTP",2009
163,163,"Brendon Todd",53,0.2,"Approaches225250yardsRghRTP",2009
168,168,"Woody Austin",84,0.222,"Approaches225250yardsRghRTP",2009
169,169,"Mark Brooks",55,0.25,"Approaches225250yardsRghRTP",2009
170,170,"Matt Bettencourt",98,0.278,"Approaches225250yardsRghRTP",2009
171,171,"Derek Fathauer",63,0.286,"Approaches225250yardsRghRTP",2009
