"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2005","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2005","AverageDistanceafterGoingforitShot_PLAYERNAME_2005","AverageDistanceafterGoingforitShot_ROUNDS_2005","AverageDistanceafterGoingforitShot_AVG_2005","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2005","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2005","stat_name","year"
170,170,"Peter Lonard",85,27.7,109730,110,"AverageDistanceafterGoingforitShot",2005
170,170,"Bob Tway",87,27.7,107885,108,"AverageDistanceafterGoingforitShot",2005
172,172,"Daniel Chopra",108,27.8,226051,226,"AverageDistanceafterGoingforitShot",2005
173,173,"Stewart Cink",98,28,119852,119,"AverageDistanceafterGoingforitShot",2005
174,174,"Paul Azinger",66,28.1,105047,104,"AverageDistanceafterGoingforitShot",2005
175,175,"Robert Gamez",91,28.2,134813,133,"AverageDistanceafterGoingforitShot",2005
176,176,"Phil Mickelson",81,28.3,135657,133,"AverageDistanceafterGoingforitShot",2005
177,177,"John Cook",72,28.4,79703,78,"AverageDistanceafterGoingforitShot",2005
177,177,"Matt Davidson",53,28.4,89872,88,"AverageDistanceafterGoingforitShot",2005
177,177,"Chris DiMarco",83,28.4,98210,96,"AverageDistanceafterGoingforitShot",2005
177,177,"Brent Geiberger",61,28.4,89086,87,"AverageDistanceafterGoingforitShot",2005
181,181,"Ian Poulter",62,28.5,62666,61,"AverageDistanceafterGoingforitShot",2005
181,181,"Kirk Triplett",55,28.5,53367,52,"AverageDistanceafterGoingforitShot",2005
183,183,"Gavin Coles",70,28.6,64867,63,"AverageDistanceafterGoingforitShot",2005
183,183,"Larry Mize",54,28.6,63770,62,"AverageDistanceafterGoingforitShot",2005
185,185,"Scott Verplank",87,28.7,119806,116,"AverageDistanceafterGoingforitShot",2005
186,186,"Padraig Harrington",50,28.8,81822,79,"AverageDistanceafterGoingforitShot",2005
187,187,"Bernhard Langer",67,28.9,77938,75,"AverageDistanceafterGoingforitShot",2005
188,188,"Robert Damron",89,29.1,136331,130,"AverageDistanceafterGoingforitShot",2005
188,188,"Lee Janzen",75,29.1,107728,103,"AverageDistanceafterGoingforitShot",2005
190,190,"Kent Jones",99,29.2,151228,144,"AverageDistanceafterGoingforitShot",2005
191,191,"Heath Slocum",103,29.4,149044,141,"AverageDistanceafterGoingforitShot",2005
192,192,"Todd Fischer",99,29.7,151942,142,"AverageDistanceafterGoingforitShot",2005
192,192,"Fred Funk",102,29.7,101478,95,"AverageDistanceafterGoingforitShot",2005
194,194,"Corey Pavin",77,30,75538,70,"AverageDistanceafterGoingforitShot",2005
195,195,"Skip Kendall",80,30.4,107410,98,"AverageDistanceafterGoingforitShot",2005
196,196,"Len Mattiace",86,30.8,109618,99,"AverageDistanceafterGoingforitShot",2005
197,197,"Mark Brooks",72,31.2,68445,61,"AverageDistanceafterGoingforitShot",2005
198,198,"Tjaart van der Walt",56,32.6,124295,106,"AverageDistanceafterGoingforitShot",2005
199,199,"Glen Hnatiuk",59,32.9,92280,78,"AverageDistanceafterGoingforitShot",2005
200,200,"Chris Riley",67,33,71301,60,"AverageDistanceafterGoingforitShot",2005
201,201,"Jeff Hart",63,34,62488,51,"AverageDistanceafterGoingforitShot",2005
202,202,"Mark OMeara",66,35.5,58733,46,"AverageDistanceafterGoingforitShot",2005
