"ReverseBounceBack_RANKTHISWEEK_2013","ReverseBounceBack_RANKLASTWEEK_2013","ReverseBounceBack_PLAYERNAME_2013","ReverseBounceBack_ROUNDS_2013","ReverseBounceBack_PctUNDERTHENOVERPAR_2013","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2013","ReverseBounceBack_UNDERPAR_2013","stat_name","year"
1,1,"Matt Kuchar",93,11.07,34,307,"ReverseBounceBack",2013
2,2,"Ben Crane",62,11.11,20,180,"ReverseBounceBack",2013
3,3,"Ted Potter Jr",65,11.44,23,201,"ReverseBounceBack",2013
4,4,"Bill Haas",85,11.66,33,283,"ReverseBounceBack",2013
5,5,"Greg Chalmers",77,12.05,30,249,"ReverseBounceBack",2013
6,6,"Roberto Castro",97,12.2,41,336,"ReverseBounceBack",2013
7,7,"Bryce Molder",82,12.24,35,286,"ReverseBounceBack",2013
8,8,"Steve Stricker",51,12.44,24,193,"ReverseBounceBack",2013
9,9,"Mark Wilson",56,12.5,19,152,"ReverseBounceBack",2013
10,10,"Brian Stuard",78,12.61,29,230,"ReverseBounceBack",2013
11,11,"Scott Brown",65,12.75,26,204,"ReverseBounceBack",2013
12,12,"Brendon de Jonge",110,12.76,49,384,"ReverseBounceBack",2013
13,13,"Cameron Tringale",80,12.78,34,266,"ReverseBounceBack",2013
14,14,"Richard Lee",81,12.85,32,249,"ReverseBounceBack",2013
15,15,"Ian Poulter",59,12.88,21,163,"ReverseBounceBack",2013
16,16,"Tiger Woods",61,13.17,32,243,"ReverseBounceBack",2013
17,17,"Luke Donald",60,13.33,28,210,"ReverseBounceBack",2013
18,18,"Casey Wittenberg",72,13.51,25,185,"ReverseBounceBack",2013
19,19,"Lee Westwood",70,13.54,31,229,"ReverseBounceBack",2013
20,20,"KJ Choi",85,13.81,37,268,"ReverseBounceBack",2013
21,21,"Jason Kokrak",78,13.82,38,275,"ReverseBounceBack",2013
22,22,"Colt Knost",69,13.83,26,188,"ReverseBounceBack",2013
23,23,"Charles Howell III",87,13.86,42,303,"ReverseBounceBack",2013
24,24,"Ryan Moore",72,13.87,33,238,"ReverseBounceBack",2013
25,25,"David Hearn",88,14.02,45,321,"ReverseBounceBack",2013
