"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2016","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2016","ProximitytoHolefromOtherLocations_PLAYERNAME_2016","ProximitytoHolefromOtherLocations_ROUNDS_2016","ProximitytoHolefromOtherLocations_AVGDTP_2016","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2016","ProximitytoHolefromOtherLocations_OFSHOTS_2016","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2016","stat_name","year"
65,55,"Kyle Stanley",57,NA,6.421,86,182,"ProximitytoHolefromOtherLocations",2016
70,20,"Ernie Els",34,NA,5.326,70,145,"ProximitytoHolefromOtherLocations",2016
70,77,"Andres Gonzales",46,NA,6.182,81,172,"ProximitytoHolefromOtherLocations",2016
70,77,"Billy Hurley III",22,NA,2.432,32,60,"ProximitytoHolefromOtherLocations",2016
70,77,"David Lingmerth",54,NA,5.217,69,116,"ProximitytoHolefromOtherLocations",2016
70,83,"Peter Malnati",53,NA,7.921,104,53,"ProximitytoHolefromOtherLocations",2016
70,68,"William McGirt",54,NA,10.066,132,50,"ProximitytoHolefromOtherLocations",2016
70,77,"Rory Sabbatini",40,NA,3.574,47,137,"ProximitytoHolefromOtherLocations",2016
70,45,"Adam Scott",39,NA,3.289,43,110,"ProximitytoHolefromOtherLocations",2016
70,91,"Vijay Singh",42,NA,7.904,104,138,"ProximitytoHolefromOtherLocations",2016
70,83,"Shawn Stefani",45,NA,6.571,86,143,"ProximitytoHolefromOtherLocations",2016
70,101,"Robert Streb",51,NA,5.495,72,149,"ProximitytoHolefromOtherLocations",2016
81,83,"Abraham Ancer",26,NA,3.377,44,155,"ProximitytoHolefromOtherLocations",2016
81,83,"Shane Bertsch",30,NA,2.222,29,67,"ProximitytoHolefromOtherLocations",2016
81,91,"Morgan Hoffmann",43,NA,6.962,91,114,"ProximitytoHolefromOtherLocations",2016
81,77,"Si Woo Kim",63,NA,10.219,132,30,"ProximitytoHolefromOtherLocations",2016
81,55,"Hunter Mahan",43,NA,6.413,83,152,"ProximitytoHolefromOtherLocations",2016
81,95,"Kyle Reifers",63,NA,5.785,75,195,"ProximitytoHolefromOtherLocations",2016
81,71,"Webb Simpson",34,NA,4.7,61,66,"ProximitytoHolefromOtherLocations",2016
88,104,"Martin Laird",46,NA,5.74,74,95,"ProximitytoHolefromOtherLocations",2016
88,91,"Graeme McDowell",33,NA,2.428,31,62,"ProximitytoHolefromOtherLocations",2016
88,62,"George McNeill",33,NA,5.583,72,184,"ProximitytoHolefromOtherLocations",2016
88,20,"Gary Woodland",45,NA,5.316,68,151,"ProximitytoHolefromOtherLocations",2016
92,83,"Rickie Fowler",42,NA,5.545,70,19,"ProximitytoHolefromOtherLocations",2016
92,95,"Jerry Kelly",44,NA,4.66,59,2,"ProximitytoHolefromOtherLocations",2016
92,121,"Sean OHair",45,NA,8.437,107,25,"ProximitytoHolefromOtherLocations",2016
92,91,"DA Points",32,NA,4.164,53,113,"ProximitytoHolefromOtherLocations",2016
92,95,"Chez Reavie",56,NA,7.278,92,5,"ProximitytoHolefromOtherLocations",2016
92,95,"DJ Trahan",23,NA,2.198,28,146,"ProximitytoHolefromOtherLocations",2016
98,62,"Derek Ernst",36,NA,5.511,69,63,"ProximitytoHolefromOtherLocations",2016
98,101,"Russell Henley",42,NA,6.599,82,32,"ProximitytoHolefromOtherLocations",2016
98,136,"Brendan Steele",48,NA,6.538,82,153,"ProximitytoHolefromOtherLocations",2016
98,83,"Will Wilcox",47,NA,8.165,102,88,"ProximitytoHolefromOtherLocations",2016
102,104,"Stewart Cink",45,NA,4.763,59,193,"ProximitytoHolefromOtherLocations",2016
102,104,"Jon Curran",55,NA,8.131,101,38,"ProximitytoHolefromOtherLocations",2016
102,121,"Jim Herman",55,NA,6.607,82,67,"ProximitytoHolefromOtherLocations",2016
102,101,"JB Holmes",39,NA,5.357,66,56,"ProximitytoHolefromOtherLocations",2016
102,104,"Dustin Johnson",37,NA,3.06,38,105,"ProximitytoHolefromOtherLocations",2016
102,112,"Ben Martin",48,NA,8.449,104,167,"ProximitytoHolefromOtherLocations",2016
102,95,"Justin Thomas",53,NA,5.917,73,134,"ProximitytoHolefromOtherLocations",2016
109,136,"Steven Bowditch",40,NA,4.948,60,206,"ProximitytoHolefromOtherLocations",2016
109,112,"Charley Hoffman",49,NA,6.835,83,83,"ProximitytoHolefromOtherLocations",2016
109,112,"Brooks Koepka",39,NA,4.572,56,154,"ProximitytoHolefromOtherLocations",2016
109,112,"Carl Pettersson",31,NA,5.091,62,119,"ProximitytoHolefromOtherLocations",2016
109,112,"Dicky Pride",33,NA,4.929,60,70,"ProximitytoHolefromOtherLocations",2016
109,112,"Jordan Spieth",34,NA,2.957,36,51,"ProximitytoHolefromOtherLocations",2016
109,112,"Tyrone Van Aswegen",67,NA,10.309,126,97,"ProximitytoHolefromOtherLocations",2016
116,121,"Brice Garnett",29,NA,3.718,45,98,"ProximitytoHolefromOtherLocations",2016
116,121,"Billy Horschel",45,NA,7.018,85,172,"ProximitytoHolefromOtherLocations",2016
116,121,"Freddie Jacobson",54,NA,6.971,84,15,"ProximitytoHolefromOtherLocations",2016
116,121,"Whee Kim",54,NA,9.412,113,117,"ProximitytoHolefromOtherLocations",2016
116,131,"Colt Knost",56,NA,8.783,106,17,"ProximitytoHolefromOtherLocations",2016
116,156,"Anirban Lahiri",44,NA,4.484,54,93,"ProximitytoHolefromOtherLocations",2016
116,131,"Greg Owen",56,NA,8.899,107,202,"ProximitytoHolefromOtherLocations",2016
116,121,"Andres Romero",22,NA,3.499,42,35,"ProximitytoHolefromOtherLocations",2016
116,77,"Cameron Smith",45,NA,4.455,54,125,"ProximitytoHolefromOtherLocations",2016
116,136,"Johnson Wagner",44,NA,6.499,78,122,"ProximitytoHolefromOtherLocations",2016
116,136,"Mark Wilson",42,NA,6.442,78,59,"ProximitytoHolefromOtherLocations",2016
127,136,"Stuart Appleby",39,NA,7.068,84,24,"ProximitytoHolefromOtherLocations",2016
127,144,"Erik Compton",45,NA,6.389,76,177,"ProximitytoHolefromOtherLocations",2016
127,104,"Bill Haas",42,NA,4.593,55,29,"ProximitytoHolefromOtherLocations",2016
127,131,"Tom Hoge",47,NA,7.367,88,41,"ProximitytoHolefromOtherLocations",2016
127,104,"Hiroshi Iwata",51,NA,8.705,104,111,"ProximitytoHolefromOtherLocations",2016
127,136,"Will Ma Kenzie",54,NA,6.78,81,181,"ProximitytoHolefromOtherLocations",2016
127,131,"Kevin Na",52,NA,5.404,64,46,"ProximitytoHolefromOtherLocations",2016
134,136,"Charlie Beljan",26,NA,4.437,52,171,"ProximitytoHolefromOtherLocations",2016
134,144,"Scott Brown",59,NA,8.922,105,108,"ProximitytoHolefromOtherLocations",2016
134,121,"Bronson Burgoon",53,NA,6.55,77,103,"ProximitytoHolefromOtherLocations",2016
134,144,"Chad Collins",45,NA,8.351,98,99,"ProximitytoHolefromOtherLocations",2016
134,136,"Matt Every",34,NA,6.402,75,199,"ProximitytoHolefromOtherLocations",2016
134,104,"Matt Jones",45,NA,5.896,69,169,"ProximitytoHolefromOtherLocations",2016
134,168,"Boo Weekley",53,NA,7.76,91,141,"ProximitytoHolefromOtherLocations",2016
141,160,"Robert Allenby",35,NA,5.768,67,200,"ProximitytoHolefromOtherLocations",2016
141,152,"Jonas Blixt",46,NA,8.403,98,81,"ProximitytoHolefromOtherLocations",2016
141,112,"Fabian Gomez",49,NA,8.627,100,101,"ProximitytoHolefromOtherLocations",2016
141,144,"John Huh",51,NA,7.714,90,65,"ProximitytoHolefromOtherLocations",2016
141,144,"Seung Yul Noh",54,NA,8.947,104,161,"ProximitytoHolefromOtherLocations",2016
141,144,"Carlos Ortiz",47,NA,7.242,84,205,"ProximitytoHolefromOtherLocations",2016
141,144,"Hudson Swafford",52,NA,7.145,83,130,"ProximitytoHolefromOtherLocations",2016
148,152,"DH Lee",35,NA,5.8,67,201,"ProximitytoHolefromOtherLocations",2016
148,71,"Danny Lee",53,NA,6.171,71,57,"ProximitytoHolefromOtherLocations",2016
148,121,"Patrick Rodgers",49,NA,8.426,97,92,"ProximitytoHolefromOtherLocations",2016
151,121,"Tyler Aldridge",53,NA,7.628,87,129,"ProximitytoHolefromOtherLocations",2016
151,156,"Roberto Castro",55,NA,9.466,107,86,"ProximitytoHolefromOtherLocations",2016
151,160,"Alex Cejka",47,NA,7.405,84,12,"ProximitytoHolefromOtherLocations",2016
151,55,"Robert Garrigus",34,NA,5.266,60,190,"ProximitytoHolefromOtherLocations",2016
155,160,"Jason Dufner",53,NA,7.247,81,156,"ProximitytoHolefromOtherLocations",2016
155,179,"Tony Finau",49,NA,7.614,86,84,"ProximitytoHolefromOtherLocations",2016
155,152,"Adam Hadwin",53,NA,10.689,120,140,"ProximitytoHolefromOtherLocations",2016
155,160,"Andrew Loupe",50,NA,9.741,109,193,"ProximitytoHolefromOtherLocations",2016
155,160,"Pat Perez",28,NA,3.198,36,180,"ProximitytoHolefromOtherLocations",2016
155,167,"Henrik Stenson",30,NA,3.125,35,162,"ProximitytoHolefromOtherLocations",2016
155,160,"Darron Stiles",28,NA,3.65,41,203,"ProximitytoHolefromOtherLocations",2016
162,112,"Thomas Aiken",42,NA,4.479,50,79,"ProximitytoHolefromOtherLocations",2016
162,131,"Blayne Barber",44,NA,7.185,80,157,"ProximitytoHolefromOtherLocations",2016
162,104,"Emiliano Grillo",47,NA,6.782,75,187,"ProximitytoHolefromOtherLocations",2016
162,168,"Michael Kim",62,NA,10.891,121,91,"ProximitytoHolefromOtherLocations",2016
162,168,"Ryan Moore",40,NA,5.419,60,124,"ProximitytoHolefromOtherLocations",2016
162,168,"Jhonattan Vegas",49,NA,8.188,91,96,"ProximitytoHolefromOtherLocations",2016
168,156,"Derek Fathauer",58,NA,7.247,80,120,"ProximitytoHolefromOtherLocations",2016
168,173,"JJ Henry",44,NA,8.71,96,191,"ProximitytoHolefromOtherLocations",2016
168,160,"Shane Lowry",35,NA,3.186,35,196,"ProximitytoHolefromOtherLocations",2016
168,168,"Troy Merritt",41,NA,7.604,84,101,"ProximitytoHolefromOtherLocations",2016
168,156,"Scott Pinckney",53,NA,7.162,79,189,"ProximitytoHolefromOtherLocations",2016
173,144,"Mark Hubbard",73,NA,11.684,127,43,"ProximitytoHolefromOtherLocations",2016
174,176,"Rhein Gibson",36,NA,6.623,71,165,"ProximitytoHolefromOtherLocations",2016
174,185,"Jason Gore",51,NA,5.875,63,72,"ProximitytoHolefromOtherLocations",2016
174,181,"Chesson Hadley",51,NA,7.385,79,150,"ProximitytoHolefromOtherLocations",2016
174,176,"Ryan Palmer",46,NA,6.688,72,128,"ProximitytoHolefromOtherLocations",2016
178,179,"Cameron Tringale",47,NA,8.108,86,82,"ProximitytoHolefromOtherLocations",2016
179,173,"Brendon de Jonge",55,NA,8.099,85,132,"ProximitytoHolefromOtherLocations",2016
179,191,"Kelly Kraft",35,NA,3.716,39,198,"ProximitytoHolefromOtherLocations",2016
179,173,"John Senden",48,NA,9.948,105,104,"ProximitytoHolefromOtherLocations",2016
182,181,"Andrew Landry",24,NA,2.972,31,45,"ProximitytoHolefromOtherLocations",2016
182,188,"Justin Rose",35,NA,4.695,49,77,"ProximitytoHolefromOtherLocations",2016
184,183,"Ben Crane",48,NA,7.721,80,131,"ProximitytoHolefromOtherLocations",2016
185,185,"Kevin Kisner",49,NA,7.142,73,163,"ProximitytoHolefromOtherLocations",2016
185,198,"Henrik Norlander",41,NA,6.052,62,73,"ProximitytoHolefromOtherLocations",2016
185,184,"Andy Sullivan",25,NA,3.622,37,159,"ProximitytoHolefromOtherLocations",2016
188,196,"Jason Bohn",37,NA,7.163,72,115,"ProximitytoHolefromOtherLocations",2016
188,185,"Geoff Ogilvy",37,NA,7.226,73,172,"ProximitytoHolefromOtherLocations",2016
188,193,"Nick Taylor",57,NA,9.846,99,54,"ProximitytoHolefromOtherLocations",2016
191,188,"Kevin Streelman",46,NA,6.312,63,170,"ProximitytoHolefromOtherLocations",2016
192,199,"Angel Cabrera",42,NA,9.374,93,168,"ProximitytoHolefromOtherLocations",2016
192,188,"Miguel Angel Carballo",24,NA,3.132,31,179,"ProximitytoHolefromOtherLocations",2016
192,200,"Ollie Schniederjans",23,NA,4.756,47,197,"ProximitytoHolefromOtherLocations",2016
195,193,"Daniel Summerhays",55,NA,9.994,98,90,"ProximitytoHolefromOtherLocations",2016
196,193,"Matthew Fitzpatrick",23,NA,2.264,22,159,"ProximitytoHolefromOtherLocations",2016
197,196,"Sam Saunders",40,NA,5.709,55,144,"ProximitytoHolefromOtherLocations",2016
197,178,"Dawie van der Walt",48,NA,7.049,68,192,"ProximitytoHolefromOtherLocations",2016
199,191,"Graham DeLaet",50,NA,8.616,82,185,"ProximitytoHolefromOtherLocations",2016
200,200,"Steve Marino",40,NA,6.933,65,188,"ProximitytoHolefromOtherLocations",2016
200,200,"Scott Piercy",45,NA,6.01,56,158,"ProximitytoHolefromOtherLocations",2016
202,203,"Louis Oosthuizen",25,NA,1.084,10,203,"ProximitytoHolefromOtherLocations",2016
203,204,"Ken Duke",26,NA,3.872,35,183,"ProximitytoHolefromOtherLocations",2016
204,205,"Davis Love III",40,NA,9.236,81,175,"ProximitytoHolefromOtherLocations",2016
205,206,"Cameron Percy",22,NA,4.058,34,175,"ProximitytoHolefromOtherLocations",2016
206,207,"Sergio Garcia",28,NA,2.052,17,126,"ProximitytoHolefromOtherLocations",2016
207,208,"Justin Hicks",26,NA,5.916,46,207,"ProximitytoHolefromOtherLocations",2016
