"BogeyAvoidance_RANKTHISWEEK_2016","BogeyAvoidance_RANKLASTWEEK_2016","BogeyAvoidance_PLAYERNAME_2016","BogeyAvoidance_ROUNDS_2016","BogeyAvoidance_PctMAKESBOGEY_2016","BogeyAvoidance_BOGEYS_2016","BogeyAvoidance_HOLESPLAYED_2016","stat_name","year"
79,76,"Stuart Appleby",39,15.67,110,702,"BogeyAvoidance",2016
79,92,"Justin Leonard",28,15.67,79,504,"BogeyAvoidance",2016
81,67,"Kevin Kisner",49,15.7,130,828,"BogeyAvoidance",2016
81,80,"Kevin Streelman",46,15.7,130,828,"BogeyAvoidance",2016
83,94,"Andrew Landry",24,15.74,68,432,"BogeyAvoidance",2016
83,51,"Henrik Stenson",30,15.74,85,540,"BogeyAvoidance",2016
85,72,"Scott Langley",41,15.85,117,738,"BogeyAvoidance",2016
86,79,"Ryan Moore",40,15.87,100,630,"BogeyAvoidance",2016
87,117,"Harris English",51,15.9,146,918,"BogeyAvoidance",2016
87,96,"Brice Garnett",29,15.9,83,522,"BogeyAvoidance",2016
87,77,"Jason Gore",51,15.9,146,918,"BogeyAvoidance",2016
87,89,"Sung Kang",51,15.9,146,918,"BogeyAvoidance",2016
91,90,"Ian Poulter",37,15.92,106,666,"BogeyAvoidance",2016
92,86,"Tom Hoge",47,15.96,135,846,"BogeyAvoidance",2016
92,86,"Cameron Tringale",47,15.96,135,846,"BogeyAvoidance",2016
94,99,"Troy Merritt",41,15.99,118,738,"BogeyAvoidance",2016
95,86,"JB Holmes",39,16.05,104,648,"BogeyAvoidance",2016
96,102,"Zach Johnson",42,16.08,110,684,"BogeyAvoidance",2016
97,100,"John Senden",48,16.09,139,864,"BogeyAvoidance",2016
98,103,"Hudson Swafford",52,16.13,151,936,"BogeyAvoidance",2016
99,96,"Peter Malnati",53,16.14,154,954,"BogeyAvoidance",2016
100,105,"Billy Hurley III",22,16.16,64,396,"BogeyAvoidance",2016
101,84,"Martin Laird",46,16.18,134,828,"BogeyAvoidance",2016
102,95,"Graham DeLaet",50,16.22,146,900,"BogeyAvoidance",2016
102,106,"Camilo Villegas",50,16.22,146,900,"BogeyAvoidance",2016
104,100,"Jim Herman",55,16.26,161,990,"BogeyAvoidance",2016
105,108,"Luke Guthrie",31,16.31,91,558,"BogeyAvoidance",2016
106,117,"David Lingmerth",54,16.34,150,918,"BogeyAvoidance",2016
107,96,"Bronson Burgoon",53,16.35,156,954,"BogeyAvoidance",2016
108,111,"Daniel Summerhays",55,16.36,162,990,"BogeyAvoidance",2016
109,67,"Padraig Harrington",38,16.37,112,684,"BogeyAvoidance",2016
110,114,"Scott Piercy",45,16.4,124,756,"BogeyAvoidance",2016
111,109,"Tyrone Van Aswegen",67,16.5,199,1206,"BogeyAvoidance",2016
112,146,"Francesco Molinari",36,16.51,107,648,"BogeyAvoidance",2016
113,107,"Mark Wilson",42,16.53,125,756,"BogeyAvoidance",2016
114,116,"Stewart Cink",45,16.54,134,810,"BogeyAvoidance",2016
115,117,"Charley Hoffman",49,16.55,137,828,"BogeyAvoidance",2016
116,104,"Brett Stegmaier",57,16.57,170,1026,"BogeyAvoidance",2016
117,120,"Ryan Palmer",46,16.67,138,828,"BogeyAvoidance",2016
118,133,"Danny Lee",53,16.78,151,900,"BogeyAvoidance",2016
118,128,"Justin Thomas",53,16.78,151,900,"BogeyAvoidance",2016
120,130,"Keegan Bradley",40,16.81,121,720,"BogeyAvoidance",2016
121,120,"Derek Ernst",36,16.82,109,648,"BogeyAvoidance",2016
122,115,"Chris Stroud",52,16.88,158,936,"BogeyAvoidance",2016
122,120,"Steve Wheatcroft",53,16.88,161,954,"BogeyAvoidance",2016
124,135,"James Hahn",45,16.91,137,810,"BogeyAvoidance",2016
125,113,"Brian Harman",60,16.94,183,1080,"BogeyAvoidance",2016
126,109,"Webb Simpson",34,16.99,104,612,"BogeyAvoidance",2016
127,131,"Kyle Reifers",63,17.02,193,1134,"BogeyAvoidance",2016
127,120,"Will Wilcox",47,17.02,144,846,"BogeyAvoidance",2016
129,120,"Jonas Blixt",46,17.03,141,828,"BogeyAvoidance",2016
130,136,"Scott Brown",59,17.04,181,1062,"BogeyAvoidance",2016
131,132,"Will Ma Kenzie",54,17.08,166,972,"BogeyAvoidance",2016
132,140,"Jason Dufner",53,17.11,154,900,"BogeyAvoidance",2016
132,126,"Michael Kim",62,17.11,191,1116,"BogeyAvoidance",2016
134,133,"Ben Martin",48,17.13,148,864,"BogeyAvoidance",2016
135,141,"Wes Roach",33,17.17,102,594,"BogeyAvoidance",2016
136,128,"Tyler Aldridge",53,17.19,164,954,"BogeyAvoidance",2016
137,137,"Anirban Lahiri",44,17.21,127,738,"BogeyAvoidance",2016
138,144,"Matthew Fitzpatrick",23,17.22,62,360,"BogeyAvoidance",2016
139,120,"Boo Weekley",53,17.3,165,954,"BogeyAvoidance",2016
140,127,"Whee Kim",54,17.39,169,972,"BogeyAvoidance",2016
140,148,"DJ Trahan",23,17.39,72,414,"BogeyAvoidance",2016
142,152,"Billy Horschel",45,17.46,132,756,"BogeyAvoidance",2016
142,141,"Kelly Kraft",35,17.46,110,630,"BogeyAvoidance",2016
144,153,"Brooks Koepka",39,17.48,107,612,"BogeyAvoidance",2016
145,155,"Seung Yul Noh",54,17.49,170,972,"BogeyAvoidance",2016
146,156,"Jimmy Walker",43,17.5,126,720,"BogeyAvoidance",2016
147,138,"Scott Stallings",46,17.51,145,828,"BogeyAvoidance",2016
148,111,"Byeong Hun An",23,17.54,60,342,"BogeyAvoidance",2016
149,146,"Emiliano Grillo",47,17.55,139,792,"BogeyAvoidance",2016
150,145,"Chad Collins",45,17.65,143,810,"BogeyAvoidance",2016
151,163,"Rhein Gibson",36,17.75,115,648,"BogeyAvoidance",2016
152,151,"Shawn Stefani",45,17.78,144,810,"BogeyAvoidance",2016
153,138,"Derek Fathauer",58,17.82,186,1044,"BogeyAvoidance",2016
153,167,"Harold Varner III",58,17.82,186,1044,"BogeyAvoidance",2016
155,153,"Brendon Todd",43,17.83,138,774,"BogeyAvoidance",2016
156,158,"Kyle Stanley",57,17.84,183,1026,"BogeyAvoidance",2016
157,141,"Rob Oppenheim",37,17.87,119,666,"BogeyAvoidance",2016
158,173,"Chesson Hadley",51,17.97,165,918,"BogeyAvoidance",2016
159,168,"Cameron Smith",45,18.02,146,810,"BogeyAvoidance",2016
160,157,"Scott Pinckney",53,18.03,172,954,"BogeyAvoidance",2016
161,161,"Dawie van der Walt",48,18.06,156,864,"BogeyAvoidance",2016
162,160,"Matt Jones",45,18.12,137,756,"BogeyAvoidance",2016
163,165,"Robert Garrigus",34,18.14,111,612,"BogeyAvoidance",2016
164,171,"Ben Crane",48,18.17,157,864,"BogeyAvoidance",2016
165,168,"JJ Henry",44,18.18,144,792,"BogeyAvoidance",2016
166,149,"Sam Saunders",40,18.19,131,720,"BogeyAvoidance",2016
167,159,"Jamie Donaldson",28,18.22,82,450,"BogeyAvoidance",2016
168,150,"Michael Thompson",46,18.24,151,828,"BogeyAvoidance",2016
169,175,"Pat Perez",28,18.25,92,504,"BogeyAvoidance",2016
170,172,"Robert Streb",51,18.29,158,864,"BogeyAvoidance",2016
171,170,"Blayne Barber",44,18.31,145,792,"BogeyAvoidance",2016
172,163,"Morgan Hoffmann",43,18.35,142,774,"BogeyAvoidance",2016
172,174,"Greg Owen",56,18.35,185,1008,"BogeyAvoidance",2016
174,165,"DA Points",32,18.4,106,576,"BogeyAvoidance",2016
175,180,"Louis Oosthuizen",25,18.52,60,324,"BogeyAvoidance",2016
176,178,"Vaughn Taylor",30,18.7,101,540,"BogeyAvoidance",2016
177,177,"Steve Marino",40,18.75,135,720,"BogeyAvoidance",2016
178,175,"Ollie Schniederjans",23,18.84,78,414,"BogeyAvoidance",2016
179,182,"Dicky Pride",33,18.86,112,594,"BogeyAvoidance",2016
180,184,"Lucas Lee",22,18.94,75,396,"BogeyAvoidance",2016
180,184,"Andy Sullivan",25,18.94,75,396,"BogeyAvoidance",2016
182,181,"Hiroshi Iwata",51,19.06,175,918,"BogeyAvoidance",2016
183,187,"Andres Gonzales",46,19.08,158,828,"BogeyAvoidance",2016
184,192,"Andrew Loupe",50,19.11,172,900,"BogeyAvoidance",2016
185,188,"Hunter Mahan",43,19.12,148,774,"BogeyAvoidance",2016
186,190,"Angel Cabrera",42,19.31,146,756,"BogeyAvoidance",2016
186,179,"Davis Love III",40,19.31,139,720,"BogeyAvoidance",2016
186,191,"Rory Sabbatini",40,19.31,139,720,"BogeyAvoidance",2016
189,192,"Brian Gay",22,19.44,77,396,"BogeyAvoidance",2016
189,186,"Vijay Singh",42,19.44,147,756,"BogeyAvoidance",2016
191,189,"Erik Compton",45,19.63,159,810,"BogeyAvoidance",2016
192,183,"Geoff Ogilvy",37,19.67,131,666,"BogeyAvoidance",2016
193,195,"George McNeill",33,19.87,118,594,"BogeyAvoidance",2016
194,197,"Carl Pettersson",31,20.07,112,558,"BogeyAvoidance",2016
195,196,"Carlos Ortiz",47,20.21,171,846,"BogeyAvoidance",2016
196,199,"Abraham Ancer",26,20.3,95,468,"BogeyAvoidance",2016
197,198,"Shane Lowry",35,20.31,117,576,"BogeyAvoidance",2016
198,192,"Ernie Els",34,20.42,125,612,"BogeyAvoidance",2016
199,200,"Matt Every",34,21.08,129,612,"BogeyAvoidance",2016
200,202,"Miguel Angel Carballo",24,21.3,92,432,"BogeyAvoidance",2016
201,201,"Robert Allenby",35,21.59,136,630,"BogeyAvoidance",2016
202,204,"Ken Duke",26,22.22,104,468,"BogeyAvoidance",2016
202,203,"Justin Hicks",26,22.22,104,468,"BogeyAvoidance",2016
204,206,"Darron Stiles",28,22.62,114,504,"BogeyAvoidance",2016
205,205,"DH Lee",35,22.86,144,630,"BogeyAvoidance",2016
206,207,"Charlie Beljan",26,23.08,108,468,"BogeyAvoidance",2016
207,208,"Steven Bowditch",40,23.75,171,720,"BogeyAvoidance",2016
