"Approachesfrom275yards_RANKTHISWEEK_2012","Approachesfrom275yards_RANKLASTWEEK_2012","Approachesfrom275yards_PLAYERNAME_2012","Approachesfrom275yards_ROUNDS_2012","Approachesfrom275yards_AVG_2012","Approachesfrom275yards_TOTALDISTANCEFEET_2012","Approachesfrom275yards_OFATTEMPTS_2012","Approachesfrom275yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"Bubba Watson",68,NA,327.333,7,-5,"Approachesfrom275yards",2012
2,2,"Dustin Johnson",70,NA,559.5,10,-8,"Approachesfrom275yards",2012
3,3,"Geoff Ogilvy",73,NA,579.75,10,-8,"Approachesfrom275yards",2012
4,4,"Bobby Gates",87,NA,716.917,12,-3,"Approachesfrom275yards",2012
5,5,"William McGirt",96,NA,486.083,8,-4,"Approachesfrom275yards",2012
6,6,"Tiger Woods",69,NA,253.583,4,-4,"Approachesfrom275yards",2012
7,7,"Robert Garrigus",89,NA,391.5,6,-4,"Approachesfrom275yards",2012
8,8,"Luke Donald",63,NA,667.667,10,-7,"Approachesfrom275yards",2012
9,9,"Andres Romero",68,NA,1074.75,16,-2,"Approachesfrom275yards",2012
10,10,"Jimmy Walker",101,NA,1076.667,16,-2,"Approachesfrom275yards",2012
11,11,"Matt Every",80,NA,1148,17,-7,"Approachesfrom275yards",2012
12,12,"Aaron Baddeley",73,NA,547.167,8,-6,"Approachesfrom275yards",2012
13,13,"Justin Rose",69,NA,487.833,7,-2,"Approachesfrom275yards",2012
14,14,"Adam Scott",59,NA,560.833,8,-4,"Approachesfrom275yards",2012
15,15,"Graham DeLaet",79,NA,921.5,13,-9,"Approachesfrom275yards",2012
16,16,"Rory McIlroy",60,NA,639.5,9,-5,"Approachesfrom275yards",2012
17,17,"Seung Yul Noh",105,NA,1210,17,-3,"Approachesfrom275yards",2012
18,18,"Ricky Barnes",92,NA,1155.083,16,-8,"Approachesfrom275yards",2012
19,19,"Roberto Castro",92,NA,1235.75,17,-10,"Approachesfrom275yards",2012
19,19,"Scott Stallings",78,NA,726.5,10,-7,"Approachesfrom275yards",2012
21,21,"Troy Matteson",100,NA,1750.5,24,-8,"Approachesfrom275yards",2012
21,21,"Ryan Palmer",81,NA,437.583,6,-1,"Approachesfrom275yards",2012
23,23,"Vaughn Taylor",81,NA,220.75,3,-3,"Approachesfrom275yards",2012
24,24,"Mark Anderson",75,NA,739.25,10,-5,"Approachesfrom275yards",2012
25,25,"Brandt Jobe",57,NA,962.917,13,-5,"Approachesfrom275yards",2012
26,26,"Roland Thatcher",55,NA,519,7,0,"Approachesfrom275yards",2012
27,27,"Michael Bradley",63,NA,745.083,10,0,"Approachesfrom275yards",2012
28,28,"Jonas Blixt",72,NA,599.417,8,-3,"Approachesfrom275yards",2012
29,29,"Ken Duke",104,NA,974.5,13,-11,"Approachesfrom275yards",2012
30,30,"Keegan Bradley",90,NA,1201,16,-11,"Approachesfrom275yards",2012
31,31,"Chez Reavie",83,NA,676.75,9,-3,"Approachesfrom275yards",2012
32,32,"Edward Loar",59,NA,604.5,8,-6,"Approachesfrom275yards",2012
33,33,"Charlie Beljan",61,NA,227.833,3,-3,"Approachesfrom275yards",2012
34,34,"Charlie Wi",86,NA,1151.917,15,-12,"Approachesfrom275yards",2012
35,35,"Ben Curtis",62,NA,462.25,6,-4,"Approachesfrom275yards",2012
36,36,"Chris Couch",61,NA,1082.083,14,-6,"Approachesfrom275yards",2012
36,36,"Robert Karlsson",54,NA,618.917,8,-6,"Approachesfrom275yards",2012
38,38,"Jim Furyk",85,NA,387.333,5,-2,"Approachesfrom275yards",2012
38,38,"Kyle Stanley",86,NA,1395.25,18,-8,"Approachesfrom275yards",2012
38,38,"Chris Stroud",86,NA,1007.917,13,-3,"Approachesfrom275yards",2012
41,41,"Sangmoon Bae",81,NA,775.5,10,-7,"Approachesfrom275yards",2012
42,42,"Bill Haas",79,NA,1945,25,-12,"Approachesfrom275yards",2012
43,43,"James Driscoll",83,NA,1715.583,22,-7,"Approachesfrom275yards",2012
44,44,"Harrison Frazar",56,NA,624.833,8,0,"Approachesfrom275yards",2012
44,44,"Gary Woodland",70,NA,1015.167,13,-5,"Approachesfrom275yards",2012
46,46,"Martin Flores",95,NA,1331.417,17,-7,"Approachesfrom275yards",2012
47,47,"JB Holmes",90,NA,313.5,4,-3,"Approachesfrom275yards",2012
48,48,"Nathan Green",73,NA,1573,20,-12,"Approachesfrom275yards",2012
49,49,"Kris Blanks",65,NA,1339.5,17,-10,"Approachesfrom275yards",2012
50,50,"John Senden",81,NA,2289.25,29,-15,"Approachesfrom275yards",2012
51,51,"Billy Horschel",63,NA,871.167,11,-6,"Approachesfrom275yards",2012
51,51,"Michael Thompson",80,NA,633.167,8,-5,"Approachesfrom275yards",2012
53,53,"KJ Choi",71,NA,634.917,8,-4,"Approachesfrom275yards",2012
53,53,"Camilo Villegas",79,NA,1110.917,14,-5,"Approachesfrom275yards",2012
55,55,"Bo Van Pelt",84,NA,714.667,9,-5,"Approachesfrom275yards",2012
56,56,"Robert Allenby",76,NA,953.583,12,-7,"Approachesfrom275yards",2012
56,56,"Charles Howell III",98,NA,874.25,11,-7,"Approachesfrom275yards",2012
58,58,"Cameron Tringale",88,NA,1596.333,20,-9,"Approachesfrom275yards",2012
59,59,"Kevin Chappell",91,NA,880,11,-7,"Approachesfrom275yards",2012
60,60,"Louis Oosthuizen",65,NA,1362.167,17,-7,"Approachesfrom275yards",2012
60,60,"Josh Teater",97,NA,801.75,10,-5,"Approachesfrom275yards",2012
62,62,"Brian Davis",91,NA,973.917,12,-5,"Approachesfrom275yards",2012
62,62,"Marco Dawson",60,NA,487.167,6,-2,"Approachesfrom275yards",2012
64,64,"John Daly",50,NA,569.333,7,-2,"Approachesfrom275yards",2012
65,65,"JJ Killeen",101,NA,1384.75,17,-7,"Approachesfrom275yards",2012
65,65,"Rod Pampling",88,NA,1710.333,21,-8,"Approachesfrom275yards",2012
67,67,"Scott Piercy",95,NA,1224.583,15,-13,"Approachesfrom275yards",2012
68,68,"Phil Mickelson",79,NA,1721.583,21,-9,"Approachesfrom275yards",2012
69,69,"Charley Hoffman",88,NA,1891.417,23,-6,"Approachesfrom275yards",2012
69,69,"Garth Mulroy",59,NA,986.917,12,-3,"Approachesfrom275yards",2012
71,71,"Steve Wheatcroft",56,NA,824.583,10,-2,"Approachesfrom275yards",2012
72,72,"Rickie Fowler",84,NA,1583.083,19,-10,"Approachesfrom275yards",2012
73,73,"John Merrick",83,NA,1003.917,12,-5,"Approachesfrom275yards",2012
74,74,"Jonathan Byrd",69,NA,1260.917,15,-8,"Approachesfrom275yards",2012
75,75,"Kevin Na",80,NA,1602.75,19,-6,"Approachesfrom275yards",2012
76,76,"Ernie Els",80,NA,1097.167,13,-7,"Approachesfrom275yards",2012
77,77,"Russell Knox",72,NA,677.25,8,-3,"Approachesfrom275yards",2012
78,78,"Henrik Stenson",51,NA,1442.167,17,-5,"Approachesfrom275yards",2012
79,79,"Charl Schwartzel",56,NA,935.583,11,-4,"Approachesfrom275yards",2012
80,80,"Tommy Gainey",98,NA,1532.667,18,-10,"Approachesfrom275yards",2012
80,80,"Martin Laird",77,NA,596,7,-2,"Approachesfrom275yards",2012
82,82,"Chad Campbell",84,NA,1109.083,13,-4,"Approachesfrom275yards",2012
83,83,"Will Claxton",99,NA,1965.917,23,-4,"Approachesfrom275yards",2012
83,83,"DJ Trahan",73,NA,769.25,9,-4,"Approachesfrom275yards",2012
85,85,"Pat Perez",81,NA,1634.083,19,-14,"Approachesfrom275yards",2012
86,86,"Sung Kang",75,NA,1034.167,12,-5,"Approachesfrom275yards",2012
86,86,"Richard Lee",71,NA,1120.25,13,-8,"Approachesfrom275yards",2012
88,88,"Greg Chalmers",88,NA,1035.5,12,-9,"Approachesfrom275yards",2012
88,88,"Harris English",98,NA,1899.083,22,-13,"Approachesfrom275yards",2012
90,90,"Nick Watney",97,NA,1303.583,15,-8,"Approachesfrom275yards",2012
91,91,"Hunter Haas",69,NA,1391.917,16,-3,"Approachesfrom275yards",2012
91,91,"Carl Pettersson",92,NA,1305.167,15,-8,"Approachesfrom275yards",2012
93,93,"Stuart Appleby",75,NA,872.167,10,-4,"Approachesfrom275yards",2012
94,94,"Angel Cabrera",54,NA,699.5,8,-3,"Approachesfrom275yards",2012
94,94,"Webb Simpson",77,NA,1835.583,21,-11,"Approachesfrom275yards",2012
94,94,"Vijay Singh",99,NA,2273.333,26,-9,"Approachesfrom275yards",2012
97,97,"Sean OHair",84,NA,962.75,11,-2,"Approachesfrom275yards",2012
98,98,"Ryo Ishikawa",54,NA,175.667,2,0,"Approachesfrom275yards",2012
99,99,"Jason Day",57,NA,439.5,5,-3,"Approachesfrom275yards",2012
99,99,"Davis Love III",64,NA,791.583,9,-6,"Approachesfrom275yards",2012
99,99,"Greg Owen",90,NA,1318.5,15,-8,"Approachesfrom275yards",2012
102,102,"Troy Kelly",68,NA,439.917,5,0,"Approachesfrom275yards",2012
103,103,"Bill Lunde",83,NA,1059.75,12,-6,"Approachesfrom275yards",2012
104,104,"Lee Westwood",60,NA,796,9,-3,"Approachesfrom275yards",2012
105,105,"John Huh",99,NA,2039.833,23,-10,"Approachesfrom275yards",2012
105,105,"Danny Lee",74,NA,1241.333,14,-7,"Approachesfrom275yards",2012
107,107,"Brendon Todd",78,NA,798.917,9,-5,"Approachesfrom275yards",2012
108,108,"Brian Harman",101,NA,1067.5,12,-7,"Approachesfrom275yards",2012
109,109,"Marc Leishman",84,NA,979.917,11,-5,"Approachesfrom275yards",2012
110,110,"Kevin Streelman",89,NA,1161.25,13,-6,"Approachesfrom275yards",2012
111,111,"Stephen Gangluff",57,NA,538.333,6,-2,"Approachesfrom275yards",2012
112,112,"David Hearn",95,NA,720.667,8,-1,"Approachesfrom275yards",2012
113,113,"Matt Jones",53,NA,631,7,-4,"Approachesfrom275yards",2012
114,114,"Sergio Garcia",57,NA,1714.583,19,-9,"Approachesfrom275yards",2012
