"FirstTeeEarlyLowestRound_RANKTHISWEEK_2014","FirstTeeEarlyLowestRound_RANKLASTWEEK_2014","FirstTeeEarlyLowestRound_PLAYERNAME_2014","FirstTeeEarlyLowestRound_ROUNDS_2014","FirstTeeEarlyLowestRound_LOWRND_2014","stat_name","year"
1,1,"Scott Brown",100,61,"FirstTeeEarlyLowestRound",2014
1,1,"Troy Matteson",62,61,"FirstTeeEarlyLowestRound",2014
1,1,"Andres Romero",81,61,"FirstTeeEarlyLowestRound",2014
4,4,"George McNeill",79,62,"FirstTeeEarlyLowestRound",2014
4,4,"Phil Mickelson",71,62,"FirstTeeEarlyLowestRound",2014
4,4,"Brendan Steele",89,62,"FirstTeeEarlyLowestRound",2014
4,4,"Jimmy Walker",98,62,"FirstTeeEarlyLowestRound",2014
8,8,"Sangmoon Bae",76,63,"FirstTeeEarlyLowestRound",2014
8,8,"Briny Baird",50,63,"FirstTeeEarlyLowestRound",2014
8,8,"Miguel Angel Carballo",40,63,"FirstTeeEarlyLowestRound",2014
8,8,"Paul Casey",56,63,"FirstTeeEarlyLowestRound",2014
8,8,"Kevin Chappell",100,63,"FirstTeeEarlyLowestRound",2014
8,8,"Tim Clark",75,63,"FirstTeeEarlyLowestRound",2014
8,8,"James Driscoll",71,63,"FirstTeeEarlyLowestRound",2014
8,8,"Robert Garrigus",80,63,"FirstTeeEarlyLowestRound",2014
8,8,"Brian Gay",81,63,"FirstTeeEarlyLowestRound",2014
8,8,"Brian Harman",111,63,"FirstTeeEarlyLowestRound",2014
8,8,"Andrew Loupe",65,63,"FirstTeeEarlyLowestRound",2014
8,8,"Sean OHair",77,63,"FirstTeeEarlyLowestRound",2014
8,8,"Dicky Pride",32,63,"FirstTeeEarlyLowestRound",2014
8,8,"Patrick Reed",92,63,"FirstTeeEarlyLowestRound",2014
8,8,"Rory Sabbatini",82,63,"FirstTeeEarlyLowestRound",2014
8,8,"Webb Simpson",87,63,"FirstTeeEarlyLowestRound",2014
8,8,"Kevin Stadler",90,63,"FirstTeeEarlyLowestRound",2014
8,8,"Bo Van Pelt",83,63,"FirstTeeEarlyLowestRound",2014
8,8,"Jhonattan Vegas",77,63,"FirstTeeEarlyLowestRound",2014
8,8,"Lee Westwood",57,63,"FirstTeeEarlyLowestRound",2014
