"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2013","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2013","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2013","TenthTeeLatePar5ScoringAverage_ROUNDS_2013","TenthTeeLatePar5ScoringAverage_AVG_2013","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2013","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Sergio Garcia",65,4.21,59,14,"TenthTeeLatePar5ScoringAverage",2013
2,2,"Steve Stricker",51,4.29,30,7,"TenthTeeLatePar5ScoringAverage",2013
3,3,"Matt Kuchar",93,4.33,13,3,"TenthTeeLatePar5ScoringAverage",2013
3,3,"Adam Scott",61,4.33,13,3,"TenthTeeLatePar5ScoringAverage",2013
5,5,"Charl Schwartzel",69,4.36,109,25,"TenthTeeLatePar5ScoringAverage",2013
6,6,"George McNeill",68,4.39,158,36,"TenthTeeLatePar5ScoringAverage",2013
7,7,"Ernie Els",63,4.4,22,5,"TenthTeeLatePar5ScoringAverage",2013
8,8,"Henrik Stenson",65,4.41,97,22,"TenthTeeLatePar5ScoringAverage",2013
9,9,"Jim Herman",59,4.42,106,24,"TenthTeeLatePar5ScoringAverage",2013
9,9,"Bubba Watson",76,4.42,84,19,"TenthTeeLatePar5ScoringAverage",2013
11,11,"Graham DeLaet",94,4.43,177,40,"TenthTeeLatePar5ScoringAverage",2013
12,12,"Lucas Glover",65,4.46,183,41,"TenthTeeLatePar5ScoringAverage",2013
13,13,"Rory Sabbatini",86,4.47,192,43,"TenthTeeLatePar5ScoringAverage",2013
14,14,"Chad Campbell",78,4.48,206,46,"TenthTeeLatePar5ScoringAverage",2013
15,15,"Jonas Blixt",76,4.5,180,40,"TenthTeeLatePar5ScoringAverage",2013
15,15,"Jason Day",86,4.5,171,38,"TenthTeeLatePar5ScoringAverage",2013
15,15,"Peter Hanson",45,4.5,81,18,"TenthTeeLatePar5ScoringAverage",2013
15,15,"Phil Mickelson",78,4.5,36,8,"TenthTeeLatePar5ScoringAverage",2013
15,15,"Cameron Percy",68,4.5,225,50,"TenthTeeLatePar5ScoringAverage",2013
15,15,"Tiger Woods",61,4.5,18,4,"TenthTeeLatePar5ScoringAverage",2013
21,21,"Ryan Palmer",79,4.54,159,35,"TenthTeeLatePar5ScoringAverage",2013
22,22,"Harris English",95,4.55,141,31,"TenthTeeLatePar5ScoringAverage",2013
22,22,"Jason Kokrak",78,4.55,264,58,"TenthTeeLatePar5ScoringAverage",2013
22,22,"Robert Streb",75,4.55,214,47,"TenthTeeLatePar5ScoringAverage",2013
25,25,"Greg Chalmers",77,4.56,196,43,"TenthTeeLatePar5ScoringAverage",2013
25,25,"Bob Estes",66,4.56,146,32,"TenthTeeLatePar5ScoringAverage",2013
25,25,"Charley Hoffman",84,4.56,196,43,"TenthTeeLatePar5ScoringAverage",2013
25,25,"Kevin Streelman",86,4.56,205,45,"TenthTeeLatePar5ScoringAverage",2013
25,25,"Boo Weekley",100,4.56,219,48,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Nicolas Colsaerts",50,4.57,96,21,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Luke Donald",60,4.57,64,14,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Dustin Johnson",71,4.57,64,14,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Henrik Norlander",70,4.57,256,56,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Jordan Spieth",82,4.57,160,35,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Kyle Stanley",71,4.57,210,46,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Chris Stroud",88,4.57,288,63,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Charlie Wi",75,4.57,128,28,"TenthTeeLatePar5ScoringAverage",2013
30,30,"Mark Wilson",56,4.57,128,28,"TenthTeeLatePar5ScoringAverage",2013
39,39,"Steven Bowditch",67,4.58,197,43,"TenthTeeLatePar5ScoringAverage",2013
39,39,"John Huh",88,4.58,220,48,"TenthTeeLatePar5ScoringAverage",2013
39,39,"Luke List",65,4.58,174,38,"TenthTeeLatePar5ScoringAverage",2013
39,39,"Seung Yul Noh",71,4.58,220,48,"TenthTeeLatePar5ScoringAverage",2013
39,39,"Tag Ridings",69,4.58,229,50,"TenthTeeLatePar5ScoringAverage",2013
39,39,"YE Yang",56,4.58,151,33,"TenthTeeLatePar5ScoringAverage",2013
45,45,"Zach Johnson",84,4.59,234,51,"TenthTeeLatePar5ScoringAverage",2013
46,46,"Stephen Ames",49,4.6,138,30,"TenthTeeLatePar5ScoringAverage",2013
46,46,"Aaron Baddeley",68,4.6,290,63,"TenthTeeLatePar5ScoringAverage",2013
46,46,"Martin Flores",83,4.6,262,57,"TenthTeeLatePar5ScoringAverage",2013
46,46,"Rickie Fowler",75,4.6,46,10,"TenthTeeLatePar5ScoringAverage",2013
46,46,"David Hearn",88,4.6,216,47,"TenthTeeLatePar5ScoringAverage",2013
46,46,"Colt Knost",69,4.6,253,55,"TenthTeeLatePar5ScoringAverage",2013
46,46,"Patrick Reed",83,4.6,239,52,"TenthTeeLatePar5ScoringAverage",2013
46,46,"John Rollins",77,4.6,184,40,"TenthTeeLatePar5ScoringAverage",2013
54,54,"Roberto Castro",97,4.61,258,56,"TenthTeeLatePar5ScoringAverage",2013
54,54,"Sean OHair",56,4.61,203,44,"TenthTeeLatePar5ScoringAverage",2013
56,56,"Bud Cauley",67,4.62,208,45,"TenthTeeLatePar5ScoringAverage",2013
56,56,"Brendon de Jonge",110,4.62,208,45,"TenthTeeLatePar5ScoringAverage",2013
56,56,"Justin Leonard",86,4.62,240,52,"TenthTeeLatePar5ScoringAverage",2013
56,56,"Ryan Moore",72,4.62,194,42,"TenthTeeLatePar5ScoringAverage",2013
60,60,"Jim Furyk",80,4.63,125,27,"TenthTeeLatePar5ScoringAverage",2013
60,60,"Fabian Gomez",65,4.63,162,35,"TenthTeeLatePar5ScoringAverage",2013
60,60,"Ted Potter Jr",65,4.63,139,30,"TenthTeeLatePar5ScoringAverage",2013
63,63,"Kevin Chappell",80,4.64,255,55,"TenthTeeLatePar5ScoringAverage",2013
63,63,"Charles Howell III",87,4.64,218,47,"TenthTeeLatePar5ScoringAverage",2013
63,63,"Marc Leishman",77,4.64,218,47,"TenthTeeLatePar5ScoringAverage",2013
63,63,"William McGirt",75,4.64,246,53,"TenthTeeLatePar5ScoringAverage",2013
63,63,"Vaughn Taylor",50,4.64,116,25,"TenthTeeLatePar5ScoringAverage",2013
63,63,"Jimmy Walker",84,4.64,334,72,"TenthTeeLatePar5ScoringAverage",2013
69,69,"Matt Jones",83,4.65,242,52,"TenthTeeLatePar5ScoringAverage",2013
69,69,"Chris Kirk",89,4.65,321,69,"TenthTeeLatePar5ScoringAverage",2013
69,69,"Ben Kohles",75,4.65,223,48,"TenthTeeLatePar5ScoringAverage",2013
69,69,"Scott Langley",79,4.65,228,49,"TenthTeeLatePar5ScoringAverage",2013
69,69,"John Senden",79,4.65,242,52,"TenthTeeLatePar5ScoringAverage",2013
