"Last5EventsPower_RANKTHISWEEK_2009","Last5EventsPower_RANKLASTWEEK_2009","Last5EventsPower_PLAYERNAME_2009","Last5EventsPower_EVENTS_2009","Last5EventsPower_RATING_2009","stat_name","year"
1,1,"Dustin Johnson",4,10,"Last5EventsPower",2009
2,2,"Graham DeLaet",1,9.9,"Last5EventsPower",2009
2,2,"Luke List",1,9.9,"Last5EventsPower",2009
2,2,"Alvaro Quiros",1,9.9,"Last5EventsPower",2009
5,5,"Chris Baryla",1,9.8,"Last5EventsPower",2009
5,16,"JB Holmes",1,9.8,"Last5EventsPower",2009
7,6,"Leif Olson",1,9.7,"Last5EventsPower",2009
7,6,"Bubba Watson",2,9.7,"Last5EventsPower",2009
9,8,"Robert Garrigus",3,9.6,"Last5EventsPower",2009
10,9,"Anthony Kim",1,9.5,"Last5EventsPower",2009
10,9,"Phil Mickelson",4,9.5,"Last5EventsPower",2009
12,11,"Matt Harmon",1,9.4,"Last5EventsPower",2009
12,11,"Louis Oosthuizen",2,9.4,"Last5EventsPower",2009
12,11,"Tag Ridings",2,9.4,"Last5EventsPower",2009
15,14,"Jamie Lovemark",2,9.3,"Last5EventsPower",2009
15,14,"Gary Woodland",1,9.3,"Last5EventsPower",2009
17,17,"James Driscoll",1,9.1,"Last5EventsPower",2009
17,17,"Troy Matteson",5,9.1,"Last5EventsPower",2009
19,19,"Ricky Barnes",2,9,"Last5EventsPower",2009
19,19,"Robert Floyd",1,9,"Last5EventsPower",2009
19,19,"Garth Mulroy",1,9,"Last5EventsPower",2009
19,19,"Adam Scott",3,9,"Last5EventsPower",2009
23,23,"Rickie Fowler",3,8.9,"Last5EventsPower",2009
23,23,"Derek Lamely",1,8.9,"Last5EventsPower",2009
25,25,"Stewart Cink",1,8.8,"Last5EventsPower",2009
25,25,"Harrison Frazar",4,8.8,"Last5EventsPower",2009
25,25,"Andres Romero",3,8.8,"Last5EventsPower",2009
28,28,"Shaun Micheel",1,8.7,"Last5EventsPower",2009
29,29,"Angel Cabrera",3,8.6,"Last5EventsPower",2009
29,29,"Daniel Chopra",4,8.6,"Last5EventsPower",2009
29,29,"Fred Couples",2,8.6,"Last5EventsPower",2009
29,29,"Davis Love III",3,8.6,"Last5EventsPower",2009
29,29,"Rory McIlroy",1,8.6,"Last5EventsPower",2009
29,29,"Scott Piercy",3,8.6,"Last5EventsPower",2009
35,35,"Tommy Gainey",1,8.5,"Last5EventsPower",2009
35,35,"Kyle Stanley",4,8.5,"Last5EventsPower",2009
35,35,"Nick Watney",2,8.5,"Last5EventsPower",2009
38,38,"Jason Day",5,8.4,"Last5EventsPower",2009
38,38,"Lucas Glover",3,8.4,"Last5EventsPower",2009
38,38,"Martin Laird",4,8.4,"Last5EventsPower",2009
38,38,"Ryan Moore",3,8.4,"Last5EventsPower",2009
38,38,"John Rollins",2,8.4,"Last5EventsPower",2009
38,38,"Rory Sabbatini",2,8.4,"Last5EventsPower",2009
44,44,"Kevin Streelman",4,8.3,"Last5EventsPower",2009
45,45,"Tim Herron",3,8.2,"Last5EventsPower",2009
45,45,"Will Ma Kenzie",2,8.2,"Last5EventsPower",2009
45,45,"John Merrick",1,8.2,"Last5EventsPower",2009
45,45,"Sean OHair",2,8.2,"Last5EventsPower",2009
49,49,"Bobby Gates",1,8.1,"Last5EventsPower",2009
49,49,"Charles Howell III",5,8.1,"Last5EventsPower",2009
49,49,"Neal Lancaster",1,8.1,"Last5EventsPower",2009
49,49,"Ted Purdy",4,8.1,"Last5EventsPower",2009
49,49,"Charl Schwartzel",2,8.1,"Last5EventsPower",2009
49,49,"Nicholas Thompson",3,8.1,"Last5EventsPower",2009
49,49,"Bo Van Pelt",5,8.1,"Last5EventsPower",2009
49,49,"Charles Warren",2,8.1,"Last5EventsPower",2009
57,57,"Sergio Garcia",3,8,"Last5EventsPower",2009
58,58,"Chris Couch",2,7.9,"Last5EventsPower",2009
58,58,"Ross Fisher",1,7.9,"Last5EventsPower",2009
58,58,"Anthony Kang",1,7.9,"Last5EventsPower",2009
58,87,"Kenny Perry",2,7.9,"Last5EventsPower",2009
58,58,"Peter Tomasulo",1,7.9,"Last5EventsPower",2009
63,62,"Retief Goosen",4,7.8,"Last5EventsPower",2009
63,62,"Soren Hansen",1,7.8,"Last5EventsPower",2009
63,62,"Matt Jones",3,7.8,"Last5EventsPower",2009
63,62,"Steve Marino",3,7.8,"Last5EventsPower",2009
63,62,"Ryan Palmer",3,7.8,"Last5EventsPower",2009
63,62,"Reinier Saxton",1,7.8,"Last5EventsPower",2009
63,62,"DJ Trahan",5,7.8,"Last5EventsPower",2009
63,62,"Vance Veazey",1,7.8,"Last5EventsPower",2009
71,70,"Jonathan Byrd",4,7.7,"Last5EventsPower",2009
71,70,"Hunter Mahan",3,7.7,"Last5EventsPower",2009
71,70,"Jack Newman",1,7.7,"Last5EventsPower",2009
74,73,"Michael Letzig",1,7.6,"Last5EventsPower",2009
74,73,"Jeff Overton",2,7.6,"Last5EventsPower",2009
74,73,"Martin Piller",1,7.6,"Last5EventsPower",2009
74,73,"Jimmy Walker",2,7.6,"Last5EventsPower",2009
74,73,"Tiger Woods",4,7.6,"Last5EventsPower",2009
79,78,"Matt Bettencourt",2,7.5,"Last5EventsPower",2009
79,78,"Gonzalo Fdez Castano",1,7.5,"Last5EventsPower",2009
79,78,"Scott Gutschewski",2,7.5,"Last5EventsPower",2009
79,78,"Prayad Marksaeng",1,7.5,"Last5EventsPower",2009
79,78,"Greg Owen",4,7.5,"Last5EventsPower",2009
79,78,"Lee Westwood",1,7.5,"Last5EventsPower",2009
85,84,"David Berganio Jr",1,7.4,"Last5EventsPower",2009
85,84,"Derek Fathauer",1,7.4,"Last5EventsPower",2009
85,84,"George McNeill",2,7.4,"Last5EventsPower",2009
88,87,"Mark Brown",1,7.3,"Last5EventsPower",2009
88,87,"Erik Compton",2,7.3,"Last5EventsPower",2009
88,87,"Bill Haas",4,7.3,"Last5EventsPower",2009
88,87,"Peter Hanson",1,7.3,"Last5EventsPower",2009
88,87,"Charley Hoffman",3,7.3,"Last5EventsPower",2009
88,87,"Ian Leggatt",1,7.3,"Last5EventsPower",2009
88,87,"Marc Leishman",3,7.3,"Last5EventsPower",2009
95,95,"Troy Kelly",1,7.2,"Last5EventsPower",2009
95,95,"Joe Ogilvie",1,7.2,"Last5EventsPower",2009
97,97,"Thomas Aiken",1,7.1,"Last5EventsPower",2009
97,97,"Robert Allenby",1,7.1,"Last5EventsPower",2009
97,97,"Stephen Ames",4,7.1,"Last5EventsPower",2009
97,97,"Aaron Baddeley",2,7.1,"Last5EventsPower",2009
97,97,"Andres Gonzales",1,7.1,"Last5EventsPower",2009
97,97,"Padraig Harrington",3,7.1,"Last5EventsPower",2009
97,97,"JP Hayes",3,7.1,"Last5EventsPower",2009
97,97,"Greg Norman",1,7.1,"Last5EventsPower",2009
97,97,"Vijay Singh",2,7.1,"Last5EventsPower",2009
97,97,"Hideto Tanihara",1,7.1,"Last5EventsPower",2009
97,97,"Boo Weekley",3,7.1,"Last5EventsPower",2009
108,108,"Tadd Fujikawa",2,7,"Last5EventsPower",2009
108,108,"Brandt Jobe",3,7,"Last5EventsPower",2009
108,108,"Matthew Loving",1,7,"Last5EventsPower",2009
111,111,"Brad Adamonis",1,6.8,"Last5EventsPower",2009
111,111,"Kris Blanks",1,6.8,"Last5EventsPower",2009
111,111,"Ernie Els",3,6.8,"Last5EventsPower",2009
111,111,"Henrik Stenson",1,6.8,"Last5EventsPower",2009
115,115,"Stuart Appleby",3,6.7,"Last5EventsPower",2009
115,115,"Thongchai Jaidee",1,6.7,"Last5EventsPower",2009
117,117,"Matt Hill",1,6.6,"Last5EventsPower",2009
117,117,"John Huston",2,6.6,"Last5EventsPower",2009
117,117,"Frank Lickliter II",2,6.6,"Last5EventsPower",2009
117,117,"Gregory Main",1,6.6,"Last5EventsPower",2009
117,117,"Geoff Ogilvy",3,6.6,"Last5EventsPower",2009
122,122,"JJ Henry",4,6.5,"Last5EventsPower",2009
122,122,"Camilo Villegas",2,6.5,"Last5EventsPower",2009
124,124,"Rich Beem",3,6.4,"Last5EventsPower",2009
124,124,"Mike Grob",1,6.4,"Last5EventsPower",2009
124,124,"Danny Lee",1,6.4,"Last5EventsPower",2009
124,124,"Jarrod Lyle",2,6.4,"Last5EventsPower",2009
124,124,"Rod Pampling",3,6.4,"Last5EventsPower",2009
124,124,"Justin Rose",5,6.4,"Last5EventsPower",2009
124,124,"Kevin Sutherland",3,6.4,"Last5EventsPower",2009
131,131,"Nick Dougherty",1,6.3,"Last5EventsPower",2009
131,131,"Mathew Goggin",2,6.3,"Last5EventsPower",2009
131,131,"Bill Lunde",3,6.3,"Last5EventsPower",2009
131,131,"Johnson Wagner",4,6.3,"Last5EventsPower",2009
135,135,"Todd Hamilton",1,6.2,"Last5EventsPower",2009
135,135,"Robert Karlsson",2,6.2,"Last5EventsPower",2009
135,135,"JL Lewis",1,6.2,"Last5EventsPower",2009
135,135,"Shane Lowry",1,6.2,"Last5EventsPower",2009
135,135,"Jeev Milkha Singh",3,6.2,"Last5EventsPower",2009
140,141,"Jason Gore",2,6.1,"Last5EventsPower",2009
140,141,"Mark Hensby",2,6.1,"Last5EventsPower",2009
140,141,"Steve Lowery",2,6.1,"Last5EventsPower",2009
140,141,"John Senden",5,6.1,"Last5EventsPower",2009
140,141,"Scott Sterling",3,6.1,"Last5EventsPower",2009
145,146,"Francesco Molinari",1,6,"Last5EventsPower",2009
145,135,"Steve Stricker",3,6,"Last5EventsPower",2009
145,146,"Chris Stroud",3,6,"Last5EventsPower",2009
145,146,"Brian Vranesh",3,6,"Last5EventsPower",2009
149,149,"Ronnie Black",2,5.9,"Last5EventsPower",2009
149,149,"Jason Dufner",3,5.9,"Last5EventsPower",2009
149,149,"Mathias Gronberg",2,5.9,"Last5EventsPower",2009
149,149,"Miguel Angel Jimenez",1,5.9,"Last5EventsPower",2009
149,149,"Pat Perez",3,5.9,"Last5EventsPower",2009
149,149,"Tim Petrovic",3,5.9,"Last5EventsPower",2009
149,149,"Carl Pettersson",5,5.9,"Last5EventsPower",2009
156,156,"Cameron Beckman",2,5.8,"Last5EventsPower",2009
156,156,"Nathan Green",4,5.8,"Last5EventsPower",2009
156,156,"Martin Kaymer",1,5.8,"Last5EventsPower",2009
156,156,"Billy Mayfair",3,5.8,"Last5EventsPower",2009
156,156,"Rocco Mediate",2,5.8,"Last5EventsPower",2009
156,156,"James Nitties",2,5.8,"Last5EventsPower",2009
156,156,"David Peoples",3,5.8,"Last5EventsPower",2009
156,156,"Jeff Sluman",1,5.8,"Last5EventsPower",2009
156,156,"Junpei Takayama",1,5.8,"Last5EventsPower",2009
156,156,"Azuma Yano",2,5.8,"Last5EventsPower",2009
166,167,"Chih Bing Lam",1,5.7,"Last5EventsPower",2009
166,167,"Kevin Stadler",3,5.7,"Last5EventsPower",2009
168,169,"Darren Clarke",1,5.6,"Last5EventsPower",2009
168,169,"Jay Delsing",2,5.6,"Last5EventsPower",2009
168,156,"Matt Kuchar",3,5.6,"Last5EventsPower",2009
168,169,"Graeme McDowell",1,5.6,"Last5EventsPower",2009
168,169,"DA Points",5,5.6,"Last5EventsPower",2009
173,173,"Michael Allen",2,5.5,"Last5EventsPower",2009
173,173,"Rich Barcelo",1,5.5,"Last5EventsPower",2009
173,173,"Mark Calcavecchia",2,5.5,"Last5EventsPower",2009
173,173,"Jonathan Kaye",2,5.5,"Last5EventsPower",2009
173,173,"Pablo Larrazabal",1,5.5,"Last5EventsPower",2009
173,173,"Kirk Triplett",3,5.5,"Last5EventsPower",2009
173,173,"Garrett Willis",3,5.5,"Last5EventsPower",2009
173,173,"Oliver Wilson",1,5.5,"Last5EventsPower",2009
181,181,"Jeff Maggert",1,5.4,"Last5EventsPower",2009
181,181,"Jesper Parnevik",1,5.4,"Last5EventsPower",2009
181,181,"Roland Thatcher",2,5.4,"Last5EventsPower",2009
