"Par5Performance_RANKTHISWEEK_2008","Par5Performance_RANKLASTWEEK_2008","Par5Performance_PLAYERNAME_2008","Par5Performance_ROUNDS_2008","Par5Performance_STATUS_2008","Par5Performance_PAR5AVG_2008","Par5Performance_TOTALPAR_2008","stat_name","year"
1,1,"Charles Howell III",101,-130,4.6,1645,"Par5Performance",2008
1,1,"Steve Marino",119,-130,4.63,1765,"Par5Performance",2008
3,3,"Nick Watney",96,-129,4.6,1605,"Par5Performance",2008
4,4,"Brian Davis",108,-128,4.62,1690,"Par5Performance",2008
4,4,"Martin Laird",98,-128,4.58,1530,"Par5Performance",2008
6,6,"Kevin Sutherland",98,-127,4.57,1470,"Par5Performance",2008
7,7,"Woody Austin",109,-121,4.64,1675,"Par5Performance",2008
8,8,"Bill Haas",99,-120,4.62,1565,"Par5Performance",2008
9,9,"Robert Garrigus",90,-119,4.59,1440,"Par5Performance",2008
10,10,"Bubba Watson",97,-118,4.6,1475,"Par5Performance",2008
11,11,"Kevin Streelman",114,-117,4.66,1740,"Par5Performance",2008
12,12,"Mathew Goggin",91,-115,4.6,1440,"Par5Performance",2008
12,12,"Kevin Na",97,-115,4.64,1590,"Par5Performance",2008
14,14,"Joe Ogilvie",100,-114,4.64,1570,"Par5Performance",2008
15,15,"Brian Gay",102,-113,4.62,1490,"Par5Performance",2008
15,15,"Frank Lickliter II",107,-113,4.66,1675,"Par5Performance",2008
17,17,"John Merrick",98,-112,4.63,1510,"Par5Performance",2008
18,18,"Ken Duke",116,-111,4.69,1810,"Par5Performance",2008
19,19,"Nicholas Thompson",113,-110,4.69,1775,"Par5Performance",2008
20,20,"George McNeill",97,-109,4.64,1515,"Par5Performance",2008
21,21,"Robert Allenby",108,-108,4.68,1685,"Par5Performance",2008
21,21,"Jason Gore",94,-108,4.65,1545,"Par5Performance",2008
21,21,"Kenny Perry",97,-108,4.63,1440,"Par5Performance",2008
21,21,"Vijay Singh",82,-108,4.52,1135,"Par5Performance",2008
25,25,"Lucas Glover",91,-107,4.6,1335,"Par5Performance",2008
25,25,"Mark Wilson",107,-107,4.67,1635,"Par5Performance",2008
27,27,"Tag Ridings",88,-106,4.63,1420,"Par5Performance",2008
28,28,"Eric Axley",113,-105,4.7,1775,"Par5Performance",2008
28,28,"Jim Furyk",95,-105,4.63,1435,"Par5Performance",2008
28,28,"JB Holmes",86,-105,4.6,1325,"Par5Performance",2008
31,31,"Carl Pettersson",110,-104,4.69,1675,"Par5Performance",2008
31,31,"Patrick Sheehan",124,-104,4.73,1920,"Par5Performance",2008
33,33,"Stewart Cink",87,-103,4.61,1335,"Par5Performance",2008
33,33,"Anthony Kim",81,-103,4.55,1135,"Par5Performance",2008
33,33,"Tom Pernice Jr",104,-103,4.67,1545,"Par5Performance",2008
33,33,"Camilo Villegas",79,-103,4.54,1120,"Par5Performance",2008
37,37,"Bo Van Pelt",101,-102,4.68,1585,"Par5Performance",2008
38,38,"Steve Flesch",95,-101,4.67,1545,"Par5Performance",2008
38,38,"Nathan Green",95,-101,4.67,1535,"Par5Performance",2008
38,38,"Justin Leonard",101,-101,4.64,1410,"Par5Performance",2008
41,41,"Chad Campbell",94,-100,4.64,1375,"Par5Performance",2008
41,41,"JJ Henry",108,-100,4.7,1670,"Par5Performance",2008
43,43,"Phil Mickelson",80,-98,4.59,1190,"Par5Performance",2008
44,44,"Matt Jones",95,-96,4.69,1530,"Par5Performance",2008
44,44,"Billy Mayfair",103,-96,4.68,1490,"Par5Performance",2008
44,44,"Pat Perez",93,-96,4.66,1405,"Par5Performance",2008
44,44,"Mike Weir",88,-96,4.65,1360,"Par5Performance",2008
44,44,"Tim Wilkinson",95,-96,4.69,1560,"Par5Performance",2008
49,49,"Ben Crane",86,-95,4.64,1315,"Par5Performance",2008
49,49,"Charley Hoffman",94,-95,4.68,1480,"Par5Performance",2008
49,49,"Kevin Stadler",90,-95,4.67,1460,"Par5Performance",2008
52,52,"Jesper Parnevik",88,-94,4.66,1365,"Par5Performance",2008
53,53,"Michael Allen",91,-93,4.7,1550,"Par5Performance",2008
53,53,"Briny Baird",113,-93,4.73,1725,"Par5Performance",2008
53,53,"Troy Matteson",94,-93,4.7,1545,"Par5Performance",2008
53,53,"Parker McLachlin",88,-93,4.67,1395,"Par5Performance",2008
57,57,"Ryuji Imada",80,-92,4.65,1300,"Par5Performance",2008
57,57,"Tim Petrovic",97,-92,4.71,1570,"Par5Performance",2008
59,59,"Peter Lonard",92,-91,4.67,1365,"Par5Performance",2008
59,59,"Brenden Pappas",66,-91,4.56,1045,"Par5Performance",2008
61,61,"DJ Trahan",94,-90,4.69,1440,"Par5Performance",2008
61,61,"Marc Turnesa",87,-90,4.68,1400,"Par5Performance",2008
61,61,"Charlie Wi",97,-90,4.69,1440,"Par5Performance",2008
64,64,"Aaron Baddeley",76,-89,4.61,1145,"Par5Performance",2008
64,64,"Shane Bertsch",96,-89,4.7,1500,"Par5Performance",2008
64,64,"Jason Day",81,-89,4.66,1315,"Par5Performance",2008
64,64,"Todd Demsey",80,-89,4.65,1270,"Par5Performance",2008
64,64,"Carlos Franco",73,-89,4.64,1225,"Par5Performance",2008
64,64,"Heath Slocum",104,-89,4.72,1615,"Par5Performance",2008
64,64,"Scott Sterling",89,-89,4.69,1440,"Par5Performance",2008
71,71,"Stephen Ames",83,-88,4.64,1220,"Par5Performance",2008
