"ShortGameRating_RANKTHISWEEK_2016","ShortGameRating_RANKLASTWEEK_2016","ShortGameRating_PLAYERNAME_2016","ShortGameRating_EVENTS_2016","ShortGameRating_RATING_2016","stat_name","year"
1,1,"KT Kim",1,9,"ShortGameRating",2016
2,2,"Maverick McNealy",1,8.4,"ShortGameRating",2016
3,3,"Gonzalo Fdez Castano",1,8.3,"ShortGameRating",2016
4,4,"Bud Cauley",2,8.2,"ShortGameRating",2016
5,5,"Martin Flores",1,8,"ShortGameRating",2016
6,6,"Thongchai Jaidee",1,7.8,"ShortGameRating",2016
6,6,"Lucas Lee",1,7.8,"ShortGameRating",2016
8,8,"Sergio Garcia",2,7.7,"ShortGameRating",2016
8,17,"Adam Scott",6,7.7,"ShortGameRating",2016
8,8,"Jordan Spieth",5,7.7,"ShortGameRating",2016
8,8,"Jimmy Walker",7,7.7,"ShortGameRating",2016
12,11,"Chad Collins",4,7.6,"ShortGameRating",2016
12,11,"Victor Dubuisson",1,7.6,"ShortGameRating",2016
12,11,"Sam Saunders",2,7.6,"ShortGameRating",2016
15,14,"Justin Leonard",4,7.5,"ShortGameRating",2016
15,14,"Jarrod Lyle",1,7.5,"ShortGameRating",2016
15,14,"Billy Mayfair",1,7.5,"ShortGameRating",2016
18,17,"Ross Fisher",1,7.4,"ShortGameRating",2016
18,25,"Rickie Fowler",8,7.4,"ShortGameRating",2016
18,17,"Cameron Smith",4,7.4,"ShortGameRating",2016
21,20,"Chad Campbell",8,7.3,"ShortGameRating",2016
21,20,"Tim Clark",1,7.3,"ShortGameRating",2016
21,20,"Rod Pampling",1,7.3,"ShortGameRating",2016
21,20,"Marc Turnesa",2,7.3,"ShortGameRating",2016
25,35,"Alex Cejka",5,7.2,"ShortGameRating",2016
25,25,"Luke List",5,7.2,"ShortGameRating",2016
25,25,"Jamie Lovemark",12,7.2,"ShortGameRating",2016
25,20,"Vaughn Taylor",4,7.2,"ShortGameRating",2016
29,31,"Brendon de Jonge",4,7.1,"ShortGameRating",2016
29,31,"David Hearn",6,7.1,"ShortGameRating",2016
29,31,"John Huh",6,7.1,"ShortGameRating",2016
29,35,"Justin Rose",5,7.1,"ShortGameRating",2016
29,31,"Brandt Snedeker",7,7.1,"ShortGameRating",2016
34,35,"Byeong Hun An",2,7,"ShortGameRating",2016
34,35,"KJ Choi",9,7,"ShortGameRating",2016
34,35,"Jon Curran",6,7,"ShortGameRating",2016
34,35,"Jason Day",6,7,"ShortGameRating",2016
34,35,"Padraig Harrington",6,7,"ShortGameRating",2016
34,NA,"Trevor Immelman",1,7,"ShortGameRating",2016
34,47,"William McGirt",10,7,"ShortGameRating",2016
