"AccuracyRating_RANKTHISWEEK_2005","AccuracyRating_RANKLASTWEEK_2005","AccuracyRating_PLAYERNAME_2005","AccuracyRating_EVENTS_2005","AccuracyRating_RATING_2005","stat_name","year"
1,1,"Scott Hoch",1,8.7,"AccuracyRating",2005
2,2,"Bradley Dredge",1,8.4,"AccuracyRating",2005
3,3,"Colin Montgomerie",3,8.1,"AccuracyRating",2005
4,4,"Olin Browne",18,8,"AccuracyRating",2005
4,4,"Jim Furyk",19,8,"AccuracyRating",2005
4,4,"Dick Mast",1,8,"AccuracyRating",2005
7,7,"Colby Beckstrom",1,7.9,"AccuracyRating",2005
7,7,"Alex Cejka",13,7.9,"AccuracyRating",2005
7,7,"Donnie Hammond",1,7.9,"AccuracyRating",2005
7,7,"Matt Hendrix",1,7.9,"AccuracyRating",2005
7,7,"Yasuharu Imano",1,7.9,"AccuracyRating",2005
7,7,"Loren Roberts",10,7.9,"AccuracyRating",2005
7,7,"Brandt Snedeker",1,7.9,"AccuracyRating",2005
14,14,"David Edwards",3,7.8,"AccuracyRating",2005
14,14,"Tetsuji Hiratsuka",1,7.8,"AccuracyRating",2005
14,14,"Blaine McCallister",5,7.8,"AccuracyRating",2005
14,14,"Kenny Perry",14,7.8,"AccuracyRating",2005
14,14,"Simon Yates",1,7.8,"AccuracyRating",2005
19,19,"Tommy Armour III",22,7.7,"AccuracyRating",2005
19,19,"Craig Barlow",13,7.7,"AccuracyRating",2005
19,19,"Chris Couch",1,7.7,"AccuracyRating",2005
19,19,"Luke Donald",11,7.7,"AccuracyRating",2005
19,19,"Fred Funk",20,7.7,"AccuracyRating",2005
19,19,"Henrik Stenson",2,7.7,"AccuracyRating",2005
19,19,"Darron Stiles",13,7.7,"AccuracyRating",2005
26,26,"Charley Hoffman",1,7.6,"AccuracyRating",2005
26,26,"Jason Knutzon",1,7.6,"AccuracyRating",2005
26,26,"Camilo Villegas",1,7.6,"AccuracyRating",2005
29,29,"Doug Barron",11,7.5,"AccuracyRating",2005
29,29,"Bart Bryant",18,7.5,"AccuracyRating",2005
29,29,"Fred Couples",10,7.5,"AccuracyRating",2005
29,29,"Joe Durant",15,7.5,"AccuracyRating",2005
29,29,"Robert Gamez",17,7.5,"AccuracyRating",2005
29,29,"Glen Hnatiuk",7,7.5,"AccuracyRating",2005
29,29,"Trevor Immelman",5,7.5,"AccuracyRating",2005
29,29,"Jeff Maggert",13,7.5,"AccuracyRating",2005
29,29,"Nick OHern",6,7.5,"AccuracyRating",2005
29,29,"Adam Scott",13,7.5,"AccuracyRating",2005
29,29,"David Toms",15,7.5,"AccuracyRating",2005
29,29,"Omar Uresti",15,7.5,"AccuracyRating",2005
29,29,"Charles Warren",15,7.5,"AccuracyRating",2005
42,42,"Robert Allenby",15,7.4,"AccuracyRating",2005
42,42,"Jeff Hart",9,7.4,"AccuracyRating",2005
42,42,"Jerry Kelly",17,7.4,"AccuracyRating",2005
42,42,"Spike McRoy",4,7.4,"AccuracyRating",2005
42,42,"David Peoples",4,7.4,"AccuracyRating",2005
42,42,"Nick Price",9,7.4,"AccuracyRating",2005
42,42,"Justin Rose",21,7.4,"AccuracyRating",2005
42,42,"Heath Slocum",21,7.4,"AccuracyRating",2005
42,42,"Kevin Streelman",1,7.4,"AccuracyRating",2005
51,51,"Mark Calcavecchia",18,7.3,"AccuracyRating",2005
51,51,"Chad Campbell",18,7.3,"AccuracyRating",2005
51,51,"Brian Davis",15,7.3,"AccuracyRating",2005
51,51,"Scott Dunlap",2,7.3,"AccuracyRating",2005
51,51,"Joel Kribel",1,7.3,"AccuracyRating",2005
51,51,"Wayne Levi",1,7.3,"AccuracyRating",2005
51,51,"Paul McGinley",3,7.3,"AccuracyRating",2005
51,51,"Joey Sindelar",23,7.3,"AccuracyRating",2005
51,51,"Jeff Sluman",20,7.3,"AccuracyRating",2005
51,51,"Peter Tomasulo",2,7.3,"AccuracyRating",2005
51,51,"DJ Trahan",13,7.3,"AccuracyRating",2005
62,62,"Rich Beem",7,7.2,"AccuracyRating",2005
62,62,"Craig Bowden",6,7.2,"AccuracyRating",2005
62,62,"Jeff Brehaut",12,7.2,"AccuracyRating",2005
62,62,"Tim Clark",16,7.2,"AccuracyRating",2005
62,62,"Darren Clarke",8,7.2,"AccuracyRating",2005
62,62,"Ernie Els",8,7.2,"AccuracyRating",2005
62,62,"Robin Freeman",2,7.2,"AccuracyRating",2005
62,62,"Sergio Garcia",13,7.2,"AccuracyRating",2005
62,62,"Paul Goydos",9,7.2,"AccuracyRating",2005
62,62,"David Hearn",10,7.2,"AccuracyRating",2005
62,62,"John Huston",14,7.2,"AccuracyRating",2005
62,62,"Per Ulrik Johansson",3,7.2,"AccuracyRating",2005
62,62,"Jonathan Kaye",14,7.2,"AccuracyRating",2005
62,62,"Justin Leonard",13,7.2,"AccuracyRating",2005
62,62,"Shigeki Maruyama",21,7.2,"AccuracyRating",2005
62,62,"Billy Mayfair",26,7.2,"AccuracyRating",2005
62,62,"Rocco Mediate",15,7.2,"AccuracyRating",2005
62,62,"Arron Oberholser",12,7.2,"AccuracyRating",2005
62,62,"Steve Pate",1,7.2,"AccuracyRating",2005
62,62,"Mike Small",1,7.2,"AccuracyRating",2005
62,62,"Chris Starkjohann",2,7.2,"AccuracyRating",2005
62,62,"Scott Verplank",17,7.2,"AccuracyRating",2005
62,62,"Grant Waite",3,7.2,"AccuracyRating",2005
62,62,"Casey Wittenberg",3,7.2,"AccuracyRating",2005
86,86,"Cameron Beckman",16,7.1,"AccuracyRating",2005
86,86,"Jason Bohn",17,7.1,"AccuracyRating",2005
86,86,"Tom Byrum",15,7.1,"AccuracyRating",2005
86,86,"Marco Dawson",18,7.1,"AccuracyRating",2005
86,86,"Bob Estes",20,7.1,"AccuracyRating",2005
86,86,"Nick Faldo",2,7.1,"AccuracyRating",2005
86,86,"Bill Glasson",6,7.1,"AccuracyRating",2005
86,86,"Michael Harris",2,7.1,"AccuracyRating",2005
86,86,"Bradley Hughes",6,7.1,"AccuracyRating",2005
86,86,"Richard Johnson",9,7.1,"AccuracyRating",2005
86,86,"Graeme McDowell",8,7.1,"AccuracyRating",2005
