"3PuttAvoidance1015_RANKTHISWEEK_2011","3PuttAvoidance1015_RANKLASTWEEK_2011","3PuttAvoidance1015_PLAYERNAME_2011","3PuttAvoidance1015_ROUNDS_2011","3PuttAvoidance1015_Pct_2011","3PuttAvoidance1015_TOTAL3PUTTS_2011","3PuttAvoidance1015_ATTEMPTS_2011","3PuttAvoidance1015_2PUTTORBETTERPct_2011","stat_name","year"
1,1,"Jonathan Byrd",83,0,NA,191,100,"3PuttAvoidance1015",2011
1,1,"Greg Chalmers",88,0,NA,196,100,"3PuttAvoidance1015",2011
1,1,"KJ Choi",77,0,NA,169,100,"3PuttAvoidance1015",2011
1,1,"Luke Donald",73,0,NA,136,100,"3PuttAvoidance1015",2011
1,1,"James Driscoll",71,0,NA,164,100,"3PuttAvoidance1015",2011
1,1,"Steve Elkington",50,0,NA,100,100,"3PuttAvoidance1015",2011
1,1,"Sergio Garcia",61,0,NA,120,100,"3PuttAvoidance1015",2011
1,1,"Tom Gillis",55,0,NA,119,100,"3PuttAvoidance1015",2011
1,1,"David Hearn",88,0,NA,214,100,"3PuttAvoidance1015",2011
1,1,"Jim Herman",69,0,NA,146,100,"3PuttAvoidance1015",2011
1,1,"Charles Howell III",108,0,NA,246,100,"3PuttAvoidance1015",2011
1,1,"Freddie Jacobson",92,0,NA,191,100,"3PuttAvoidance1015",2011
1,1,"Zach Johnson",79,0,NA,172,100,"3PuttAvoidance1015",2011
1,1,"Richard Johnson",64,0,NA,149,100,"3PuttAvoidance1015",2011
1,1,"Jerry Kelly",85,0,NA,195,100,"3PuttAvoidance1015",2011
1,1,"Colt Knost",80,0,NA,147,100,"3PuttAvoidance1015",2011
1,1,"Marc Leishman",87,0,NA,212,100,"3PuttAvoidance1015",2011
1,1,"Justin Leonard",82,0,NA,216,100,"3PuttAvoidance1015",2011
1,1,"Spencer Levin",113,0,NA,255,100,"3PuttAvoidance1015",2011
1,1,"Ben Martin",74,0,NA,169,100,"3PuttAvoidance1015",2011
1,1,"David Mathis",83,0,NA,208,100,"3PuttAvoidance1015",2011
1,1,"Troy Matteson",91,0,NA,213,100,"3PuttAvoidance1015",2011
1,1,"John Merrick",71,0,NA,154,100,"3PuttAvoidance1015",2011
1,1,"Bryce Molder",82,0,NA,202,100,"3PuttAvoidance1015",2011
1,1,"Sean OHair",71,0,NA,157,100,"3PuttAvoidance1015",2011
1,1,"Nick OHern",89,0,NA,218,100,"3PuttAvoidance1015",2011
1,1,"Ryan Palmer",82,0,NA,136,100,"3PuttAvoidance1015",2011
1,1,"DA Points",89,0,NA,190,100,"3PuttAvoidance1015",2011
1,1,"Aron Price",58,0,NA,102,100,"3PuttAvoidance1015",2011
1,1,"Michael Putnam",67,0,NA,125,100,"3PuttAvoidance1015",2011
1,1,"Tag Ridings",87,0,NA,197,100,"3PuttAvoidance1015",2011
1,1,"Chris Riley",76,0,NA,184,100,"3PuttAvoidance1015",2011
1,1,"Alexandre Rocha",65,0,NA,120,100,"3PuttAvoidance1015",2011
1,1,"Rory Sabbatini",85,0,NA,166,100,"3PuttAvoidance1015",2011
1,1,"Heath Slocum",89,0,NA,217,100,"3PuttAvoidance1015",2011
1,1,"Brendan Steele",89,0,NA,208,100,"3PuttAvoidance1015",2011
1,1,"Steve Stricker",70,0,NA,140,100,"3PuttAvoidance1015",2011
1,1,"David Toms",78,0,NA,170,100,"3PuttAvoidance1015",2011
1,1,"Camilo Villegas",69,0,NA,183,100,"3PuttAvoidance1015",2011
1,1,"Jimmy Walker",79,0,NA,186,100,"3PuttAvoidance1015",2011
1,1,"Bubba Watson",85,0,NA,168,100,"3PuttAvoidance1015",2011
1,1,"Garrett Willis",71,0,NA,168,100,"3PuttAvoidance1015",2011
1,1,"Mark Wilson",89,0,NA,183,100,"3PuttAvoidance1015",2011
44,44,"Carl Pettersson",95,0.43,1,232,99.5,"3PuttAvoidance1015",2011
45,45,"Chad Campbell",99,0.46,1,219,99.5,"3PuttAvoidance1015",2011
46,46,"Vaughn Taylor",89,0.47,1,211,99.5,"3PuttAvoidance1015",2011
47,47,"JJ Henry",96,0.48,1,208,99.5,"3PuttAvoidance1015",2011
48,48,"Chris Kirk",87,0.49,1,205,99.5,"3PuttAvoidance1015",2011
49,49,"John Rollins",85,0.5,1,201,99.5,"3PuttAvoidance1015",2011
50,50,"Cameron Beckman",71,0.51,1,197,99.4,"3PuttAvoidance1015",2011
50,50,"Brian Gay",90,0.51,1,196,99.4,"3PuttAvoidance1015",2011
50,50,"Matt Kuchar",94,0.51,1,195,99.4,"3PuttAvoidance1015",2011
53,53,"Robert Allenby",84,0.53,1,187,99.4,"3PuttAvoidance1015",2011
53,53,"Hunter Mahan",92,0.53,1,188,99.4,"3PuttAvoidance1015",2011
55,55,"Jason Bohn",74,0.54,1,185,99.4,"3PuttAvoidance1015",2011
56,56,"Rickie Fowler",84,0.55,1,183,99.4,"3PuttAvoidance1015",2011
57,57,"Aaron Baddeley",77,0.57,1,174,99.4,"3PuttAvoidance1015",2011
57,57,"Bobby Gates",82,0.57,1,174,99.4,"3PuttAvoidance1015",2011
59,59,"Justin Rose",79,0.58,1,172,99.4,"3PuttAvoidance1015",2011
60,60,"Nathan Green",81,0.6,1,167,99.4,"3PuttAvoidance1015",2011
60,60,"Ryan Moore",79,0.6,1,167,99.4,"3PuttAvoidance1015",2011
60,60,"Kevin Na",84,0.6,1,168,99.4,"3PuttAvoidance1015",2011
60,60,"Roland Thatcher",67,0.6,1,166,99.4,"3PuttAvoidance1015",2011
64,64,"Michael Bradley",74,0.61,1,164,99.3,"3PuttAvoidance1015",2011
64,64,"Matt Jones",71,0.61,1,163,99.3,"3PuttAvoidance1015",2011
64,64,"Steve Marino",76,0.61,1,163,99.3,"3PuttAvoidance1015",2011
64,64,"Bo Van Pelt",92,0.61,1,163,99.3,"3PuttAvoidance1015",2011
64,64,"Nick Watney",80,0.61,1,164,99.3,"3PuttAvoidance1015",2011
69,69,"Trevor Immelman",84,0.64,1,157,99.3,"3PuttAvoidance1015",2011
70,70,"Ricky Barnes",78,0.65,1,155,99.3,"3PuttAvoidance1015",2011
71,71,"Shaun Micheel",77,0.66,1,152,99.3,"3PuttAvoidance1015",2011
72,72,"Jim Renner",65,0.67,1,150,99.3,"3PuttAvoidance1015",2011
73,73,"Stuart Appleby",65,0.68,1,147,99.3,"3PuttAvoidance1015",2011
74,74,"DJ Brigman",67,0.69,1,145,99.3,"3PuttAvoidance1015",2011
75,75,"Geoff Ogilvy",69,0.71,1,141,99.2,"3PuttAvoidance1015",2011
76,76,"Rich Beem",53,0.72,1,138,99.2,"3PuttAvoidance1015",2011
76,76,"Shane Bertsch",62,0.72,1,138,99.2,"3PuttAvoidance1015",2011
78,78,"Bio Kim",71,0.74,1,136,99.2,"3PuttAvoidance1015",2011
79,79,"Brendon de Jonge",105,0.75,2,267,99.2,"3PuttAvoidance1015",2011
80,80,"Stephen Ames",69,0.76,1,131,99.2,"3PuttAvoidance1015",2011
80,80,"Alex Cejka",59,0.76,1,131,99.2,"3PuttAvoidance1015",2011
82,82,"Davis Love III",70,0.82,1,122,99.1,"3PuttAvoidance1015",2011
83,83,"Scott McCarron",65,0.83,1,120,99.1,"3PuttAvoidance1015",2011
84,84,"Matt Bettencourt",84,0.84,2,238,99.1,"3PuttAvoidance1015",2011
84,84,"Andres Gonzales",60,0.84,1,119,99.1,"3PuttAvoidance1015",2011
86,86,"Keegan Bradley",91,0.87,2,230,99.1,"3PuttAvoidance1015",2011
87,87,"Chris DiMarco",93,0.89,2,224,99.1,"3PuttAvoidance1015",2011
88,88,"Fabian Gomez",84,0.91,2,219,99,"3PuttAvoidance1015",2011
89,89,"Harrison Frazar",58,0.93,1,108,99,"3PuttAvoidance1015",2011
89,89,"YE Yang",63,0.93,1,107,99,"3PuttAvoidance1015",2011
91,91,"Kyle Stanley",98,0.94,2,212,99,"3PuttAvoidance1015",2011
91,91,"Chris Stroud",88,0.94,2,213,99,"3PuttAvoidance1015",2011
93,93,"Kevin Stadler",88,0.95,2,210,99,"3PuttAvoidance1015",2011
94,94,"Tim Herron",85,0.96,2,208,99,"3PuttAvoidance1015",2011
95,95,"Webb Simpson",98,0.97,2,206,99,"3PuttAvoidance1015",2011
96,96,"Charlie Wi",83,0.98,2,205,99,"3PuttAvoidance1015",2011
97,97,"John Senden",94,0.99,2,203,99,"3PuttAvoidance1015",2011
98,98,"Kevin Streelman",90,1,2,201,99,"3PuttAvoidance1015",2011
99,99,"Jim Furyk",87,1.02,2,197,98.9,"3PuttAvoidance1015",2011
99,99,"Charley Hoffman",93,1.02,2,196,98.9,"3PuttAvoidance1015",2011
101,101,"Charl Schwartzel",58,1.03,1,97,98.9,"3PuttAvoidance1015",2011
102,102,"Billy Horschel",75,1.06,2,189,98.9,"3PuttAvoidance1015",2011
102,102,"Alex Prugh",82,1.06,2,188,98.9,"3PuttAvoidance1015",2011
102,102,"Vijay Singh",79,1.06,2,188,98.9,"3PuttAvoidance1015",2011
105,105,"Ryuji Imada",83,1.07,2,187,98.9,"3PuttAvoidance1015",2011
106,106,"Chris Couch",73,1.09,2,183,98.9,"3PuttAvoidance1015",2011
106,106,"Joe Ogilvie",75,1.09,2,184,98.9,"3PuttAvoidance1015",2011
108,108,"Lucas Glover",74,1.1,2,182,98.9,"3PuttAvoidance1015",2011
109,109,"William McGirt",103,1.11,3,270,98.8,"3PuttAvoidance1015",2011
110,110,"Blake Adams",116,1.12,3,268,98.8,"3PuttAvoidance1015",2011
110,110,"Angel Cabrera",50,1.12,1,89,98.8,"3PuttAvoidance1015",2011
112,112,"Martin Piller",63,1.13,2,177,98.8,"3PuttAvoidance1015",2011
112,112,"Andres Romero",77,1.13,2,177,98.8,"3PuttAvoidance1015",2011
114,114,"Graeme McDowell",50,1.14,1,88,98.8,"3PuttAvoidance1015",2011
114,114,"Scott Stallings",84,1.14,2,176,98.8,"3PuttAvoidance1015",2011
116,116,"Joseph Bramlett",73,1.15,2,174,98.8,"3PuttAvoidance1015",2011
117,117,"Josh Teater",104,1.16,3,258,98.8,"3PuttAvoidance1015",2011
117,117,"Michael Thompson",79,1.16,2,173,98.8,"3PuttAvoidance1015",2011
119,119,"Jarrod Lyle",83,1.18,2,170,98.8,"3PuttAvoidance1015",2011
120,120,"Ernie Els",71,1.19,2,168,98.8,"3PuttAvoidance1015",2011
121,121,"Paul Stankowski",78,1.2,2,167,98.8,"3PuttAvoidance1015",2011
122,122,"Rod Pampling",72,1.21,2,165,98.7,"3PuttAvoidance1015",2011
123,123,"Kevin Kisner",70,1.23,2,162,98.7,"3PuttAvoidance1015",2011
124,124,"Rocco Mediate",53,1.25,2,160,98.7,"3PuttAvoidance1015",2011
125,125,"Jason Day",76,1.27,2,158,98.7,"3PuttAvoidance1015",2011
126,126,"Phil Mickelson",79,1.29,2,155,98.7,"3PuttAvoidance1015",2011
127,127,"Martin Laird",77,1.3,2,154,98.7,"3PuttAvoidance1015",2011
128,128,"Sung Kang",63,1.31,2,153,98.6,"3PuttAvoidance1015",2011
129,129,"Anthony Kim",72,1.32,2,151,98.6,"3PuttAvoidance1015",2011
129,129,"Scott Piercy",78,1.32,2,151,98.6,"3PuttAvoidance1015",2011
131,131,"Dean Wilson",62,1.36,2,147,98.6,"3PuttAvoidance1015",2011
132,132,"Brandt Jobe",100,1.37,3,219,98.6,"3PuttAvoidance1015",2011
133,133,"Lee Janzen",62,1.4,2,143,98.6,"3PuttAvoidance1015",2011
133,133,"Boo Weekley",66,1.4,2,143,98.6,"3PuttAvoidance1015",2011
135,135,"Stewart Cink",72,1.43,2,140,98.5,"3PuttAvoidance1015",2011
136,136,"JB Holmes",57,1.44,2,139,98.5,"3PuttAvoidance1015",2011
137,137,"Steve Flesch",88,1.47,3,204,98.5,"3PuttAvoidance1015",2011
138,138,"Briny Baird",60,1.48,2,135,98.5,"3PuttAvoidance1015",2011
139,139,"Matt McQuillan",59,1.49,2,134,98.5,"3PuttAvoidance1015",2011
140,140,"Kent Jones",76,1.51,3,199,98.4,"3PuttAvoidance1015",2011
141,141,"Pat Perez",76,1.52,3,198,98.4,"3PuttAvoidance1015",2011
141,141,"Tim Petrovic",88,1.52,3,197,98.4,"3PuttAvoidance1015",2011
141,141,"Nate Smith",66,1.52,2,132,98.4,"3PuttAvoidance1015",2011
144,144,"Michael Connell",76,1.55,3,194,98.4,"3PuttAvoidance1015",2011
145,145,"Brian Davis",105,1.57,4,254,98.4,"3PuttAvoidance1015",2011
146,146,"Robert Garrigus",83,1.6,3,187,98.4,"3PuttAvoidance1015",2011
146,146,"Bill Haas",93,1.6,3,188,98.4,"3PuttAvoidance1015",2011
148,148,"Joe Durant",71,1.61,3,186,98.3,"3PuttAvoidance1015",2011
149,149,"Jeff Overton",92,1.62,3,185,98.3,"3PuttAvoidance1015",2011
149,149,"Johnson Wagner",81,1.62,3,185,98.3,"3PuttAvoidance1015",2011
151,151,"Retief Goosen",50,1.63,2,123,98.3,"3PuttAvoidance1015",2011
152,152,"Cameron Tringale",110,1.68,4,238,98.3,"3PuttAvoidance1015",2011
153,153,"Woody Austin",59,1.69,2,118,98.3,"3PuttAvoidance1015",2011
153,153,"Hunter Haas",96,1.69,4,236,98.3,"3PuttAvoidance1015",2011
155,155,"Steven Bowditch",86,1.71,4,234,98.2,"3PuttAvoidance1015",2011
156,156,"Chez Reavie",92,1.75,4,228,98.2,"3PuttAvoidance1015",2011
156,156,"Adam Scott",60,1.75,2,114,98.2,"3PuttAvoidance1015",2011
158,158,"Padraig Harrington",60,1.77,2,113,98.2,"3PuttAvoidance1015",2011
159,159,"Ben Curtis",66,1.79,3,168,98.2,"3PuttAvoidance1015",2011
159,159,"Billy Mayfair",94,1.79,4,223,98.2,"3PuttAvoidance1015",2011
161,161,"George McNeill",69,1.9,3,158,98.1,"3PuttAvoidance1015",2011
162,162,"JP Hayes",56,1.91,3,157,98,"3PuttAvoidance1015",2011
163,163,"Ben Crane",76,1.95,3,154,98,"3PuttAvoidance1015",2011
164,164,"Bill Lunde",92,2.07,4,193,97.9,"3PuttAvoidance1015",2011
165,165,"Marc Turnesa",54,2.08,3,144,97.9,"3PuttAvoidance1015",2011
166,166,"Arjun Atwal",91,2.12,5,236,97.8,"3PuttAvoidance1015",2011
167,167,"DJ Trahan",91,2.16,5,232,97.8,"3PuttAvoidance1015",2011
168,168,"Ian Poulter",52,2.17,2,92,97.8,"3PuttAvoidance1015",2011
169,169,"Kris Blanks",92,2.2,5,227,97.8,"3PuttAvoidance1015",2011
169,169,"Tommy Gainey",104,2.2,6,273,97.8,"3PuttAvoidance1015",2011
171,171,"Zack Miller",86,2.22,4,180,97.7,"3PuttAvoidance1015",2011
172,172,"Troy Merritt",63,2.29,3,131,97.7,"3PuttAvoidance1015",2011
173,173,"Daniel Summerhays",75,2.3,4,174,97.7,"3PuttAvoidance1015",2011
174,174,"Paul Goydos",81,2.31,5,216,97.6,"3PuttAvoidance1015",2011
175,175,"Brandt Snedeker",85,2.33,4,172,97.6,"3PuttAvoidance1015",2011
176,176,"Dustin Johnson",72,2.52,4,159,97.4,"3PuttAvoidance1015",2011
177,177,"Jason Dufner",78,2.53,4,158,97.4,"3PuttAvoidance1015",2011
178,178,"David Duval",67,2.56,4,156,97.4,"3PuttAvoidance1015",2011
179,179,"Jhonattan Vegas",84,2.58,4,155,97.4,"3PuttAvoidance1015",2011
180,180,"Will Strickler",51,2.78,3,108,97.2,"3PuttAvoidance1015",2011
181,181,"Gary Woodland",93,2.93,6,205,97,"3PuttAvoidance1015",2011
182,182,"Robert Karlsson",61,3.09,3,97,96.9,"3PuttAvoidance1015",2011
183,183,"Kevin Chappell",78,3.18,5,157,96.8,"3PuttAvoidance1015",2011
184,184,"Scott Gutschewski",67,3.53,6,170,96.4,"3PuttAvoidance1015",2011
185,185,"Justin Hicks",60,3.6,4,111,96.4,"3PuttAvoidance1015",2011
186,186,"Derek Lamely",65,3.64,6,165,96.3,"3PuttAvoidance1015",2011
