"CareerMoneyLeaders_RANKTHISWEEK_2005","CareerMoneyLeaders_RANKLASTWEEK_2005","CareerMoneyLeaders_PLAYERNAME_2005","CareerMoneyLeaders__2005","CareerMoneyLeaders_MONEY_2005","stat_name","year"
1,1,"Tiger Woods",NA,55770760,"CareerMoneyLeaders",2005
2,2,"Vijay Singh",NA,44777425,"CareerMoneyLeaders",2005
3,3,"Phil Mickelson",NA,35257533,"CareerMoneyLeaders",2005
4,4,"Davis Love III",NA,31866617,"CareerMoneyLeaders",2005
5,5,"Ernie Els",NA,26094175,"CareerMoneyLeaders",2005
6,6,"Jim Furyk",NA,23986751,"CareerMoneyLeaders",2005
7,7,"David Toms",NA,22904928,"CareerMoneyLeaders",2005
8,8,"Nick Price",NA,20342269,"CareerMoneyLeaders",2005
9,9,"Justin Leonard",NA,20304913,"CareerMoneyLeaders",2005
10,10,"Kenny Perry",NA,19516333,"CareerMoneyLeaders",2005
11,11,"Mark Calcavecchia",NA,18597772,"CareerMoneyLeaders",2005
12,12,"Scott Hoch",NA,18487114,"CareerMoneyLeaders",2005
13,13,"Fred Couples",NA,18348753,"CareerMoneyLeaders",2005
14,14,"Fred Funk",NA,17849352,"CareerMoneyLeaders",2005
15,15,"Chris DiMarco",NA,17171925,"CareerMoneyLeaders",2005
16,16,"Tom Lehman",NA,17128957,"CareerMoneyLeaders",2005
17,17,"Brad Faxon",NA,17028228,"CareerMoneyLeaders",2005
18,18,"Mike Weir",NA,16970211,"CareerMoneyLeaders",2005
19,19,"Jeff Sluman",NA,16589649,"CareerMoneyLeaders",2005
20,20,"David Duval",NA,16363979,"CareerMoneyLeaders",2005
21,21,"Scott Verplank",NA,16227064,"CareerMoneyLeaders",2005
22,22,"Stewart Cink",NA,15837637,"CareerMoneyLeaders",2005
23,23,"Stuart Appleby",NA,15436013,"CareerMoneyLeaders",2005
24,24,"Hal Sutton",NA,15267685,"CareerMoneyLeaders",2005
25,25,"Loren Roberts",NA,14956278,"CareerMoneyLeaders",2005
26,26,"Retief Goosen",NA,14613565,"CareerMoneyLeaders",2005
27,27,"Jay Haas",NA,14276918,"CareerMoneyLeaders",2005
28,28,"Sergio Garcia",NA,14258859,"CareerMoneyLeaders",2005
29,29,"Bob Tway",NA,14189323,"CareerMoneyLeaders",2005
30,30,"Bob Estes",NA,14177811,"CareerMoneyLeaders",2005
31,31,"Greg Norman",NA,13963611,"CareerMoneyLeaders",2005
32,32,"Mark OMeara",NA,13878515,"CareerMoneyLeaders",2005
33,33,"John Huston",NA,13663950,"CareerMoneyLeaders",2005
34,34,"Paul Azinger",NA,13528461,"CareerMoneyLeaders",2005
35,35,"Jeff Maggert",NA,13024848,"CareerMoneyLeaders",2005
36,36,"Billy Mayfair",NA,12720199,"CareerMoneyLeaders",2005
37,37,"Jerry Kelly",NA,12679885,"CareerMoneyLeaders",2005
38,38,"Lee Janzen",NA,12524206,"CareerMoneyLeaders",2005
39,39,"Kirk Triplett",NA,12448661,"CareerMoneyLeaders",2005
40,40,"Jesper Parnevik",NA,12129840,"CareerMoneyLeaders",2005
41,41,"Rocco Mediate",NA,12058072,"CareerMoneyLeaders",2005
42,42,"Robert Allenby",NA,11951566,"CareerMoneyLeaders",2005
43,43,"Corey Pavin",NA,11875537,"CareerMoneyLeaders",2005
44,44,"Tim Herron",NA,11793040,"CareerMoneyLeaders",2005
45,45,"Payne Stewart",NA,11737008,"CareerMoneyLeaders",2005
46,46,"Steve Elkington",NA,11672520,"CareerMoneyLeaders",2005
47,47,"John Cook",NA,11669338,"CareerMoneyLeaders",2005
48,48,"Steve Lowery",NA,11491656,"CareerMoneyLeaders",2005
49,49,"Steve Flesch",NA,11355728,"CareerMoneyLeaders",2005
50,50,"Shigeki Maruyama",NA,11087446,"CareerMoneyLeaders",2005
51,51,"Tom Kite",NA,11041042,"CareerMoneyLeaders",2005
52,52,"Charles Howell III",NA,10833681,"CareerMoneyLeaders",2005
53,53,"Duffy Waldorf",NA,10646393,"CareerMoneyLeaders",2005
54,54,"Billy Andrade",NA,10560537,"CareerMoneyLeaders",2005
55,55,"Joey Sindelar",NA,10048888,"CareerMoneyLeaders",2005
56,56,"Craig Stadler",NA,9987078,"CareerMoneyLeaders",2005
57,57,"Tom Watson",NA,9918371,"CareerMoneyLeaders",2005
58,58,"Chad Campbell",NA,9668524,"CareerMoneyLeaders",2005
59,59,"Jonathan Kaye",NA,9587615,"CareerMoneyLeaders",2005
60,60,"Scott McCarron",NA,9424364,"CareerMoneyLeaders",2005
61,61,"KJ Choi",NA,9153791,"CareerMoneyLeaders",2005
62,62,"Dudley Hart",NA,9127295,"CareerMoneyLeaders",2005
63,63,"David Frost",NA,9098261,"CareerMoneyLeaders",2005
64,64,"Jose Maria Olazabal",NA,8842723,"CareerMoneyLeaders",2005
65,65,"Stephen Ames",NA,8806788,"CareerMoneyLeaders",2005
66,66,"Mark Brooks",NA,8660925,"CareerMoneyLeaders",2005
67,67,"Rory Sabbatini",NA,8645195,"CareerMoneyLeaders",2005
68,68,"John Daly",NA,8612616,"CareerMoneyLeaders",2005
69,69,"Frank Lickliter II",NA,8490940,"CareerMoneyLeaders",2005
70,70,"Andrew Magee",NA,8447804,"CareerMoneyLeaders",2005
71,71,"Kevin Sutherland",NA,8400328,"CareerMoneyLeaders",2005
72,72,"Carlos Franco",NA,8306701,"CareerMoneyLeaders",2005
73,73,"Bernhard Langer",NA,8249555,"CareerMoneyLeaders",2005
74,74,"Steve Stricker",NA,8230692,"CareerMoneyLeaders",2005
75,75,"Dan Forsman",NA,8216229,"CareerMoneyLeaders",2005
76,76,"Tom Pernice Jr",NA,8206146,"CareerMoneyLeaders",2005
77,77,"Craig Parry",NA,8111863,"CareerMoneyLeaders",2005
78,78,"Steve Pate",NA,8018208,"CareerMoneyLeaders",2005
79,79,"Chris Riley",NA,7999316,"CareerMoneyLeaders",2005
80,80,"Adam Scott",NA,7998359,"CareerMoneyLeaders",2005
81,81,"Peter Jacobsen",NA,7753553,"CareerMoneyLeaders",2005
82,82,"Joe Durant",NA,7616887,"CareerMoneyLeaders",2005
83,83,"Curtis Strange",NA,7599951,"CareerMoneyLeaders",2005
84,84,"Glen Day",NA,7370094,"CareerMoneyLeaders",2005
85,85,"Larry Mize",NA,7310702,"CareerMoneyLeaders",2005
86,86,"Olin Browne",NA,7272880,"CareerMoneyLeaders",2005
87,87,"Woody Austin",NA,7136188,"CareerMoneyLeaders",2005
88,88,"Ben Crenshaw",NA,7091166,"CareerMoneyLeaders",2005
89,89,"Robert Gamez",NA,7086932,"CareerMoneyLeaders",2005
90,90,"Skip Kendall",NA,7068382,"CareerMoneyLeaders",2005
91,91,"Padraig Harrington",NA,6975365,"CareerMoneyLeaders",2005
92,92,"JL Lewis",NA,6968852,"CareerMoneyLeaders",2005
93,93,"Chris Perry",NA,6866671,"CareerMoneyLeaders",2005
94,94,"Bill Glasson",NA,6784687,"CareerMoneyLeaders",2005
95,95,"Scott Simpson",NA,6778273,"CareerMoneyLeaders",2005
96,96,"Len Mattiace",NA,6645592,"CareerMoneyLeaders",2005
97,97,"Brent Geiberger",NA,6526554,"CareerMoneyLeaders",2005
98,98,"Bruce Lietzke",NA,6474794,"CareerMoneyLeaders",2005
99,99,"Lanny Wadkins",NA,6355681,"CareerMoneyLeaders",2005
100,100,"Harrison Frazar",NA,6347612,"CareerMoneyLeaders",2005
101,101,"Rich Beem",NA,6205058,"CareerMoneyLeaders",2005
102,102,"Chip Beck",NA,6199550,"CareerMoneyLeaders",2005
103,103,"Steve Jones",NA,6176170,"CareerMoneyLeaders",2005
104,104,"Tommy Armour III",NA,6170976,"CareerMoneyLeaders",2005
105,105,"Geoff Ogilvy",NA,6128354,"CareerMoneyLeaders",2005
106,106,"Tom Byrum",NA,6126619,"CareerMoneyLeaders",2005
107,107,"Darren Clarke",NA,6088933,"CareerMoneyLeaders",2005
108,108,"Luke Donald",NA,6000902,"CareerMoneyLeaders",2005
109,109,"Hale Irwin",NA,5966031,"CareerMoneyLeaders",2005
110,110,"Jim Gallagher Jr",NA,5943105,"CareerMoneyLeaders",2005
111,111,"Ben Crane",NA,5834434,"CareerMoneyLeaders",2005
112,112,"Neal Lancaster",NA,5829861,"CareerMoneyLeaders",2005
113,113,"Fuzzy Zoeller",NA,5803343,"CareerMoneyLeaders",2005
114,114,"Jack Nicklaus",NA,5734031,"CareerMoneyLeaders",2005
115,115,"Briny Baird",NA,5728098,"CareerMoneyLeaders",2005
116,116,"Robert Damron",NA,5688916,"CareerMoneyLeaders",2005
117,117,"David Peoples",NA,5677702,"CareerMoneyLeaders",2005
118,118,"Jay Don Blake",NA,5555470,"CareerMoneyLeaders",2005
119,119,"Russ Cochran",NA,5529494,"CareerMoneyLeaders",2005
120,120,"Paul Stankowski",NA,5460771,"CareerMoneyLeaders",2005
121,121,"Tim Petrovic",NA,5457237,"CareerMoneyLeaders",2005
122,122,"Peter Lonard",NA,5449879,"CareerMoneyLeaders",2005
123,123,"John Rollins",NA,5328553,"CareerMoneyLeaders",2005
124,124,"Tim Clark",NA,5326277,"CareerMoneyLeaders",2005
125,125,"Raymond Floyd",NA,5323075,"CareerMoneyLeaders",2005
126,126,"Mark McCumber",NA,5309688,"CareerMoneyLeaders",2005
127,127,"Brandt Jobe",NA,5296427,"CareerMoneyLeaders",2005
128,128,"Gil Morgan",NA,5259164,"CareerMoneyLeaders",2005
129,129,"Rod Pampling",NA,5210893,"CareerMoneyLeaders",2005
130,130,"Blaine McCallister",NA,5183758,"CareerMoneyLeaders",2005
131,131,"Bart Bryant",NA,5141901,"CareerMoneyLeaders",2005
132,132,"JP Hayes",NA,5137611,"CareerMoneyLeaders",2005
133,133,"Notah Begay III",NA,4982854,"CareerMoneyLeaders",2005
134,134,"Dennis Paulson",NA,4977451,"CareerMoneyLeaders",2005
135,135,"Brett Quigley",NA,4836628,"CareerMoneyLeaders",2005
136,136,"Paul Goydos",NA,4794458,"CareerMoneyLeaders",2005
137,137,"Jonathan Byrd",NA,4774969,"CareerMoneyLeaders",2005
138,138,"DA Weibring",NA,4770705,"CareerMoneyLeaders",2005
139,139,"Shaun Micheel",NA,4759984,"CareerMoneyLeaders",2005
140,140,"David Edwards",NA,4756834,"CareerMoneyLeaders",2005
141,141,"Jim Carter",NA,4737493,"CareerMoneyLeaders",2005
142,142,"Wayne Levi",NA,4723768,"CareerMoneyLeaders",2005
143,143,"Mike Reid",NA,4686774,"CareerMoneyLeaders",2005
144,144,"Gene Sauers",NA,4647669,"CareerMoneyLeaders",2005
145,145,"Brian Gay",NA,4565156,"CareerMoneyLeaders",2005
146,146,"Matt Gogel",NA,4487986,"CareerMoneyLeaders",2005
147,147,"Joe Ogilvie",NA,4460881,"CareerMoneyLeaders",2005
148,148,"Chris Smith",NA,4412137,"CareerMoneyLeaders",2005
149,149,"Heath Slocum",NA,4399118,"CareerMoneyLeaders",2005
150,150,"Grant Waite",NA,4392286,"CareerMoneyLeaders",2005
151,151,"Carl Pettersson",NA,4360616,"CareerMoneyLeaders",2005
152,152,"Mark Wiebe",NA,4314460,"CareerMoneyLeaders",2005
153,153,"Cameron Beckman",NA,4285096,"CareerMoneyLeaders",2005
154,154,"Joel Edwards",NA,4274655,"CareerMoneyLeaders",2005
155,155,"Zach Johnson",NA,4271126,"CareerMoneyLeaders",2005
156,156,"Mark Hensby",NA,4199710,"CareerMoneyLeaders",2005
157,157,"Tom Purtzer",NA,4192268,"CareerMoneyLeaders",2005
158,158,"Mike Hulbert",NA,4177238,"CareerMoneyLeaders",2005
159,159,"JJ Henry",NA,4102104,"CareerMoneyLeaders",2005
160,160,"Brandel Chamblee",NA,4018410,"CareerMoneyLeaders",2005
161,161,"Rick Fehr",NA,4012299,"CareerMoneyLeaders",2005
162,162,"Pat Perez",NA,4011679,"CareerMoneyLeaders",2005
163,163,"Donnie Hammond",NA,3955367,"CareerMoneyLeaders",2005
164,164,"Ted Purdy",NA,3953905,"CareerMoneyLeaders",2005
165,165,"John Mahaffey",NA,3876852,"CareerMoneyLeaders",2005
166,166,"Ted Tryba",NA,3853236,"CareerMoneyLeaders",2005
167,167,"Larry Nelson",NA,3827401,"CareerMoneyLeaders",2005
168,168,"Greg Kraft",NA,3813122,"CareerMoneyLeaders",2005
169,169,"Ken Green",NA,3745345,"CareerMoneyLeaders",2005
170,170,"Todd Hamilton",NA,3670867,"CareerMoneyLeaders",2005
171,171,"Craig Barlow",NA,3620787,"CareerMoneyLeaders",2005
172,172,"Nolan Henke",NA,3606563,"CareerMoneyLeaders",2005
173,173,"Jay Williamson",NA,3591304,"CareerMoneyLeaders",2005
174,174,"Brad Bryant",NA,3558804,"CareerMoneyLeaders",2005
175,175,"Andy Bean",NA,3531780,"CareerMoneyLeaders",2005
176,176,"Lee Trevino",NA,3478328,"CareerMoneyLeaders",2005
177,177,"Franklin Langham",NA,3442531,"CareerMoneyLeaders",2005
178,178,"Tim Simpson",NA,3406017,"CareerMoneyLeaders",2005
179,179,"Hidemichi Tanaka",NA,3369607,"CareerMoneyLeaders",2005
180,180,"Bo Van Pelt",NA,3369344,"CareerMoneyLeaders",2005
181,181,"Craig Perks",NA,3350371,"CareerMoneyLeaders",2005
182,182,"Justin Rose",NA,3327401,"CareerMoneyLeaders",2005
183,183,"Don Pooley",NA,3296615,"CareerMoneyLeaders",2005
184,184,"Phil Blackmar",NA,3245909,"CareerMoneyLeaders",2005
185,185,"Bob Burns",NA,3239253,"CareerMoneyLeaders",2005
186,186,"Brian Henninger",NA,3220007,"CareerMoneyLeaders",2005
187,187,"Jose Coceres",NA,3215472,"CareerMoneyLeaders",2005
188,188,"Alex Cejka",NA,3205519,"CareerMoneyLeaders",2005
189,189,"Fulton Allem",NA,3144319,"CareerMoneyLeaders",2005
190,190,"Dan Pohl",NA,3112263,"CareerMoneyLeaders",2005
191,191,"Ronnie Black",NA,3070281,"CareerMoneyLeaders",2005
192,192,"Michael Bradley",NA,3065017,"CareerMoneyLeaders",2005
193,193,"Jay Delsing",NA,3052550,"CareerMoneyLeaders",2005
194,194,"Bob Gilder",NA,3032108,"CareerMoneyLeaders",2005
195,195,"Phil Tataurangi",NA,3022048,"CareerMoneyLeaders",2005
196,196,"Vaughn Taylor",NA,3004007,"CareerMoneyLeaders",2005
197,197,"Jeff Brehaut",NA,2945727,"CareerMoneyLeaders",2005
198,198,"Freddie Jacobson",NA,2923309,"CareerMoneyLeaders",2005
199,199,"Matt Kuchar",NA,2898484,"CareerMoneyLeaders",2005
200,200,"Arron Oberholser",NA,2897095,"CareerMoneyLeaders",2005
201,201,"Frank Nobilo",NA,2875836,"CareerMoneyLeaders",2005
202,202,"Ryan Palmer",NA,2872346,"CareerMoneyLeaders",2005
203,203,"David Ogrin",NA,2848159,"CareerMoneyLeaders",2005
204,204,"Bobby Wadkins",NA,2822418,"CareerMoneyLeaders",2005
205,205,"Jodie Mudd",NA,2806955,"CareerMoneyLeaders",2005
206,206,"Bob May",NA,2755951,"CareerMoneyLeaders",2005
207,207,"Johnny Miller",NA,2747484,"CareerMoneyLeaders",2005
208,208,"John Senden",NA,2733810,"CareerMoneyLeaders",2005
209,209,"Doug Tewell",NA,2723711,"CareerMoneyLeaders",2005
210,210,"Howard Twitty",NA,2713551,"CareerMoneyLeaders",2005
211,211,"Lee Westwood",NA,2702299,"CareerMoneyLeaders",2005
212,212,"Stephen Leaney",NA,2680985,"CareerMoneyLeaders",2005
213,213,"Willie Wood",NA,2675872,"CareerMoneyLeaders",2005
214,214,"Jim McGovern",NA,2669212,"CareerMoneyLeaders",2005
215,215,"Aaron Baddeley",NA,2663865,"CareerMoneyLeaders",2005
216,216,"Hank Kuehne",NA,2662210,"CareerMoneyLeaders",2005
217,217,"Sandy Lyle",NA,2648861,"CareerMoneyLeaders",2005
218,218,"Brad Fabel",NA,2636911,"CareerMoneyLeaders",2005
219,219,"Scott Gump",NA,2635137,"CareerMoneyLeaders",2005
220,220,"Carl Paulson",NA,2633179,"CareerMoneyLeaders",2005
221,221,"Lucas Glover",NA,2630050,"CareerMoneyLeaders",2005
222,222,"Kent Jones",NA,2624749,"CareerMoneyLeaders",2005
223,223,"Mike Springer",NA,2596451,"CareerMoneyLeaders",2005
224,224,"Hubert Green",NA,2591959,"CareerMoneyLeaders",2005
225,225,"Tom Scherrer",NA,2552640,"CareerMoneyLeaders",2005
226,226,"Ben Curtis",NA,2536418,"CareerMoneyLeaders",2005
227,227,"Patrick Sheehan",NA,2527401,"CareerMoneyLeaders",2005
228,228,"Marco Dawson",NA,2486669,"CareerMoneyLeaders",2005
229,229,"Sean OHair",NA,2461482,"CareerMoneyLeaders",2005
230,230,"Jason Bohn",NA,2456498,"CareerMoneyLeaders",2005
231,231,"Gary Hallberg",NA,2440321,"CareerMoneyLeaders",2005
232,232,"Bob Lohr",NA,2417060,"CareerMoneyLeaders",2005
233,233,"Glen Hnatiuk",NA,2410023,"CareerMoneyLeaders",2005
234,234,"Dave Barr",NA,2404793,"CareerMoneyLeaders",2005
235,235,"Brian Watts",NA,2371525,"CareerMoneyLeaders",2005
236,236,"Keith Clearwater",NA,2365698,"CareerMoneyLeaders",2005
237,237,"Dicky Pride",NA,2359362,"CareerMoneyLeaders",2005
238,238,"Spike McRoy",NA,2343091,"CareerMoneyLeaders",2005
239,239,"Doug Barron",NA,2336054,"CareerMoneyLeaders",2005
