"SandSavesfrom1020yards_RANKTHISWEEK_2008","SandSavesfrom1020yards_RANKLASTWEEK_2008","SandSavesfrom1020yards_PLAYERNAME_2008","SandSavesfrom1020yards_ROUNDS_2008","SandSavesfrom1020yards_Pct_2008","SandSavesfrom1020yards_OFSAVES_2008","SandSavesfrom1020yards_OFBUNKERS_2008","stat_name","year"
1,1,"Chris Riley",51,73.91,17,23,"SandSavesfrom1020yards",2008
2,2,"Corey Pavin",69,69.39,34,49,"SandSavesfrom1020yards",2008
3,3,"Kevin Sutherland",98,68.66,46,67,"SandSavesfrom1020yards",2008
4,4,"Ernie Els",51,68.29,28,41,"SandSavesfrom1020yards",2008
5,5,"Phil Mickelson",80,67.86,38,56,"SandSavesfrom1020yards",2008
5,5,"Adam Scott",51,67.86,19,28,"SandSavesfrom1020yards",2008
7,7,"Mike Weir",88,67.69,44,65,"SandSavesfrom1020yards",2008
8,8,"Mark Wilson",107,67.42,60,89,"SandSavesfrom1020yards",2008
9,9,"Freddie Jacobson",78,67.21,41,61,"SandSavesfrom1020yards",2008
10,10,"Dudley Hart",74,67.16,45,67,"SandSavesfrom1020yards",2008
11,11,"Richard Johnson",77,67.09,53,79,"SandSavesfrom1020yards",2008
12,12,"Padraig Harrington",52,65.63,21,32,"SandSavesfrom1020yards",2008
13,13,"Scott Verplank",82,65.31,32,49,"SandSavesfrom1020yards",2008
14,14,"Tim Clark",90,65.28,47,72,"SandSavesfrom1020yards",2008
15,15,"Gavin Coles",54,65.12,28,43,"SandSavesfrom1020yards",2008
16,16,"Robert Gamez",79,64.91,37,57,"SandSavesfrom1020yards",2008
17,17,"Brian Gay",102,64.37,56,87,"SandSavesfrom1020yards",2008
18,18,"Brian Davis",108,64.2,52,81,"SandSavesfrom1020yards",2008
19,19,"Brett Quigley",80,64.18,43,67,"SandSavesfrom1020yards",2008
20,20,"Rich Beem",90,64,48,75,"SandSavesfrom1020yards",2008
20,20,"Daniel Chopra",84,64,48,75,"SandSavesfrom1020yards",2008
22,22,"Jin Park",85,63.46,33,52,"SandSavesfrom1020yards",2008
23,23,"Pat Perez",93,63.24,43,68,"SandSavesfrom1020yards",2008
24,24,"Brett Rumford",72,63.16,36,57,"SandSavesfrom1020yards",2008
25,25,"Ryuji Imada",80,62.9,39,62,"SandSavesfrom1020yards",2008
26,26,"JP Hayes",67,62.3,38,61,"SandSavesfrom1020yards",2008
27,27,"Brenden Pappas",66,62.26,33,53,"SandSavesfrom1020yards",2008
28,28,"Mathew Goggin",91,61.84,47,76,"SandSavesfrom1020yards",2008
29,29,"Jim McGovern",75,61.7,29,47,"SandSavesfrom1020yards",2008
30,30,"Rod Pampling",83,61.67,37,60,"SandSavesfrom1020yards",2008
31,31,"Justin Leonard",101,61.54,32,52,"SandSavesfrom1020yards",2008
31,31,"Ted Purdy",68,61.54,24,39,"SandSavesfrom1020yards",2008
33,33,"Charles Howell III",101,61.25,49,80,"SandSavesfrom1020yards",2008
34,34,"Paul Casey",55,61.11,11,18,"SandSavesfrom1020yards",2008
35,35,"Omar Uresti",74,61.02,36,59,"SandSavesfrom1020yards",2008
36,36,"Marco Dawson",64,60.71,34,56,"SandSavesfrom1020yards",2008
36,36,"Carlos Franco",73,60.71,34,56,"SandSavesfrom1020yards",2008
38,38,"Matt Jones",95,60.56,43,71,"SandSavesfrom1020yards",2008
39,39,"KJ Choi",74,60.38,32,53,"SandSavesfrom1020yards",2008
40,40,"Kevin Na",97,60.19,62,103,"SandSavesfrom1020yards",2008
41,41,"Steve Flesch",95,60,30,50,"SandSavesfrom1020yards",2008
41,41,"Carl Pettersson",110,60,54,90,"SandSavesfrom1020yards",2008
41,41,"Tim Wilkinson",95,60,45,75,"SandSavesfrom1020yards",2008
44,44,"Parker McLachlin",88,59.7,40,67,"SandSavesfrom1020yards",2008
45,45,"Paul Claxton",63,59.57,28,47,"SandSavesfrom1020yards",2008
46,46,"Billy Mayfair",103,59.49,47,79,"SandSavesfrom1020yards",2008
47,47,"Rory Sabbatini",77,59.26,32,54,"SandSavesfrom1020yards",2008
48,48,"Doug LaBelle II",65,59.18,29,49,"SandSavesfrom1020yards",2008
49,49,"Heath Slocum",104,58.82,40,68,"SandSavesfrom1020yards",2008
50,50,"Todd Demsey",80,58.67,44,75,"SandSavesfrom1020yards",2008
51,51,"Geoff Ogilvy",65,58.49,31,53,"SandSavesfrom1020yards",2008
52,52,"Kevin Streelman",114,58.23,46,79,"SandSavesfrom1020yards",2008
53,53,"Glen Day",64,57.45,27,47,"SandSavesfrom1020yards",2008
54,54,"Mark Hensby",71,57.41,31,54,"SandSavesfrom1020yards",2008
55,55,"Vaughn Taylor",103,57.33,43,75,"SandSavesfrom1020yards",2008
56,56,"Chez Reavie",102,57.14,40,70,"SandSavesfrom1020yards",2008
56,56,"Nicholas Thompson",113,57.14,60,105,"SandSavesfrom1020yards",2008
58,58,"Michael Allen",91,56.92,37,65,"SandSavesfrom1020yards",2008
58,58,"Ben Curtis",80,56.92,37,65,"SandSavesfrom1020yards",2008
60,60,"Stewart Cink",87,56.9,33,58,"SandSavesfrom1020yards",2008
61,61,"Craig Kanada",65,56.82,25,44,"SandSavesfrom1020yards",2008
62,62,"Tom Scherrer",56,56.67,17,30,"SandSavesfrom1020yards",2008
63,63,"Eric Axley",113,56.63,47,83,"SandSavesfrom1020yards",2008
63,63,"Tim Petrovic",97,56.63,47,83,"SandSavesfrom1020yards",2008
65,65,"Joe Ogilvie",100,56.58,43,76,"SandSavesfrom1020yards",2008
66,66,"Zach Johnson",85,56.52,26,46,"SandSavesfrom1020yards",2008
67,67,"Shigeki Maruyama",50,56.41,22,39,"SandSavesfrom1020yards",2008
68,68,"Jonathan Byrd",88,56.25,45,80,"SandSavesfrom1020yards",2008
68,68,"Sergio Garcia",72,56.25,36,64,"SandSavesfrom1020yards",2008
70,70,"Stephen Ames",83,56.14,32,57,"SandSavesfrom1020yards",2008
71,71,"Jeff Gove",50,56,14,25,"SandSavesfrom1020yards",2008
71,71,"Hunter Mahan",87,56,28,50,"SandSavesfrom1020yards",2008
73,73,"Chris DiMarco",87,55.84,43,77,"SandSavesfrom1020yards",2008
74,74,"John Merrick",98,55.77,29,52,"SandSavesfrom1020yards",2008
75,75,"John Rollins",94,55.7,44,79,"SandSavesfrom1020yards",2008
76,76,"Harrison Frazar",73,55.56,30,54,"SandSavesfrom1020yards",2008
76,76,"Tom Lehman",51,55.56,20,36,"SandSavesfrom1020yards",2008
76,76,"Scott McCarron",63,55.56,20,36,"SandSavesfrom1020yards",2008
79,79,"Jason Allred",63,55.26,21,38,"SandSavesfrom1020yards",2008
80,80,"Bart Bryant",81,55.17,32,58,"SandSavesfrom1020yards",2008
80,80,"Jeff Maggert",86,55.17,32,58,"SandSavesfrom1020yards",2008
82,82,"George McNeill",97,55.07,38,69,"SandSavesfrom1020yards",2008
83,83,"Charlie Wi",97,55,33,60,"SandSavesfrom1020yards",2008
84,84,"Sean OHair",81,54.93,39,71,"SandSavesfrom1020yards",2008
85,85,"Ken Duke",116,54.9,56,102,"SandSavesfrom1020yards",2008
86,86,"Tommy Gainey",60,54.76,23,42,"SandSavesfrom1020yards",2008
87,87,"Michael Letzig",88,54.69,35,64,"SandSavesfrom1020yards",2008
87,87,"Troy Matteson",94,54.69,35,64,"SandSavesfrom1020yards",2008
89,89,"Andres Romero",69,54.39,31,57,"SandSavesfrom1020yards",2008
90,90,"Chad Collins",72,54.35,25,46,"SandSavesfrom1020yards",2008
90,90,"Steve Stricker",75,54.35,25,46,"SandSavesfrom1020yards",2008
92,92,"Kenny Perry",97,54.32,44,81,"SandSavesfrom1020yards",2008
92,92,"Bo Van Pelt",101,54.32,44,81,"SandSavesfrom1020yards",2008
94,94,"Brad Adamonis",87,54.29,38,70,"SandSavesfrom1020yards",2008
94,94,"Stuart Appleby",87,54.29,38,70,"SandSavesfrom1020yards",2008
94,94,"Travis Perkins",53,54.29,19,35,"SandSavesfrom1020yards",2008
97,97,"Camilo Villegas",79,54.24,32,59,"SandSavesfrom1020yards",2008
98,98,"Robert Allenby",108,54.17,39,72,"SandSavesfrom1020yards",2008
99,99,"JB Holmes",86,54.1,33,61,"SandSavesfrom1020yards",2008
100,100,"Briny Baird",113,53.95,41,76,"SandSavesfrom1020yards",2008
100,100,"Lee Janzen",89,53.95,41,76,"SandSavesfrom1020yards",2008
102,102,"Jim Furyk",95,53.85,28,52,"SandSavesfrom1020yards",2008
103,103,"Charley Hoffman",94,53.57,45,84,"SandSavesfrom1020yards",2008
103,103,"Cliff Kresge",84,53.57,30,56,"SandSavesfrom1020yards",2008
103,103,"Ron Whittaker",54,53.57,15,28,"SandSavesfrom1020yards",2008
103,103,"YE Yang",89,53.57,45,84,"SandSavesfrom1020yards",2008
107,107,"Todd Hamilton",92,53.52,38,71,"SandSavesfrom1020yards",2008
108,108,"Trevor Immelman",70,53.49,23,43,"SandSavesfrom1020yards",2008
110,110,"Johnson Wagner",83,53.45,31,58,"SandSavesfrom1020yards",2008
111,111,"Jason Day",81,53.42,39,73,"SandSavesfrom1020yards",2008
112,112,"Frank Lickliter II",107,53.25,41,77,"SandSavesfrom1020yards",2008
113,113,"Paul Goydos",78,53.23,33,62,"SandSavesfrom1020yards",2008
114,114,"Woody Austin",109,53.03,35,66,"SandSavesfrom1020yards",2008
115,115,"Ben Crane",86,52.94,36,68,"SandSavesfrom1020yards",2008
115,115,"Ryan Palmer",69,52.94,27,51,"SandSavesfrom1020yards",2008
117,117,"Cameron Beckman",87,52.86,37,70,"SandSavesfrom1020yards",2008
118,118,"Kent Jones",68,52.83,28,53,"SandSavesfrom1020yards",2008
118,118,"Matt Kuchar",88,52.83,28,53,"SandSavesfrom1020yards",2008
120,120,"John Huston",56,52.5,21,40,"SandSavesfrom1020yards",2008
120,120,"Bob Tway",70,52.5,21,40,"SandSavesfrom1020yards",2008
122,122,"Anthony Kim",81,52.38,33,63,"SandSavesfrom1020yards",2008
123,123,"Jerry Kelly",89,52.24,35,67,"SandSavesfrom1020yards",2008
124,124,"Kevin Stadler",90,51.67,31,60,"SandSavesfrom1020yards",2008
125,125,"John Mallinger",95,51.65,47,91,"SandSavesfrom1020yards",2008
126,126,"Bill Haas",99,51.61,48,93,"SandSavesfrom1020yards",2008
126,126,"Ian Poulter",51,51.61,16,31,"SandSavesfrom1020yards",2008
128,128,"John Senden",93,51.56,33,64,"SandSavesfrom1020yards",2008
128,128,"Brandt Snedeker",85,51.56,33,64,"SandSavesfrom1020yards",2008
130,130,"Bob Estes",90,51.43,36,70,"SandSavesfrom1020yards",2008
131,131,"Jeff Overton",103,51.39,37,72,"SandSavesfrom1020yards",2008
132,132,"Tom Pernice Jr",104,51.09,47,92,"SandSavesfrom1020yards",2008
133,133,"Jay Williamson",96,50.91,28,55,"SandSavesfrom1020yards",2008
134,134,"Olin Browne",77,50.88,29,57,"SandSavesfrom1020yards",2008
135,135,"Mathias Gronberg",87,50.75,34,67,"SandSavesfrom1020yards",2008
136,136,"Steve Lowery",74,50.72,35,69,"SandSavesfrom1020yards",2008
137,137,"Nathan Green",95,50.55,46,91,"SandSavesfrom1020yards",2008
138,138,"Billy Andrade",71,50,29,58,"SandSavesfrom1020yards",2008
138,138,"David Duval",51,50,19,38,"SandSavesfrom1020yards",2008
138,138,"Kenneth Ferrie",72,50,29,58,"SandSavesfrom1020yards",2008
138,138,"Lucas Glover",91,50,33,66,"SandSavesfrom1020yards",2008
138,138,"Nick OHern",82,50,28,56,"SandSavesfrom1020yards",2008
138,138,"Kyle Thompson",70,50,27,54,"SandSavesfrom1020yards",2008
138,138,"David Toms",70,50,24,48,"SandSavesfrom1020yards",2008
138,138,"Marc Turnesa",87,50,35,70,"SandSavesfrom1020yards",2008
146,146,"Dustin Johnson",92,49.33,37,75,"SandSavesfrom1020yards",2008
147,147,"Chad Campbell",94,49.25,33,67,"SandSavesfrom1020yards",2008
147,147,"Rocco Mediate",87,49.25,33,67,"SandSavesfrom1020yards",2008
149,149,"James Driscoll",85,49.21,31,63,"SandSavesfrom1020yards",2008
150,150,"Jason Gore",94,48.75,39,80,"SandSavesfrom1020yards",2008
151,151,"DJ Trahan",94,48.61,35,72,"SandSavesfrom1020yards",2008
152,152,"Jon Mills",95,48.48,32,66,"SandSavesfrom1020yards",2008
153,153,"Tag Ridings",88,48.44,31,64,"SandSavesfrom1020yards",2008
154,154,"Boo Weekley",86,48.33,29,60,"SandSavesfrom1020yards",2008
155,155,"Retief Goosen",59,48.28,14,29,"SandSavesfrom1020yards",2008
156,156,"JJ Henry",108,47.95,35,73,"SandSavesfrom1020yards",2008
157,157,"Aaron Baddeley",76,47.92,23,48,"SandSavesfrom1020yards",2008
158,158,"Bubba Watson",97,47.83,33,69,"SandSavesfrom1020yards",2008
159,159,"Davis Love III",78,47.76,32,67,"SandSavesfrom1020yards",2008
160,160,"Robert Garrigus",90,47.5,38,80,"SandSavesfrom1020yards",2008
161,161,"Joe Durant",92,47.46,28,59,"SandSavesfrom1020yards",2008
162,162,"Martin Laird",98,46.67,35,75,"SandSavesfrom1020yards",2008
162,162,"Jeff Quinney",87,46.67,28,60,"SandSavesfrom1020yards",2008
164,164,"Steve Marino",119,46.59,41,88,"SandSavesfrom1020yards",2008
165,165,"Brad Elder",67,46.51,20,43,"SandSavesfrom1020yards",2008
166,166,"Dean Wilson",109,46.15,36,78,"SandSavesfrom1020yards",2008
167,167,"Cody Freeman",66,45.45,25,55,"SandSavesfrom1020yards",2008
167,167,"Ryan Moore",72,45.45,30,66,"SandSavesfrom1020yards",2008
169,169,"Shane Bertsch",96,45.24,38,84,"SandSavesfrom1020yards",2008
170,170,"Peter Lonard",92,45.16,28,62,"SandSavesfrom1020yards",2008
171,171,"Scott Sterling",89,45.1,23,51,"SandSavesfrom1020yards",2008
172,172,"Patrick Sheehan",124,45,36,80,"SandSavesfrom1020yards",2008
