"ScramblingfromtheRough_RANKTHISWEEK_2005","ScramblingfromtheRough_RANKLASTWEEK_2005","ScramblingfromtheRough_PLAYERNAME_2005","ScramblingfromtheRough_ROUNDS_2005","ScramblingfromtheRough_Pct_2005","ScramblingfromtheRough_SUCCESSES_2005","ScramblingfromtheRough_ATTEMPTS_2005","stat_name","year"
163,163,"Brenden Pappas",51,49.11,55,112,"ScramblingfromtheRough",2005
164,164,"Retief Goosen",71,49.09,54,110,"ScramblingfromtheRough",2005
165,165,"Alex Cejka",84,48.95,93,190,"ScramblingfromtheRough",2005
166,166,"Jeff Brehaut",71,48.85,64,131,"ScramblingfromtheRough",2005
167,167,"John Daly",78,48.82,83,170,"ScramblingfromtheRough",2005
168,168,"Steve Lowery",100,48.78,100,205,"ScramblingfromtheRough",2005
169,169,"Michael Long",72,48.68,74,152,"ScramblingfromtheRough",2005
170,170,"Steve Allan",102,48.67,110,226,"ScramblingfromtheRough",2005
170,170,"Dennis Paulson",63,48.67,73,150,"ScramblingfromtheRough",2005
172,172,"Skip Kendall",80,48.66,91,187,"ScramblingfromtheRough",2005
173,173,"Brad Faxon",75,48.55,67,138,"ScramblingfromtheRough",2005
174,174,"Hank Kuehne",84,48.5,97,200,"ScramblingfromtheRough",2005
175,175,"Mark Hensby",70,48.32,72,149,"ScramblingfromtheRough",2005
176,176,"Chris Anderson",66,48.15,65,135,"ScramblingfromtheRough",2005
176,176,"Cameron Beckman",96,48.15,91,189,"ScramblingfromtheRough",2005
178,178,"John Cook",72,48.13,77,160,"ScramblingfromtheRough",2005
179,179,"Kent Jones",99,47.93,104,217,"ScramblingfromtheRough",2005
180,180,"Brian Bateman",98,47.81,109,228,"ScramblingfromtheRough",2005
181,181,"Craig Barlow",81,47.67,82,172,"ScramblingfromtheRough",2005
182,182,"Thomas Levet",54,47.42,46,97,"ScramblingfromtheRough",2005
183,183,"Jonathan Byrd",103,47.37,99,209,"ScramblingfromtheRough",2005
184,184,"Danny Briggs",70,47.27,78,165,"ScramblingfromtheRough",2005
185,185,"Justin Bolli",65,47.16,83,176,"ScramblingfromtheRough",2005
186,186,"Brent Geiberger",61,47.15,58,123,"ScramblingfromtheRough",2005
187,187,"Hideto Tanihara",50,46.36,51,110,"ScramblingfromtheRough",2005
188,188,"Joey Snyder III",102,46.19,97,210,"ScramblingfromtheRough",2005
189,189,"Scott Gutschewski",86,45.96,74,161,"ScramblingfromtheRough",2005
190,190,"Tjaart van der Walt",56,45.83,55,120,"ScramblingfromtheRough",2005
191,191,"John Elliott",58,45.71,64,140,"ScramblingfromtheRough",2005
191,191,"Ian Poulter",62,45.71,48,105,"ScramblingfromtheRough",2005
193,193,"DA Points",94,45.67,95,208,"ScramblingfromtheRough",2005
194,194,"Rich Beem",66,45.45,60,132,"ScramblingfromtheRough",2005
195,195,"Glen Hnatiuk",59,45.26,43,95,"ScramblingfromtheRough",2005
196,196,"Fred Couples",72,44.64,50,112,"ScramblingfromtheRough",2005
196,196,"Tom Gillis",77,44.64,75,168,"ScramblingfromtheRough",2005
198,198,"DJ Trahan",81,43.36,62,143,"ScramblingfromtheRough",2005
199,199,"Kevin Stadler",96,43.19,92,213,"ScramblingfromtheRough",2005
200,200,"Scott Hend",75,42.37,75,177,"ScramblingfromtheRough",2005
201,201,"Chris Smith",93,40.12,69,172,"ScramblingfromtheRough",2005
202,202,"Craig Perks",67,31.06,50,161,"ScramblingfromtheRough",2005
