"ScramblingfromtheRough_RANKTHISWEEK_2005","ScramblingfromtheRough_RANKLASTWEEK_2005","ScramblingfromtheRough_PLAYERNAME_2005","ScramblingfromtheRough_ROUNDS_2005","ScramblingfromtheRough_Pct_2005","ScramblingfromtheRough_SUCCESSES_2005","ScramblingfromtheRough_ATTEMPTS_2005","stat_name","year"
1,1,"Mathias Gronberg",60,65.44,89,136,"ScramblingfromtheRough",2005
2,2,"Steve Stricker",62,65.19,103,158,"ScramblingfromtheRough",2005
3,3,"Olin Browne",99,64.32,119,185,"ScramblingfromtheRough",2005
4,4,"Fred Funk",102,63.82,127,199,"ScramblingfromtheRough",2005
5,5,"Carlos Franco",78,61.9,91,147,"ScramblingfromtheRough",2005
6,6,"Tim Herron",100,61.76,105,170,"ScramblingfromtheRough",2005
7,7,"Jim Furyk",94,61.65,82,133,"ScramblingfromtheRough",2005
8,8,"Brian Gay",101,61.54,144,234,"ScramblingfromtheRough",2005
9,9,"Kevin Na",88,61.03,130,213,"ScramblingfromtheRough",2005
10,10,"Jose Maria Olazabal",55,60.64,57,94,"ScramblingfromtheRough",2005
11,11,"Stuart Appleby",84,60.49,98,162,"ScramblingfromtheRough",2005
12,12,"Joe Durant",81,60.48,75,124,"ScramblingfromtheRough",2005
13,13,"Adam Scott",72,60.47,78,129,"ScramblingfromtheRough",2005
14,14,"Bernhard Langer",67,60.38,64,106,"ScramblingfromtheRough",2005
15,15,"Kevin Sutherland",89,60.34,105,174,"ScramblingfromtheRough",2005
16,16,"Tom Pernice Jr",111,59.92,145,242,"ScramblingfromtheRough",2005
17,17,"Phil Mickelson",81,59.69,77,129,"ScramblingfromtheRough",2005
18,18,"Tiger Woods",76,59.68,74,124,"ScramblingfromtheRough",2005
19,19,"Tim Petrovic",97,59.42,123,207,"ScramblingfromtheRough",2005
20,20,"Carl Pettersson",109,59.19,132,223,"ScramblingfromtheRough",2005
21,21,"Freddie Jacobson",72,59.18,87,147,"ScramblingfromtheRough",2005
22,22,"JP Hayes",63,59.12,81,137,"ScramblingfromtheRough",2005
23,23,"Brandt Jobe",96,59.09,117,198,"ScramblingfromtheRough",2005
24,24,"Lee Janzen",75,58.9,86,146,"ScramblingfromtheRough",2005
25,25,"Arron Oberholser",65,58.82,70,119,"ScramblingfromtheRough",2005
26,26,"Dudley Hart",84,58.78,87,148,"ScramblingfromtheRough",2005
27,27,"Bob Heintz",67,58.72,101,172,"ScramblingfromtheRough",2005
28,28,"Mark Wilson",74,58.71,91,155,"ScramblingfromtheRough",2005
29,29,"Dan Forsman",52,58.65,61,104,"ScramblingfromtheRough",2005
30,30,"Matt Kuchar",60,58.57,82,140,"ScramblingfromtheRough",2005
31,31,"Phillip Price",77,58.44,90,154,"ScramblingfromtheRough",2005
32,32,"Bill Glasson",54,58.42,59,101,"ScramblingfromtheRough",2005
33,33,"Arjun Atwal",65,58.39,87,149,"ScramblingfromtheRough",2005
34,34,"Loren Roberts",54,58.25,60,103,"ScramblingfromtheRough",2005
35,35,"Neal Lancaster",95,58.14,125,215,"ScramblingfromtheRough",2005
36,36,"Tim Clark",92,57.89,110,190,"ScramblingfromtheRough",2005
37,37,"Bob Estes",92,57.86,92,159,"ScramblingfromtheRough",2005
38,38,"Jerry Kelly",101,57.79,115,199,"ScramblingfromtheRough",2005
39,39,"Jose Coceres",56,57.76,67,116,"ScramblingfromtheRough",2005
40,40,"Jim Carter",62,57.72,86,149,"ScramblingfromtheRough",2005
41,41,"Larry Mize",54,57.69,75,130,"ScramblingfromtheRough",2005
42,42,"Daniel Chopra",108,57.49,142,247,"ScramblingfromtheRough",2005
43,43,"Rocco Mediate",73,57.34,82,143,"ScramblingfromtheRough",2005
44,44,"Chad Campbell",95,57.23,95,166,"ScramblingfromtheRough",2005
45,45,"Shigeki Maruyama",99,57.14,124,217,"ScramblingfromtheRough",2005
45,45,"Kirk Triplett",55,57.14,60,105,"ScramblingfromtheRough",2005
47,47,"Pat Perez",89,56.83,129,227,"ScramblingfromtheRough",2005
48,48,"Bo Van Pelt",112,56.81,121,213,"ScramblingfromtheRough",2005
49,49,"Corey Pavin",77,56.77,88,155,"ScramblingfromtheRough",2005
50,50,"Gavin Coles",70,56.73,97,171,"ScramblingfromtheRough",2005
51,51,"Len Mattiace",86,56.47,131,232,"ScramblingfromtheRough",2005
52,52,"Stephen Ames",82,56.36,93,165,"ScramblingfromtheRough",2005
52,52,"Billy Mayfair",114,56.36,124,220,"ScramblingfromtheRough",2005
54,54,"Briny Baird",98,56.22,104,185,"ScramblingfromtheRough",2005
55,55,"Vijay Singh",111,56.16,114,203,"ScramblingfromtheRough",2005
56,56,"Luke Donald",67,56.1,46,82,"ScramblingfromtheRough",2005
57,57,"Aaron Baddeley",84,56.08,143,255,"ScramblingfromtheRough",2005
58,58,"Harrison Frazar",105,56.02,121,216,"ScramblingfromtheRough",2005
59,59,"Todd Fischer",99,55.94,146,261,"ScramblingfromtheRough",2005
60,60,"Rory Sabbatini",81,55.91,104,186,"ScramblingfromtheRough",2005
61,61,"Justin Rose",99,55.72,112,201,"ScramblingfromtheRough",2005
62,62,"Heath Slocum",103,55.67,113,203,"ScramblingfromtheRough",2005
63,63,"Geoff Ogilvy",97,55.62,94,169,"ScramblingfromtheRough",2005
63,63,"Brett Wetterich",76,55.62,94,169,"ScramblingfromtheRough",2005
65,65,"Glen Day",80,55.61,114,205,"ScramblingfromtheRough",2005
66,66,"Lee Westwood",50,55.56,45,81,"ScramblingfromtheRough",2005
67,67,"Joe Ogilvie",103,55.51,131,236,"ScramblingfromtheRough",2005
68,68,"Matt Davidson",53,55.47,71,128,"ScramblingfromtheRough",2005
69,69,"Nick Watney",91,55.46,127,229,"ScramblingfromtheRough",2005
70,70,"Ben Crane",78,55.45,112,202,"ScramblingfromtheRough",2005
71,71,"Tom Byrum",83,55.43,97,175,"ScramblingfromtheRough",2005
72,72,"Steve Elkington",67,55.37,67,121,"ScramblingfromtheRough",2005
73,73,"Omar Uresti",84,55.26,84,152,"ScramblingfromtheRough",2005
74,74,"Mark OMeara",66,55.19,85,154,"ScramblingfromtheRough",2005
75,75,"Davis Love III",80,55.13,86,156,"ScramblingfromtheRough",2005
76,76,"Bob Tway",87,55.04,71,129,"ScramblingfromtheRough",2005
77,77,"Ryuji Imada",78,54.9,84,153,"ScramblingfromtheRough",2005
77,77,"Stephen Leaney",89,54.9,112,204,"ScramblingfromtheRough",2005
79,79,"DJ Brigman",76,54.89,73,133,"ScramblingfromtheRough",2005
79,79,"Paul Gow",78,54.89,101,184,"ScramblingfromtheRough",2005
81,81,"Ben Curtis",65,54.76,69,126,"ScramblingfromtheRough",2005
81,81,"James Driscoll",73,54.76,92,168,"ScramblingfromtheRough",2005
83,83,"Jeff Hart",63,54.69,70,128,"ScramblingfromtheRough",2005
84,84,"Scott Verplank",87,54.66,88,161,"ScramblingfromtheRough",2005
85,85,"Matt Gogel",78,54.5,103,189,"ScramblingfromtheRough",2005
85,85,"Jesper Parnevik",84,54.5,103,189,"ScramblingfromtheRough",2005
87,87,"Chris DiMarco",83,54.49,85,156,"ScramblingfromtheRough",2005
87,87,"Zach Johnson",96,54.49,97,178,"ScramblingfromtheRough",2005
89,89,"Joey Sindelar",104,54.41,111,204,"ScramblingfromtheRough",2005
90,90,"Kenny Perry",82,54.4,68,125,"ScramblingfromtheRough",2005
91,91,"Stewart Cink",98,54.39,93,171,"ScramblingfromtheRough",2005
92,92,"Brian Davis",75,54.36,81,149,"ScramblingfromtheRough",2005
93,93,"Roland Thatcher",75,54.3,82,151,"ScramblingfromtheRough",2005
94,94,"Chris Riley",67,54.14,72,133,"ScramblingfromtheRough",2005
95,95,"Frank Lickliter II",100,54.11,112,207,"ScramblingfromtheRough",2005
96,96,"Brendan Jones",81,53.93,96,178,"ScramblingfromtheRough",2005
97,97,"Charles Howell III",95,53.85,91,169,"ScramblingfromtheRough",2005
98,98,"Mike Weir",71,53.79,71,132,"ScramblingfromtheRough",2005
99,99,"Tommy Armour III",103,53.72,101,188,"ScramblingfromtheRough",2005
100,100,"Jonathan Kaye",77,53.64,81,151,"ScramblingfromtheRough",2005
101,101,"JL Lewis",98,53.61,104,194,"ScramblingfromtheRough",2005
102,102,"Padraig Harrington",50,53.57,60,112,"ScramblingfromtheRough",2005
103,103,"Woody Austin",100,53.49,115,215,"ScramblingfromtheRough",2005
104,104,"Billy Andrade",83,53.43,109,204,"ScramblingfromtheRough",2005
105,105,"Marco Dawson",82,53.33,96,180,"ScramblingfromtheRough",2005
105,105,"Jeff Sluman",94,53.33,96,180,"ScramblingfromtheRough",2005
107,107,"Jay Williamson",53,53.27,57,107,"ScramblingfromtheRough",2005
108,108,"Mark Brooks",72,53.26,98,184,"ScramblingfromtheRough",2005
109,109,"Bradley Hughes",52,53,53,100,"ScramblingfromtheRough",2005
110,110,"Hunter Haas",83,52.76,86,163,"ScramblingfromtheRough",2005
111,111,"Vaughn Taylor",99,52.63,120,228,"ScramblingfromtheRough",2005
112,112,"Steve Flesch",90,52.57,92,175,"ScramblingfromtheRough",2005
113,113,"Andrew Magee",82,52.55,103,196,"ScramblingfromtheRough",2005
113,113,"Darron Stiles",78,52.55,72,137,"ScramblingfromtheRough",2005
115,115,"Todd Hamilton",94,52.54,93,177,"ScramblingfromtheRough",2005
116,116,"Rob Rashell",65,52.2,95,182,"ScramblingfromtheRough",2005
117,117,"Patrick Sheehan",114,52.06,139,267,"ScramblingfromtheRough",2005
118,118,"Mario Tiziani",67,52.05,76,146,"ScramblingfromtheRough",2005
119,119,"Ted Purdy",122,51.91,136,262,"ScramblingfromtheRough",2005
120,120,"Bart Bryant",91,51.9,82,158,"ScramblingfromtheRough",2005
121,121,"Jason Bohn",91,51.89,96,185,"ScramblingfromtheRough",2005
122,122,"Franklin Langham",91,51.83,99,191,"ScramblingfromtheRough",2005
123,123,"Will Ma Kenzie",75,51.72,90,174,"ScramblingfromtheRough",2005
124,124,"Lucas Glover",88,51.56,99,192,"ScramblingfromtheRough",2005
125,125,"Richard Johnson",50,51.47,70,136,"ScramblingfromtheRough",2005
126,126,"Justin Leonard",78,51.45,71,138,"ScramblingfromtheRough",2005
126,126,"David Toms",87,51.45,71,138,"ScramblingfromtheRough",2005
128,128,"Sergio Garcia",73,51.38,56,109,"ScramblingfromtheRough",2005
129,129,"Mark Calcavecchia",92,51.35,95,185,"ScramblingfromtheRough",2005
130,130,"Paul Azinger",66,51.33,77,150,"ScramblingfromtheRough",2005
131,131,"Robert Allenby",95,51.32,78,152,"ScramblingfromtheRough",2005
132,132,"Doug Barron",70,51.3,79,154,"ScramblingfromtheRough",2005
133,133,"David Hearn",68,51.2,64,125,"ScramblingfromtheRough",2005
133,133,"JJ Henry",102,51.2,85,166,"ScramblingfromtheRough",2005
135,135,"Tom Lehman",69,50.91,56,110,"ScramblingfromtheRough",2005
136,136,"Hunter Mahan",103,50.9,113,222,"ScramblingfromtheRough",2005
137,137,"KJ Choi",78,50.78,65,128,"ScramblingfromtheRough",2005
138,138,"John Huston",90,50.74,103,203,"ScramblingfromtheRough",2005
139,139,"Scott McCarron",78,50.68,75,148,"ScramblingfromtheRough",2005
140,140,"Shaun Micheel",81,50.63,80,158,"ScramblingfromtheRough",2005
141,141,"Brett Quigley",96,50.57,89,176,"ScramblingfromtheRough",2005
141,141,"John Senden",101,50.57,89,176,"ScramblingfromtheRough",2005
143,143,"Robert Damron",89,50.26,97,193,"ScramblingfromtheRough",2005
143,143,"Hidemichi Tanaka",106,50.26,98,195,"ScramblingfromtheRough",2005
145,145,"Jay Haas",54,50,45,90,"ScramblingfromtheRough",2005
145,145,"Peter Lonard",85,50,82,164,"ScramblingfromtheRough",2005
145,145,"Sean OHair",103,50,100,200,"ScramblingfromtheRough",2005
145,145,"Greg Owen",84,50,74,148,"ScramblingfromtheRough",2005
145,145,"Ryan Palmer",101,50,105,210,"ScramblingfromtheRough",2005
145,145,"Tag Ridings",93,50,109,218,"ScramblingfromtheRough",2005
151,151,"Michael Allen",90,49.75,101,203,"ScramblingfromtheRough",2005
152,152,"Robert Gamez",91,49.74,95,191,"ScramblingfromtheRough",2005
153,153,"Duffy Waldorf",86,49.71,87,175,"ScramblingfromtheRough",2005
154,154,"Paul Claxton",79,49.7,83,167,"ScramblingfromtheRough",2005
155,155,"Rod Pampling",89,49.67,75,151,"ScramblingfromtheRough",2005
156,156,"Jason Allred",75,49.57,114,230,"ScramblingfromtheRough",2005
157,157,"Steve Jones",56,49.54,54,109,"ScramblingfromtheRough",2005
158,158,"Dean Wilson",86,49.5,99,200,"ScramblingfromtheRough",2005
159,159,"John Rollins",97,49.46,92,186,"ScramblingfromtheRough",2005
160,160,"Charles Warren",89,49.2,92,187,"ScramblingfromtheRough",2005
161,161,"Jeff Maggert",79,49.18,60,122,"ScramblingfromtheRough",2005
162,162,"Charlie Wi",67,49.17,89,181,"ScramblingfromtheRough",2005
