"Scramblingfrom2030yards_RANKTHISWEEK_2008","Scramblingfrom2030yards_RANKLASTWEEK_2008","Scramblingfrom2030yards_PLAYERNAME_2008","Scramblingfrom2030yards_ROUNDS_2008","Scramblingfrom2030yards_Pct_2008","Scramblingfrom2030yards_SUCCESSES_2008","Scramblingfrom2030yards_ATTEMPTS_2008","stat_name","year"
1,1,"Steve Stricker",75,69.44,50,72,"Scramblingfrom2030yards",2008
2,2,"Chris Riley",51,67.8,40,59,"Scramblingfrom2030yards",2008
3,3,"Sergio Garcia",72,67.35,33,49,"Scramblingfrom2030yards",2008
4,4,"David Duval",51,66.04,35,53,"Scramblingfrom2030yards",2008
5,5,"Cameron Beckman",87,63.89,46,72,"Scramblingfrom2030yards",2008
6,6,"Eric Axley",113,63.57,82,129,"Scramblingfrom2030yards",2008
7,7,"Tommy Armour III",77,63.01,46,73,"Scramblingfrom2030yards",2008
8,8,"Mark Calcavecchia",67,62.79,27,43,"Scramblingfrom2030yards",2008
9,9,"Briny Baird",113,62.65,52,83,"Scramblingfrom2030yards",2008
10,10,"Mike Weir",88,62.5,45,72,"Scramblingfrom2030yards",2008
11,11,"Retief Goosen",59,62,31,50,"Scramblingfrom2030yards",2008
12,12,"Matt Kuchar",88,61.8,55,89,"Scramblingfrom2030yards",2008
13,13,"Stuart Appleby",87,61.76,42,68,"Scramblingfrom2030yards",2008
14,14,"Craig Kanada",65,61.25,49,80,"Scramblingfrom2030yards",2008
15,15,"Frank Lickliter II",107,61.16,74,121,"Scramblingfrom2030yards",2008
16,16,"Marc Turnesa",87,60.82,59,97,"Scramblingfrom2030yards",2008
17,17,"Brett Quigley",80,60.47,52,86,"Scramblingfrom2030yards",2008
18,18,"Jerry Kelly",89,60.22,56,93,"Scramblingfrom2030yards",2008
19,19,"Gavin Coles",54,60,24,40,"Scramblingfrom2030yards",2008
20,20,"Glen Day",64,59.68,37,62,"Scramblingfrom2030yards",2008
21,21,"Billy Mayfair",103,59.63,65,109,"Scramblingfrom2030yards",2008
22,22,"Padraig Harrington",52,59.46,22,37,"Scramblingfrom2030yards",2008
23,23,"Tim Herron",97,59.05,62,105,"Scramblingfrom2030yards",2008
24,24,"Steve Marino",119,58.93,66,112,"Scramblingfrom2030yards",2008
25,25,"Parker McLachlin",88,58.77,67,114,"Scramblingfrom2030yards",2008
26,26,"Tim Wilkinson",95,58.43,52,89,"Scramblingfrom2030yards",2008
27,27,"Jesper Parnevik",88,58.33,63,108,"Scramblingfrom2030yards",2008
28,28,"Mathew Goggin",91,58.24,53,91,"Scramblingfrom2030yards",2008
29,29,"Kevin Sutherland",98,58,58,100,"Scramblingfrom2030yards",2008
30,30,"Shigeki Maruyama",50,57.89,33,57,"Scramblingfrom2030yards",2008
31,31,"Jeff Quinney",87,57.65,49,85,"Scramblingfrom2030yards",2008
32,32,"Joe Ogilvie",100,57.28,59,103,"Scramblingfrom2030yards",2008
33,33,"Steve Flesch",95,57.14,48,84,"Scramblingfrom2030yards",2008
33,33,"Greg Kraft",63,57.14,36,63,"Scramblingfrom2030yards",2008
35,35,"Charlie Wi",97,56.98,49,86,"Scramblingfrom2030yards",2008
36,36,"Alejandro Canizares",52,56.67,34,60,"Scramblingfrom2030yards",2008
37,37,"Stephen Leaney",53,56.6,30,53,"Scramblingfrom2030yards",2008
38,38,"John Mallinger",95,56.57,56,99,"Scramblingfrom2030yards",2008
39,39,"Daniel Chopra",84,56.18,50,89,"Scramblingfrom2030yards",2008
40,40,"Scott McCarron",63,56.16,41,73,"Scramblingfrom2030yards",2008
41,41,"Brad Elder",67,55.88,38,68,"Scramblingfrom2030yards",2008
42,42,"Brandt Snedeker",85,55.84,43,77,"Scramblingfrom2030yards",2008
43,43,"Todd Demsey",80,55.56,55,99,"Scramblingfrom2030yards",2008
43,43,"Phil Mickelson",80,55.56,30,54,"Scramblingfrom2030yards",2008
43,43,"Bob Tway",70,55.56,35,63,"Scramblingfrom2030yards",2008
46,46,"Jin Park",85,55.41,41,74,"Scramblingfrom2030yards",2008
47,47,"Ben Curtis",80,55.22,37,67,"Scramblingfrom2030yards",2008
47,47,"John Riegger",73,55.22,37,67,"Scramblingfrom2030yards",2008
49,49,"Angel Cabrera",55,54.84,17,31,"Scramblingfrom2030yards",2008
50,50,"Jeff Gove",50,54.76,23,42,"Scramblingfrom2030yards",2008
51,51,"Brian Gay",102,54.55,54,99,"Scramblingfrom2030yards",2008
51,51,"Nick OHern",82,54.55,48,88,"Scramblingfrom2030yards",2008
51,51,"Scott Verplank",82,54.55,30,55,"Scramblingfrom2030yards",2008
54,54,"Mark Hensby",71,54.43,43,79,"Scramblingfrom2030yards",2008
55,55,"JJ Henry",108,54.37,56,103,"Scramblingfrom2030yards",2008
56,56,"Tom Pernice Jr",104,54.21,58,107,"Scramblingfrom2030yards",2008
57,57,"Dean Wilson",109,54.17,52,96,"Scramblingfrom2030yards",2008
58,58,"Chris DiMarco",87,54.12,46,85,"Scramblingfrom2030yards",2008
59,59,"Bob Estes",90,54.02,47,87,"Scramblingfrom2030yards",2008
60,60,"Nathan Green",95,53.85,70,130,"Scramblingfrom2030yards",2008
61,61,"James Driscoll",85,53.68,51,95,"Scramblingfrom2030yards",2008
61,61,"Kevin Na",97,53.68,51,95,"Scramblingfrom2030yards",2008
63,63,"Michael Letzig",88,53.66,44,82,"Scramblingfrom2030yards",2008
63,63,"Nick Watney",96,53.66,44,82,"Scramblingfrom2030yards",2008
65,65,"Vijay Singh",82,53.45,31,58,"Scramblingfrom2030yards",2008
66,66,"Lucas Glover",91,53.41,47,88,"Scramblingfrom2030yards",2008
67,67,"Justin Leonard",101,53.33,48,90,"Scramblingfrom2030yards",2008
67,67,"Adam Scott",51,53.33,16,30,"Scramblingfrom2030yards",2008
69,69,"Dudley Hart",74,53.26,49,92,"Scramblingfrom2030yards",2008
69,69,"JP Hayes",67,53.26,49,92,"Scramblingfrom2030yards",2008
71,71,"Jim Furyk",95,53.09,43,81,"Scramblingfrom2030yards",2008
72,72,"Steve Lowery",74,53.01,44,83,"Scramblingfrom2030yards",2008
73,73,"Stewart Cink",87,52.94,36,68,"Scramblingfrom2030yards",2008
73,73,"Rod Pampling",83,52.94,45,85,"Scramblingfrom2030yards",2008
73,73,"Scott Sterling",89,52.94,36,68,"Scramblingfrom2030yards",2008
76,76,"Aaron Baddeley",76,52.87,46,87,"Scramblingfrom2030yards",2008
77,77,"Brian Davis",108,52.82,75,142,"Scramblingfrom2030yards",2008
78,78,"Chad Collins",72,52.81,47,89,"Scramblingfrom2030yards",2008
79,79,"Stephen Ames",83,52.78,38,72,"Scramblingfrom2030yards",2008
80,80,"Will Ma Kenzie",62,52.73,29,55,"Scramblingfrom2030yards",2008
81,81,"JB Holmes",86,52.7,39,74,"Scramblingfrom2030yards",2008
82,82,"Jim McGovern",75,52.56,41,78,"Scramblingfrom2030yards",2008
83,83,"Paul Goydos",78,52.44,43,82,"Scramblingfrom2030yards",2008
84,84,"Ben Crane",86,52.38,44,84,"Scramblingfrom2030yards",2008
85,85,"YE Yang",89,52.11,37,71,"Scramblingfrom2030yards",2008
86,86,"Vaughn Taylor",103,52,52,100,"Scramblingfrom2030yards",2008
87,87,"Ted Purdy",68,51.79,29,56,"Scramblingfrom2030yards",2008
88,88,"Freddie Jacobson",78,51.76,44,85,"Scramblingfrom2030yards",2008
89,89,"Richard Johnson",77,51.61,48,93,"Scramblingfrom2030yards",2008
90,90,"Kenneth Ferrie",72,51.56,33,64,"Scramblingfrom2030yards",2008
91,91,"Bill Haas",99,51.55,50,97,"Scramblingfrom2030yards",2008
92,92,"Patrick Sheehan",124,51.49,52,101,"Scramblingfrom2030yards",2008
93,93,"Anthony Kim",81,51.43,36,70,"Scramblingfrom2030yards",2008
93,93,"Tom Lehman",51,51.43,18,35,"Scramblingfrom2030yards",2008
95,95,"Bart Bryant",81,51.39,37,72,"Scramblingfrom2030yards",2008
96,96,"Kevin Streelman",114,51.38,56,109,"Scramblingfrom2030yards",2008
97,97,"Paul Casey",55,51.22,21,41,"Scramblingfrom2030yards",2008
98,98,"Charles Howell III",101,51.09,47,92,"Scramblingfrom2030yards",2008
99,99,"Rory Sabbatini",77,50.75,34,67,"Scramblingfrom2030yards",2008
100,100,"Tag Ridings",88,50.72,35,69,"Scramblingfrom2030yards",2008
101,101,"Ryuji Imada",80,50.62,41,81,"Scramblingfrom2030yards",2008
102,102,"Martin Laird",98,50.6,42,83,"Scramblingfrom2030yards",2008
103,103,"Steve Allan",58,50,25,50,"Scramblingfrom2030yards",2008
103,103,"Ken Duke",116,50,62,124,"Scramblingfrom2030yards",2008
103,103,"Ernie Els",51,50,19,38,"Scramblingfrom2030yards",2008
103,103,"Doug LaBelle II",65,50,31,62,"Scramblingfrom2030yards",2008
103,103,"David Lutterus",59,50,31,62,"Scramblingfrom2030yards",2008
103,103,"Rocco Mediate",87,50,39,78,"Scramblingfrom2030yards",2008
103,103,"Carl Pettersson",110,50,51,102,"Scramblingfrom2030yards",2008
103,103,"Bob Sowards",61,50,37,74,"Scramblingfrom2030yards",2008
