"LeftTendency_RANKTHISWEEK_2011","LeftTendency_RANKLASTWEEK_2011","LeftTendency_PLAYERNAME_2011","LeftTendency_EVENTS_2011","LeftTendency_Pct_2011","LeftTendency_NUMBEROFTIMES_2011","LeftTendency_ATTEMPTS_2011","LeftTendency_AVGRTPSCORE_2011","stat_name","year"
120,120,"Ryan Palmer",24,49.9,173,347,1.16,"LeftTendency",2011
121,121,"JP Hayes",19,50,112,224,0.98,"LeftTendency",2011
122,122,"James Driscoll",24,50.1,169,337,1.12,"LeftTendency",2011
122,122,"Jhonattan Vegas",25,50.1,195,389,1.13,"LeftTendency",2011
124,124,"Scott Gutschewski",23,50.3,149,296,3.49,"LeftTendency",2011
124,124,"Johnson Wagner",25,50.3,154,306,1.95,"LeftTendency",2011
126,126,"Jim Furyk",26,50.4,139,276,2.16,"LeftTendency",2011
127,127,"Shaun Micheel",27,50.5,185,366,1.14,"LeftTendency",2011
128,128,"Chris Riley",25,50.6,135,267,2.89,"LeftTendency",2011
129,129,"Stuart Appleby",24,50.8,169,333,2.78,"LeftTendency",2011
130,130,"Nick OHern",29,50.9,142,279,2.25,"LeftTendency",2011
130,130,"Nick Watney",22,50.9,171,336,0.94,"LeftTendency",2011
132,132,"Gary Woodland",25,51,186,365,1.4,"LeftTendency",2011
133,133,"Cameron Beckman",25,51.3,164,320,1.22,"LeftTendency",2011
133,133,"JJ Henry",28,51.3,174,339,1.49,"LeftTendency",2011
135,135,"Ryan Moore",22,51.4,146,284,1.85,"LeftTendency",2011
136,136,"Matt Bettencourt",30,51.6,223,432,2.29,"LeftTendency",2011
137,137,"Ricky Barnes",23,51.8,176,340,1.53,"LeftTendency",2011
137,137,"Carl Pettersson",27,51.8,230,444,1.74,"LeftTendency",2011
139,139,"Woody Austin",18,51.9,110,212,2.09,"LeftTendency",2011
139,139,"Sean OHair",24,51.9,179,345,1.9,"LeftTendency",2011
141,141,"Steve Flesch",27,52,213,410,2.91,"LeftTendency",2011
141,141,"Justin Hicks",23,52,92,177,3.91,"LeftTendency",2011
141,141,"Martin Piller",23,52,157,302,2.99,"LeftTendency",2011
144,144,"Graeme McDowell",16,52.3,80,153,2.38,"LeftTendency",2011
145,145,"Matt Kuchar",24,52.4,176,336,0.45,"LeftTendency",2011
146,146,"Rod Pampling",21,53,134,253,1.34,"LeftTendency",2011
147,147,"Keegan Bradley",28,53.1,207,390,3.04,"LeftTendency",2011
147,147,"Adam Scott",18,53.1,104,196,1.63,"LeftTendency",2011
149,149,"Joe Ogilvie",24,53.2,177,333,2.03,"LeftTendency",2011
150,150,"Roland Thatcher",22,53.4,167,313,1.56,"LeftTendency",2011
151,151,"Robert Karlsson",18,53.6,133,248,1.88,"LeftTendency",2011
151,151,"Alex Prugh",29,53.6,209,390,3.49,"LeftTendency",2011
153,153,"Harrison Frazar",19,53.8,133,247,2.18,"LeftTendency",2011
153,153,"Paul Goydos",25,53.8,164,305,1.89,"LeftTendency",2011
155,155,"Steve Stricker",19,53.9,132,245,0.53,"LeftTendency",2011
156,156,"Phil Mickelson",21,54,189,350,0.85,"LeftTendency",2011
157,157,"Kevin Na",26,54.2,202,373,0.79,"LeftTendency",2011
158,158,"Spencer Levin",31,54.4,245,450,1.14,"LeftTendency",2011
159,159,"Derek Lamely",26,54.7,192,351,2.03,"LeftTendency",2011
159,159,"Andres Romero",22,54.7,196,358,2.09,"LeftTendency",2011
161,161,"Brandt Snedeker",26,54.8,176,321,1.76,"LeftTendency",2011
162,162,"Richard Johnson",23,54.9,145,264,1.72,"LeftTendency",2011
163,163,"Angel Cabrera",17,55,116,211,2.07,"LeftTendency",2011
164,164,"Michael Connell",26,55.2,179,324,1.68,"LeftTendency",2011
164,164,"Paul Stankowski",24,55.2,191,346,1.15,"LeftTendency",2011
166,166,"Michael Bradley",24,55.4,185,334,2,"LeftTendency",2011
167,167,"Anthony Kim",26,55.5,207,373,1.16,"LeftTendency",2011
168,168,"Luke Donald",19,55.6,130,234,0.46,"LeftTendency",2011
168,168,"Webb Simpson",26,55.6,228,410,1.27,"LeftTendency",2011
170,170,"Bill Haas",26,55.7,190,341,0.74,"LeftTendency",2011
171,171,"Steven Bowditch",28,55.9,241,431,1.87,"LeftTendency",2011
172,172,"Scott McCarron",22,56,144,257,1.46,"LeftTendency",2011
173,173,"Lee Janzen",19,56.2,131,233,2.6,"LeftTendency",2011
174,174,"David Duval",24,56.9,203,357,2.76,"LeftTendency",2011
174,174,"YE Yang",18,56.9,116,204,0.6,"LeftTendency",2011
176,176,"Davis Love III",22,57.1,145,254,0.9,"LeftTendency",2011
177,177,"Dean Wilson",22,57.2,147,257,3.13,"LeftTendency",2011
178,178,"Lucas Glover",23,57.3,177,309,1.69,"LeftTendency",2011
179,179,"Vaughn Taylor",27,57.4,228,397,2.94,"LeftTendency",2011
180,180,"Arjun Atwal",29,58.1,262,451,2.21,"LeftTendency",2011
181,181,"Padraig Harrington",18,58.3,151,259,1.06,"LeftTendency",2011
182,182,"Ben Curtis",23,59.7,138,231,2.17,"LeftTendency",2011
183,183,"Garrett Willis",24,60,159,265,2.52,"LeftTendency",2011
184,184,"Billy Horschel",25,60.2,160,266,2.31,"LeftTendency",2011
185,185,"Jason Bohn",22,61.5,177,288,2.09,"LeftTendency",2011
186,186,"Kevin Stadler",27,63.6,217,341,3.04,"LeftTendency",2011
