"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyScoringAverage_PLAYERNAME_2012","FirstTeeEarlyScoringAverage_ROUNDS_2012","FirstTeeEarlyScoringAverage_AVG_2012","FirstTeeEarlyScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2012","stat_name","year"
1,1,"Bubba Watson",68,68.45,753,11,"FirstTeeEarlyScoringAverage",2012
2,2,"Henrik Stenson",51,69.08,898,13,"FirstTeeEarlyScoringAverage",2012
3,3,"Matt Kuchar",86,69.21,1315,19,"FirstTeeEarlyScoringAverage",2012
4,4,"Billy Horschel",63,69.22,1246,18,"FirstTeeEarlyScoringAverage",2012
5,5,"Jeff Overton",101,69.28,2702,39,"FirstTeeEarlyScoringAverage",2012
6,6,"Tiger Woods",69,69.3,693,10,"FirstTeeEarlyScoringAverage",2012
7,7,"Padraig Harrington",67,69.31,901,13,"FirstTeeEarlyScoringAverage",2012
8,8,"Jonas Blixt",72,69.63,1671,24,"FirstTeeEarlyScoringAverage",2012
8,8,"Carl Pettersson",92,69.63,2089,30,"FirstTeeEarlyScoringAverage",2012
10,10,"Sergio Garcia",57,69.71,976,14,"FirstTeeEarlyScoringAverage",2012
11,11,"Scott Brown",65,69.79,1326,19,"FirstTeeEarlyScoringAverage",2012
12,12,"Ken Duke",104,69.83,2514,36,"FirstTeeEarlyScoringAverage",2012
13,13,"Jim Furyk",85,69.85,1397,20,"FirstTeeEarlyScoringAverage",2012
14,14,"Brian Gay",91,69.86,2026,29,"FirstTeeEarlyScoringAverage",2012
14,14,"Ryan Palmer",81,69.86,1956,28,"FirstTeeEarlyScoringAverage",2012
16,16,"Ian Poulter",57,69.87,1048,15,"FirstTeeEarlyScoringAverage",2012
17,17,"Charles Howell III",98,69.91,2377,34,"FirstTeeEarlyScoringAverage",2012
17,17,"Greg Owen",90,69.91,2447,35,"FirstTeeEarlyScoringAverage",2012
19,19,"JB Holmes",90,69.92,1748,25,"FirstTeeEarlyScoringAverage",2012
20,20,"Tim Herron",88,69.93,2028,29,"FirstTeeEarlyScoringAverage",2012
21,21,"Scott Piercy",95,70,2170,31,"FirstTeeEarlyScoringAverage",2012
21,21,"Josh Teater",97,70,2450,35,"FirstTeeEarlyScoringAverage",2012
23,23,"Brendon de Jonge",115,70.05,2592,37,"FirstTeeEarlyScoringAverage",2012
24,24,"Will Claxton",99,70.06,2172,31,"FirstTeeEarlyScoringAverage",2012
25,25,"Jimmy Walker",101,70.07,1962,28,"FirstTeeEarlyScoringAverage",2012
26,26,"Bill Lunde",83,70.08,1752,25,"FirstTeeEarlyScoringAverage",2012
27,27,"Greg Chalmers",88,70.09,2243,32,"FirstTeeEarlyScoringAverage",2012
27,27,"Davis Love III",64,70.09,771,11,"FirstTeeEarlyScoringAverage",2012
29,29,"Kyle Reifers",86,70.1,1472,21,"FirstTeeEarlyScoringAverage",2012
29,29,"Justin Rose",69,70.1,1402,20,"FirstTeeEarlyScoringAverage",2012
31,31,"Dustin Johnson",70,70.13,1052,15,"FirstTeeEarlyScoringAverage",2012
32,32,"KJ Choi",71,70.17,1614,23,"FirstTeeEarlyScoringAverage",2012
33,33,"Bo Van Pelt",84,70.19,1895,27,"FirstTeeEarlyScoringAverage",2012
34,34,"Russell Knox",72,70.2,1404,20,"FirstTeeEarlyScoringAverage",2012
35,35,"Bob Estes",78,70.21,2036,29,"FirstTeeEarlyScoringAverage",2012
36,36,"Gary Christian",91,70.22,1896,27,"FirstTeeEarlyScoringAverage",2012
36,36,"Patrick Sheehan",58,70.22,1264,18,"FirstTeeEarlyScoringAverage",2012
38,38,"Vaughn Taylor",81,70.24,1475,21,"FirstTeeEarlyScoringAverage",2012
39,39,"Martin Flores",95,70.25,2248,32,"FirstTeeEarlyScoringAverage",2012
39,39,"Kevin Stadler",85,70.25,1405,20,"FirstTeeEarlyScoringAverage",2012
41,41,"Blake Adams",107,70.26,2459,35,"FirstTeeEarlyScoringAverage",2012
42,42,"Danny Lee",74,70.28,1265,18,"FirstTeeEarlyScoringAverage",2012
43,43,"Dicky Pride",62,70.3,1406,20,"FirstTeeEarlyScoringAverage",2012
44,44,"Richard Lee",71,70.32,1336,19,"FirstTeeEarlyScoringAverage",2012
45,45,"Jeff Maggert",83,70.38,2041,29,"FirstTeeEarlyScoringAverage",2012
45,45,"David Mathis",83,70.38,1478,21,"FirstTeeEarlyScoringAverage",2012
47,47,"Hunter Mahan",88,70.4,1760,25,"FirstTeeEarlyScoringAverage",2012
48,48,"DA Points",88,70.42,2183,31,"FirstTeeEarlyScoringAverage",2012
49,49,"Bill Haas",79,70.43,1620,23,"FirstTeeEarlyScoringAverage",2012
49,49,"Brian Harman",101,70.43,2113,30,"FirstTeeEarlyScoringAverage",2012
51,51,"Kevin Na",80,70.46,1832,26,"FirstTeeEarlyScoringAverage",2012
51,51,"Kevin Streelman",89,70.46,1832,26,"FirstTeeEarlyScoringAverage",2012
53,53,"William McGirt",96,70.47,2114,30,"FirstTeeEarlyScoringAverage",2012
53,53,"Nick Watney",97,70.47,2255,32,"FirstTeeEarlyScoringAverage",2012
55,55,"Chris Stroud",86,70.48,1762,25,"FirstTeeEarlyScoringAverage",2012
56,56,"Keegan Bradley",90,70.5,1551,22,"FirstTeeEarlyScoringAverage",2012
56,56,"John Senden",81,70.5,1692,24,"FirstTeeEarlyScoringAverage",2012
58,58,"Roberto Castro",92,70.52,2327,33,"FirstTeeEarlyScoringAverage",2012
59,59,"Adam Scott",59,70.53,1340,19,"FirstTeeEarlyScoringAverage",2012
60,60,"Jerry Kelly",84,70.56,2399,34,"FirstTeeEarlyScoringAverage",2012
61,61,"Daniel Summerhays",81,70.58,2188,31,"FirstTeeEarlyScoringAverage",2012
62,62,"Vijay Singh",99,70.6,2471,35,"FirstTeeEarlyScoringAverage",2012
62,62,"Lee Westwood",60,70.6,1059,15,"FirstTeeEarlyScoringAverage",2012
64,64,"Spencer Levin",81,70.61,2189,31,"FirstTeeEarlyScoringAverage",2012
65,65,"Nathan Green",73,70.62,1483,21,"FirstTeeEarlyScoringAverage",2012
66,66,"Louis Oosthuizen",65,70.63,1695,24,"FirstTeeEarlyScoringAverage",2012
67,67,"Charlie Beljan",61,70.64,989,14,"FirstTeeEarlyScoringAverage",2012
67,67,"Graham DeLaet",79,70.64,1766,25,"FirstTeeEarlyScoringAverage",2012
67,67,"Webb Simpson",77,70.64,989,14,"FirstTeeEarlyScoringAverage",2012
67,67,"Gary Woodland",70,70.64,989,14,"FirstTeeEarlyScoringAverage",2012
71,71,"Pat Perez",81,70.67,1696,24,"FirstTeeEarlyScoringAverage",2012
72,72,"Zach Johnson",95,70.7,1909,27,"FirstTeeEarlyScoringAverage",2012
72,72,"Sean OHair",84,70.7,2121,30,"FirstTeeEarlyScoringAverage",2012
74,74,"Hunter Haas",69,70.71,1697,24,"FirstTeeEarlyScoringAverage",2012
74,74,"Phil Mickelson",79,70.71,1202,17,"FirstTeeEarlyScoringAverage",2012
74,74,"Brandt Snedeker",81,70.71,1202,17,"FirstTeeEarlyScoringAverage",2012
77,77,"Seung Yul Noh",105,70.72,2546,36,"FirstTeeEarlyScoringAverage",2012
78,78,"Graeme McDowell",55,70.73,1061,15,"FirstTeeEarlyScoringAverage",2012
79,79,"Cameron Tringale",88,70.75,2264,32,"FirstTeeEarlyScoringAverage",2012
80,80,"Matt Bettencourt",80,70.76,1203,17,"FirstTeeEarlyScoringAverage",2012
81,81,"Chris Kirk",93,70.78,2265,32,"FirstTeeEarlyScoringAverage",2012
82,82,"David Toms",60,70.79,1345,19,"FirstTeeEarlyScoringAverage",2012
83,83,"Kyle Stanley",86,70.83,2054,29,"FirstTeeEarlyScoringAverage",2012
84,84,"Boo Weekley",74,70.84,1771,25,"FirstTeeEarlyScoringAverage",2012
