"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyScoringAverage_PLAYERNAME_2012","FirstTeeEarlyScoringAverage_ROUNDS_2012","FirstTeeEarlyScoringAverage_AVG_2012","FirstTeeEarlyScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2012","stat_name","year"
85,85,"Ben Crane",73,70.85,1842,26,"FirstTeeEarlyScoringAverage",2012
86,86,"Charley Hoffman",88,70.87,2197,31,"FirstTeeEarlyScoringAverage",2012
87,87,"Luke Donald",63,70.88,1205,17,"FirstTeeEarlyScoringAverage",2012
88,88,"Billy Mayfair",90,70.89,1347,19,"FirstTeeEarlyScoringAverage",2012
89,89,"Rory Sabbatini",84,70.91,2269,32,"FirstTeeEarlyScoringAverage",2012
90,90,"Chris Couch",61,70.94,1135,16,"FirstTeeEarlyScoringAverage",2012
90,90,"Geoff Ogilvy",73,70.94,2199,31,"FirstTeeEarlyScoringAverage",2012
92,92,"Jason Dufner",83,70.95,1348,19,"FirstTeeEarlyScoringAverage",2012
93,93,"Michael Thompson",80,70.96,1845,26,"FirstTeeEarlyScoringAverage",2012
94,94,"James Driscoll",83,71,1988,28,"FirstTeeEarlyScoringAverage",2012
94,94,"Ryuji Imada",78,71,1775,25,"FirstTeeEarlyScoringAverage",2012
94,94,"Chez Reavie",83,71,2130,30,"FirstTeeEarlyScoringAverage",2012
94,94,"Johnson Wagner",88,71,2201,31,"FirstTeeEarlyScoringAverage",2012
98,98,"David Hearn",95,71.03,2415,34,"FirstTeeEarlyScoringAverage",2012
99,99,"Miguel Angel Carballo",73,71.04,1776,25,"FirstTeeEarlyScoringAverage",2012
99,99,"Martin Laird",77,71.04,1847,26,"FirstTeeEarlyScoringAverage",2012
101,101,"Troy Kelly",68,71.06,1279,18,"FirstTeeEarlyScoringAverage",2012
102,102,"Kris Blanks",65,71.08,1706,24,"FirstTeeEarlyScoringAverage",2012
102,102,"John Daly",50,71.08,924,13,"FirstTeeEarlyScoringAverage",2012
104,104,"Erik Compton",81,71.1,1493,21,"FirstTeeEarlyScoringAverage",2012
104,104,"Robert Garrigus",89,71.1,2133,30,"FirstTeeEarlyScoringAverage",2012
104,104,"Mathew Goggin",65,71.1,1422,20,"FirstTeeEarlyScoringAverage",2012
107,107,"John Rollins",81,71.11,1351,19,"FirstTeeEarlyScoringAverage",2012
108,108,"Bud Cauley",99,71.12,1849,26,"FirstTeeEarlyScoringAverage",2012
109,109,"Ben Curtis",62,71.13,1138,16,"FirstTeeEarlyScoringAverage",2012
110,110,"Tom Gillis",75,71.14,2063,29,"FirstTeeEarlyScoringAverage",2012
110,110,"Ryan Moore",89,71.14,1565,22,"FirstTeeEarlyScoringAverage",2012
112,112,"Chad Campbell",84,71.15,1850,26,"FirstTeeEarlyScoringAverage",2012
112,112,"Steve Stricker",73,71.15,925,13,"FirstTeeEarlyScoringAverage",2012
114,114,"Aaron Baddeley",73,71.19,2278,32,"FirstTeeEarlyScoringAverage",2012
114,114,"Brian Davis",91,71.19,1495,21,"FirstTeeEarlyScoringAverage",2012
116,116,"Mark Anderson",75,71.23,1852,26,"FirstTeeEarlyScoringAverage",2012
116,116,"Charlie Wi",86,71.23,1852,26,"FirstTeeEarlyScoringAverage",2012
118,118,"Troy Matteson",100,71.25,2280,32,"FirstTeeEarlyScoringAverage",2012
119,119,"John Merrick",83,71.26,1639,23,"FirstTeeEarlyScoringAverage",2012
120,120,"DJ Trahan",73,71.29,998,14,"FirstTeeEarlyScoringAverage",2012
121,121,"Rocco Mediate",70,71.33,1498,21,"FirstTeeEarlyScoringAverage",2012
122,122,"Rickie Fowler",84,71.34,2069,29,"FirstTeeEarlyScoringAverage",2012
123,123,"Jonathan Byrd",69,71.35,1641,23,"FirstTeeEarlyScoringAverage",2012
123,123,"Derek Lamely",64,71.35,1427,20,"FirstTeeEarlyScoringAverage",2012
125,125,"Kyle Thompson",51,71.38,928,13,"FirstTeeEarlyScoringAverage",2012
126,126,"Chris DiMarco",83,71.39,1642,23,"FirstTeeEarlyScoringAverage",2012
126,126,"Garth Mulroy",59,71.39,1285,18,"FirstTeeEarlyScoringAverage",2012
128,128,"Arjun Atwal",79,71.41,1928,27,"FirstTeeEarlyScoringAverage",2012
128,128,"Kevin Kisner",69,71.41,1214,17,"FirstTeeEarlyScoringAverage",2012
130,130,"John Huh",99,71.43,3000,42,"FirstTeeEarlyScoringAverage",2012
131,131,"Roland Thatcher",55,71.44,1286,18,"FirstTeeEarlyScoringAverage",2012
132,132,"Matt Every",80,71.46,1715,24,"FirstTeeEarlyScoringAverage",2012
133,133,"Bobby Gates",87,71.48,1787,25,"FirstTeeEarlyScoringAverage",2012
134,134,"Sangmoon Bae",81,71.5,1716,24,"FirstTeeEarlyScoringAverage",2012
134,134,"Daniel Chopra",55,71.5,1001,14,"FirstTeeEarlyScoringAverage",2012
134,134,"Gavin Coles",72,71.5,1716,24,"FirstTeeEarlyScoringAverage",2012
134,134,"Jason Day",57,71.5,1287,18,"FirstTeeEarlyScoringAverage",2012
138,138,"Bryce Molder",83,71.52,1931,27,"FirstTeeEarlyScoringAverage",2012
139,139,"John Mallinger",74,71.53,1359,19,"FirstTeeEarlyScoringAverage",2012
140,140,"Marc Leishman",84,71.55,2075,29,"FirstTeeEarlyScoringAverage",2012
140,140,"Camilo Villegas",79,71.55,1431,20,"FirstTeeEarlyScoringAverage",2012
142,142,"Jason Bohn",81,71.58,1718,24,"FirstTeeEarlyScoringAverage",2012
142,142,"Rod Pampling",88,71.58,2720,38,"FirstTeeEarlyScoringAverage",2012
144,144,"Tommy Gainey",98,71.6,1432,20,"FirstTeeEarlyScoringAverage",2012
145,145,"Ernie Els",80,71.61,1289,18,"FirstTeeEarlyScoringAverage",2012
146,146,"Scott Dunlap",57,71.62,931,13,"FirstTeeEarlyScoringAverage",2012
146,146,"Freddie Jacobson",61,71.62,1504,21,"FirstTeeEarlyScoringAverage",2012
148,148,"Matt Jones",53,71.64,1003,14,"FirstTeeEarlyScoringAverage",2012
149,149,"Harrison Frazar",56,71.65,1218,17,"FirstTeeEarlyScoringAverage",2012
149,149,"Edward Loar",59,71.65,1218,17,"FirstTeeEarlyScoringAverage",2012
151,151,"Kevin Chappell",91,71.66,2078,29,"FirstTeeEarlyScoringAverage",2012
152,152,"Stuart Appleby",75,71.67,860,12,"FirstTeeEarlyScoringAverage",2012
152,152,"Heath Slocum",93,71.67,2150,30,"FirstTeeEarlyScoringAverage",2012
154,154,"JJ Henry",93,71.68,2437,34,"FirstTeeEarlyScoringAverage",2012
154,154,"Colt Knost",79,71.68,1577,22,"FirstTeeEarlyScoringAverage",2012
156,156,"Ryo Ishikawa",54,71.71,1004,14,"FirstTeeEarlyScoringAverage",2012
156,156,"Charl Schwartzel",56,71.71,1004,14,"FirstTeeEarlyScoringAverage",2012
158,158,"Scott Stallings",78,71.72,1793,25,"FirstTeeEarlyScoringAverage",2012
159,159,"Brendon Todd",78,71.78,1292,18,"FirstTeeEarlyScoringAverage",2012
160,160,"Jhonattan Vegas",77,71.79,2010,28,"FirstTeeEarlyScoringAverage",2012
161,161,"Harris English",98,71.81,2298,32,"FirstTeeEarlyScoringAverage",2012
161,161,"Brandt Jobe",57,71.81,1867,26,"FirstTeeEarlyScoringAverage",2012
163,163,"Billy Hurley III",70,71.82,2011,28,"FirstTeeEarlyScoringAverage",2012
164,164,"Rory McIlroy",60,71.86,503,7,"FirstTeeEarlyScoringAverage",2012
165,165,"Steve Wheatcroft",56,71.87,1078,15,"FirstTeeEarlyScoringAverage",2012
166,166,"Tommy Biershenk",74,71.92,1726,24,"FirstTeeEarlyScoringAverage",2012
167,167,"Stephen Ames",54,71.93,1007,14,"FirstTeeEarlyScoringAverage",2012
168,168,"Robert Karlsson",54,71.95,1439,20,"FirstTeeEarlyScoringAverage",2012
169,169,"Ricky Barnes",92,71.96,1727,24,"FirstTeeEarlyScoringAverage",2012
170,170,"Robert Allenby",76,72,2160,30,"FirstTeeEarlyScoringAverage",2012
170,170,"George McNeill",85,72,2520,35,"FirstTeeEarlyScoringAverage",2012
170,170,"Tom Pernice Jr",62,72,864,12,"FirstTeeEarlyScoringAverage",2012
173,173,"Alexandre Rocha",62,72.04,1657,23,"FirstTeeEarlyScoringAverage",2012
174,174,"Cameron Beckman",81,72.05,1441,20,"FirstTeeEarlyScoringAverage",2012
175,175,"Jason Kokrak",79,72.06,1297,18,"FirstTeeEarlyScoringAverage",2012
176,176,"JJ Killeen",101,72.08,1874,26,"FirstTeeEarlyScoringAverage",2012
177,177,"YE Yang",64,72.14,1515,21,"FirstTeeEarlyScoringAverage",2012
178,178,"Trevor Immelman",76,72.15,1876,26,"FirstTeeEarlyScoringAverage",2012
179,179,"Tim Clark",60,72.18,1227,17,"FirstTeeEarlyScoringAverage",2012
180,180,"Marco Dawson",60,72.2,1444,20,"FirstTeeEarlyScoringAverage",2012
181,181,"Angel Cabrera",54,72.24,1228,17,"FirstTeeEarlyScoringAverage",2012
182,182,"Nick OHern",78,72.33,1736,24,"FirstTeeEarlyScoringAverage",2012
182,182,"Brendan Steele",77,72.33,1953,27,"FirstTeeEarlyScoringAverage",2012
184,184,"Ted Potter Jr",77,72.42,1883,26,"FirstTeeEarlyScoringAverage",2012
185,185,"Michael Bradley",63,72.44,1811,25,"FirstTeeEarlyScoringAverage",2012
186,186,"Justin Leonard",79,72.46,1884,26,"FirstTeeEarlyScoringAverage",2012
187,187,"Mark Wilson",84,72.47,2754,38,"FirstTeeEarlyScoringAverage",2012
188,188,"Sung Kang",75,72.54,1741,24,"FirstTeeEarlyScoringAverage",2012
189,189,"Andres Romero",68,72.72,1309,18,"FirstTeeEarlyScoringAverage",2012
190,190,"Stewart Cink",71,72.73,1600,22,"FirstTeeEarlyScoringAverage",2012
191,191,"Stephen Gangluff",57,73.4,1101,15,"FirstTeeEarlyScoringAverage",2012
