"PuttsMadePerEventOver10_RANKTHISWEEK_2013","PuttsMadePerEventOver10_RANKLASTWEEK_2013","PuttsMadePerEventOver10_PLAYERNAME_2013","PuttsMadePerEventOver10_ROUNDS_2013","PuttsMadePerEventOver10_PUTTSMADE_2013","stat_name","year"
22,22,"Henrik Stenson",65,6,"PuttsMadePerEventOver10",2013
26,26,"Bob Estes",66,5.9,"PuttsMadePerEventOver10",2013
27,27,"Graham DeLaet",94,5.8,"PuttsMadePerEventOver10",2013
27,27,"Charles Howell III",87,5.8,"PuttsMadePerEventOver10",2013
27,27,"Webb Simpson",92,5.8,"PuttsMadePerEventOver10",2013
30,30,"Bill Haas",85,5.7,"PuttsMadePerEventOver10",2013
30,30,"Richard Lee",81,5.7,"PuttsMadePerEventOver10",2013
30,30,"Lee Westwood",70,5.7,"PuttsMadePerEventOver10",2013
33,33,"Angel Cabrera",73,5.6,"PuttsMadePerEventOver10",2013
33,33,"James Driscoll",76,5.6,"PuttsMadePerEventOver10",2013
33,33,"David Hearn",88,5.6,"PuttsMadePerEventOver10",2013
33,33,"Charley Hoffman",84,5.6,"PuttsMadePerEventOver10",2013
33,33,"Marc Leishman",77,5.6,"PuttsMadePerEventOver10",2013
38,38,"Rory McIlroy",56,5.5,"PuttsMadePerEventOver10",2013
38,38,"Bryce Molder",82,5.5,"PuttsMadePerEventOver10",2013
38,38,"Jimmy Walker",84,5.5,"PuttsMadePerEventOver10",2013
41,41,"Keegan Bradley",88,5.4,"PuttsMadePerEventOver10",2013
41,41,"Brendon de Jonge",110,5.4,"PuttsMadePerEventOver10",2013
41,41,"Justin Rose",62,5.4,"PuttsMadePerEventOver10",2013
41,41,"Kevin Streelman",86,5.4,"PuttsMadePerEventOver10",2013
41,41,"Gary Woodland",94,5.4,"PuttsMadePerEventOver10",2013
46,46,"Stuart Appleby",88,5.3,"PuttsMadePerEventOver10",2013
46,46,"Greg Chalmers",77,5.3,"PuttsMadePerEventOver10",2013
46,46,"David Lynn",70,5.3,"PuttsMadePerEventOver10",2013
46,46,"Ted Potter Jr",65,5.3,"PuttsMadePerEventOver10",2013
50,50,"Erik Compton",74,5.2,"PuttsMadePerEventOver10",2013
50,50,"Jason Dufner",78,5.2,"PuttsMadePerEventOver10",2013
50,50,"Freddie Jacobson",63,5.2,"PuttsMadePerEventOver10",2013
50,50,"Justin Leonard",86,5.2,"PuttsMadePerEventOver10",2013
50,50,"John Merrick",79,5.2,"PuttsMadePerEventOver10",2013
50,50,"Bubba Watson",76,5.2,"PuttsMadePerEventOver10",2013
56,56,"KJ Choi",85,5.1,"PuttsMadePerEventOver10",2013
56,56,"Carl Pettersson",82,5.1,"PuttsMadePerEventOver10",2013
58,58,"Jason Bohn",70,5,"PuttsMadePerEventOver10",2013
58,58,"Brian Davis",91,5,"PuttsMadePerEventOver10",2013
58,58,"Matt Every",89,5,"PuttsMadePerEventOver10",2013
58,58,"Morgan Hoffmann",64,5,"PuttsMadePerEventOver10",2013
58,58,"Dustin Johnson",71,5,"PuttsMadePerEventOver10",2013
58,58,"Jerry Kelly",75,5,"PuttsMadePerEventOver10",2013
58,58,"Doug LaBelle II",72,5,"PuttsMadePerEventOver10",2013
58,58,"Hunter Mahan",91,5,"PuttsMadePerEventOver10",2013
58,58,"Kevin Stadler",83,5,"PuttsMadePerEventOver10",2013
58,58,"Chris Stroud",88,5,"PuttsMadePerEventOver10",2013
58,58,"Boo Weekley",100,5,"PuttsMadePerEventOver10",2013
58,58,"Charlie Wi",75,5,"PuttsMadePerEventOver10",2013
70,70,"Stewart Cink",71,4.9,"PuttsMadePerEventOver10",2013
70,70,"Martin Flores",83,4.9,"PuttsMadePerEventOver10",2013
70,70,"Brandt Jobe",62,4.9,"PuttsMadePerEventOver10",2013
70,70,"Ben Kohles",75,4.9,"PuttsMadePerEventOver10",2013
70,70,"Scott Langley",79,4.9,"PuttsMadePerEventOver10",2013
70,70,"Jeff Overton",78,4.9,"PuttsMadePerEventOver10",2013
70,70,"Scott Piercy",78,4.9,"PuttsMadePerEventOver10",2013
70,70,"Rory Sabbatini",86,4.9,"PuttsMadePerEventOver10",2013
78,78,"Stephen Ames",49,4.8,"PuttsMadePerEventOver10",2013
78,78,"Padraig Harrington",52,4.8,"PuttsMadePerEventOver10",2013
78,78,"DA Points",87,4.8,"PuttsMadePerEventOver10",2013
78,78,"Chez Reavie",72,4.8,"PuttsMadePerEventOver10",2013
78,78,"Patrick Reed",83,4.8,"PuttsMadePerEventOver10",2013
78,78,"DJ Trahan",48,4.8,"PuttsMadePerEventOver10",2013
84,84,"Aaron Baddeley",68,4.7,"PuttsMadePerEventOver10",2013
84,84,"Brad Fritsch",81,4.7,"PuttsMadePerEventOver10",2013
84,84,"Brian Gay",79,4.7,"PuttsMadePerEventOver10",2013
84,84,"Ryo Ishikawa",72,4.7,"PuttsMadePerEventOver10",2013
84,84,"Matt Jones",83,4.7,"PuttsMadePerEventOver10",2013
84,84,"Pat Perez",69,4.7,"PuttsMadePerEventOver10",2013
84,84,"Ian Poulter",59,4.7,"PuttsMadePerEventOver10",2013
84,84,"Daniel Summerhays",83,4.7,"PuttsMadePerEventOver10",2013
84,84,"Nicholas Thompson",99,4.7,"PuttsMadePerEventOver10",2013
84,84,"Michael Thompson",66,4.7,"PuttsMadePerEventOver10",2013
84,84,"Camilo Villegas",79,4.7,"PuttsMadePerEventOver10",2013
95,95,"Kevin Chappell",80,4.6,"PuttsMadePerEventOver10",2013
95,95,"Tim Clark",64,4.6,"PuttsMadePerEventOver10",2013
95,95,"Ken Duke",87,4.6,"PuttsMadePerEventOver10",2013
95,95,"Justin Hicks",79,4.6,"PuttsMadePerEventOver10",2013
95,95,"Martin Laird",68,4.6,"PuttsMadePerEventOver10",2013
95,95,"William McGirt",75,4.6,"PuttsMadePerEventOver10",2013
95,95,"Henrik Norlander",70,4.6,"PuttsMadePerEventOver10",2013
102,102,"Jonas Blixt",76,4.5,"PuttsMadePerEventOver10",2013
102,102,"Ben Curtis",59,4.5,"PuttsMadePerEventOver10",2013
102,102,"Fabian Gomez",65,4.5,"PuttsMadePerEventOver10",2013
102,102,"Luke Guthrie",82,4.5,"PuttsMadePerEventOver10",2013
102,102,"JJ Henry",83,4.5,"PuttsMadePerEventOver10",2013
102,102,"Jeff Maggert",63,4.5,"PuttsMadePerEventOver10",2013
102,102,"George McNeill",68,4.5,"PuttsMadePerEventOver10",2013
102,102,"Ryan Moore",72,4.5,"PuttsMadePerEventOver10",2013
102,102,"John Rollins",77,4.5,"PuttsMadePerEventOver10",2013
102,102,"Brendan Steele",86,4.5,"PuttsMadePerEventOver10",2013
102,102,"Robert Streb",75,4.5,"PuttsMadePerEventOver10",2013
102,102,"Brian Stuard",78,4.5,"PuttsMadePerEventOver10",2013
102,102,"Josh Teater",86,4.5,"PuttsMadePerEventOver10",2013
102,102,"Cameron Tringale",80,4.5,"PuttsMadePerEventOver10",2013
116,116,"Chad Campbell",78,4.4,"PuttsMadePerEventOver10",2013
116,116,"Tommy Gainey",84,4.4,"PuttsMadePerEventOver10",2013
116,116,"Jason Kokrak",78,4.4,"PuttsMadePerEventOver10",2013
116,116,"John Senden",79,4.4,"PuttsMadePerEventOver10",2013
116,116,"Shawn Stefani",63,4.4,"PuttsMadePerEventOver10",2013
116,116,"Vaughn Taylor",50,4.4,"PuttsMadePerEventOver10",2013
122,122,"Roberto Castro",97,4.3,"PuttsMadePerEventOver10",2013
122,122,"Ernie Els",63,4.3,"PuttsMadePerEventOver10",2013
122,122,"Tim Herron",45,4.3,"PuttsMadePerEventOver10",2013
122,122,"John Huh",88,4.3,"PuttsMadePerEventOver10",2013
122,122,"David Lingmerth",68,4.3,"PuttsMadePerEventOver10",2013
122,122,"David Mathis",71,4.3,"PuttsMadePerEventOver10",2013
122,122,"Cameron Percy",68,4.3,"PuttsMadePerEventOver10",2013
122,122,"Tag Ridings",69,4.3,"PuttsMadePerEventOver10",2013
130,130,"Ben Crane",62,4.2,"PuttsMadePerEventOver10",2013
130,130,"Tom Gillis",69,4.2,"PuttsMadePerEventOver10",2013
130,130,"Jim Herman",59,4.2,"PuttsMadePerEventOver10",2013
130,130,"Andres Romero",63,4.2,"PuttsMadePerEventOver10",2013
130,130,"Kyle Stanley",71,4.2,"PuttsMadePerEventOver10",2013
130,130,"Bo Van Pelt",72,4.2,"PuttsMadePerEventOver10",2013
130,130,"YE Yang",56,4.2,"PuttsMadePerEventOver10",2013
137,137,"Steven Bowditch",67,4.1,"PuttsMadePerEventOver10",2013
137,137,"Nicolas Colsaerts",50,4.1,"PuttsMadePerEventOver10",2013
137,137,"Derek Ernst",58,4.1,"PuttsMadePerEventOver10",2013
137,137,"Brian Harman",89,4.1,"PuttsMadePerEventOver10",2013
137,137,"Colt Knost",69,4.1,"PuttsMadePerEventOver10",2013
137,137,"Dicky Pride",71,4.1,"PuttsMadePerEventOver10",2013
137,137,"David Toms",49,4.1,"PuttsMadePerEventOver10",2013
144,144,"Ricky Barnes",74,4,"PuttsMadePerEventOver10",2013
144,144,"Scott Gardiner",61,4,"PuttsMadePerEventOver10",2013
144,144,"James Hahn",78,4,"PuttsMadePerEventOver10",2013
144,144,"DH Lee",65,4,"PuttsMadePerEventOver10",2013
144,144,"Greg Owen",73,4,"PuttsMadePerEventOver10",2013
144,144,"Scott Stallings",79,4,"PuttsMadePerEventOver10",2013
150,150,"Scott Brown",65,3.9,"PuttsMadePerEventOver10",2013
150,150,"Lucas Glover",65,3.9,"PuttsMadePerEventOver10",2013
150,150,"Troy Matteson",68,3.9,"PuttsMadePerEventOver10",2013
150,150,"Mark Wilson",56,3.9,"PuttsMadePerEventOver10",2013
154,154,"Johnson Wagner",64,3.8,"PuttsMadePerEventOver10",2013
154,154,"Mike Weir",60,3.8,"PuttsMadePerEventOver10",2013
156,156,"Steve LeBrun",66,3.7,"PuttsMadePerEventOver10",2013
157,157,"Seung Yul Noh",71,3.6,"PuttsMadePerEventOver10",2013
157,157,"Sean OHair",56,3.6,"PuttsMadePerEventOver10",2013
157,157,"Alistair Presnell",59,3.6,"PuttsMadePerEventOver10",2013
160,160,"Robert Allenby",58,3.5,"PuttsMadePerEventOver10",2013
160,160,"Trevor Immelman",73,3.5,"PuttsMadePerEventOver10",2013
160,160,"Darron Stiles",51,3.5,"PuttsMadePerEventOver10",2013
160,160,"Andrew Svoboda",46,3.5,"PuttsMadePerEventOver10",2013
160,160,"Casey Wittenberg",72,3.5,"PuttsMadePerEventOver10",2013
165,165,"Bud Cauley",67,3.4,"PuttsMadePerEventOver10",2013
165,165,"Geoff Ogilvy",57,3.4,"PuttsMadePerEventOver10",2013
167,167,"Charlie Beljan",62,3.3,"PuttsMadePerEventOver10",2013
167,167,"Robert Garrigus",69,3.3,"PuttsMadePerEventOver10",2013
167,167,"Luke List",65,3.3,"PuttsMadePerEventOver10",2013
170,170,"Justin Bolli",59,3.2,"PuttsMadePerEventOver10",2013
170,170,"Vijay Singh",61,3.2,"PuttsMadePerEventOver10",2013
170,170,"Aaron Watkins",46,3.2,"PuttsMadePerEventOver10",2013
173,173,"Will Claxton",67,3.1,"PuttsMadePerEventOver10",2013
173,173,"Lee Williams",62,3.1,"PuttsMadePerEventOver10",2013
175,175,"Robert Karlsson",56,3,"PuttsMadePerEventOver10",2013
176,176,"Bobby Gates",49,2.9,"PuttsMadePerEventOver10",2013
176,176,"Jin Park",52,2.9,"PuttsMadePerEventOver10",2013
178,178,"Michael Bradley",56,2.8,"PuttsMadePerEventOver10",2013
178,178,"Rod Pampling",46,2.8,"PuttsMadePerEventOver10",2013
180,180,"Eric Meierdierks",48,2.7,"PuttsMadePerEventOver10",2013
