"TotalPutting_RANKTHISWEEK_2015","TotalPutting_RANKLASTWEEK_2015","TotalPutting_PLAYERNAME_2015","TotalPutting_EVENTS_2015","TotalPutting_TOTAL_2015","stat_name","year"
1,1,"Russell Henley",24,51.2,"TotalPutting",2015
2,2,"Zac Blair",34,63.2,"TotalPutting",2015
3,3,"Harris English",29,66.9,"TotalPutting",2015
4,4,"Greg Chalmers",17,68.1,"TotalPutting",2015
5,5,"Jimmy Walker",24,70.2,"TotalPutting",2015
6,6,"Rickie Fowler",21,70.9,"TotalPutting",2015
7,7,"Brendon Todd",27,74.8,"TotalPutting",2015
8,8,"Daniel Summerhays",29,75.2,"TotalPutting",2015
9,9,"Aaron Baddeley",25,76.8,"TotalPutting",2015
10,10,"Jamie Donaldson",16,79.1,"TotalPutting",2015
11,11,"Hunter Mahan",24,91.6,"TotalPutting",2015
12,12,"Ryan Palmer",22,93.5,"TotalPutting",2015
13,13,"David Hearn",30,95,"TotalPutting",2015
14,14,"Brandt Snedeker",27,97.1,"TotalPutting",2015
15,15,"Bryce Molder",26,101.6,"TotalPutting",2015
16,16,"Henrik Stenson",16,101.7,"TotalPutting",2015
17,17,"Robert Streb",30,103.3,"TotalPutting",2015
18,18,"Brooks Koepka",23,103.8,"TotalPutting",2015
19,19,"Jordan Spieth",25,105.8,"TotalPutting",2015
20,20,"Kevin Na",27,107.3,"TotalPutting",2015
21,21,"Troy Merritt",29,108.9,"TotalPutting",2015
22,22,"Morgan Hoffmann",26,109.9,"TotalPutting",2015
23,23,"Jason Day",20,114,"TotalPutting",2015
24,24,"Hudson Swafford",30,114.5,"TotalPutting",2015
25,25,"Derek Fathauer",27,114.8,"TotalPutting",2015
25,25,"Kevin Kisner",30,114.8,"TotalPutting",2015
27,27,"Colt Knost",29,115.5,"TotalPutting",2015
28,28,"Billy Hurley III",28,116.7,"TotalPutting",2015
28,28,"Scott Pinckney",27,116.7,"TotalPutting",2015
28,28,"Patrick Reed",27,116.7,"TotalPutting",2015
31,31,"Erik Compton",28,122.4,"TotalPutting",2015
32,32,"Jason Bohn",27,123.8,"TotalPutting",2015
32,32,"Steve Wheatcroft",28,123.8,"TotalPutting",2015
34,34,"Eric Axley",21,124.6,"TotalPutting",2015
35,35,"Danny Lee",36,126.3,"TotalPutting",2015
36,36,"Brian Harman",29,127.3,"TotalPutting",2015
37,37,"John Huh",31,130.8,"TotalPutting",2015
38,38,"Carl Pettersson",32,136.8,"TotalPutting",2015
39,39,"Andrew Putnam",23,137.7,"TotalPutting",2015
40,40,"Pat Perez",26,139.4,"TotalPutting",2015
41,41,"George McNeill",27,142.3,"TotalPutting",2015
42,42,"KJ Choi",19,145.1,"TotalPutting",2015
43,43,"Justin Rose",20,146.3,"TotalPutting",2015
44,44,"Chris Kirk",21,147.5,"TotalPutting",2015
45,45,"Bo Van Pelt",28,152.5,"TotalPutting",2015
46,46,"Adam Hadwin",30,153.6,"TotalPutting",2015
47,47,"Ben Crane",22,154.3,"TotalPutting",2015
48,48,"Jerry Kelly",24,154.5,"TotalPutting",2015
49,49,"Matt Kuchar",25,154.6,"TotalPutting",2015
50,50,"Sergio Garcia",15,154.9,"TotalPutting",2015
51,51,"Whee Kim",23,155.6,"TotalPutting",2015
52,52,"Sean OHair",26,156.1,"TotalPutting",2015
53,53,"Sangmoon Bae",30,158.3,"TotalPutting",2015
53,53,"Phil Mickelson",19,158.3,"TotalPutting",2015
53,53,"Johnson Wagner",23,158.3,"TotalPutting",2015
56,56,"Nick Taylor",28,158.6,"TotalPutting",2015
57,57,"Justin Leonard",22,159.8,"TotalPutting",2015
58,58,"Ian Poulter",19,163.5,"TotalPutting",2015
59,59,"Bubba Watson",19,164.6,"TotalPutting",2015
60,60,"Kevin Chappell",26,165,"TotalPutting",2015
61,61,"Zach Johnson",25,165.2,"TotalPutting",2015
62,62,"David Lingmerth",28,165.3,"TotalPutting",2015
63,63,"Dustin Johnson",21,168.6,"TotalPutting",2015
64,64,"Jeff Overton",30,169.1,"TotalPutting",2015
65,65,"Billy Horschel",28,172.3,"TotalPutting",2015
66,66,"Marc Leishman",23,172.8,"TotalPutting",2015
67,67,"Gary Woodland",24,175.3,"TotalPutting",2015
68,68,"Matt Jones",25,176.9,"TotalPutting",2015
69,69,"William McGirt",30,177.7,"TotalPutting",2015
