"RoughProximity_RANKTHISWEEK_2013","RoughProximity_RANKLASTWEEK_2013","RoughProximity_PLAYERNAME_2013","RoughProximity_ROUNDS_2013","RoughProximity_AVG_2013","RoughProximity_TOTALDISTANCEINCHES_2013","RoughProximity_ATTEMPTS_2013","RoughProximity_TOTALDISTANCEFEET_2013","RoughProximity_RELATIVETOPAR_2013","stat_name","year"
1,1,"Jordan Spieth",82,NA,92836,204,7736.333,6,"RoughProximity",2013
2,2,"Rickie Fowler",75,NA,100630,216,8385.833,22,"RoughProximity",2013
2,2,"Scott Piercy",78,NA,114531,246,9544.25,18,"RoughProximity",2013
4,4,"Nicholas Thompson",99,NA,138739,297,11561.583,29,"RoughProximity",2013
5,5,"Nicolas Colsaerts",50,NA,75498,161,6291.5,25,"RoughProximity",2013
6,6,"Roberto Castro",97,NA,112742,238,9395.167,29,"RoughProximity",2013
7,7,"Kevin Stadler",83,NA,114859,242,9571.583,12,"RoughProximity",2013
8,8,"Phil Mickelson",78,NA,113736,239,9478,10,"RoughProximity",2013
9,9,"Matt Every",89,NA,145360,305,12113.333,26,"RoughProximity",2013
9,9,"Ian Poulter",59,NA,56312,118,4692.667,10,"RoughProximity",2013
11,11,"Vijay Singh",61,NA,86119,180,7176.583,35,"RoughProximity",2013
11,11,"Kevin Streelman",86,NA,102868,215,8572.333,15,"RoughProximity",2013
13,13,"Tim Clark",64,NA,61308,128,5109,18,"RoughProximity",2013
13,13,"Martin Flores",83,NA,155613,325,12967.75,18,"RoughProximity",2013
13,13,"Carl Pettersson",82,NA,105749,221,8812.417,36,"RoughProximity",2013
13,13,"Rory Sabbatini",86,NA,137980,288,11498.333,30,"RoughProximity",2013
13,13,"Webb Simpson",92,NA,113077,236,9423.083,5,"RoughProximity",2013
18,18,"Camilo Villegas",79,NA,116988,243,9749,35,"RoughProximity",2013
19,19,"Bubba Watson",76,NA,108865,226,9072.083,6,"RoughProximity",2013
20,20,"David Lynn",70,NA,107760,222,8980,35,"RoughProximity",2013
21,21,"Luke Guthrie",82,NA,121519,250,10126.583,28,"RoughProximity",2013
21,21,"Freddie Jacobson",63,NA,90416,186,7534.667,3,"RoughProximity",2013
21,21,"David Lingmerth",68,NA,99241,204,8270.083,21,"RoughProximity",2013
24,24,"Sergio Garcia",65,NA,83821,172,6985.083,-6,"RoughProximity",2013
24,24,"Brandt Snedeker",79,NA,95544,196,7962,17,"RoughProximity",2013
24,24,"Nick Watney",88,NA,114553,235,9546.083,43,"RoughProximity",2013
27,27,"Bo Van Pelt",72,NA,72906,149,6075.5,15,"RoughProximity",2013
28,28,"Stewart Cink",71,NA,104999,214,8749.917,24,"RoughProximity",2013
29,29,"Luke List",65,NA,131259,267,10938.25,11,"RoughProximity",2013
29,29,"DJ Trahan",48,NA,70843,144,5903.583,20,"RoughProximity",2013
29,29,"Jimmy Walker",84,NA,149619,304,12468.25,-1,"RoughProximity",2013
32,32,"Brian Harman",89,NA,149372,303,12447.667,53,"RoughProximity",2013
32,32,"Troy Matteson",68,NA,105966,215,8830.5,20,"RoughProximity",2013
32,32,"Adam Scott",61,NA,73906,150,6158.833,4,"RoughProximity",2013
32,32,"Daniel Summerhays",83,NA,140416,285,11701.333,27,"RoughProximity",2013
36,36,"Jason Dufner",78,NA,107847,218,8987.25,16,"RoughProximity",2013
36,36,"Charles Howell III",87,NA,159959,323,13329.917,4,"RoughProximity",2013
36,36,"Jason Kokrak",78,NA,145523,294,12126.917,24,"RoughProximity",2013
36,36,"Justin Rose",62,NA,74279,150,6189.917,3,"RoughProximity",2013
40,40,"DA Points",87,NA,108718,219,9059.833,15,"RoughProximity",2013
41,41,"Robert Garrigus",69,NA,104996,211,8749.667,9,"RoughProximity",2013
42,42,"Sangmoon Bae",83,NA,147687,296,12307.25,34,"RoughProximity",2013
42,42,"Shawn Stefani",63,NA,103245,207,8603.75,13,"RoughProximity",2013
44,44,"Dustin Johnson",71,NA,119984,240,9998.667,11,"RoughProximity",2013
45,45,"Alistair Presnell",59,NA,92255,184,7687.917,38,"RoughProximity",2013
45,45,"Patrick Reed",83,NA,156801,313,13066.75,13,"RoughProximity",2013
47,47,"Tommy Gainey",84,NA,157706,314,13142.167,49,"RoughProximity",2013
47,47,"Padraig Harrington",52,NA,62738,125,5228.167,21,"RoughProximity",2013
49,49,"Jim Herman",59,NA,86973,173,7247.75,17,"RoughProximity",2013
49,49,"Charley Hoffman",84,NA,120819,240,10068.25,9,"RoughProximity",2013
49,49,"Martin Kaymer",61,NA,66880,133,5573.333,12,"RoughProximity",2013
49,49,"Jerry Kelly",75,NA,95597,190,7966.417,22,"RoughProximity",2013
49,49,"Rory McIlroy",56,NA,72977,145,6081.417,4,"RoughProximity",2013
49,49,"Cameron Percy",68,NA,109198,217,9099.833,17,"RoughProximity",2013
55,55,"Ricky Barnes",74,NA,122855,244,10237.917,33,"RoughProximity",2013
55,55,"Brad Fritsch",81,NA,135129,268,11260.75,47,"RoughProximity",2013
55,55,"Morgan Hoffmann",64,NA,111857,222,9321.417,20,"RoughProximity",2013
58,58,"Keegan Bradley",88,NA,126614,250,10551.167,22,"RoughProximity",2013
59,59,"Graeme McDowell",53,NA,48137,95,4011.417,13,"RoughProximity",2013
59,59,"Boo Weekley",100,NA,126855,250,10571.25,43,"RoughProximity",2013
61,61,"Bill Haas",85,NA,127658,251,10638.167,6,"RoughProximity",2013
62,62,"Greg Chalmers",77,NA,120245,236,10020.417,35,"RoughProximity",2013
62,62,"Will Claxton",67,NA,108684,213,9057,49,"RoughProximity",2013
62,62,"Jason Day",86,NA,117715,231,9809.583,8,"RoughProximity",2013
62,62,"Pat Perez",69,NA,111678,219,9306.5,24,"RoughProximity",2013
66,66,"Scott Gardiner",61,NA,112528,220,9377.333,29,"RoughProximity",2013
66,66,"Martin Laird",68,NA,90523,177,7543.583,23,"RoughProximity",2013
68,68,"Ernie Els",63,NA,81480,159,6790,6,"RoughProximity",2013
68,68,"Fabian Gomez",65,NA,100775,197,8397.917,28,"RoughProximity",2013
68,68,"Kyle Stanley",71,NA,111017,217,9251.417,30,"RoughProximity",2013
71,71,"Stuart Appleby",88,NA,128283,250,10690.25,32,"RoughProximity",2013
71,71,"Brendon de Jonge",110,NA,150819,294,12568.25,32,"RoughProximity",2013
71,71,"Ken Duke",87,NA,118931,232,9910.917,55,"RoughProximity",2013
71,71,"David Mathis",71,NA,116975,228,9747.917,49,"RoughProximity",2013
71,71,"Mark Wilson",56,NA,67196,131,5599.667,9,"RoughProximity",2013
71,71,"Gary Woodland",94,NA,161990,316,13499.167,26,"RoughProximity",2013
77,77,"Jeff Maggert",63,NA,93073,181,7756.083,31,"RoughProximity",2013
77,77,"Michael Thompson",66,NA,95096,185,7924.667,39,"RoughProximity",2013
79,79,"Brian Davis",91,NA,121643,236,10136.917,35,"RoughProximity",2013
79,79,"Graham DeLaet",94,NA,124109,241,10342.417,13,"RoughProximity",2013
79,79,"Hunter Mahan",91,NA,113274,220,9439.5,24,"RoughProximity",2013
79,79,"Rod Pampling",46,NA,66983,130,5581.917,26,"RoughProximity",2013
79,79,"Jin Park",52,NA,72101,140,6008.417,20,"RoughProximity",2013
84,84,"Erik Compton",74,NA,130048,252,10837.333,36,"RoughProximity",2013
84,84,"DH Lee",65,NA,94371,183,7864.25,18,"RoughProximity",2013
84,84,"Lee Westwood",70,NA,80477,156,6706.417,13,"RoughProximity",2013
87,87,"Angel Cabrera",73,NA,124167,240,10347.25,28,"RoughProximity",2013
87,87,"Bob Estes",66,NA,101836,197,8486.333,32,"RoughProximity",2013
87,87,"Brian Gay",79,NA,110675,214,9222.917,28,"RoughProximity",2013
87,87,"Richard Lee",81,NA,110730,214,9227.5,23,"RoughProximity",2013
87,87,"Geoff Ogilvy",57,NA,80618,156,6718.167,20,"RoughProximity",2013
87,87,"Jeff Overton",78,NA,157654,305,13137.833,33,"RoughProximity",2013
87,87,"Dicky Pride",71,NA,103404,200,8617,29,"RoughProximity",2013
94,94,"KJ Choi",85,NA,91923,177,7660.25,9,"RoughProximity",2013
94,94,"Matt Kuchar",93,NA,136531,263,11377.583,20,"RoughProximity",2013
