"FirstTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2015","FirstTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2015","FirstTeeEarlyPar5ScoringAverage_PLAYERNAME_2015","FirstTeeEarlyPar5ScoringAverage_ROUNDS_2015","FirstTeeEarlyPar5ScoringAverage_AVG_2015","FirstTeeEarlyPar5ScoringAverage_TOTALSTROKES_2015","FirstTeeEarlyPar5ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Roberto Castro",54,4.35,213,49,"FirstTeeEarlyPar5ScoringAverage",2015
2,2,"Dustin Johnson",75,4.37,223,51,"FirstTeeEarlyPar5ScoringAverage",2015
3,3,"Justin Thomas",106,4.43,368,83,"FirstTeeEarlyPar5ScoringAverage",2015
4,4,"Keegan Bradley",87,4.44,346,78,"FirstTeeEarlyPar5ScoringAverage",2015
4,4,"Matt Jones",89,4.44,360,81,"FirstTeeEarlyPar5ScoringAverage",2015
6,6,"Derek Fathauer",81,4.45,227,51,"FirstTeeEarlyPar5ScoringAverage",2015
7,7,"Sergio Garcia",59,4.46,116,26,"FirstTeeEarlyPar5ScoringAverage",2015
8,8,"Aaron Baddeley",76,4.47,407,91,"FirstTeeEarlyPar5ScoringAverage",2015
8,8,"Jim Herman",88,4.47,326,73,"FirstTeeEarlyPar5ScoringAverage",2015
8,8,"Patrick Reed",103,4.47,295,66,"FirstTeeEarlyPar5ScoringAverage",2015
11,11,"Paul Casey",87,4.49,364,81,"FirstTeeEarlyPar5ScoringAverage",2015
11,11,"Johnson Wagner",68,4.49,193,43,"FirstTeeEarlyPar5ScoringAverage",2015
11,11,"Bubba Watson",71,4.49,157,35,"FirstTeeEarlyPar5ScoringAverage",2015
14,14,"Daniel Berger",97,4.51,325,72,"FirstTeeEarlyPar5ScoringAverage",2015
15,15,"Blayne Barber",76,4.53,308,68,"FirstTeeEarlyPar5ScoringAverage",2015
15,15,"Chez Reavie",56,4.53,263,58,"FirstTeeEarlyPar5ScoringAverage",2015
15,15,"Brendan Steele",88,4.53,403,89,"FirstTeeEarlyPar5ScoringAverage",2015
18,18,"Jonas Blixt",78,4.54,259,57,"FirstTeeEarlyPar5ScoringAverage",2015
18,18,"Steven Bowditch",103,4.54,577,127,"FirstTeeEarlyPar5ScoringAverage",2015
18,18,"Jim Furyk",71,4.54,168,37,"FirstTeeEarlyPar5ScoringAverage",2015
18,18,"Charles Howell III",105,4.54,531,117,"FirstTeeEarlyPar5ScoringAverage",2015
18,18,"Roger Sloan",56,4.54,109,24,"FirstTeeEarlyPar5ScoringAverage",2015
18,18,"Will Wilcox",58,4.54,236,52,"FirstTeeEarlyPar5ScoringAverage",2015
24,24,"Angel Cabrera",53,4.55,291,64,"FirstTeeEarlyPar5ScoringAverage",2015
24,24,"Carlos Ortiz",100,4.55,432,95,"FirstTeeEarlyPar5ScoringAverage",2015
24,24,"Webb Simpson",81,4.55,382,84,"FirstTeeEarlyPar5ScoringAverage",2015
27,27,"Graham DeLaet",65,4.56,328,72,"FirstTeeEarlyPar5ScoringAverage",2015
27,27,"Derek Ernst",75,4.56,356,78,"FirstTeeEarlyPar5ScoringAverage",2015
27,27,"Zach Johnson",90,4.56,196,43,"FirstTeeEarlyPar5ScoringAverage",2015
27,27,"Jerry Kelly",79,4.56,365,80,"FirstTeeEarlyPar5ScoringAverage",2015
27,27,"Hideki Matsuyama",95,4.56,356,78,"FirstTeeEarlyPar5ScoringAverage",2015
27,27,"Camilo Villegas",83,4.56,456,100,"FirstTeeEarlyPar5ScoringAverage",2015
33,33,"Russell Henley",87,4.57,379,83,"FirstTeeEarlyPar5ScoringAverage",2015
33,33,"Matt Kuchar",97,4.57,297,65,"FirstTeeEarlyPar5ScoringAverage",2015
33,33,"Patrick Rodgers",57,4.57,137,30,"FirstTeeEarlyPar5ScoringAverage",2015
33,33,"Jimmy Walker",89,4.57,320,70,"FirstTeeEarlyPar5ScoringAverage",2015
37,37,"Charlie Beljan",76,4.58,366,80,"FirstTeeEarlyPar5ScoringAverage",2015
37,37,"Morgan Hoffmann",85,4.58,366,80,"FirstTeeEarlyPar5ScoringAverage",2015
37,37,"Colt Knost",90,4.58,339,74,"FirstTeeEarlyPar5ScoringAverage",2015
37,37,"Louis Oosthuizen",68,4.58,238,52,"FirstTeeEarlyPar5ScoringAverage",2015
37,37,"Cameron Percy",72,4.58,284,62,"FirstTeeEarlyPar5ScoringAverage",2015
37,37,"Alex Prugh",84,4.58,426,93,"FirstTeeEarlyPar5ScoringAverage",2015
43,43,"Kevin Chappell",86,4.59,441,96,"FirstTeeEarlyPar5ScoringAverage",2015
43,43,"Charley Hoffman",97,4.59,514,112,"FirstTeeEarlyPar5ScoringAverage",2015
43,43,"Ian Poulter",68,4.59,211,46,"FirstTeeEarlyPar5ScoringAverage",2015
46,46,"Tom Hoge",83,4.6,345,75,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"Jason Bohn",95,4.61,332,72,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"Chad Campbell",97,4.61,369,80,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"Jamie Donaldson",50,4.61,295,64,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"Jason Kokrak",88,4.61,355,77,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"George McNeill",93,4.61,489,106,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"Justin Rose",69,4.61,152,33,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"Jordan Spieth",91,4.61,143,31,"FirstTeeEarlyPar5ScoringAverage",2015
47,47,"Henrik Stenson",63,4.61,175,38,"FirstTeeEarlyPar5ScoringAverage",2015
55,55,"Zac Blair",108,4.62,554,120,"FirstTeeEarlyPar5ScoringAverage",2015
55,55,"Ken Duke",93,4.62,536,116,"FirstTeeEarlyPar5ScoringAverage",2015
55,55,"Ernie Els",57,4.62,240,52,"FirstTeeEarlyPar5ScoringAverage",2015
55,55,"Martin Flores",95,4.62,379,82,"FirstTeeEarlyPar5ScoringAverage",2015
55,55,"Martin Laird",77,4.62,351,76,"FirstTeeEarlyPar5ScoringAverage",2015
55,55,"Ryan Moore",81,4.62,476,103,"FirstTeeEarlyPar5ScoringAverage",2015
55,55,"Ryan Palmer",80,4.62,411,89,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"Jason Day",75,4.63,185,40,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"Jason Dufner",76,4.63,407,88,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"James Hahn",94,4.63,495,107,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"JB Holmes",89,4.63,361,78,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"Marc Leishman",74,4.63,310,67,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"John Merrick",78,4.63,370,80,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"Kevin Na",98,4.63,370,80,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"Pat Perez",96,4.63,532,115,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"Shawn Stefani",94,4.63,509,110,"FirstTeeEarlyPar5ScoringAverage",2015
62,62,"Nick Watney",91,4.63,435,94,"FirstTeeEarlyPar5ScoringAverage",2015
72,72,"Chad Collins",79,4.64,311,67,"FirstTeeEarlyPar5ScoringAverage",2015
72,72,"Tony Finau",106,4.64,506,109,"FirstTeeEarlyPar5ScoringAverage",2015
72,72,"Brian Harman",90,4.64,399,86,"FirstTeeEarlyPar5ScoringAverage",2015
72,72,"Brooks Koepka",84,4.64,255,55,"FirstTeeEarlyPar5ScoringAverage",2015
72,72,"Hunter Mahan",88,4.64,501,108,"FirstTeeEarlyPar5ScoringAverage",2015
72,72,"Seung Yul Noh",65,4.64,385,83,"FirstTeeEarlyPar5ScoringAverage",2015
72,72,"Rory Sabbatini",81,4.64,408,88,"FirstTeeEarlyPar5ScoringAverage",2015
