"DrivingAccuracyPercentage_RANKTHISWEEK_2006","DrivingAccuracyPercentage_RANKLASTWEEK_2006","DrivingAccuracyPercentage_PLAYERNAME_2006","DrivingAccuracyPercentage_ROUNDS_2006","DrivingAccuracyPercentage_Pct_2006","DrivingAccuracyPercentage_FAIRWAYSHIT_2006","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2006","stat_name","year"
42,42,"David McKenzie",82,67.41,751,1114,"DrivingAccuracyPercentage",2006
43,43,"Shane Bertsch",104,67.35,955,1418,"DrivingAccuracyPercentage",2006
44,44,"Tim Clark",80,67.27,740,1100,"DrivingAccuracyPercentage",2006
45,45,"Justin Leonard",83,67.24,743,1105,"DrivingAccuracyPercentage",2006
46,46,"Mark Wilson",79,67.23,712,1059,"DrivingAccuracyPercentage",2006
47,47,"Greg Owen",79,67.13,721,1074,"DrivingAccuracyPercentage",2006
48,48,"Brent Geiberger",99,67.04,907,1353,"DrivingAccuracyPercentage",2006
49,49,"Steve Stricker",64,66.98,578,863,"DrivingAccuracyPercentage",2006
50,50,"Ryan Moore",68,66.96,608,908,"DrivingAccuracyPercentage",2006
51,51,"JP Hayes",55,66.88,513,767,"DrivingAccuracyPercentage",2006
52,52,"Luke Donald",66,66.86,589,881,"DrivingAccuracyPercentage",2006
53,53,"Jason Bohn",104,66.78,969,1451,"DrivingAccuracyPercentage",2006
54,54,"Tommy Armour III",65,66.74,602,902,"DrivingAccuracyPercentage",2006
55,55,"Frank Lickliter II",99,66.62,898,1348,"DrivingAccuracyPercentage",2006
56,56,"Ben Curtis",86,66.61,800,1201,"DrivingAccuracyPercentage",2006
57,57,"Alex Cejka",93,66.4,842,1268,"DrivingAccuracyPercentage",2006
58,58,"Jeff Brehaut",100,66.17,884,1336,"DrivingAccuracyPercentage",2006
59,59,"Padraig Harrington",54,66.14,463,700,"DrivingAccuracyPercentage",2006
60,60,"Chris Smith",67,66.02,616,933,"DrivingAccuracyPercentage",2006
61,61,"Ted Purdy",103,65.86,930,1412,"DrivingAccuracyPercentage",2006
62,62,"Stephen Leaney",84,65.81,768,1167,"DrivingAccuracyPercentage",2006
63,63,"Mike Sposa",68,65.71,596,907,"DrivingAccuracyPercentage",2006
64,64,"Jeff Gove",91,65.65,795,1211,"DrivingAccuracyPercentage",2006
65,65,"Steve Flesch",119,65.59,1052,1604,"DrivingAccuracyPercentage",2006
66,66,"Joey Sindelar",90,65.58,823,1255,"DrivingAccuracyPercentage",2006
67,67,"Jonathan Kaye",95,65.37,840,1285,"DrivingAccuracyPercentage",2006
68,68,"Mark Calcavecchia",94,65.3,847,1297,"DrivingAccuracyPercentage",2006
69,69,"Tom Pernice Jr",108,65.28,944,1446,"DrivingAccuracyPercentage",2006
70,70,"KJ Choi",93,65.03,835,1284,"DrivingAccuracyPercentage",2006
71,71,"Patrick Sheehan",104,64.99,906,1394,"DrivingAccuracyPercentage",2006
72,72,"Scott Gutschewski",53,64.98,462,711,"DrivingAccuracyPercentage",2006
73,73,"John Senden",96,64.95,843,1298,"DrivingAccuracyPercentage",2006
74,74,"Todd Fischer",101,64.83,892,1376,"DrivingAccuracyPercentage",2006
75,75,"Jeff Sluman",101,64.81,910,1404,"DrivingAccuracyPercentage",2006
76,76,"Kevin Sutherland",100,64.52,862,1336,"DrivingAccuracyPercentage",2006
77,77,"Steve Jones",83,64.51,738,1144,"DrivingAccuracyPercentage",2006
78,78,"Chris DiMarco",83,64.34,702,1091,"DrivingAccuracyPercentage",2006
79,79,"John Rollins",93,64.22,815,1269,"DrivingAccuracyPercentage",2006
80,80,"JL Lewis",57,64.2,511,796,"DrivingAccuracyPercentage",2006
81,81,"Peter Lonard",77,64.19,683,1064,"DrivingAccuracyPercentage",2006
82,82,"Jonathan Byrd",66,64.15,587,915,"DrivingAccuracyPercentage",2006
83,83,"Mike Weir",88,64.1,759,1184,"DrivingAccuracyPercentage",2006
84,84,"Charles Warren",93,64.09,803,1253,"DrivingAccuracyPercentage",2006
85,85,"Joe Ogilvie",95,64.07,815,1272,"DrivingAccuracyPercentage",2006
86,86,"DJ Trahan",92,64.04,803,1254,"DrivingAccuracyPercentage",2006
87,87,"Bob Estes",85,64.01,756,1181,"DrivingAccuracyPercentage",2006
87,87,"Thomas Levet",53,64.01,457,714,"DrivingAccuracyPercentage",2006
89,89,"Justin Rose",98,64,848,1325,"DrivingAccuracyPercentage",2006
90,90,"Sean OHair",100,63.7,874,1372,"DrivingAccuracyPercentage",2006
91,91,"Lucas Glover",105,63.69,900,1413,"DrivingAccuracyPercentage",2006
92,92,"Eric Axley",91,63.68,789,1239,"DrivingAccuracyPercentage",2006
93,93,"Tim Petrovic",95,63.54,807,1270,"DrivingAccuracyPercentage",2006
94,94,"Ben Crane",85,63.51,710,1118,"DrivingAccuracyPercentage",2006
95,95,"Mathew Goggin",72,63.5,621,978,"DrivingAccuracyPercentage",2006
96,96,"Dean Wilson",115,63.47,980,1544,"DrivingAccuracyPercentage",2006
97,97,"Vaughn Taylor",88,63.31,780,1232,"DrivingAccuracyPercentage",2006
98,98,"Arjun Atwal",97,63.24,836,1322,"DrivingAccuracyPercentage",2006
98,98,"Rich Beem",85,63.24,733,1159,"DrivingAccuracyPercentage",2006
100,100,"Nathan Green",108,63.1,915,1450,"DrivingAccuracyPercentage",2006
101,101,"Stephen Ames",63,62.98,546,867,"DrivingAccuracyPercentage",2006
102,102,"Robert Damron",91,62.93,798,1268,"DrivingAccuracyPercentage",2006
103,103,"Will Ma Kenzie",91,62.91,770,1224,"DrivingAccuracyPercentage",2006
104,104,"Billy Andrade",78,62.84,646,1028,"DrivingAccuracyPercentage",2006
105,105,"Bubba Dickerson",98,62.81,841,1339,"DrivingAccuracyPercentage",2006
106,106,"Paul Azinger",87,62.65,760,1213,"DrivingAccuracyPercentage",2006
107,107,"Henrik Bjornstad",97,62.55,830,1327,"DrivingAccuracyPercentage",2006
108,108,"Arron Oberholser",82,62.53,691,1105,"DrivingAccuracyPercentage",2006
109,109,"Steve Lowery",99,62.52,844,1350,"DrivingAccuracyPercentage",2006
110,110,"Mathias Gronberg",92,62.51,777,1243,"DrivingAccuracyPercentage",2006
111,111,"Freddie Jacobson",56,62.45,489,783,"DrivingAccuracyPercentage",2006
112,112,"Bernhard Langer",77,62.41,626,1003,"DrivingAccuracyPercentage",2006
113,113,"David Howell",52,62.38,393,630,"DrivingAccuracyPercentage",2006
114,114,"DA Points",82,62.37,696,1116,"DrivingAccuracyPercentage",2006
115,115,"Trevor Immelman",86,62.08,745,1200,"DrivingAccuracyPercentage",2006
116,116,"Ryan Palmer",101,62.03,856,1380,"DrivingAccuracyPercentage",2006
117,117,"Adam Scott",70,62,589,950,"DrivingAccuracyPercentage",2006
118,118,"Bob May",65,61.9,533,861,"DrivingAccuracyPercentage",2006
119,119,"Geoff Ogilvy",76,61.89,609,984,"DrivingAccuracyPercentage",2006
120,120,"Shaun Micheel",96,61.79,799,1293,"DrivingAccuracyPercentage",2006
121,121,"Nick Watney",97,61.78,818,1324,"DrivingAccuracyPercentage",2006
122,122,"Brett Wetterich",82,61.46,700,1139,"DrivingAccuracyPercentage",2006
123,123,"Shigeki Maruyama",94,61.37,788,1284,"DrivingAccuracyPercentage",2006
123,123,"Jesper Parnevik",84,61.37,718,1170,"DrivingAccuracyPercentage",2006
125,125,"Paul Stankowski",70,61.23,597,975,"DrivingAccuracyPercentage",2006
126,126,"Marco Dawson",87,61.17,742,1213,"DrivingAccuracyPercentage",2006
127,127,"Bob Tway",81,61.16,666,1089,"DrivingAccuracyPercentage",2006
128,128,"Brandt Jobe",91,61.12,750,1227,"DrivingAccuracyPercentage",2006
129,129,"Woody Austin",107,61.11,910,1489,"DrivingAccuracyPercentage",2006
129,129,"Sergio Garcia",59,61.11,473,774,"DrivingAccuracyPercentage",2006
131,131,"Ian Leggatt",80,61.1,647,1059,"DrivingAccuracyPercentage",2006
132,132,"Carl Pettersson",95,61.01,795,1303,"DrivingAccuracyPercentage",2006
133,133,"Michael Connell",51,60.99,408,669,"DrivingAccuracyPercentage",2006
134,134,"Chris Couch",75,60.98,636,1043,"DrivingAccuracyPercentage",2006
135,135,"Tom Lehman",70,60.96,509,835,"DrivingAccuracyPercentage",2006
136,136,"Harrison Frazar",95,60.94,774,1270,"DrivingAccuracyPercentage",2006
137,137,"Aaron Baddeley",78,60.73,645,1062,"DrivingAccuracyPercentage",2006
138,138,"Bo Van Pelt",102,60.72,864,1423,"DrivingAccuracyPercentage",2006
139,139,"Tiger Woods",55,60.71,442,728,"DrivingAccuracyPercentage",2006
140,140,"Danny Ellis",68,60.58,541,893,"DrivingAccuracyPercentage",2006
141,141,"Rod Pampling",89,60.46,708,1171,"DrivingAccuracyPercentage",2006
142,142,"JJ Henry",96,60.03,778,1296,"DrivingAccuracyPercentage",2006
143,143,"Jason Gore",86,59.95,705,1176,"DrivingAccuracyPercentage",2006
144,144,"Davis Love III",85,59.89,636,1062,"DrivingAccuracyPercentage",2006
145,145,"Matt Hansen",68,59.85,550,919,"DrivingAccuracyPercentage",2006
146,146,"Brian Bateman",69,59.78,541,905,"DrivingAccuracyPercentage",2006
147,147,"Chad Campbell",91,59.77,725,1213,"DrivingAccuracyPercentage",2006
148,148,"Stewart Cink",93,59.72,731,1224,"DrivingAccuracyPercentage",2006
149,149,"Jose Maria Olazabal",62,59.68,484,811,"DrivingAccuracyPercentage",2006
150,150,"Stuart Appleby",83,59.62,651,1092,"DrivingAccuracyPercentage",2006
151,151,"Troy Matteson",101,59.45,837,1408,"DrivingAccuracyPercentage",2006
152,152,"Jason Schultz",77,59.43,621,1045,"DrivingAccuracyPercentage",2006
153,153,"Vijay Singh",103,59.4,831,1399,"DrivingAccuracyPercentage",2006
154,154,"Kris Cox",83,59.31,669,1128,"DrivingAccuracyPercentage",2006
154,154,"Pat Perez",50,59.31,414,698,"DrivingAccuracyPercentage",2006
156,156,"Hidemichi Tanaka",74,58.88,600,1019,"DrivingAccuracyPercentage",2006
157,157,"Brett Quigley",109,58.85,861,1463,"DrivingAccuracyPercentage",2006
158,158,"John Huston",74,58.74,588,1001,"DrivingAccuracyPercentage",2006
159,159,"Ryuji Imada",105,58.62,833,1421,"DrivingAccuracyPercentage",2006
160,160,"Phil Mickelson",74,58.61,565,964,"DrivingAccuracyPercentage",2006
161,161,"Tim Herron",82,58.28,658,1129,"DrivingAccuracyPercentage",2006
161,161,"Jeff Overton",95,58.28,757,1299,"DrivingAccuracyPercentage",2006
163,163,"Dudley Hart",83,58.13,672,1156,"DrivingAccuracyPercentage",2006
164,164,"John Engler Jr",69,58.07,543,935,"DrivingAccuracyPercentage",2006
165,165,"Camilo Villegas",95,58.06,753,1297,"DrivingAccuracyPercentage",2006
166,166,"Craig Barlow",77,58.04,592,1020,"DrivingAccuracyPercentage",2006
167,167,"Michael Allen",84,58.01,681,1174,"DrivingAccuracyPercentage",2006
167,167,"Charley Hoffman",100,58.01,793,1367,"DrivingAccuracyPercentage",2006
169,169,"Wes Short Jr",96,57.78,761,1317,"DrivingAccuracyPercentage",2006
170,170,"Bill Haas",99,57.71,771,1336,"DrivingAccuracyPercentage",2006
171,171,"Ernie Els",69,57.62,514,892,"DrivingAccuracyPercentage",2006
172,172,"Vance Veazey",59,57.58,475,825,"DrivingAccuracyPercentage",2006
173,173,"Brad Faxon",78,57.56,628,1091,"DrivingAccuracyPercentage",2006
174,174,"Roger Tambellini",64,57.53,489,850,"DrivingAccuracyPercentage",2006
175,175,"Mark OMeara",52,57.35,398,694,"DrivingAccuracyPercentage",2006
176,176,"Retief Goosen",68,57.28,480,838,"DrivingAccuracyPercentage",2006
177,177,"Robert Garrigus",85,57.25,663,1158,"DrivingAccuracyPercentage",2006
178,178,"Jon Mills",68,57.05,526,922,"DrivingAccuracyPercentage",2006
179,179,"Daniel Chopra",110,56.77,847,1492,"DrivingAccuracyPercentage",2006
180,180,"Len Mattiace",59,56.71,465,820,"DrivingAccuracyPercentage",2006
181,181,"Rory Sabbatini",84,56.49,653,1156,"DrivingAccuracyPercentage",2006
182,182,"Charles Howell III",96,56.39,732,1298,"DrivingAccuracyPercentage",2006
182,182,"Lee Janzen",79,56.39,618,1096,"DrivingAccuracyPercentage",2006
184,184,"Todd Hamilton",72,56.32,566,1005,"DrivingAccuracyPercentage",2006
185,185,"Carlos Franco",86,55.71,668,1199,"DrivingAccuracyPercentage",2006
186,186,"Fred Couples",52,54.36,380,699,"DrivingAccuracyPercentage",2006
187,187,"JB Holmes",81,54.13,583,1077,"DrivingAccuracyPercentage",2006
188,188,"Tag Ridings",103,54.1,752,1390,"DrivingAccuracyPercentage",2006
189,189,"Greg Chalmers",71,53.9,504,935,"DrivingAccuracyPercentage",2006
190,190,"John Daly",51,52.48,360,686,"DrivingAccuracyPercentage",2006
191,191,"Bubba Watson",83,51.5,566,1099,"DrivingAccuracyPercentage",2006
192,192,"Alex Aragon",63,51.12,435,851,"DrivingAccuracyPercentage",2006
193,193,"David Duval",71,51.09,493,965,"DrivingAccuracyPercentage",2006
194,194,"Ryan Hietala",61,51.03,420,823,"DrivingAccuracyPercentage",2006
195,195,"James Driscoll",80,50.54,564,1116,"DrivingAccuracyPercentage",2006
196,196,"Jimmy Walker",60,49.75,402,808,"DrivingAccuracyPercentage",2006
