"LateRound1ScoringAverage_RANKTHISWEEK_2016","LateRound1ScoringAverage_RANKLASTWEEK_2016","LateRound1ScoringAverage_PLAYERNAME_2016","LateRound1ScoringAverage__2016","LateRound1ScoringAverage_AVG_2016","LateRound1ScoringAverage_TOTALSTROKES_2016","LateRound1ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,3,"Jason Dufner",NA,68.17,409,6,"LateRound1ScoringAverage",2016
2,4,"Charley Hoffman",NA,68.2,341,5,"LateRound1ScoringAverage",2016
2,4,"Patrick Reed",NA,68.2,341,5,"LateRound1ScoringAverage",2016
4,6,"Rickie Fowler",NA,68.4,342,5,"LateRound1ScoringAverage",2016
5,8,"Darron Stiles",NA,68.5,274,4,"LateRound1ScoringAverage",2016
6,9,"Lucas Glover",NA,68.57,480,7,"LateRound1ScoringAverage",2016
6,9,"Jamie Lovemark",NA,68.57,480,7,"LateRound1ScoringAverage",2016
8,12,"Jason Day",NA,68.75,275,4,"LateRound1ScoringAverage",2016
9,13,"Kevin Chappell",NA,68.78,619,9,"LateRound1ScoringAverage",2016
10,13,"Daniel Berger",NA,68.83,413,6,"LateRound1ScoringAverage",2016
10,1,"Kevin Kisner",NA,68.83,413,6,"LateRound1ScoringAverage",2016
12,13,"Brian Harman",NA,69,621,9,"LateRound1ScoringAverage",2016
12,13,"Dustin Johnson",NA,69,276,4,"LateRound1ScoringAverage",2016
12,36,"Andrew Loupe",NA,69,483,7,"LateRound1ScoringAverage",2016
12,13,"Hideki Matsuyama",NA,69,276,4,"LateRound1ScoringAverage",2016
12,13,"Bernd Wiesberger",NA,69,138,2,"LateRound1ScoringAverage",2016
17,11,"Patton Kizzire",NA,69.13,553,8,"LateRound1ScoringAverage",2016
18,20,"Ryan Palmer",NA,69.14,484,7,"LateRound1ScoringAverage",2016
19,21,"William McGirt",NA,69.17,415,6,"LateRound1ScoringAverage",2016
19,21,"Michael Thompson",NA,69.17,415,6,"LateRound1ScoringAverage",2016
21,23,"Roberto Castro",NA,69.33,624,9,"LateRound1ScoringAverage",2016
21,23,"Branden Grace",NA,69.33,416,6,"LateRound1ScoringAverage",2016
23,7,"Charles Howell III",NA,69.38,555,8,"LateRound1ScoringAverage",2016
24,42,"Dawie van der Walt",NA,69.43,486,7,"LateRound1ScoringAverage",2016
25,25,"Freddie Jacobson",NA,69.44,625,9,"LateRound1ScoringAverage",2016
26,26,"Aaron Baddeley",NA,69.5,556,8,"LateRound1ScoringAverage",2016
26,26,"Brooks Koepka",NA,69.5,417,6,"LateRound1ScoringAverage",2016
26,26,"Scott Piercy",NA,69.5,278,4,"LateRound1ScoringAverage",2016
26,26,"Brandt Snedeker",NA,69.5,556,8,"LateRound1ScoringAverage",2016
30,30,"Scott Brown",NA,69.56,626,9,"LateRound1ScoringAverage",2016
31,31,"Russell Henley",NA,69.57,487,7,"LateRound1ScoringAverage",2016
31,31,"Scott Langley",NA,69.57,487,7,"LateRound1ScoringAverage",2016
31,31,"Jimmy Walker",NA,69.57,487,7,"LateRound1ScoringAverage",2016
34,34,"Camilo Villegas",NA,69.63,557,8,"LateRound1ScoringAverage",2016
35,35,"Si Woo Kim",NA,69.64,766,11,"LateRound1ScoringAverage",2016
36,81,"Steve Wheatcroft",NA,69.67,418,6,"LateRound1ScoringAverage",2016
37,37,"Jerry Kelly",NA,69.71,488,7,"LateRound1ScoringAverage",2016
37,37,"Sean OHair",NA,69.71,488,7,"LateRound1ScoringAverage",2016
39,40,"Steve Stricker",NA,69.75,279,4,"LateRound1ScoringAverage",2016
40,41,"Sergio Garcia",NA,69.8,349,5,"LateRound1ScoringAverage",2016
41,42,"Kevin Streelman",NA,69.83,419,6,"LateRound1ScoringAverage",2016
42,44,"Brendan Steele",NA,69.86,489,7,"LateRound1ScoringAverage",2016
42,44,"Jhonattan Vegas",NA,69.86,489,7,"LateRound1ScoringAverage",2016
44,37,"Graham DeLaet",NA,69.88,559,8,"LateRound1ScoringAverage",2016
44,46,"Tony Finau",NA,69.88,559,8,"LateRound1ScoringAverage",2016
44,46,"Smylie Kaufman",NA,69.88,559,8,"LateRound1ScoringAverage",2016
47,49,"Stewart Cink",NA,70,420,6,"LateRound1ScoringAverage",2016
47,13,"Ollie Schniederjans",NA,70,210,3,"LateRound1ScoringAverage",2016
47,54,"Daniel Summerhays",NA,70,560,8,"LateRound1ScoringAverage",2016
47,49,"Vaughn Taylor",NA,70,280,4,"LateRound1ScoringAverage",2016
51,52,"Bryce Molder",NA,70.13,561,8,"LateRound1ScoringAverage",2016
51,52,"Tyrone Van Aswegen",NA,70.13,561,8,"LateRound1ScoringAverage",2016
53,54,"David Lingmerth",NA,70.14,491,7,"LateRound1ScoringAverage",2016
53,54,"Will Wilcox",NA,70.14,491,7,"LateRound1ScoringAverage",2016
55,57,"Davis Love III",NA,70.17,421,6,"LateRound1ScoringAverage",2016
56,48,"Colt Knost",NA,70.2,702,10,"LateRound1ScoringAverage",2016
56,58,"Graeme McDowell",NA,70.2,351,5,"LateRound1ScoringAverage",2016
58,61,"Scott Stallings",NA,70.25,562,8,"LateRound1ScoringAverage",2016
58,61,"Justin Thomas",NA,70.25,281,4,"LateRound1ScoringAverage",2016
60,64,"Henrik Norlander",NA,70.29,492,7,"LateRound1ScoringAverage",2016
61,81,"Martin Laird",NA,70.33,422,6,"LateRound1ScoringAverage",2016
62,67,"Will Ma Kenzie",NA,70.38,563,8,"LateRound1ScoringAverage",2016
62,67,"Ben Martin",NA,70.38,563,8,"LateRound1ScoringAverage",2016
