"Scrambling2030ydsRTPScore_RANKTHISWEEK_2014","Scrambling2030ydsRTPScore_RANKLASTWEEK_2014","Scrambling2030ydsRTPScore_PLAYERNAME_2014","Scrambling2030ydsRTPScore_ROUNDS_2014","Scrambling2030ydsRTPScore_AVGRTP_2014","Scrambling2030ydsRTPScore_TOTALHOLES_2014","Scrambling2030ydsRTPScore_TOTALRTP_2014","stat_name","year"
1,1,"Sergio Garcia",61,0.324,34,11,"Scrambling2030ydsRTPScore",2014
2,2,"Bryce Molder",77,0.337,86,29,"Scrambling2030ydsRTPScore",2014
3,3,"Charl Schwartzel",64,0.348,66,23,"Scrambling2030ydsRTPScore",2014
4,4,"Jason Day",54,0.35,40,14,"Scrambling2030ydsRTPScore",2014
5,5,"Freddie Jacobson",91,0.353,102,36,"Scrambling2030ydsRTPScore",2014
6,6,"Jim Furyk",84,0.356,59,21,"Scrambling2030ydsRTPScore",2014
6,6,"Shawn Stefani",60,0.356,59,21,"Scrambling2030ydsRTPScore",2014
8,8,"Ryo Ishikawa",75,0.365,85,31,"Scrambling2030ydsRTPScore",2014
8,8,"Justin Leonard",75,0.365,96,35,"Scrambling2030ydsRTPScore",2014
10,10,"Mike Weir",69,0.37,92,34,"Scrambling2030ydsRTPScore",2014
11,11,"Seung Yul Noh",92,0.383,94,36,"Scrambling2030ydsRTPScore",2014
12,12,"Brian Gay",81,0.388,98,38,"Scrambling2030ydsRTPScore",2014
13,13,"Hideki Matsuyama",82,0.393,56,22,"Scrambling2030ydsRTPScore",2014
14,14,"Luke Donald",57,0.396,53,21,"Scrambling2030ydsRTPScore",2014
15,15,"Chris Kirk",105,0.404,109,44,"Scrambling2030ydsRTPScore",2014
16,16,"Chad Campbell",57,0.405,42,17,"Scrambling2030ydsRTPScore",2014
16,16,"Ryan Palmer",85,0.405,74,30,"Scrambling2030ydsRTPScore",2014
18,18,"Bo Van Pelt",83,0.406,64,26,"Scrambling2030ydsRTPScore",2014
19,19,"Ben Martin",80,0.41,78,32,"Scrambling2030ydsRTPScore",2014
20,20,"Bill Haas",107,0.413,92,38,"Scrambling2030ydsRTPScore",2014
21,21,"Josh Teater",90,0.415,82,34,"Scrambling2030ydsRTPScore",2014
22,22,"Brian Davis",93,0.417,132,55,"Scrambling2030ydsRTPScore",2014
23,23,"Ernie Els",85,0.418,79,33,"Scrambling2030ydsRTPScore",2014
24,24,"Andrew Loupe",65,0.419,62,26,"Scrambling2030ydsRTPScore",2014
25,25,"Patrick Reed",92,0.42,100,42,"Scrambling2030ydsRTPScore",2014
26,26,"Kevin Na",94,0.422,90,38,"Scrambling2030ydsRTPScore",2014
27,27,"Rickie Fowler",91,0.423,78,33,"Scrambling2030ydsRTPScore",2014
28,28,"Matt Kuchar",91,0.427,89,38,"Scrambling2030ydsRTPScore",2014
28,28,"Brandt Snedeker",89,0.427,82,35,"Scrambling2030ydsRTPScore",2014
30,30,"Chad Collins",78,0.429,98,42,"Scrambling2030ydsRTPScore",2014
