"Par5GoingfortheGreen_RANKTHISWEEK_2012","Par5GoingfortheGreen_RANKLASTWEEK_2012","Par5GoingfortheGreen_PLAYERNAME_2012","Par5GoingfortheGreen_ROUNDS_2012","Par5GoingfortheGreen_Pct_2012","Par5GoingfortheGreen_ATTEMPTS_2012","Par5GoingfortheGreen_NONATTEMPTS_2012","stat_name","year"
26,26,"Charlie Beljan",61,63.11,77,45,"Par5GoingfortheGreen",2012
27,27,"Louis Oosthuizen",65,63.01,92,54,"Par5GoingfortheGreen",2012
28,28,"Sean OHair",84,63,143,84,"Par5GoingfortheGreen",2012
29,29,"Josh Teater",97,62.98,165,97,"Par5GoingfortheGreen",2012
30,30,"Rickie Fowler",84,62.62,134,80,"Par5GoingfortheGreen",2012
31,31,"Edward Loar",59,62.5,75,45,"Par5GoingfortheGreen",2012
31,31,"Charl Schwartzel",56,62.5,75,45,"Par5GoingfortheGreen",2012
33,33,"Charley Hoffman",88,62.24,150,91,"Par5GoingfortheGreen",2012
33,33,"JB Holmes",90,62.24,150,91,"Par5GoingfortheGreen",2012
35,35,"Webb Simpson",77,61.9,130,80,"Par5GoingfortheGreen",2012
36,36,"Vijay Singh",99,61.89,151,93,"Par5GoingfortheGreen",2012
37,37,"Jeff Overton",101,61.87,172,106,"Par5GoingfortheGreen",2012
38,38,"Andres Romero",68,61.27,106,67,"Par5GoingfortheGreen",2012
39,39,"James Driscoll",83,60.73,133,86,"Par5GoingfortheGreen",2012
40,40,"Jason Day",57,60.69,88,57,"Par5GoingfortheGreen",2012
41,41,"Scott Brown",65,60.4,90,59,"Par5GoingfortheGreen",2012
42,42,"Billy Horschel",63,60.31,79,52,"Par5GoingfortheGreen",2012
43,43,"Seung Yul Noh",105,60,153,102,"Par5GoingfortheGreen",2012
44,44,"Jonathan Byrd",69,59.44,107,73,"Par5GoingfortheGreen",2012
44,44,"Harrison Frazar",56,59.44,85,58,"Par5GoingfortheGreen",2012
46,46,"Padraig Harrington",67,59.4,79,54,"Par5GoingfortheGreen",2012
47,47,"Troy Matteson",100,59.29,150,103,"Par5GoingfortheGreen",2012
48,48,"John Rollins",81,59.26,128,88,"Par5GoingfortheGreen",2012
49,49,"DA Points",88,58.94,145,101,"Par5GoingfortheGreen",2012
50,50,"Ryan Palmer",81,58.72,128,90,"Par5GoingfortheGreen",2012
51,51,"Boo Weekley",74,58.62,102,72,"Par5GoingfortheGreen",2012
52,52,"Greg Owen",90,58.52,134,95,"Par5GoingfortheGreen",2012
53,53,"Nathan Green",73,58.43,97,69,"Par5GoingfortheGreen",2012
54,54,"Kevin Na",80,58.02,123,89,"Par5GoingfortheGreen",2012
55,55,"Graham DeLaet",79,57.97,120,87,"Par5GoingfortheGreen",2012
56,56,"Chris Kirk",93,57.79,152,111,"Par5GoingfortheGreen",2012
57,57,"Jimmy Walker",101,57.68,169,124,"Par5GoingfortheGreen",2012
58,58,"John Huh",99,57.59,148,109,"Par5GoingfortheGreen",2012
59,59,"Jason Dufner",83,57.58,114,84,"Par5GoingfortheGreen",2012
60,60,"Harris English",98,57.56,156,115,"Par5GoingfortheGreen",2012
61,61,"Erik Compton",81,57.51,111,82,"Par5GoingfortheGreen",2012
62,62,"Cameron Tringale",88,57.37,144,107,"Par5GoingfortheGreen",2012
63,63,"Billy Mayfair",90,57.27,130,97,"Par5GoingfortheGreen",2012
64,64,"Davis Love III",64,57.24,83,62,"Par5GoingfortheGreen",2012
65,65,"Mathew Goggin",65,57.14,96,72,"Par5GoingfortheGreen",2012
65,65,"DJ Trahan",73,57.14,104,78,"Par5GoingfortheGreen",2012
67,67,"Jason Kokrak",79,57.07,117,88,"Par5GoingfortheGreen",2012
68,68,"Will Claxton",99,56.92,144,109,"Par5GoingfortheGreen",2012
69,69,"Kevin Stadler",85,56.48,122,94,"Par5GoingfortheGreen",2012
70,70,"George McNeill",85,56.36,124,96,"Par5GoingfortheGreen",2012
71,71,"Charles Howell III",98,56.28,130,101,"Par5GoingfortheGreen",2012
72,72,"Sangmoon Bae",81,56.25,99,77,"Par5GoingfortheGreen",2012
73,73,"Bo Van Pelt",84,56.22,113,88,"Par5GoingfortheGreen",2012
73,73,"Nick Watney",97,56.22,140,109,"Par5GoingfortheGreen",2012
75,75,"Angel Cabrera",54,56.14,64,50,"Par5GoingfortheGreen",2012
76,76,"Kevin Chappell",91,56.11,124,97,"Par5GoingfortheGreen",2012
77,77,"Arjun Atwal",79,56.08,106,83,"Par5GoingfortheGreen",2012
78,78,"Garth Mulroy",59,55.88,76,60,"Par5GoingfortheGreen",2012
79,79,"Blake Adams",107,55.43,148,119,"Par5GoingfortheGreen",2012
80,80,"Ben Crane",73,54.59,113,94,"Par5GoingfortheGreen",2012
81,81,"Justin Rose",69,54.49,97,81,"Par5GoingfortheGreen",2012
82,82,"Brendon de Jonge",115,54.23,173,146,"Par5GoingfortheGreen",2012
83,83,"Hunter Mahan",88,54.19,110,93,"Par5GoingfortheGreen",2012
84,84,"Spencer Levin",81,54.11,112,95,"Par5GoingfortheGreen",2012
85,85,"Kevin Streelman",89,53.97,129,110,"Par5GoingfortheGreen",2012
86,86,"Ernie Els",80,53.88,111,95,"Par5GoingfortheGreen",2012
87,87,"Daniel Chopra",55,53.78,64,55,"Par5GoingfortheGreen",2012
88,88,"Chad Campbell",84,53.77,114,98,"Par5GoingfortheGreen",2012
89,89,"Matt Jones",53,53.73,72,62,"Par5GoingfortheGreen",2012
90,90,"Kris Blanks",65,53.44,101,88,"Par5GoingfortheGreen",2012
91,91,"Carl Pettersson",92,53.36,127,111,"Par5GoingfortheGreen",2012
92,92,"Roberto Castro",92,53.18,117,103,"Par5GoingfortheGreen",2012
93,93,"Tommy Gainey",98,52.99,142,126,"Par5GoingfortheGreen",2012
94,94,"Danny Lee",74,52.84,93,83,"Par5GoingfortheGreen",2012
95,95,"Aaron Baddeley",73,52.81,94,84,"Par5GoingfortheGreen",2012
96,96,"Richard Lee",71,52.8,85,76,"Par5GoingfortheGreen",2012
97,97,"Derek Lamely",64,52.73,87,78,"Par5GoingfortheGreen",2012
98,98,"Tom Gillis",75,52.68,118,106,"Par5GoingfortheGreen",2012
99,99,"Pat Perez",81,52.65,119,107,"Par5GoingfortheGreen",2012
100,100,"John Merrick",83,52.56,113,102,"Par5GoingfortheGreen",2012
101,101,"Camilo Villegas",79,52.4,120,109,"Par5GoingfortheGreen",2012
102,102,"Geoff Ogilvy",73,52.11,99,91,"Par5GoingfortheGreen",2012
103,103,"Steve Stricker",73,51.74,89,83,"Par5GoingfortheGreen",2012
104,104,"Mark Anderson",75,51.6,97,91,"Par5GoingfortheGreen",2012
105,105,"Marc Leishman",84,51.46,123,116,"Par5GoingfortheGreen",2012
106,106,"Rod Pampling",88,51.42,109,103,"Par5GoingfortheGreen",2012
107,107,"Ken Duke",104,51.33,135,128,"Par5GoingfortheGreen",2012
108,108,"Troy Kelly",68,51.32,78,74,"Par5GoingfortheGreen",2012
109,109,"Bud Cauley",99,51.2,149,142,"Par5GoingfortheGreen",2012
110,110,"Brandt Snedeker",81,50.99,103,99,"Par5GoingfortheGreen",2012
111,111,"Brian Harman",101,50.92,139,134,"Par5GoingfortheGreen",2012
112,112,"Ian Poulter",57,50.81,63,61,"Par5GoingfortheGreen",2012
113,113,"Roland Thatcher",55,50.78,65,63,"Par5GoingfortheGreen",2012
114,114,"Jonas Blixt",72,50.75,101,98,"Par5GoingfortheGreen",2012
115,115,"Brendan Steele",77,50.72,106,103,"Par5GoingfortheGreen",2012
116,116,"Martin Flores",95,50.62,123,120,"Par5GoingfortheGreen",2012
117,117,"Kyle Thompson",51,50.48,53,52,"Par5GoingfortheGreen",2012
118,118,"Rocco Mediate",70,50,87,87,"Par5GoingfortheGreen",2012
118,118,"YE Yang",64,50,65,65,"Par5GoingfortheGreen",2012
120,120,"KJ Choi",71,48.91,90,94,"Par5GoingfortheGreen",2012
121,121,"JJ Killeen",101,48.81,123,129,"Par5GoingfortheGreen",2012
122,122,"Daniel Summerhays",81,48.8,102,107,"Par5GoingfortheGreen",2012
123,123,"Kevin Kisner",69,48.7,75,79,"Par5GoingfortheGreen",2012
124,124,"Scott Dunlap",57,48.48,64,68,"Par5GoingfortheGreen",2012
125,125,"Freddie Jacobson",61,48.46,63,67,"Par5GoingfortheGreen",2012
126,126,"Gary Christian",91,48.39,105,112,"Par5GoingfortheGreen",2012
127,127,"Trevor Immelman",76,48.33,87,93,"Par5GoingfortheGreen",2012
128,128,"Matt Every",80,48.26,97,104,"Par5GoingfortheGreen",2012
129,129,"Robert Allenby",76,48.22,95,102,"Par5GoingfortheGreen",2012
130,130,"Ricky Barnes",92,48.19,120,129,"Par5GoingfortheGreen",2012
131,131,"Greg Chalmers",88,47.88,113,123,"Par5GoingfortheGreen",2012
132,132,"Bill Lunde",83,47.83,99,108,"Par5GoingfortheGreen",2012
133,133,"Zach Johnson",95,47.79,108,118,"Par5GoingfortheGreen",2012
134,134,"Charlie Wi",86,47.64,111,122,"Par5GoingfortheGreen",2012
135,135,"Jeff Maggert",83,47.58,108,119,"Par5GoingfortheGreen",2012
136,136,"Johnson Wagner",88,47.54,116,128,"Par5GoingfortheGreen",2012
137,137,"Stephen Gangluff",57,47.15,58,65,"Par5GoingfortheGreen",2012
138,138,"Graeme McDowell",55,46.83,59,67,"Par5GoingfortheGreen",2012
139,139,"Ryan Moore",89,46.72,121,138,"Par5GoingfortheGreen",2012
140,140,"Sung Kang",75,46.56,88,101,"Par5GoingfortheGreen",2012
141,141,"Matt Bettencourt",80,46.49,86,99,"Par5GoingfortheGreen",2012
142,142,"Michael Bradley",63,46.47,79,91,"Par5GoingfortheGreen",2012
143,143,"Tim Herron",88,46.19,103,120,"Par5GoingfortheGreen",2012
144,144,"Ryo Ishikawa",54,46.15,48,56,"Par5GoingfortheGreen",2012
145,145,"Steve Wheatcroft",56,45.9,56,66,"Par5GoingfortheGreen",2012
146,146,"Chris Stroud",86,45.61,104,124,"Par5GoingfortheGreen",2012
147,147,"Stewart Cink",71,45.45,80,96,"Par5GoingfortheGreen",2012
148,148,"Miguel Angel Carballo",73,45.4,79,95,"Par5GoingfortheGreen",2012
149,149,"Brandt Jobe",57,45.07,64,78,"Par5GoingfortheGreen",2012
150,150,"Tommy Biershenk",74,45.05,82,100,"Par5GoingfortheGreen",2012
151,151,"Russell Knox",72,44.91,75,92,"Par5GoingfortheGreen",2012
152,152,"Matt Kuchar",86,44.44,88,110,"Par5GoingfortheGreen",2012
152,152,"Heath Slocum",93,44.44,96,120,"Par5GoingfortheGreen",2012
154,154,"Jason Bohn",81,44.1,86,109,"Par5GoingfortheGreen",2012
155,155,"Alexandre Rocha",62,43.84,64,82,"Par5GoingfortheGreen",2012
156,156,"Jerry Kelly",84,43.66,93,120,"Par5GoingfortheGreen",2012
157,157,"Kyle Reifers",86,43.59,102,132,"Par5GoingfortheGreen",2012
158,158,"Chez Reavie",83,43.54,91,118,"Par5GoingfortheGreen",2012
159,159,"David Toms",60,43.06,62,82,"Par5GoingfortheGreen",2012
160,160,"Cameron Beckman",81,42.86,90,120,"Par5GoingfortheGreen",2012
161,161,"Ted Potter Jr",77,42.7,76,102,"Par5GoingfortheGreen",2012
162,162,"William McGirt",96,42.62,104,140,"Par5GoingfortheGreen",2012
163,163,"Stuart Appleby",75,42.56,83,112,"Par5GoingfortheGreen",2012
164,164,"Patrick Sheehan",58,42.52,54,73,"Par5GoingfortheGreen",2012
165,165,"Mark Wilson",84,42.2,92,126,"Par5GoingfortheGreen",2012
166,166,"Dicky Pride",62,42,63,87,"Par5GoingfortheGreen",2012
167,167,"Marco Dawson",60,41.89,62,86,"Par5GoingfortheGreen",2012
168,168,"Luke Donald",63,41.88,67,93,"Par5GoingfortheGreen",2012
169,169,"JJ Henry",93,40.91,90,130,"Par5GoingfortheGreen",2012
170,170,"Tom Pernice Jr",62,40.88,65,94,"Par5GoingfortheGreen",2012
171,171,"John Mallinger",74,40.21,76,113,"Par5GoingfortheGreen",2012
172,172,"Bob Estes",78,40.1,79,118,"Par5GoingfortheGreen",2012
173,173,"David Hearn",95,40,108,162,"Par5GoingfortheGreen",2012
174,174,"Michael Thompson",80,38.78,76,120,"Par5GoingfortheGreen",2012
175,175,"Jim Furyk",85,38.69,77,122,"Par5GoingfortheGreen",2012
176,176,"Tim Clark",60,38.03,54,88,"Par5GoingfortheGreen",2012
177,177,"Chris DiMarco",83,38.01,84,137,"Par5GoingfortheGreen",2012
178,178,"Vaughn Taylor",81,37.95,74,121,"Par5GoingfortheGreen",2012
179,179,"Brian Davis",91,37.8,93,153,"Par5GoingfortheGreen",2012
180,180,"Brendon Todd",78,37.3,69,116,"Par5GoingfortheGreen",2012
181,181,"Ryuji Imada",78,37.26,79,133,"Par5GoingfortheGreen",2012
182,182,"Stephen Ames",54,37.07,43,73,"Par5GoingfortheGreen",2012
183,183,"Ben Curtis",62,36.65,59,102,"Par5GoingfortheGreen",2012
184,184,"David Mathis",83,34.3,71,136,"Par5GoingfortheGreen",2012
185,185,"Justin Leonard",79,31.9,67,143,"Par5GoingfortheGreen",2012
186,186,"Gavin Coles",72,30.86,50,112,"Par5GoingfortheGreen",2012
187,187,"Colt Knost",79,29.13,60,146,"Par5GoingfortheGreen",2012
188,188,"Brian Gay",91,28.57,68,170,"Par5GoingfortheGreen",2012
189,189,"Billy Hurley III",70,27.88,46,119,"Par5GoingfortheGreen",2012
190,190,"Bryce Molder",83,26.75,61,167,"Par5GoingfortheGreen",2012
191,191,"Nick OHern",78,26.09,54,153,"Par5GoingfortheGreen",2012
