"DrivingDistanceAllDrives_RANKTHISWEEK_2016","DrivingDistanceAllDrives_RANKLASTWEEK_2016","DrivingDistanceAllDrives_PLAYERNAME_2016","DrivingDistanceAllDrives_ROUNDS_2016","DrivingDistanceAllDrives_ALLDRIVES_2016","DrivingDistanceAllDrives_TOTALDISTANCE_2016","DrivingDistanceAllDrives_OFDRIVES_2016","stat_name","year"
55,46,"Shane Lowry",35,285.8,80024,280,"DrivingDistanceAllDrives",2016
56,52,"Branden Grace",31,285.5,70801,248,"DrivingDistanceAllDrives",2016
57,74,"Paul Casey",39,285.4,91890,322,"DrivingDistanceAllDrives",2016
58,58,"Derek Ernst",36,285.3,87878,308,"DrivingDistanceAllDrives",2016
58,54,"Russell Henley",42,285.3,147224,516,"DrivingDistanceAllDrives",2016
60,57,"Emiliano Grillo",47,285.1,140845,494,"DrivingDistanceAllDrives",2016
61,67,"James Hahn",45,284.8,148113,520,"DrivingDistanceAllDrives",2016
62,60,"Matt Jones",45,284.7,111619,392,"DrivingDistanceAllDrives",2016
63,61,"Rhein Gibson",36,284.6,103595,364,"DrivingDistanceAllDrives",2016
64,65,"Si Woo Kim",63,284.3,206399,726,"DrivingDistanceAllDrives",2016
65,67,"Brett Stegmaier",57,284.2,185891,654,"DrivingDistanceAllDrives",2016
66,63,"Louis Oosthuizen",25,284.1,38633,136,"DrivingDistanceAllDrives",2016
67,72,"Ernie Els",34,284,110776,390,"DrivingDistanceAllDrives",2016
67,66,"Morgan Hoffmann",43,284,138610,488,"DrivingDistanceAllDrives",2016
67,63,"Shawn Stefani",45,284,138017,486,"DrivingDistanceAllDrives",2016
70,67,"Billy Horschel",45,283.8,135101,476,"DrivingDistanceAllDrives",2016
70,62,"Kevin Kisner",49,283.8,132243,466,"DrivingDistanceAllDrives",2016
72,70,"Seung Yul Noh",54,283.6,173541,612,"DrivingDistanceAllDrives",2016
72,85,"Robert Streb",51,283.6,131017,462,"DrivingDistanceAllDrives",2016
74,71,"Andres Romero",22,283.5,51605,182,"DrivingDistanceAllDrives",2016
75,85,"Lucas Glover",53,283.4,185878,656,"DrivingDistanceAllDrives",2016
76,76,"Martin Piller",37,283.3,103107,364,"DrivingDistanceAllDrives",2016
77,81,"Dawie van der Walt",48,283.2,134823,476,"DrivingDistanceAllDrives",2016
78,74,"Kevin Streelman",46,283.1,122319,432,"DrivingDistanceAllDrives",2016
78,73,"Michael Thompson",46,283.1,122880,434,"DrivingDistanceAllDrives",2016
80,76,"Marc Leishman",41,282.8,98987,350,"DrivingDistanceAllDrives",2016
81,78,"Stewart Cink",45,282.7,130062,460,"DrivingDistanceAllDrives",2016
82,79,"Rory Sabbatini",40,282.6,97776,346,"DrivingDistanceAllDrives",2016
83,80,"Jason Dufner",53,282.5,137292,486,"DrivingDistanceAllDrives",2016
83,81,"Will Wilcox",47,282.5,153124,542,"DrivingDistanceAllDrives",2016
85,83,"Fabian Gomez",49,282.4,167151,592,"DrivingDistanceAllDrives",2016
85,83,"Steve Marino",40,282.4,106753,378,"DrivingDistanceAllDrives",2016
87,90,"Brian Harman",60,282.3,185183,656,"DrivingDistanceAllDrives",2016
87,85,"Webb Simpson",34,282.3,110078,390,"DrivingDistanceAllDrives",2016
89,94,"Boo Weekley",53,282.2,161430,572,"DrivingDistanceAllDrives",2016
90,92,"Kevin Chappell",49,282.1,156866,556,"DrivingDistanceAllDrives",2016
90,85,"Wes Roach",33,282.1,82933,294,"DrivingDistanceAllDrives",2016
92,89,"Miguel Angel Carballo",24,281.9,55255,196,"DrivingDistanceAllDrives",2016
93,104,"Tom Hoge",47,281.7,137474,488,"DrivingDistanceAllDrives",2016
94,91,"David Lingmerth",54,281.6,143058,508,"DrivingDistanceAllDrives",2016
95,94,"Bronson Burgoon",53,281.3,149088,530,"DrivingDistanceAllDrives",2016
95,97,"Daniel Summerhays",55,281.3,168236,598,"DrivingDistanceAllDrives",2016
97,122,"Henrik Stenson",30,281.2,69735,248,"DrivingDistanceAllDrives",2016
97,92,"Bernd Wiesberger",23,281.2,47236,168,"DrivingDistanceAllDrives",2016
99,99,"Jamie Donaldson",28,281.1,82648,294,"DrivingDistanceAllDrives",2016
99,99,"Adam Hadwin",53,281.1,184432,656,"DrivingDistanceAllDrives",2016
101,99,"Scott Brown",59,281,156223,556,"DrivingDistanceAllDrives",2016
101,94,"Andrew Landry",24,281,47210,168,"DrivingDistanceAllDrives",2016
103,103,"Jason Gore",51,280.9,140438,500,"DrivingDistanceAllDrives",2016
104,97,"JJ Henry",44,280.8,158353,564,"DrivingDistanceAllDrives",2016
104,104,"Kelly Kraft",35,280.8,78636,280,"DrivingDistanceAllDrives",2016
104,110,"Danny Lee",53,280.8,141802,505,"DrivingDistanceAllDrives",2016
107,108,"Padraig Harrington",38,280.6,125691,448,"DrivingDistanceAllDrives",2016
108,99,"Andres Gonzales",46,280.5,132966,474,"DrivingDistanceAllDrives",2016
108,106,"Davis Love III",40,280.5,130692,466,"DrivingDistanceAllDrives",2016
108,120,"John Senden",48,280.5,156536,558,"DrivingDistanceAllDrives",2016
111,114,"Retief Goosen",37,280.3,124457,444,"DrivingDistanceAllDrives",2016
111,106,"Geoff Ogilvy",37,280.3,117146,418,"DrivingDistanceAllDrives",2016
113,108,"Pat Perez",28,280.2,66677,238,"DrivingDistanceAllDrives",2016
114,114,"Patton Kizzire",57,280.1,171434,612,"DrivingDistanceAllDrives",2016
115,118,"Erik Compton",45,280,124887,446,"DrivingDistanceAllDrives",2016
115,113,"Whee Kim",54,280,159598,570,"DrivingDistanceAllDrives",2016
117,110,"Matt Every",34,279.9,113650,406,"DrivingDistanceAllDrives",2016
117,112,"Jim Herman",55,279.9,148350,530,"DrivingDistanceAllDrives",2016
119,116,"Jeff Overton",51,279.8,171779,614,"DrivingDistanceAllDrives",2016
120,116,"Matt Kuchar",46,279.6,120244,430,"DrivingDistanceAllDrives",2016
121,122,"Brendon de Jonge",55,279.4,152001,544,"DrivingDistanceAllDrives",2016
121,118,"Russell Knox",48,279.4,113449,406,"DrivingDistanceAllDrives",2016
121,126,"Tyrone Van Aswegen",67,279.4,202871,726,"DrivingDistanceAllDrives",2016
124,120,"Aaron Baddeley",51,279.3,140768,504,"DrivingDistanceAllDrives",2016
124,131,"Sam Saunders",40,279.3,100550,360,"DrivingDistanceAllDrives",2016
126,122,"Luke Guthrie",31,279.2,82089,294,"DrivingDistanceAllDrives",2016
126,122,"Troy Merritt",41,279.2,113895,408,"DrivingDistanceAllDrives",2016
126,128,"Kyle Reifers",63,279.2,186521,668,"DrivingDistanceAllDrives",2016
126,139,"Chris Stroud",52,279.2,159720,572,"DrivingDistanceAllDrives",2016
130,129,"Tyler Aldridge",53,279,159032,570,"DrivingDistanceAllDrives",2016
130,127,"Derek Fathauer",58,279,167399,600,"DrivingDistanceAllDrives",2016
130,131,"Michael Kim",62,279,198632,712,"DrivingDistanceAllDrives",2016
130,131,"Ben Martin",48,279,156267,560,"DrivingDistanceAllDrives",2016
134,137,"Camilo Villegas",50,278.9,162872,584,"DrivingDistanceAllDrives",2016
135,136,"Jonas Blixt",46,278.8,143317,514,"DrivingDistanceAllDrives",2016
135,131,"Hiroshi Iwata",51,278.8,131599,472,"DrivingDistanceAllDrives",2016
135,129,"DJ Trahan",23,278.8,42933,154,"DrivingDistanceAllDrives",2016
138,146,"Roberto Castro",55,278.6,178848,642,"DrivingDistanceAllDrives",2016
138,151,"Vijay Singh",42,278.6,143213,514,"DrivingDistanceAllDrives",2016
138,142,"Steve Wheatcroft",53,278.6,162728,584,"DrivingDistanceAllDrives",2016
141,147,"Johnson Wagner",44,278.5,132579,476,"DrivingDistanceAllDrives",2016
142,151,"Francesco Molinari",36,278.4,128065,460,"DrivingDistanceAllDrives",2016
142,139,"Kyle Stanley",57,278.4,178202,640,"DrivingDistanceAllDrives",2016
142,137,"Andy Sullivan",25,278.4,62361,224,"DrivingDistanceAllDrives",2016
145,135,"Chad Campbell",54,278.3,166973,600,"DrivingDistanceAllDrives",2016
146,142,"Zach Johnson",42,278.1,129576,466,"DrivingDistanceAllDrives",2016
146,144,"Sung Kang",51,278.1,158524,570,"DrivingDistanceAllDrives",2016
146,147,"Cameron Smith",45,278.1,100117,360,"DrivingDistanceAllDrives",2016
149,144,"Ricky Barnes",57,278,170716,614,"DrivingDistanceAllDrives",2016
149,150,"Bill Haas",42,278,108973,392,"DrivingDistanceAllDrives",2016
151,151,"Alex Cejka",47,277.9,121699,438,"DrivingDistanceAllDrives",2016
152,141,"Ryan Moore",40,277.8,103880,374,"DrivingDistanceAllDrives",2016
153,154,"Will Ma Kenzie",54,277.6,154366,556,"DrivingDistanceAllDrives",2016
153,147,"Chez Reavie",56,277.6,177683,640,"DrivingDistanceAllDrives",2016
155,159,"Scott Langley",41,277.3,120343,434,"DrivingDistanceAllDrives",2016
156,157,"Blayne Barber",44,277.2,146378,528,"DrivingDistanceAllDrives",2016
156,154,"Carl Pettersson",31,277.2,108102,390,"DrivingDistanceAllDrives",2016
158,156,"Chris Kirk",51,277.1,151310,546,"DrivingDistanceAllDrives",2016
159,157,"Brice Garnett",29,276.9,58159,210,"DrivingDistanceAllDrives",2016
159,162,"William McGirt",54,276.9,186066,672,"DrivingDistanceAllDrives",2016
159,165,"Henrik Norlander",41,276.9,100780,364,"DrivingDistanceAllDrives",2016
162,160,"Mark Hubbard",73,276.6,227328,822,"DrivingDistanceAllDrives",2016
163,161,"Cameron Percy",22,276.3,54152,196,"DrivingDistanceAllDrives",2016
164,172,"Ian Poulter",37,275.7,87676,318,"DrivingDistanceAllDrives",2016
165,168,"Thomas Aiken",42,275.6,99222,360,"DrivingDistanceAllDrives",2016
166,164,"Shane Bertsch",30,275.5,73292,266,"DrivingDistanceAllDrives",2016
167,167,"Peter Malnati",53,275,162223,590,"DrivingDistanceAllDrives",2016
168,166,"Cameron Tringale",47,274.9,153417,558,"DrivingDistanceAllDrives",2016
169,163,"Jason Bohn",37,274.8,111587,406,"DrivingDistanceAllDrives",2016
169,169,"Freddie Jacobson",54,274.8,149490,544,"DrivingDistanceAllDrives",2016
169,183,"Vaughn Taylor",30,274.8,95637,348,"DrivingDistanceAllDrives",2016
172,170,"Graeme McDowell",33,274.4,88891,324,"DrivingDistanceAllDrives",2016
173,171,"Spencer Levin",62,274.1,183658,670,"DrivingDistanceAllDrives",2016
174,173,"DH Lee",35,274,92068,336,"DrivingDistanceAllDrives",2016
175,176,"Tim Wilkinson",40,273.7,99632,364,"DrivingDistanceAllDrives",2016
176,174,"David Hearn",55,273.6,160335,586,"DrivingDistanceAllDrives",2016
177,180,"Stuart Appleby",39,273.4,137241,502,"DrivingDistanceAllDrives",2016
177,174,"Kevin Na",52,273.4,125221,458,"DrivingDistanceAllDrives",2016
177,186,"Rob Oppenheim",37,273.4,107155,392,"DrivingDistanceAllDrives",2016
180,185,"DA Points",32,273.3,76510,280,"DrivingDistanceAllDrives",2016
181,178,"Justin Hicks",26,273.2,90686,332,"DrivingDistanceAllDrives",2016
181,176,"Bryce Molder",50,273.2,148643,544,"DrivingDistanceAllDrives",2016
183,179,"George McNeill",33,273,105931,388,"DrivingDistanceAllDrives",2016
184,181,"Ben Crane",48,272.8,140769,516,"DrivingDistanceAllDrives",2016
185,182,"John Huh",51,272.6,166846,612,"DrivingDistanceAllDrives",2016
186,190,"Luke Donald",49,271.9,124525,458,"DrivingDistanceAllDrives",2016
187,188,"Chad Collins",45,271.7,136384,502,"DrivingDistanceAllDrives",2016
188,187,"Brendon Todd",43,271.6,128727,474,"DrivingDistanceAllDrives",2016
189,189,"Abraham Ancer",26,271.5,60823,224,"DrivingDistanceAllDrives",2016
190,191,"Robert Allenby",35,270.7,94218,348,"DrivingDistanceAllDrives",2016
190,192,"Zac Blair",56,270.7,158632,586,"DrivingDistanceAllDrives",2016
192,193,"Lucas Lee",22,270.2,56209,208,"DrivingDistanceAllDrives",2016
193,194,"Ken Duke",26,269.8,74463,276,"DrivingDistanceAllDrives",2016
194,196,"Matthew Fitzpatrick",23,269.5,45277,168,"DrivingDistanceAllDrives",2016
195,197,"KJ Choi",47,269.4,149789,556,"DrivingDistanceAllDrives",2016
195,197,"Jerry Kelly",44,269.4,104541,388,"DrivingDistanceAllDrives",2016
195,195,"Colt Knost",56,269.4,157891,586,"DrivingDistanceAllDrives",2016
198,199,"Steve Stricker",25,269.3,78095,290,"DrivingDistanceAllDrives",2016
199,200,"Dicky Pride",33,269,86624,322,"DrivingDistanceAllDrives",2016
200,201,"Billy Hurley III",22,267.9,63222,236,"DrivingDistanceAllDrives",2016
201,202,"Mark Wilson",42,267.6,130066,486,"DrivingDistanceAllDrives",2016
202,203,"Justin Leonard",28,266.9,81124,304,"DrivingDistanceAllDrives",2016
203,204,"Brian Stuard",24,266.5,67152,252,"DrivingDistanceAllDrives",2016
204,207,"David Toms",38,265.8,118547,446,"DrivingDistanceAllDrives",2016
205,205,"Jon Curran",55,265.4,148077,558,"DrivingDistanceAllDrives",2016
206,206,"Brian Gay",22,265.3,66313,250,"DrivingDistanceAllDrives",2016
207,208,"Darron Stiles",28,258.1,57814,224,"DrivingDistanceAllDrives",2016
