"TenthTeeEarlyLowestRound_RANKTHISWEEK_2011","TenthTeeEarlyLowestRound_RANKLASTWEEK_2011","TenthTeeEarlyLowestRound_PLAYERNAME_2011","TenthTeeEarlyLowestRound_ROUNDS_2011","TenthTeeEarlyLowestRound_LOWRND_2011","stat_name","year"
1,1,"Hunter Haas",96,61,"TenthTeeEarlyLowestRound",2011
2,2,"Blake Adams",116,62,"TenthTeeEarlyLowestRound",2011
2,2,"Brian Gay",90,62,"TenthTeeEarlyLowestRound",2011
2,2,"Jeff Maggert",49,62,"TenthTeeEarlyLowestRound",2011
2,2,"Chez Reavie",92,62,"TenthTeeEarlyLowestRound",2011
2,2,"Jim Renner",65,62,"TenthTeeEarlyLowestRound",2011
2,2,"David Toms",78,62,"TenthTeeEarlyLowestRound",2011
8,8,"Jason Day",76,63,"TenthTeeEarlyLowestRound",2011
8,8,"James Driscoll",71,63,"TenthTeeEarlyLowestRound",2011
8,8,"Rickie Fowler",84,63,"TenthTeeEarlyLowestRound",2011
8,8,"Jeff Quinney",42,63,"TenthTeeEarlyLowestRound",2011
8,8,"Justin Rose",79,63,"TenthTeeEarlyLowestRound",2011
8,8,"Webb Simpson",98,63,"TenthTeeEarlyLowestRound",2011
8,8,"Heath Slocum",89,63,"TenthTeeEarlyLowestRound",2011
8,8,"Brandt Snedeker",85,63,"TenthTeeEarlyLowestRound",2011
8,8,"Kevin Streelman",90,63,"TenthTeeEarlyLowestRound",2011
8,8,"Steve Stricker",70,63,"TenthTeeEarlyLowestRound",2011
8,8,"Chris Tidland",30,63,"TenthTeeEarlyLowestRound",2011
19,19,"Paul Casey",48,64,"TenthTeeEarlyLowestRound",2011
19,19,"Alex Cejka",59,64,"TenthTeeEarlyLowestRound",2011
19,19,"KJ Choi",77,64,"TenthTeeEarlyLowestRound",2011
19,19,"Tim Clark",11,64,"TenthTeeEarlyLowestRound",2011
19,19,"Brian Davis",105,64,"TenthTeeEarlyLowestRound",2011
19,19,"Brendon de Jonge",105,64,"TenthTeeEarlyLowestRound",2011
19,19,"Chris DiMarco",93,64,"TenthTeeEarlyLowestRound",2011
19,19,"David Duval",67,64,"TenthTeeEarlyLowestRound",2011
19,19,"Steve Elkington",50,64,"TenthTeeEarlyLowestRound",2011
19,19,"Lucas Glover",74,64,"TenthTeeEarlyLowestRound",2011
19,19,"Billy Horschel",75,64,"TenthTeeEarlyLowestRound",2011
19,19,"Trevor Immelman",84,64,"TenthTeeEarlyLowestRound",2011
19,19,"Sung Kang",63,64,"TenthTeeEarlyLowestRound",2011
19,19,"Anthony Kim",72,64,"TenthTeeEarlyLowestRound",2011
19,19,"Colt Knost",80,64,"TenthTeeEarlyLowestRound",2011
19,19,"Justin Leonard",82,64,"TenthTeeEarlyLowestRound",2011
19,19,"Frank Lickliter II",39,64,"TenthTeeEarlyLowestRound",2011
19,19,"Davis Love III",70,64,"TenthTeeEarlyLowestRound",2011
19,19,"Scott McCarron",65,64,"TenthTeeEarlyLowestRound",2011
19,19,"William McGirt",103,64,"TenthTeeEarlyLowestRound",2011
19,19,"Ryan Palmer",82,64,"TenthTeeEarlyLowestRound",2011
19,19,"Scott Piercy",78,64,"TenthTeeEarlyLowestRound",2011
19,19,"Kyle Stanley",98,64,"TenthTeeEarlyLowestRound",2011
19,19,"Daniel Summerhays",75,64,"TenthTeeEarlyLowestRound",2011
19,19,"Josh Teater",104,64,"TenthTeeEarlyLowestRound",2011
19,19,"Jhonattan Vegas",84,64,"TenthTeeEarlyLowestRound",2011
19,19,"Nick Watney",80,64,"TenthTeeEarlyLowestRound",2011
19,19,"Bubba Watson",85,64,"TenthTeeEarlyLowestRound",2011
47,47,"Woody Austin",59,65,"TenthTeeEarlyLowestRound",2011
47,47,"Ricky Barnes",78,65,"TenthTeeEarlyLowestRound",2011
47,47,"Kris Blanks",92,65,"TenthTeeEarlyLowestRound",2011
47,47,"Jason Bohn",74,65,"TenthTeeEarlyLowestRound",2011
47,47,"Keegan Bradley",91,65,"TenthTeeEarlyLowestRound",2011
47,47,"Greg Chalmers",88,65,"TenthTeeEarlyLowestRound",2011
47,47,"Chris Couch",73,65,"TenthTeeEarlyLowestRound",2011
47,47,"Ernie Els",71,65,"TenthTeeEarlyLowestRound",2011
47,47,"Steve Flesch",88,65,"TenthTeeEarlyLowestRound",2011
47,47,"Harrison Frazar",58,65,"TenthTeeEarlyLowestRound",2011
47,47,"Tommy Gainey",104,65,"TenthTeeEarlyLowestRound",2011
47,47,"Sergio Garcia",61,65,"TenthTeeEarlyLowestRound",2011
47,47,"Paul Goydos",81,65,"TenthTeeEarlyLowestRound",2011
47,47,"Bill Haas",93,65,"TenthTeeEarlyLowestRound",2011
47,47,"JJ Henry",96,65,"TenthTeeEarlyLowestRound",2011
47,47,"Charles Howell III",108,65,"TenthTeeEarlyLowestRound",2011
47,47,"Freddie Jacobson",92,65,"TenthTeeEarlyLowestRound",2011
47,47,"Lee Janzen",62,65,"TenthTeeEarlyLowestRound",2011
47,47,"Brandt Jobe",100,65,"TenthTeeEarlyLowestRound",2011
47,47,"Zach Johnson",79,65,"TenthTeeEarlyLowestRound",2011
47,47,"Richard Johnson",64,65,"TenthTeeEarlyLowestRound",2011
47,47,"Robert Karlsson",61,65,"TenthTeeEarlyLowestRound",2011
47,47,"Jerry Kelly",85,65,"TenthTeeEarlyLowestRound",2011
47,47,"Chris Kirk",87,65,"TenthTeeEarlyLowestRound",2011
47,47,"Matt Kuchar",94,65,"TenthTeeEarlyLowestRound",2011
47,47,"Derek Lamely",65,65,"TenthTeeEarlyLowestRound",2011
47,47,"Michael Letzig",33,65,"TenthTeeEarlyLowestRound",2011
47,47,"Peter Lonard",8,65,"TenthTeeEarlyLowestRound",2011
47,47,"Jarrod Lyle",83,65,"TenthTeeEarlyLowestRound",2011
47,47,"Will Ma Kenzie",48,65,"TenthTeeEarlyLowestRound",2011
47,47,"John Mallinger",42,65,"TenthTeeEarlyLowestRound",2011
47,47,"Steve Marino",76,65,"TenthTeeEarlyLowestRound",2011
47,47,"Shigeki Maruyama",6,65,"TenthTeeEarlyLowestRound",2011
47,47,"David Mathis",83,65,"TenthTeeEarlyLowestRound",2011
47,47,"Troy Matteson",91,65,"TenthTeeEarlyLowestRound",2011
47,47,"Billy Mayfair",94,65,"TenthTeeEarlyLowestRound",2011
47,47,"Graeme McDowell",50,65,"TenthTeeEarlyLowestRound",2011
47,47,"Kevin Na",84,65,"TenthTeeEarlyLowestRound",2011
47,47,"Nick OHern",89,65,"TenthTeeEarlyLowestRound",2011
47,47,"Rod Pampling",72,65,"TenthTeeEarlyLowestRound",2011
47,47,"Jesper Parnevik",26,65,"TenthTeeEarlyLowestRound",2011
47,47,"Tim Petrovic",88,65,"TenthTeeEarlyLowestRound",2011
47,47,"Tag Ridings",87,65,"TenthTeeEarlyLowestRound",2011
47,47,"John Rollins",85,65,"TenthTeeEarlyLowestRound",2011
47,47,"John Senden",94,65,"TenthTeeEarlyLowestRound",2011
47,47,"Vijay Singh",79,65,"TenthTeeEarlyLowestRound",2011
47,47,"Brendan Steele",89,65,"TenthTeeEarlyLowestRound",2011
47,47,"Vaughn Taylor",89,65,"TenthTeeEarlyLowestRound",2011
47,47,"Roland Thatcher",67,65,"TenthTeeEarlyLowestRound",2011
47,47,"Michael Thompson",79,65,"TenthTeeEarlyLowestRound",2011
47,47,"Scott Verplank",46,65,"TenthTeeEarlyLowestRound",2011
47,47,"Jimmy Walker",79,65,"TenthTeeEarlyLowestRound",2011
47,47,"Garrett Willis",71,65,"TenthTeeEarlyLowestRound",2011
47,47,"Mark Wilson",89,65,"TenthTeeEarlyLowestRound",2011
47,47,"YE Yang",63,65,"TenthTeeEarlyLowestRound",2011
102,102,"Michael Allen",16,66,"TenthTeeEarlyLowestRound",2011
102,102,"Thomas Bjorn",16,66,"TenthTeeEarlyLowestRound",2011
102,102,"Steven Bowditch",86,66,"TenthTeeEarlyLowestRound",2011
102,102,"Chad Campbell",99,66,"TenthTeeEarlyLowestRound",2011
102,102,"Bud Cauley",30,66,"TenthTeeEarlyLowestRound",2011
102,102,"Michael Connell",76,66,"TenthTeeEarlyLowestRound",2011
102,102,"Luke Donald",73,66,"TenthTeeEarlyLowestRound",2011
102,102,"Jim Furyk",87,66,"TenthTeeEarlyLowestRound",2011
102,102,"Robert Garrigus",83,66,"TenthTeeEarlyLowestRound",2011
102,102,"Tom Gillis",55,66,"TenthTeeEarlyLowestRound",2011
102,102,"Fabian Gomez",84,66,"TenthTeeEarlyLowestRound",2011
102,102,"Andres Gonzales",60,66,"TenthTeeEarlyLowestRound",2011
102,102,"Todd Hamilton",32,66,"TenthTeeEarlyLowestRound",2011
102,102,"David Hearn",88,66,"TenthTeeEarlyLowestRound",2011
102,102,"Tim Herron",85,66,"TenthTeeEarlyLowestRound",2011
102,102,"Charley Hoffman",93,66,"TenthTeeEarlyLowestRound",2011
102,102,"Ryuji Imada",83,66,"TenthTeeEarlyLowestRound",2011
102,102,"Dustin Johnson",72,66,"TenthTeeEarlyLowestRound",2011
102,102,"Kevin Kisner",70,66,"TenthTeeEarlyLowestRound",2011
102,102,"Martin Laird",77,66,"TenthTeeEarlyLowestRound",2011
102,102,"Tom Lehman",18,66,"TenthTeeEarlyLowestRound",2011
102,102,"Marc Leishman",87,66,"TenthTeeEarlyLowestRound",2011
102,102,"Bill Lunde",92,66,"TenthTeeEarlyLowestRound",2011
102,102,"Ben Martin",74,66,"TenthTeeEarlyLowestRound",2011
102,102,"George McNeill",69,66,"TenthTeeEarlyLowestRound",2011
102,102,"John Merrick",71,66,"TenthTeeEarlyLowestRound",2011
102,102,"Shaun Micheel",77,66,"TenthTeeEarlyLowestRound",2011
102,102,"Phil Mickelson",79,66,"TenthTeeEarlyLowestRound",2011
102,102,"Zack Miller",86,66,"TenthTeeEarlyLowestRound",2011
102,102,"Bryce Molder",82,66,"TenthTeeEarlyLowestRound",2011
102,102,"Sean OHair",71,66,"TenthTeeEarlyLowestRound",2011
102,102,"Hennie Otto",4,66,"TenthTeeEarlyLowestRound",2011
102,102,"Jeff Overton",92,66,"TenthTeeEarlyLowestRound",2011
102,102,"Carl Pettersson",95,66,"TenthTeeEarlyLowestRound",2011
102,102,"DA Points",89,66,"TenthTeeEarlyLowestRound",2011
102,102,"Aron Price",58,66,"TenthTeeEarlyLowestRound",2011
102,102,"Michael Putnam",67,66,"TenthTeeEarlyLowestRound",2011
102,102,"Chris Riley",76,66,"TenthTeeEarlyLowestRound",2011
102,102,"Alexandre Rocha",65,66,"TenthTeeEarlyLowestRound",2011
102,102,"Andres Romero",77,66,"TenthTeeEarlyLowestRound",2011
102,102,"Rory Sabbatini",85,66,"TenthTeeEarlyLowestRound",2011
102,102,"Adam Scott",60,66,"TenthTeeEarlyLowestRound",2011
102,102,"Nate Smith",66,66,"TenthTeeEarlyLowestRound",2011
102,102,"Kevin Stadler",88,66,"TenthTeeEarlyLowestRound",2011
102,102,"Paul Stankowski",78,66,"TenthTeeEarlyLowestRound",2011
102,102,"Will Strickler",51,66,"TenthTeeEarlyLowestRound",2011
102,102,"Chris Stroud",88,66,"TenthTeeEarlyLowestRound",2011
102,102,"Peter Tomasulo",36,66,"TenthTeeEarlyLowestRound",2011
102,102,"DJ Trahan",91,66,"TenthTeeEarlyLowestRound",2011
102,102,"Johnson Wagner",81,66,"TenthTeeEarlyLowestRound",2011
102,102,"Gary Woodland",93,66,"TenthTeeEarlyLowestRound",2011
153,153,"Robert Allenby",84,67,"TenthTeeEarlyLowestRound",2011
153,153,"Stephen Ames",69,67,"TenthTeeEarlyLowestRound",2011
153,153,"Stuart Appleby",65,67,"TenthTeeEarlyLowestRound",2011
153,153,"Arjun Atwal",91,67,"TenthTeeEarlyLowestRound",2011
153,153,"Aaron Baddeley",77,67,"TenthTeeEarlyLowestRound",2011
153,153,"Briny Baird",60,67,"TenthTeeEarlyLowestRound",2011
153,153,"Cameron Beckman",71,67,"TenthTeeEarlyLowestRound",2011
153,153,"Rich Beem",53,67,"TenthTeeEarlyLowestRound",2011
153,153,"Notah Begay III",9,67,"TenthTeeEarlyLowestRound",2011
153,153,"Shane Bertsch",62,67,"TenthTeeEarlyLowestRound",2011
153,153,"Matt Bettencourt",84,67,"TenthTeeEarlyLowestRound",2011
153,153,"Craig Bowden",9,67,"TenthTeeEarlyLowestRound",2011
153,153,"Joseph Bramlett",73,67,"TenthTeeEarlyLowestRound",2011
153,153,"Jonathan Byrd",83,67,"TenthTeeEarlyLowestRound",2011
153,153,"Patrick Cantlay",20,67,"TenthTeeEarlyLowestRound",2011
153,153,"Kevin Chappell",78,67,"TenthTeeEarlyLowestRound",2011
153,153,"Stewart Cink",72,67,"TenthTeeEarlyLowestRound",2011
153,153,"Robert Damron",10,67,"TenthTeeEarlyLowestRound",2011
153,153,"Christopher DeForest",4,67,"TenthTeeEarlyLowestRound",2011
153,153,"Jason Dufner",78,67,"TenthTeeEarlyLowestRound",2011
153,153,"Joe Durant",71,67,"TenthTeeEarlyLowestRound",2011
153,153,"Bobby Gates",82,67,"TenthTeeEarlyLowestRound",2011
153,153,"Nathan Green",81,67,"TenthTeeEarlyLowestRound",2011
153,153,"Anders Hansen",21,67,"TenthTeeEarlyLowestRound",2011
153,153,"Peter Hanson",35,67,"TenthTeeEarlyLowestRound",2011
153,153,"Padraig Harrington",60,67,"TenthTeeEarlyLowestRound",2011
153,153,"JP Hayes",56,67,"TenthTeeEarlyLowestRound",2011
153,153,"Morgan Hoffmann",12,67,"TenthTeeEarlyLowestRound",2011
153,153,"JB Holmes",57,67,"TenthTeeEarlyLowestRound",2011
153,153,"Kent Jones",76,67,"TenthTeeEarlyLowestRound",2011
153,153,"Bio Kim",71,67,"TenthTeeEarlyLowestRound",2011
153,153,"Spencer Levin",113,67,"TenthTeeEarlyLowestRound",2011
153,153,"Matteo Manassero",27,67,"TenthTeeEarlyLowestRound",2011
153,153,"Troy Merritt",63,67,"TenthTeeEarlyLowestRound",2011
153,153,"Ryan Moore",79,67,"TenthTeeEarlyLowestRound",2011
153,153,"Joe Ogilvie",75,67,"TenthTeeEarlyLowestRound",2011
153,153,"Geoff Ogilvy",69,67,"TenthTeeEarlyLowestRound",2011
153,153,"Pat Perez",76,67,"TenthTeeEarlyLowestRound",2011
153,153,"Ian Poulter",52,67,"TenthTeeEarlyLowestRound",2011
153,153,"Alex Prugh",82,67,"TenthTeeEarlyLowestRound",2011
153,153,"Michael Sim",45,67,"TenthTeeEarlyLowestRound",2011
153,153,"Scott Stallings",84,67,"TenthTeeEarlyLowestRound",2011
153,153,"Henrik Stenson",45,67,"TenthTeeEarlyLowestRound",2011
153,153,"Cameron Tringale",110,67,"TenthTeeEarlyLowestRound",2011
153,153,"Kirk Triplett",26,67,"TenthTeeEarlyLowestRound",2011
153,153,"Bo Van Pelt",92,67,"TenthTeeEarlyLowestRound",2011
153,153,"Charles Warren",29,67,"TenthTeeEarlyLowestRound",2011
153,153,"Lee Westwood",36,67,"TenthTeeEarlyLowestRound",2011
153,153,"Brett Wetterich",28,67,"TenthTeeEarlyLowestRound",2011
153,153,"Charlie Wi",83,67,"TenthTeeEarlyLowestRound",2011
153,153,"Dean Wilson",62,67,"TenthTeeEarlyLowestRound",2011
204,204,"Steve Allan",4,68,"TenthTeeEarlyLowestRound",2011
204,204,"Michael Bradley",74,68,"TenthTeeEarlyLowestRound",2011
204,204,"DJ Brigman",67,68,"TenthTeeEarlyLowestRound",2011
204,204,"Josh Broadaway",4,68,"TenthTeeEarlyLowestRound",2011
204,204,"Angel Cabrera",50,68,"TenthTeeEarlyLowestRound",2011
204,204,"Mark Calcavecchia",16,68,"TenthTeeEarlyLowestRound",2011
204,204,"Chad Collins",47,68,"TenthTeeEarlyLowestRound",2011
204,204,"Ben Crane",76,68,"TenthTeeEarlyLowestRound",2011
204,204,"Ben Curtis",66,68,"TenthTeeEarlyLowestRound",2011
204,204,"John Daly",49,68,"TenthTeeEarlyLowestRound",2011
204,204,"Marco Dawson",12,68,"TenthTeeEarlyLowestRound",2011
204,204,"Bob Estes",34,68,"TenthTeeEarlyLowestRound",2011
204,204,"Robert Gamez",23,68,"TenthTeeEarlyLowestRound",2011
204,204,"Retief Goosen",50,68,"TenthTeeEarlyLowestRound",2011
204,204,"Jason Gore",19,68,"TenthTeeEarlyLowestRound",2011
204,204,"Adam Hadwin",20,68,"TenthTeeEarlyLowestRound",2011
204,204,"Jim Herman",69,68,"TenthTeeEarlyLowestRound",2011
204,204,"Yuta Ikeda",27,68,"TenthTeeEarlyLowestRound",2011
204,204,"Ryo Ishikawa",27,68,"TenthTeeEarlyLowestRound",2011
204,204,"Matt Jones",71,68,"TenthTeeEarlyLowestRound",2011
204,204,"Martin Kaymer",38,68,"TenthTeeEarlyLowestRound",2011
204,204,"Olafur Loftsson",2,68,"TenthTeeEarlyLowestRound",2011
204,204,"Hunter Mahan",92,68,"TenthTeeEarlyLowestRound",2011
204,204,"Rory McIlroy",36,68,"TenthTeeEarlyLowestRound",2011
204,204,"Rocco Mediate",53,68,"TenthTeeEarlyLowestRound",2011
204,204,"Louis Oosthuizen",46,68,"TenthTeeEarlyLowestRound",2011
204,204,"Cameron Percy",39,68,"TenthTeeEarlyLowestRound",2011
204,204,"Tom Pernice Jr",39,68,"TenthTeeEarlyLowestRound",2011
204,204,"Brett Quigley",25,68,"TenthTeeEarlyLowestRound",2011
204,204,"Patrick Reed",9,68,"TenthTeeEarlyLowestRound",2011
204,204,"Charl Schwartzel",58,68,"TenthTeeEarlyLowestRound",2011
204,204,"Jordan Spieth",4,68,"TenthTeeEarlyLowestRound",2011
204,204,"Kevin Sutherland",33,68,"TenthTeeEarlyLowestRound",2011
204,204,"Marc Turnesa",54,68,"TenthTeeEarlyLowestRound",2011
204,204,"Kevin Tway",8,68,"TenthTeeEarlyLowestRound",2011
204,204,"Duffy Waldorf",36,68,"TenthTeeEarlyLowestRound",2011
204,204,"Boo Weekley",66,68,"TenthTeeEarlyLowestRound",2011
204,204,"Mike Weir",34,68,"TenthTeeEarlyLowestRound",2011
204,204,"Tiger Woods",27,68,"TenthTeeEarlyLowestRound",2011
243,243,"Chris Baryla",45,69,"TenthTeeEarlyLowestRound",2011
243,243,"Mark Brooks",14,69,"TenthTeeEarlyLowestRound",2011
243,243,"Will Claxton",4,69,"TenthTeeEarlyLowestRound",2011
243,243,"Simon Dyson",12,69,"TenthTeeEarlyLowestRound",2011
243,243,"Matt Every",16,69,"TenthTeeEarlyLowestRound",2011
243,243,"Scott Gutschewski",67,69,"TenthTeeEarlyLowestRound",2011
243,243,"Miguel Angel Jimenez",26,69,"TenthTeeEarlyLowestRound",2011
243,243,"Skip Kendall",14,69,"TenthTeeEarlyLowestRound",2011
243,243,"Jeff Klauk",20,69,"TenthTeeEarlyLowestRound",2011
243,243,"Jamie Lovemark",22,69,"TenthTeeEarlyLowestRound",2011
243,243,"Matt McQuillan",59,69,"TenthTeeEarlyLowestRound",2011
243,243,"Alexander Noren",14,69,"TenthTeeEarlyLowestRound",2011
243,243,"Carl Paulson",28,69,"TenthTeeEarlyLowestRound",2011
243,243,"Dicky Pride",23,69,"TenthTeeEarlyLowestRound",2011
243,243,"Jonathan Randolph",4,69,"TenthTeeEarlyLowestRound",2011
243,243,"Jerry Richardson Jr",2,69,"TenthTeeEarlyLowestRound",2011
243,243,"Sam Saunders",22,69,"TenthTeeEarlyLowestRound",2011
243,243,"Mike Small",16,69,"TenthTeeEarlyLowestRound",2011
243,243,"Bob Sowards",2,69,"TenthTeeEarlyLowestRound",2011
243,243,"Omar Uresti",14,69,"TenthTeeEarlyLowestRound",2011
243,243,"Tim Weinhart",2,69,"TenthTeeEarlyLowestRound",2011
264,264,"Craig Barlow",18,70,"TenthTeeEarlyLowestRound",2011
264,264,"John Cook",4,70,"TenthTeeEarlyLowestRound",2011
264,264,"Graham DeLaet",5,70,"TenthTeeEarlyLowestRound",2011
264,264,"Ross Fisher",24,70,"TenthTeeEarlyLowestRound",2011
264,264,"Scott Gordon",43,70,"TenthTeeEarlyLowestRound",2011
264,264,"Richard Green",11,70,"TenthTeeEarlyLowestRound",2011
264,264,"Mark Hensby",17,70,"TenthTeeEarlyLowestRound",2011
264,264,"Jonathan Kaye",5,70,"TenthTeeEarlyLowestRound",2011
264,264,"Jose Manuel Lara",4,70,"TenthTeeEarlyLowestRound",2011
264,264,"WC Liang",6,70,"TenthTeeEarlyLowestRound",2011
264,264,"Bob May",6,70,"TenthTeeEarlyLowestRound",2011
264,264,"Edoardo Molinari",44,70,"TenthTeeEarlyLowestRound",2011
264,264,"Francesco Molinari",31,70,"TenthTeeEarlyLowestRound",2011
264,264,"Seung Yul Noh",19,70,"TenthTeeEarlyLowestRound",2011
264,264,"Corey Pavin",12,70,"TenthTeeEarlyLowestRound",2011
264,264,"Kenny Perry",36,70,"TenthTeeEarlyLowestRound",2011
264,264,"Martin Piller",63,70,"TenthTeeEarlyLowestRound",2011
264,264,"Fran Quinn",26,70,"TenthTeeEarlyLowestRound",2011
264,264,"Peter Uihlein",16,70,"TenthTeeEarlyLowestRound",2011
264,264,"Camilo Villegas",69,70,"TenthTeeEarlyLowestRound",2011
264,264,"Matt Weibring",14,70,"TenthTeeEarlyLowestRound",2011
285,285,"Thomas Aiken",10,71,"TenthTeeEarlyLowestRound",2011
285,285,"Brian Bateman",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Alejandro Canizares",6,71,"TenthTeeEarlyLowestRound",2011
285,285,"Fred Couples",18,71,"TenthTeeEarlyLowestRound",2011
285,285,"Do Hoon Kim",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Tony Finau",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Todd Fischer",8,71,"TenthTeeEarlyLowestRound",2011
285,285,"Dan Forsman",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"David Frost",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Fred Funk",14,71,"TenthTeeEarlyLowestRound",2011
285,285,"Elliot Gealy",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Wes Heffernan",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Justin Hicks",60,71,"TenthTeeEarlyLowestRound",2011
285,285,"Drew Kittleson",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"JL Lewis",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Robert McClellan",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Koumei Oda",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Preston Otte",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Chad Proehl",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Alvaro Quiros",25,71,"TenthTeeEarlyLowestRound",2011
285,285,"Danny Renfro",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Robert Rock",8,71,"TenthTeeEarlyLowestRound",2011
285,285,"Dave Schultz",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Richard Scott",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Andre Stolz",8,71,"TenthTeeEarlyLowestRound",2011
285,285,"Nick Taylor",4,71,"TenthTeeEarlyLowestRound",2011
285,285,"Esteban Toledo",2,71,"TenthTeeEarlyLowestRound",2011
285,285,"Jerod Turner",10,71,"TenthTeeEarlyLowestRound",2011
285,285,"Drew Weaver",6,71,"TenthTeeEarlyLowestRound",2011
314,314,"Joe Affrunti",15,72,"TenthTeeEarlyLowestRound",2011
314,314,"Alex Aragon",6,72,"TenthTeeEarlyLowestRound",2011
314,314,"Brad Benjamin",4,72,"TenthTeeEarlyLowestRound",2011
314,314,"Olin Browne",2,72,"TenthTeeEarlyLowestRound",2011
314,314,"Brad Faxon",27,72,"TenthTeeEarlyLowestRound",2011
314,314,"Martin Flores",4,72,"TenthTeeEarlyLowestRound",2011
314,314,"Matt Hill",5,72,"TenthTeeEarlyLowestRound",2011
314,314,"Tetsuji Hiratsuka",4,72,"TenthTeeEarlyLowestRound",2011
314,314,"KT Kim",29,72,"TenthTeeEarlyLowestRound",2011
314,314,"Len Mattiace",10,72,"TenthTeeEarlyLowestRound",2011
314,314,"Parker McLachlin",6,72,"TenthTeeEarlyLowestRound",2011
314,314,"Anthony Paolucci",6,72,"TenthTeeEarlyLowestRound",2011
314,314,"Nick Price",4,72,"TenthTeeEarlyLowestRound",2011
314,314,"Jose de Jesus Rodriguez",4,72,"TenthTeeEarlyLowestRound",2011
314,314,"Stuart Smith",2,72,"TenthTeeEarlyLowestRound",2011
314,314,"Martin Trainer",4,72,"TenthTeeEarlyLowestRound",2011
314,314,"Diego Velasquez",2,72,"TenthTeeEarlyLowestRound",2011
314,314,"Jay Williamson",16,72,"TenthTeeEarlyLowestRound",2011
314,314,"Oliver Wilson",2,72,"TenthTeeEarlyLowestRound",2011
333,333,"Billy Andrade",7,73,"TenthTeeEarlyLowestRound",2011
333,333,"Jeff Coston",2,73,"TenthTeeEarlyLowestRound",2011
333,333,"Glen Day",4,73,"TenthTeeEarlyLowestRound",2011
333,333,"Hiroyuki Fujita",17,73,"TenthTeeEarlyLowestRound",2011
333,333,"Russell Henley",4,73,"TenthTeeEarlyLowestRound",2011
333,333,"John Huston",6,73,"TenthTeeEarlyLowestRound",2011
