"EarlyPar4ScoringAverage_RANKTHISWEEK_2005","EarlyPar4ScoringAverage_RANKLASTWEEK_2005","EarlyPar4ScoringAverage_PLAYERNAME_2005","EarlyPar4ScoringAverage_ROUNDS_2005","EarlyPar4ScoringAverage_AVG_2005","EarlyPar4ScoringAverage_TOTALSTROKES_2005","EarlyPar4ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Tiger Woods",76,3.9,859,220,"EarlyPar4ScoringAverage",2005
2,2,"David Toms",87,3.92,1401,357,"EarlyPar4ScoringAverage",2005
3,3,"Phil Mickelson",81,3.94,1313,333,"EarlyPar4ScoringAverage",2005
4,4,"Jim Furyk",94,3.95,1608,407,"EarlyPar4ScoringAverage",2005
5,5,"Dudley Hart",84,3.96,1578,398,"EarlyPar4ScoringAverage",2005
6,6,"Richard Johnson",50,3.97,837,211,"EarlyPar4ScoringAverage",2005
6,6,"Kenny Perry",82,3.97,1297,327,"EarlyPar4ScoringAverage",2005
6,6,"Justin Rose",99,3.97,1910,481,"EarlyPar4ScoringAverage",2005
9,9,"Luke Donald",67,3.98,1267,318,"EarlyPar4ScoringAverage",2005
9,9,"Davis Love III",80,3.98,1389,349,"EarlyPar4ScoringAverage",2005
9,9,"Vijay Singh",111,3.98,1563,393,"EarlyPar4ScoringAverage",2005
12,12,"Stuart Appleby",84,3.99,1350,338,"EarlyPar4ScoringAverage",2005
12,12,"Dan Forsman",52,3.99,1108,278,"EarlyPar4ScoringAverage",2005
12,12,"Tim Herron",100,3.99,2141,537,"EarlyPar4ScoringAverage",2005
12,12,"Charles Howell III",95,3.99,1861,467,"EarlyPar4ScoringAverage",2005
12,12,"Ryuji Imada",78,3.99,1740,436,"EarlyPar4ScoringAverage",2005
12,12,"Justin Leonard",78,3.99,1400,351,"EarlyPar4ScoringAverage",2005
12,12,"Adam Scott",72,3.99,1306,327,"EarlyPar4ScoringAverage",2005
19,19,"Doug Barron",70,4,1501,375,"EarlyPar4ScoringAverage",2005
19,19,"Olin Browne",99,4,1920,480,"EarlyPar4ScoringAverage",2005
19,19,"Bart Bryant",91,4,1914,479,"EarlyPar4ScoringAverage",2005
19,19,"Jose Coceres",56,4,1056,264,"EarlyPar4ScoringAverage",2005
19,19,"Hunter Haas",83,4,1730,432,"EarlyPar4ScoringAverage",2005
19,19,"Tom Lehman",69,4,1544,386,"EarlyPar4ScoringAverage",2005
19,19,"Shigeki Maruyama",99,4,2061,515,"EarlyPar4ScoringAverage",2005
19,19,"Geoff Ogilvy",97,4,1857,464,"EarlyPar4ScoringAverage",2005
